"sighting","r","sitside","y","config","pos","side","lrfb","bss","cloud","sight","stratum","legid","date","divetime","lat","long","obsid","obs","dives","dec","head","group","mark","dup","dupe","usesp","seen","sfrac","glarer","glarel","transect","effort","lng","area","plat","lon"
469,0.311,405,411,"UDHT","F","R","FR",3,4,1,9,1516,10714,0.6722801,6347.6,1632.6,"D03","DP",1,24,50,1,0.67230324,NA,"YES","BA",1,0.5,11.11111,0,352,411,10.5651,18186,2,1632.6
469,NA,NA,NA,"UDHT","R","R","RR",3,4,1,9,1516,10714,NA,NA,NA,NA,"ET",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,11.11111,0,352,411,10.5651,18186,1,NA
474,0.156,138,255,"UDHT","R","R","RR",0,0,1,9,1617,10714,0.710162,6322.31,1527.84,"T04","ET",1,59,90,1,0.71021991,NA,"YES","BA",1,0.5,0,0,353,1140,30.9563,18186,1,1527.84
474,NA,NA,NA,"UDHT","F","R","FR",0,0,1,9,1617,10714,NA,NA,NA,NA,"DP",NA,NA,NA,NA,NA,NA,"YES","BA",0,0.5,0,0,353,1140,30.9563,18186,2,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,0,1,9,1617,10714,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,354,540,14.8079,18186,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,2,5,1,9,1617,10714,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,355,360,10.122,18186,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,1,0,1,9,1819,10714,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,357,720,20.265,18186,0,NA
485,0.176,303,122,"UDHT","R","R","RR",2,0,1,9,1819,10714,0.7609144,6320.3,1359.8,"T07","ET",1,37,90,1,NA,485,"YES","BA",1,0.5,0,0,358,420,12.0398,18186,1,1359.8
485,0.182,315,123,"UDHT","F","R","FR",2,0,1,9,1819,10714,0.7609259,6320.4,1359.7,"D05","DP",99,36,90,1,0.76094907,485,"YES","BA",1,0.5,0,0,358,420,12.0398,18186,2,1359.7
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,5,1,9,1819,10714,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,359,780,22.0112,18186,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,5,2,9,2221,10716,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,360,240,7.9526,18186,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,8,2,9,2221,10716,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,361,241,7.6166,18186,0,NA
-1,NA,NA,NA,"UDHT",NA,NA,NA,3,9,2,9,2322,10716,NA,NA,NA,NA,"9999",NA,NA,NA,0,NA,NA,"YES","9999",0,0.5,0,0,364,779,18.5512,18186,0,NA
