"name","x","y"
1,0,0
2,5.14474756746583,-2.25906459106133
3,6.29915889692161,2.27894632109375
4,4.22658296917781,5.19444527156957
5,-0.256805915912299,6.11223840916959
6,-3.36422733430872,4.36728598515364
