"D" "g0" "sigma"
0.0116771436964 0.999999885938 2521.33669136
0.0401685906759 0.91801096709 1301.63670882
0.111050389995 0.958259081815 742.527607932
0.00865412574935 0.78360693504 3247.00688382
0.0596226618077 0.999989581112 1067.87714726
0.082888740871 0.867056441375 909.634006562
0.0260853999512 0.986803363871 1525.25628571
0.0145639128535 0.965484958694 2050.4592335
0.0619390011503 0.999999544868 1005.97994831
0.0393169113933 0.975746828983 1309.32663785
0.0350785395176 0.999999903477 1387.48820961
0.023863401255 0.999999435163 1555.60313653
0.0549536621763 0.999999815303 1085.59030057
0.00879443518009 0.999999160041 2542.09692969
0.0100679148352 0.999996229863 2802.02573185
0.012850721598 0.99999990122 2300.12171127
0.0230156171899 0.977224952305 1631.15264977
0.0388637727555 0.999999602617 1273.11731404
0.0533210053888 0.999999916676 1087.96148368
0.0893054258322 0.849144382993 967.032523795
0.00941962063905 0.600682541002 5100.01559813
0.023477016442 0.999988302479 1738.33513437
0.00758479890006 0.999999127486 2865.52248955
0.0155738277829 0.999999652661 2032.09630667
0.0602305127995 0.999999859269 992.296154626
0.0332180516427 0.868531324175 1507.45107926
0.00890425344569 0.943611554346 3008.8769347
0.0174562275745 0.999997365546 1938.73502777
0.0409360256803 0.876602382688 1159.60976429
0.0368690417085 0.999999735275 1290.0872186
0.0505144637231 0.712964248713 1399.1098154
0.0126078858464 0.889105189285 2380.7024016
0.021086113966 0.999999823496 1755.80304012
0.0136183508914 0.725835893652 2447.14264789
0.0832581426025 0.996912198319 843.067780729
0.0768069308155 0.999999878974 904.376536243
0.027708918493 0.999999738005 1654.33598855
0.0701916169632 0.999998462772 967.73051723
0.0192767096729 0.900467563441 2027.89501245
0.00941137001664 0.857331203101 2992.11388215
0.0241997022421 0.99999936127 1763.90969721
0.0747387657318 0.99479487293 997.707488646
0.0128616006734 0.809858233844 2534.07194455
0.00878395634007 0.876678671938 2893.9070606
0.0511969938666 0.999998124318 1126.37032343
0.0295225061064 0.926240146799 1489.74083894
0.00851318349149 0.699749523188 3688.23753589
0.0411912925991 0.999999938415 1285.52648618
0.0678443851099 0.999999550389 868.372314532
0.0270057554097 0.94109477183 1676.51923049
0.0229353247505 0.999999737483 1611.44200963
0.0104763792086 0.878868163429 3004.68226862
0.0158705887321 0.999999932324 2040.73649778
0.022191833926 0.867225567092 1926.78684213
0.0521053811209 0.999999646917 1159.93884923
0.0490085810823 0.980393569779 1166.75332879
0.0268453775876 0.841885852214 1654.77358722
0.0151780837898 0.999999550066 2076.1000473
0.0818132378511 0.949372041836 889.137155537
0.0776001246594 0.977741937711 834.661928539
0.0318155712886 0.944458106923 1530.33215336
0.0189613741375 0.790630570361 1954.57083601
0.0269322592006 0.791443496544 1594.09013873
0.102497546561 0.999999844565 801.993104102
0.0305050990024 0.768539328276 1499.11751419
0.00914398223806 0.364584480567 99999.9969494
0.0643320291482 0.999999860617 1026.25784543
0.0117636078656 0.999999850021 2407.75991705
0.0511115771928 0.999999926925 1127.34832731
0.00820267076485 0.912057774572 3452.06536046
0.055173345892 0.989888839004 1157.0154971
0.0776368042077 0.999999827917 861.346546654
0.0182376641567 0.811623264378 2233.11495173
0.0118695953066 0.99999993113 2888.93766542
0.0128223826001 0.884057781737 2419.15848759
0.0419811774233 0.999725128527 1117.6391796
0.0362435204071 0.889383177137 1422.12438292
0.016778790024 0.908268861073 2009.89692371
0.0227499291627 0.967209105258 1761.71016126
0.0140162187412 0.790055612721 2537.30851046
0.0294444124638 0.609604264003 1829.78762003
0.0935889377107 0.999999897881 796.968314176
0.0096271041139 0.838079865727 3497.80115601
0.0165954777698 0.893053981176 1957.70163278
0.00822630352726 0.920029777234 3281.36135836
0.0541189004721 0.999999862677 994.756651658
0.0227843371947 0.936611728493 1648.19398781
0.0845765851798 0.99999973081 853.334703412
0.102901766552 0.999999844349 805.517002601
0.0380343628814 0.999999944828 1296.19374172
0.0184542126025 0.983109362676 1743.55612497
0.00893751628261 0.826682221422 3108.31761383
0.00846656633691 0.994158636399 2767.31199528
0.00917299125547 0.771567812485 3028.82778717
0.071308033367 0.999461046775 978.657132125
0.0332290339689 0.944428021375 1364.58250637
0.015122903485 0.806892366035 2611.0319529
0.00878189243547 0.877944965912 3107.96027732
0.00983798542631 0.755101770449 3578.18149416
0.0233782171399 0.999999386622 1698.20042822
0.00869952887506 0.999997594447 2997.03625502
0.0230820473845 0.999999903322 1829.18600305
0.0143207146142 0.925206803334 2381.47138097
0.0223561297252 0.858291888514 1795.59185786
0.0515727405226 0.999999892522 1076.26123102
0.0188673332513 0.842930653125 2028.66336653
0.0363913149615 0.999999726793 1242.54159047
0.00815443434998 0.767183488014 3857.39237028
0.00758534124401 0.731116979923 4114.49964565
0.0329856603143 0.99999954543 1495.06916538
0.00865129190508 0.780220922868 4279.99160792
0.0719084997103 0.999999914973 1010.55817263
0.0263818583646 0.999999734233 1488.63292552
0.0138397576732 0.999999910278 2319.38118691
0.0199479527341 0.867636329887 1860.09355294
0.0523986415368 0.978692559235 1089.80558342
0.0182895598666 0.999999756763 1797.96862506
0.0272180628036 0.990933239152 1594.84879989
0.0351320250669 0.921476409387 1148.86618191
0.0178528530848 0.880544284179 1963.17001266
0.026334783243 0.999999804254 1668.52067783
0.0835438068725 0.999999877392 864.924723631
0.0167929353756 0.939689423927 2130.54198231
0.0567304253574 0.999999905766 1031.36827889
0.0171151315342 0.922481023571 2007.57994615
0.0891495055555 0.999999555524 800.055199403
0.00740633832041 0.46840345866 5389.29021532
0.0825457302511 0.999999782546 864.440479291
0.0117486442797 0.999999923317 2094.6995976
0.0335058669698 0.999999883027 1456.6309823
0.0235399222337 0.999999657267 1624.70692988
0.12244330716 0.852220468915 723.044575528
0.0571151198558 0.849368940113 1104.75284545
0.0639630387544 0.992478675325 1120.1503058
0.0109529929571 0.886247597222 2886.35303202
0.081776913019 0.891723445425 863.116891074
0.026438674583 0.895470493849 1603.60675833
0.0917655135213 0.999999738628 822.719176133
0.0307438680069 0.932362651046 1340.74705452
0.134674729702 0.942600831904 667.74885642
0.0683850065464 0.915869944273 968.038790628
0.076578302588 0.999990909914 905.807360921
0.0242228709313 0.999999774318 1645.52431852
0.0283655587907 0.770832858854 1687.3200083
0.00951056566834 0.861676493859 3094.65861767
0.0594173160673 0.999999825925 1006.66098355
0.0389541399137 0.961796615834 1396.5923926
0.0415874829018 0.999999841917 1254.50740713
0.0092372348659 0.781924557623 3340.38656515
0.00972834091062 0.905156791508 3099.77202894
0.0144093642573 0.999999212659 2152.84586811
0.0560526580706 0.900766006707 1029.2641729
0.0318825293943 0.999999937823 1320.03102172
0.0734454719264 0.999999719586 860.207039781
0.0841535491292 0.999999878041 825.125977335
0.0481128686891 0.999999920413 1147.73738794
0.0128795457632 0.999999845671 2243.32764019
0.0800190325112 0.999999867871 914.938396524
0.0582946679817 0.999999874427 1087.35299484
0.0137891403851 0.999999760673 1920.9014884
0.0871368271982 0.768925856019 844.773689508
0.00817039713663 0.715410271339 3636.72286135
0.0541424372003 0.895155545955 1139.46993507
0.110714050705 0.999999687952 789.413972585
0.0246870224263 0.888317062809 1765.35784885
0.0206839034789 0.962726691226 1960.11712299
0.018436792093 0.949581913855 1858.77246809
0.0115721787708 0.921660786963 2656.10762648
0.00992614934692 0.999999691305 2805.51075972
0.0206851646922 0.996686735631 1675.83489924
0.0141702255485 0.999999485897 2075.77641302
0.0107026909557 0.999999488794 2677.05571805
0.0594852916924 0.956921537432 1041.46957392
0.0394595472963 0.934975114699 1366.10242714
0.0484474560469 0.999444695473 1204.745584
0.0606439415352 0.893237076781 1067.96930622
0.0112414738629 0.713611315366 3475.05947022
0.125848465538 0.999999797561 750.540393617
0.0134127786655 0.999998929969 2242.94529278
0.0422481555296 0.869597396425 1237.02338526
0.0107196662658 0.999999812499 2556.86907922
0.0198117844352 0.955898060061 1653.88472667
0.0110517955898 0.999999735071 2397.9289443
0.0469596395103 0.999999777721 1193.61747013
0.0115593690175 0.999999862083 2434.37266667
0.085552364637 0.837202002366 941.582346625
0.0436623254219 0.99999987801 1239.44859776
0.0168199221218 0.980003121695 1875.27470384
0.124361578258 0.999999882869 799.867131774
0.0265422189782 0.999999760528 1621.55256994
0.0423983326225 0.99999 1250.00001424
0.0146955470015 0.999999788881 2270.09367816
0.0973391939274 0.999999929836 785.984797495
0.0235401331761 0.999999743969 1725.05984017
0.0206716604945 0.999999613271 1915.72886959
