"D" "g0" "sigma" "kappa" "logLik"
0.174971893641 0.999999768688 1229.48539039 67.6567568814 -1403.7
0.186635097377 0.964320693893 1229.94140836 63.1042119584 -1483.79
0.172752600558 0.95980627988 1302.62988214 76.8857785604 -1515.27
0.159840566338 0.999999863651 1264.89349946 78.4382991541 -1365.52
0.167234476267 0.939193725137 1292.27816501 111.876215125 -1405.99
0.176623440873 0.759822258903 1400.13006651 53.3961283048 -1430.64
0.143861463853 0.999999532455 1311.39962731 68.474175816 -1318.13
0.173180566554 0.671372233787 1465.17593978 82.2636684653 -1361.25
0.158563763231 0.968199440988 1260.92426425 42.6577704259 -1325.2
0.163654552687 0.999999683378 1269.95991263 77.7471874074 -1422.07
0.147357488989 0.905358700111 1324.95661934 50.0796421782 -1262.94
0.18799899304 0.88986272617 1259.11827635 170.705234421 -1440.83
0.172866125303 0.999999899313 1208.33016753 127.222466211 -1359.37
0.194501939554 0.952680267522 1209.83831977 53.8134891226 -1473.38
0.171655811787 0.99999981368 1274.49587168 139.550935987 -1482.58
0.16341275888 0.999999897613 1269.34427776 119.756633505 -1403.14
0.207694801913 0.905031530658 1198.78398447 83.4748808257 -1483.15
0.173742830123 0.90449244534 1305.12311515 53.5629612581 -1468.52
0.178446498134 0.999994434255 1247.49131965 45.1488524645 -1494.1
0.171671565297 0.999999908918 1238.26396181 52.4350915061 -1403.91
0.151719777852 0.999999430084 1280.37087578 134.036659621 -1328.41
0.15228328154 0.999999840806 1294.0288525 160.053539356 -1354.4
0.158702457287 0.99999950818 1268.4275119 225.161310446 -1354.2
0.151326243758 0.999998221083 1239.52862365 134.113002477 -1239.59
0.175676062031 0.848663903067 1340.24985799 140.193855834 -1439.81
0.155339717756 0.92514276093 1292.25876596 98.4847390785 -1291.86
0.187608029112 0.947340191253 1242.01894091 61.4046093011 -1472.3
0.195458303431 0.999999821206 1212.73159363 51.4576811119 -1554.76
0.16643300238 0.98653757595 1235.20868389 86.9449760736 -1342.45
0.192379422947 0.99999962485 1219.53573592 93.9028423902 -1535.65
0.171475105226 0.928361909819 1272.51315344 425.080341205 -1376.23
0.175020868354 0.999999761382 1184.65028665 60.638539904 -1333.59
0.148690250668 0.921532749859 1333.75098996 53.0850133344 -1334.61
0.14331886955 0.942515130512 1317.86765063 46.1621811547 -1262.71
0.193960697503 0.747105174476 1342.83481936 66.9345209416 -1431.07
0.146509435694 0.961855924187 1343.68629089 73.3948177156 -1377.55
0.165264127383 0.999999768589 1252.4688035 49.9691661324 -1392.89
0.171471885579 0.849923767265 1286.66226311 56.2837291119 -1338.37
0.171508722224 0.999999782537 1207.15966109 48.0262208878 -1365.6
0.139925599996 0.999999891921 1340.67675597 179.167323876 -1332.6
0.179680804124 0.857920106147 1295.54664723 133.387019159 -1401.57
0.15367165318 0.901365797116 1286.45757213 92.1372401049 -1228.74
0.144171283245 0.999999906858 1324.93891591 96.8464875804 -1331.46
0.173080946797 0.895402577724 1269.64908453 69.0986143382 -1355.74
0.160790460391 0.999923801168 1288.39363516 68.0665931971 -1433.19
0.188080790386 0.774721308392 1401.20646666 88.1696276393 -1562.13
0.15246729046 0.999999484675 1316.6024732 81.8767937199 -1405.19
0.170754021478 0.851746396499 1336.85445753 147.133091085 -1396.12
0.157767419129 0.999999307697 1233.40804163 66.5836396156 -1288.59
0.180528459404 0.999999922118 1199.24264808 94.8509453595 -1401.47
0.170496878837 0.993408036518 1273.93462931 87.2700636435 -1491.03
0.164573147332 0.999999930112 1234.84892938 59.4985587757 -1341.27
0.159254999188 0.999997870447 1258.78470089 57.1299861976 -1355.29
0.148144331802 0.999999419551 1331.69292273 133.904481957 -1393.98
0.161753964112 0.962427699436 1275.15786712 62.9897727205 -1368.16
0.14924862568 0.999999901377 1294.60371314 133.467835931 -1342.44
0.166480888519 0.9999995812 1235.15359217 51.0026462302 -1364.82
0.186412608127 0.999998873335 1212.99190031 111.649486741 -1476.36
0.155496765464 0.977211526358 1311.11214637 78.2981281971 -1413
0.154806405472 0.977072377193 1380.10139719 105.146609643 -1520.75
0.171610075594 0.941747669769 1303.40281178 69.9352666574 -1496.21
0.172668942477 0.956371994807 1282.17756199 122.731233347 -1461.21
0.165475097513 0.999999926016 1234.36631971 77.8082276103 -1341.54
0.180087766921 0.999999276101 1189.63737774 110.286826406 -1368.88
0.174055366231 0.999999914854 1231.61976842 70.7875287384 -1411.36
0.173069049647 0.999999918142 1229.11205462 56.7731354741 -1419.75
0.164046000672 0.878714433823 1341.6005508 66.8093342541 -1401.66
0.188355375741 0.881593455625 1255.49345789 62.8811399733 -1416
0.168280293034 0.999999930875 1208.61944453 55.4703949073 -1300.6
0.17056481505 0.956166695066 1293.16023309 58.2924081983 -1473.48
0.172861887582 0.99999989309 1244.80465599 55.5084628619 -1446.62
0.167539163654 0.968253180378 1266.26202118 44.8217114259 -1397.29
0.178105772353 0.9999991747 1258.40200342 52.1214381266 -1505.79
0.159186775983 0.999999940559 1320.12506538 69.1028643444 -1476.36
0.199434258552 0.999999910863 1197.1287591 38.09965442 -1529.16
0.163578480206 0.984567799365 1275.05906714 50.3096247637 -1400.37
0.168503504483 0.875205607925 1355.40815449 70.6150492677 -1460.88
0.176454100775 0.999999927919 1152.24617746 251.551367024 -1258.26
0.185988166534 0.999999897868 1170.72588878 284.142774658 -1355.61
0.172429548972 0.999999930107 1194.97624261 40.503725244 -1325.85
0.179528100164 0.959971328285 1246.26874347 48.5993878306 -1444.14
0.165837763522 0.835581516297 1390.34845085 50.9139935182 -1463.62
0.188957479663 0.999999318478 1201.91017713 51.7969423936 -1485.75
0.158675312334 0.999999580057 1287.90482872 89.6008142481 -1382.33
0.164527925728 0.999994181816 1247.14920444 123.656387765 -1390.92
0.195577496975 0.999999934417 1166.01942883 60.3394615261 -1445.11
0.154100469607 0.999999860373 1270.57213104 61.1672416364 -1334.65
0.154490027438 0.999999940758 1275.94437913 118.028012511 -1339.39
0.181956376077 0.924333296943 1286.34618609 61.9411363533 -1510
0.166828079129 0.999999864065 1235.36201219 69.2651514295 -1365.42
0.167913078442 0.999999687479 1259.42748335 55.645694973 -1428.86
0.170428955393 0.880591862768 1328.62771487 48.3318061897 -1458.9
0.165549261522 0.999998440059 1271.61132131 80.0352471806 -1432.41
0.209171187593 0.918856560046 1181.77814516 62.3466079036 -1457.21
0.172752642191 0.847582873158 1352.27343189 63.8279716795 -1453.11
0.172439396651 0.999999876221 1208.39600678 46.8794138596 -1357.95
0.183675757381 0.999999116094 1117.56764229 78.2219191965 -1247.91
0.157549398527 0.9999995804 1238.0229298 73.1102683298 -1288.8
0.147629558023 0.999999898804 1263.2984547 151.414621207 -1233.83
0.14423659267 0.9903282492 1286.84261741 77.6682996203 -1272.92
0.171185848274 0.940438353284 1253.51101892 65.0421595714 -1366.6
0.178360217151 0.971979623148 1228.51743211 149.164172257 -1402.26
0.173584073782 0.892766307441 1297.16679893 54.0199993978 -1404.32
0.165628141757 0.999999890229 1252.56649572 65.6197190506 -1396.1
0.183739278792 0.9455566821 1282.05778039 130.681702015 -1547.22
0.161947117383 0.999998887638 1263.94237822 219.177187438 -1367.85
0.152279879817 0.82844385932 1402.20140959 65.9214123782 -1357.07
0.186457634332 0.999999892881 1234.361529 60.3815302815 -1532.22
0.181731428794 0.966376169105 1225.27503716 89.3152860257 -1421.38
0.184359200128 0.999999840386 1167.13670907 47.2811147416 -1351.27
0.186314846884 0.999999820282 1219.54401573 80.9793266982 -1489.01
0.186751435982 0.999999847689 1156.8476192 91.884862517 -1342.23
0.1649333492 0.999999711929 1272.69179266 117.152618807 -1421.24
0.176348022851 0.956330512881 1215.0386234 49.1657534602 -1353.54
0.17653840001 0.966587227268 1212.75204045 66.2183968119 -1350.05
0.161536178322 0.962163198217 1270.99911817 58.899385076 -1346.73
0.136499332393 0.926026954758 1412.36635969 92.6115705284 -1335.68
0.175675521907 0.999999852349 1233.12041443 95.1230609724 -1426.1
0.178943603824 0.954754392864 1238.96195067 68.8965793164 -1414.88
0.163865218616 0.999999715529 1286.0441533 127.932360511 -1470.81
0.16200823183 0.999999618931 1325.19311947 65.2612942442 -1520.37
0.15879924542 0.999999315086 1260.8956374 73.8103205583 -1354.4
0.169765258518 0.999999789472 1202.44885154 60.1664411617 -1330.17
0.179628084074 0.99999975733 1250.57957048 60.4215501802 -1505.7
0.154239166439 0.855638301717 1389.2492716 102.980647871 -1384.32
0.166642469268 0.999999412518 1259.97191887 69.6809814662 -1423.89
0.161627892736 0.999999866576 1338.79125643 73.4089308896 -1530.9
0.164486499421 0.968745225983 1312.21308329 77.1145375271 -1485.48
0.190061905658 0.902238699925 1266.5422519 390.256071056 -1471.64
0.164484876275 0.999999786335 1295.01897271 89.0694286785 -1481.2
0.176856675416 0.999999905049 1189.07760222 71.762325409 -1348.38
0.160851575393 0.999999556884 1315.50208796 82.046850109 -1467.28
0.177142887026 0.999999787763 1268.74098864 64.7735819895 -1536.74
0.161405456778 0.999999835287 1241.91838143 68.0260280274 -1356.9
0.165876632985 0.936599400762 1308.87099732 134.656164131 -1417.91
0.152625004302 0.999998190625 1274.0876778 82.5250925104 -1306.53
0.169421125462 0.996531936837 1243.32164656 77.8529601439 -1403.05
0.169551855889 0.999999912345 1215.2610465 113.302132973 -1340.34
0.148616804974 0.999999809155 1299.6861407 108.24651252 -1326.21
0.206861321406 0.99999983756 1091.95909838 89.766246896 -1334.51
0.173148017035 0.999999327961 1220.50503761 53.7115825488 -1380.81
0.15728196523 0.999999930473 1222.89739821 84.8472849623 -1247.08
0.156426597231 0.86570949516 1366.4199663 50.2942429176 -1382.22
0.175403268021 0.823388448363 1351.11788818 81.1005468798 -1437.01
0.177503225451 0.7893410031 1357.84348829 63.9408312515 -1395.84
0.179571422176 0.819013706819 1287.49895181 76.6155681081 -1329.19
0.154275779374 0.999999317718 1316.42425169 121.998331572 -1425.07
0.157259059663 0.887803253074 1345.44225334 79.1039473353 -1364.89
0.173470116605 0.999999765411 1252.05832236 51.7405709874 -1452.01
0.160732880894 0.999999910511 1260.78060896 56.5512322053 -1363.33
0.16436823902 0.999999794781 1253.01945352 61.8176572701 -1383.9
0.18948578151 0.999999564508 1215.22174981 84.0589735399 -1525.87
0.166620180986 0.999999760517 1227.68931334 99.0071448979 -1342.79
0.144821744041 0.99999987557 1287.19400716 85.9684794586 -1292.44
0.220541822582 0.817927840995 1192.15870682 64.1613988336 -1399.91
0.185277564402 0.99999989245 1225.07021268 44.169762096 -1490.73
0.220889221358 0.73103459512 1286.04611534 45.4621582309 -1486.12
0.151875111376 0.999999891783 1321.41203716 116.946096804 -1397.64
0.162133376169 0.964746373995 1261.24093649 41.80141739 -1340.17
0.171841286201 0.999999751025 1250.7676313 96.003469381 -1434.15
0.175949939618 0.94344771048 1253.64509121 144.637097627 -1417.76
0.178659373962 0.999999840619 1217.84079363 71.6213847619 -1405.02
0.178982805243 0.99999954734 1210.11197844 40.4987174841 -1416.13
0.169827126251 0.999999861994 1195.35024457 449.557141597 -1281.09
0.161143141608 0.999999859765 1269.3684443 164.110432133 -1373.78
0.167598397938 0.999999723754 1269.19245224 75.1331007486 -1452.77
0.187314250777 0.99999987601 1203.40448421 83.7293948617 -1466.81
0.153678629267 0.999999838362 1312.29108042 120.065504977 -1384.16
0.170540117583 0.999999865617 1229.68526581 72.956843164 -1385.68
0.173782161439 0.999999921263 1260.48997611 86.8943326902 -1470.1
0.160785636472 0.999999893748 1271.01960075 133.824399442 -1398.32
0.162180500141 0.99999989018 1285.29779059 53.8012389742 -1406.54
0.143238620964 0.965576300057 1345.46244863 141.099369172 -1323.99
0.189582332055 0.894491292793 1236.84904469 64.0679161253 -1403.55
0.164731545627 0.99335983584 1276.15501814 57.6892046921 -1427.16
0.154877080605 0.999999767976 1318.729995 74.1610539773 -1445.97
0.168147373247 0.999999712672 1233.09280383 32.3165994689 -1371.87
0.149692611084 0.974474599593 1344.2834189 48.1983612665 -1407.97
0.159216992368 0.999999004676 1281.83946905 63.2409064389 -1398.9
0.17780807382 0.99999987373 1219.62211119 75.7501970434 -1416.82
0.164308396888 0.998003440031 1275.09665379 85.060375046 -1442.76
0.151143005334 0.999999847953 1261.00103109 123.456759256 -1291.6
0.171875410571 0.999999846223 1286.52290605 55.7512912335 -1525.87
0.164972430161 0.832345607745 1345.85584311 42.4466171842 -1348.49
0.163478590665 0.999999296678 1314.83434005 128.839268141 -1504.31
0.18136442681 0.902919929108 1259.40994321 109.475676405 -1409.38
0.173859796559 0.999999743877 1234.07059022 72.4772550604 -1437.41
0.156668753526 0.999999899291 1220.19254562 85.8206013531 -1250.8
0.167136366969 0.999999717201 1223.7595847 106.645622768 -1334.79
0.162435254136 0.988434119899 1263.87717804 163.945235864 -1369.19
0.185253421492 0.868465549132 1280.37931244 78.5083753975 -1428.18
0.165940768904 0.999999930871 1273.2289277 132.998579313 -1438.81
0.162358502753 0.999999905344 1220.03144723 80.3638637134 -1314.84
0.173140269899 0.838051030185 1312.0613974 109.324431745 -1361.03
0.157490858133 0.999999933038 1316.31023351 272.680159293 -1438.72
0.186685550907 0.917640525365 1267.26975132 51.4221017506 -1487.71
0.167265572504 0.999999197695 1200.7788536 47.7029940677 -1319.8
0.175763261723 0.99999944454 1218.0844837 27.0051348245 -1408.41
0.154519967377 0.999999922933 1239.29661224 65.1492062968 -1261.44
0.145381918726 0.9707314277 1353.12032738 75.0228687704 -1401.71
0.164650636458 0.959805810126 1300.33450814 67.1164497216 -1434.16
0.173015244909 0.99184279053 1268.9580925 52.4888632578 -1485.67
0.165838631161 0.999998986865 1189.26021465 63.1610275045 -1268.42
0.167523245276 0.97680276133 1219.33343871 115.190777105 -1314.99
0.169557685115 0.999999596926 1228.78378547 41.5258955125 -1378.07
0.162969905348 0.96656656916 1324.22413487 80.2120222487 -1487.89
0.168475716711 0.999999866603 1240.15044976 41.1749508582 -1400.68
0.155854801287 0.999999571817 1262.18391942 62.5011828548 -1359.13
0.17440681177 0.999999881181 1212.05301927 127.101960456 -1372.39
0.160187303422 0.999999839206 1256.25640219 184.549900323 -1331.32
0.166106310928 0.999999872685 1224.7329256 84.5258325267 -1326.84
0.154915500428 0.972566037709 1327.86879448 93.9016906571 -1417.95
0.166372851051 0.999999373948 1195.8018863 95.244576348 -1282.41
0.162227087319 0.999999945031 1238.24016718 85.2700857767 -1324.16
0.156550755692 0.999999846514 1260.6979863 76.4653759246 -1342.95
0.170835900426 0.999999914088 1236.80047806 48.978980273 -1415.69
0.170292633883 0.999999901249 1157.1819141 131.062471115 -1224.36
0.19451961597 0.990483307544 1207.1329627 76.7227403003 -1518.94
0.153835633121 0.999999738595 1286.36148896 69.3722802005 -1371.48
0.183333978554 0.999999288548 1229.51648898 42.903934112 -1496.32
0.185953457632 0.845913084856 1319.46718283 34.3808552247 -1489.4
0.190036411052 0.999999291957 1210.1300525 152.23865057 -1511.34
0.17326116486 0.999999930905 1208.39342115 458.326787944 -1351.59
0.145406604535 0.979292973378 1343.38490537 76.2715853432 -1376.79
0.172615627902 0.93449869577 1211.56260812 127.571787601 -1278.68
0.154613876147 0.999999719285 1249.87396934 139.068754736 -1301.73
0.198363794279 0.844606688465 1269.55809821 39.9223484041 -1491.54
0.179139998391 0.999999918009 1255.72428556 58.9318508656 -1516.24
0.151604496179 0.999999781226 1275.41709331 60.2471381016 -1339.1
0.154424824594 0.999999848738 1326.29774245 62.1567409556 -1448.49
0.151519498059 0.77883216852 1398.26712659 106.632634388 -1261.18
0.155137134805 0.999999557082 1294.35970989 162.423454531 -1372.94
0.186462547069 0.999999843606 1181.61268151 52.9127212609 -1416.72
0.152366619321 0.999999913495 1255.06844781 46.739912884 -1292.21
0.170855294912 0.999997680912 1241.71766479 47.2558547879 -1422.33
0.149295296681 0.999999604514 1286.93395776 144.139698988 -1314.02
0.169279217865 0.931993861383 1260.41090506 78.7045108878 -1367.16
0.16953578319 0.999999823774 1194.82916153 113.627563538 -1299.16
0.169123574034 0.999999884122 1210.23483332 61.7029361649 -1335.75
0.151722542308 0.999998561389 1287.69560779 53.4199649109 -1375.42
0.158941068085 0.941304180056 1331.27933021 73.9012203847 -1427.24
0.169746815493 0.927248041502 1306.52478903 118.558648335 -1464.56
0.189642999637 0.966451923536 1190.6248421 51.3407972714 -1409.28
0.148728839244 0.999999517761 1324.95279789 82.0741193487 -1386.91
0.157059885653 0.999999815078 1256.51029789 64.189655756 -1343.47
0.180422329854 0.991542290563 1212.90443149 63.3833261797 -1435.02
0.164935847757 0.903727820073 1306.48753225 88.5465623559 -1359.5
0.161809941557 0.941268657006 1285.57072629 75.6035498238 -1351.67
0.168722040228 0.999999502653 1265.90489031 64.2937164382 -1460.39
0.172592879988 0.999996558441 1202.73813522 102.689072654 -1343.39
0.188777983245 0.872559031112 1270.21434638 64.750947561 -1444.32
0.140049322139 0.99999960368 1308.80774142 109.540067052 -1291.37
0.158574282039 0.94043581814 1299.47362333 69.2618288951 -1351.42
0.154760466664 0.990615868288 1304.09590888 138.686803408 -1377.7
0.16758927468 0.827108125775 1436.85674348 218.112930563 -1529.96
0.160870438637 0.988474424741 1283.26358207 68.0183186043 -1402.88
0.171820548345 0.99999817772 1232.65790879 84.3139755986 -1391.62
0.188142018076 0.999999953428 1226.37604191 68.5127155097 -1522.77
0.178353743996 0.999999712347 1188.18233382 58.4165756402 -1372.73
0.178960145036 0.757720421652 1409.50492521 59.9667520809 -1481.57
0.154908134653 0.863133890021 1362.77467068 61.9654541385 -1340.91
0.151049632247 0.999999633421 1312.96919269 352.01128603 -1366.37
0.165359900772 0.99999978182 1224.49080222 64.3862776942 -1318.7
0.178949523533 0.999999767475 1115.97593425 108.343013621 -1209.31
0.163497053673 0.999999948635 1270.67559336 86.0604354659 -1398.92
0.168463600292 0.999999871147 1207.8529286 86.4526897285 -1335.43
0.165280060194 0.999999942444 1221.36335139 38.4205687582 -1320.07
0.162830518513 0.999999902784 1237.3086787 118.700508502 -1332.11
0.1638229985 0.999998908463 1303.13911522 174.157447424 -1493.76
0.176005767738 0.990909428747 1201.29926041 114.639558093 -1359.96
0.171375952873 0.903309083906 1318.0509591 96.8725693024 -1447.74
0.174081415949 0.840809345689 1328.93364289 75.7842119781 -1414.49
