"D" "g0" "sigma" "sigmatoa"
5791.69497015 0.999999990377 4.97513160442 0.00163679564902
5438.04429776 0.999999992451 5.28357384868 0.00153773558331
6099.0350666 0.999999991994 5.20932007873 0.00193118457337
5398.18979376 0.999999993258 5.28008057876 0.00191963292484
5060.35165996 0.999999990901 5.32964743301 0.00164158160398
5455.59569616 0.999999991634 5.23078727721 0.00180682284689
5713.50541859 0.999999991349 5.13273302858 0.00174437762013
5612.71974443 0.999999991143 5.12725657503 0.00167970521936
5015.98703206 0.999999992306 5.44980914594 0.00203592044334
5321.02719012 0.999999992789 5.2502401701 0.00206127546698
5383.72827163 0.999999991061 5.33113242973 0.0020385754862
5827.13649381 0.999999988042 4.85416352539 0.00160867231758
5175.95967812 0.999999992384 5.41650314864 0.00218919777306
5288.79631374 0.999999991113 5.07061017377 0.00217961205196
5218.86078654 0.999999990598 5.15097208523 0.00203876029392
5787.48296423 0.999999992391 5.40425652398 0.00193011454042
5735.11624497 0.99999999155 5.11908247643 0.00237470218489
5801.97963372 0.999999993693 5.33799355517 0.00216879299519
5661.26187639 0.999999991691 5.01563402082 0.00211481840373
5302.37289876 0.999999990592 5.2632008112 0.00180663027871
5325.87333366 0.999999991471 5.38187719779 0.00186979847716
5098.45689086 0.999999989298 5.23627640807 0.00161192490467
5725.19867648 0.999999990538 5.14507077101 0.00249445161193
5558.23709487 0.999999990293 5.05046820803 0.00192925699305
5271.26316398 0.99999998897 5.22156075195 0.00211536157479
5244.85434839 0.999999990985 5.02455453215 0.0018734729601
5529.08741381 0.99999999046 5.04866339246 0.00209033950149
5503.85837806 0.999999988586 5.0753549753 0.00201985844162
4936.28562225 0.999999989427 5.25533818661 0.00215681265625
5249.47567057 0.99999999021 5.22614138317 0.00163496650107
5764.94479325 0.999999992031 5.15920464123 0.00178717671218
5866.1554921 0.999999991336 5.10592651392 0.00230222202968
5514.99643638 0.999999991344 5.16051867233 0.00193537880167
5981.74646345 0.99999999045 5.2436382553 0.00198131480111
5866.12516028 0.999999990338 5.00878216871 0.00195168783357
5563.68610091 0.999999990934 4.98521477018 0.0019850656896
5482.94234289 0.999999990981 5.08902450785 0.00209846796051
5285.74748579 0.999999990709 5.06190567806 0.00207216087622
5270.52909378 0.999999989768 5.06142870942 0.00190576536774
5192.26292917 0.999999991839 5.26651917696 0.00187337632629
5856.61801846 0.999999990952 5.22707738192 0.00175845311645
5580.68352596 0.999999989243 5.05654422886 0.00177838678228
5827.01526459 0.999999990909 5.08146392729 0.00173116333491
5581.75390881 0.999999991405 5.25774775096 0.00181194915183
5228.46945016 0.999999991367 5.34692262765 0.00211156477303
5259.26755998 0.999999992447 5.3039586582 0.002204205235
5507.61391774 0.999999990645 5.23663737644 0.00215256801828
4745.21342689 0.999999991994 5.28647220423 0.0020820464075
4928.22402913 0.999999990968 5.32886034302 0.00176839941024
5540.44358763 0.999999992467 5.06193047493 0.00156765887493
6069.22760686 0.999999989237 5.16259423915 0.00208895217235
5355.73164714 0.999999991587 5.18447080324 0.00215136654047
6260.41177614 0.999999992089 5.1594614123 0.0018094505172
5867.07830162 0.999999989753 5.05691698283 0.00221118092725
5815.37893427 0.999999991399 5.14704469733 0.00178216055247
5557.85470895 0.999999990849 5.21339107891 0.00199306184889
5751.97342439 0.999999992828 5.40851716799 0.00182563062445
5494.26335847 0.999999991129 5.24557261506 0.00180696551055
6277.61873257 0.999999992025 5.0682571774 0.00217045197926
5945.36994222 0.999999992585 5.23802724419 0.00220757296887
5318.7505953 0.999999992188 5.18872464791 0.00193836761087
5217.41590945 0.999990000007 5.45327284489 0.00195139998049
5573.32220763 0.999999992284 5.36257801991 0.00200468951439
5538.25375091 0.999999987791 4.97029601788 0.00215617269594
5214.53097082 0.999990000005 5.4459838656 0.00203084701833
6499.94567946 0.999999991294 4.95375915956 0.00196870343916
4925.12632514 0.999999990359 5.34240512691 0.00176261317208
5277.22399192 0.999999990987 5.21741360256 0.00188358256215
5122.36496284 0.999999991891 5.1202333673 0.00197167611127
6017.94216231 0.999999990493 4.99549139968 0.00190832645242
5664.54739596 0.999999992243 5.16396131506 0.00218433863219
4829.1229296 0.999999991509 5.40506250703 0.00202592274623
5603.3923269 0.999999992099 5.21356703025 0.00222037598308
5462.4398579 0.999999989271 5.13359114597 0.00209550734542
5028.00676592 0.999999991727 5.2876665755 0.00192765266527
5637.79306226 0.999999990431 5.09103822969 0.00186449602979
6031.71491193 0.999999992086 5.12913393421 0.00224907562574
4985.03623103 0.999999988128 5.15158357264 0.00201284515722
5532.93372693 0.999999991293 5.33025497738 0.00194385879615
5581.71916026 0.999999990235 4.94281898616 0.00201527402544
5300.56416053 0.999999991177 5.25395818485 0.00186967771265
5007.68808345 0.999999991064 5.36879077128 0.00165586683254
5223.97630695 0.999990000004 5.47015353346 0.00204313944097
5297.76285366 0.999999989304 5.18199644129 0.00174780169226
5314.9769953 0.999999988529 5.07437401562 0.00218499942584
5700.06026339 0.999999992131 5.18078987662 0.0023533126392
5180.22772036 0.999999991119 5.34985181022 0.00229212783753
5676.46720351 0.999999991778 5.08654665435 0.00183832722378
5771.37608789 0.999999992497 5.13560006695 0.00228886470888
5654.58126832 0.999999989328 5.14047026938 0.00178096409842
5397.0607327 0.999999990869 5.19814025715 0.00197197289054
5686.27647825 0.999999992029 5.15996053939 0.00213624858358
5028.78902431 0.999999991494 5.24283750831 0.00185050461621
5873.45286776 0.999999990362 5.10144744122 0.00190712528547
5087.65760505 0.999999990298 5.18909166646 0.001911941927
5147.62917672 0.999999991261 5.41607340557 0.00210731407324
5186.01502792 0.999999992133 5.22798068995 0.00205412652443
5650.94844379 0.999999991916 5.17271108495 0.00189707786702
5445.82392721 0.999999990173 5.19628266764 0.00184841599804
5899.06599025 0.999999988595 5.01811959011 0.00187781741823
5954.77659665 0.999999990687 4.98482540758 0.00236373720042
4959.04433272 0.999999991586 5.27208311673 0.0019265564255
6125.41680591 0.999999992015 5.13839045232 0.00204083537292
4826.66465667 0.999999992204 5.49712569492 0.0017542703179
5640.0280662 0.999999992247 5.11976759769 0.00221765480424
5376.60115648 0.999999992894 5.25359428922 0.00238028039501
5413.57668039 0.999999992183 5.32074601418 0.00200664004857
5400.14009384 0.99999998913 5.20643489648 0.00198806628382
5295.15053122 0.999999991831 5.33101604603 0.00190217703255
5998.38051392 0.999999991364 5.12096157103 0.00236200675685
5561.70844703 0.999999992078 5.16036354308 0.00220368942538
4921.97305297 0.999999991956 5.34479959183 0.00194691512911
5696.81890892 0.99999999142 5.25161357693 0.0018490611764
4838.35055112 0.999999990594 5.26094972769 0.00206326893348
5541.17992201 0.999999991585 5.31472600777 0.00186275106451
5275.31663423 0.999999992487 5.32411767006 0.00178620286895
5732.47131355 0.999999993063 5.26754610329 0.00228421228599
5121.44532938 0.999999991488 5.21974667192 0.00195292150784
5843.20939375 0.999999992562 5.2831410593 0.00178106745463
5580.3603871 0.999999991462 5.25866940861 0.00180204873801
4610.21951788 0.999999989966 5.35859626304 0.00215176735874
5245.3240232 0.999999992292 5.26094310099 0.00183009961074
5174.53574728 0.99999999258 5.39640547849 0.00217472201358
4916.26411241 0.999999984791 5.0758856625 0.00160758816259
6043.52641904 0.999999990197 4.92323948255 0.00196546129927
4745.11485539 0.999999990732 5.36800841925 0.00184127816327
5292.44253238 0.999999990683 5.20685879797 0.00182334253807
5505.26705086 0.99999999092 4.94956186821 0.00179149220458
5006.16252793 0.999999989388 5.23719533865 0.00171507343882
5219.42121408 0.999999992821 5.30050398765 0.00215039349105
5331.41182831 0.999999989273 5.13778136553 0.00188676525514
4689.61880338 0.999999989701 5.21175920449 0.00215064702158
5142.3587414 0.999999991403 5.23743535543 0.00171850410569
4954.43749385 0.999999992366 5.34254151203 0.00189894017177
5147.4554469 0.999999991064 5.20118379093 0.00211061009225
5940.73661197 0.999999988332 4.96412964776 0.00174106211115
4942.25133064 0.999999988828 5.17158228781 0.00203812588473
5321.46024121 0.999999991585 5.16573522215 0.00159233418118
4721.22701791 0.999999990684 5.15143296905 0.00172118696518
