"D" "ssb0" "ssb1" "sigmass"
5409.87314542 5.16923730583 -0.0212989354474 5.83807590064
5116.86270452 5.16391056983 -0.0194945211698 6.1315220912
6014.82763428 5.1629727348 -0.0205504669662 6.36772401664
5187.2749283 5.15899328493 -0.019088165451 5.6286531132
4965.6280193 5.1581248211 -0.0192798345332 6.10469677081
5404.40508794 5.16255697803 -0.0203111137527 5.92096616219
5638.50535297 5.15926081008 -0.0204813067426 6.41987882656
5270.06264888 5.16396198894 -0.0201232064865 6.07569981479
4985.14673525 5.15638588039 -0.018801855697 6.13714117332
5305.76554023 5.16156399977 -0.0202004224396 5.88766663954
5350.87125283 5.16287198098 -0.0201654593199 6.46508310838
5584.99143201 5.15981828213 -0.0213203902929 6.23533499077
5119.45075083 5.16494893288 -0.0199831134996 6.5137714982
5133.80385682 5.16099446397 -0.0204686686072 5.7878632016
5083.49631567 5.16125203594 -0.0202146262643 5.86192139331
5732.02422433 5.16176728632 -0.0196177119482 6.321933998
5495.69708309 5.1696618783 -0.0212046422773 6.14914652248
5668.5521023 5.16855488813 -0.0202538562568 5.74111680283
5389.00784078 5.17004167023 -0.0213893350657 5.42284421008
5254.77988228 5.16227596157 -0.0200755636068 5.74173137628
5180.50245788 5.1552271002 -0.0186708073315 6.27197689295
5046.82561843 5.15977608477 -0.0199695115186 5.99932776147
5553.35747508 5.16066838955 -0.0201646654364 6.03234056459
5113.7956666 5.16409170985 -0.0202661963302 6.37187429183
5190.95950871 5.15500008276 -0.0193457057185 5.90790080615
4802.04005455 5.17513001427 -0.0215259364202 6.15553393783
5310.19209403 5.16101657049 -0.0206654385984 6.50539880016
5320.85968087 5.15672079477 -0.0201844211079 6.63870758616
4853.49696065 5.16086765198 -0.0202040684229 6.76257882581
5126.21565505 5.15053028544 -0.0188001925095 6.24678071662
5728.00252253 5.16099998605 -0.0204975852305 5.92308417796
5463.17736455 5.16459106889 -0.0201338590938 6.00365066418
5316.3845061 5.16111276836 -0.0200133064033 5.93853765805
5922.98558842 5.15934746195 -0.0201128530894 6.57408332407
5526.58374072 5.15863147469 -0.0203575985489 6.78296251544
5259.87137218 5.15685816293 -0.0200701545513 6.18594220626
5191.626018 5.15925178075 -0.0198036637326 5.89095848393
5034.47807816 5.16801578616 -0.0210010570019 5.65422245181
5031.03925423 5.15629212908 -0.0196243154739 5.68350585063
5109.36667677 5.1612378781 -0.0199943447872 6.20820032651
5752.96515682 5.15597194771 -0.0196203933576 6.47920008264
5458.47758239 5.15785941735 -0.0202019635678 5.58852299535
5695.56350606 5.16090883771 -0.0206528365612 6.14078359069
5488.98227521 5.15951555991 -0.0198958745717 6.40817768918
5066.21325655 5.1538975823 -0.0184687462806 5.93092928456
5179.25850237 5.15955267065 -0.0196238357514 6.14428482981
5520.95420778 5.15543035948 -0.0196634344944 6.04287468119
4616.50895058 5.16441760323 -0.0201292535812 6.29467483027
4936.98421568 5.156212404 -0.0194551546242 6.30004755536
5190.5118536 5.16909837994 -0.0208515110834 5.66340339435
5997.47051018 5.16048971814 -0.0204839832271 6.3360568256
5110.15949594 5.15737383321 -0.0194112570426 6.21987821836
6054.71416512 5.15754662916 -0.0196445325891 5.93816071183
5716.17439835 5.16608544813 -0.0214389901782 6.37205110964
5646.92250111 5.14998631307 -0.0189398921922 6.15355762734
5493.60562863 5.16276881975 -0.020534045654 6.33833452865
5781.11154343 5.16279679293 -0.0198460095191 6.04485002859
5516.42922687 5.16230976424 -0.0205205570257 6.14644964655
6080.37389692 5.16535608156 -0.0210272391163 5.92170726431
5769.04076335 5.16123323144 -0.0198857461722 6.18859055899
4980.37722302 5.15711834214 -0.0189823606358 5.97500989674
4979.57118787 5.1610416351 -0.0201261707624 6.20584249127
5563.68694294 5.16468027642 -0.0201946631111 6.15655743572
5325.73473111 5.16805052025 -0.0218243558356 6.21436036732
5006.19562285 5.16910774901 -0.0212907926598 6.50437714361
6079.86813786 5.15939532245 -0.0201868936381 5.74139488619
4923.74432808 5.1673489689 -0.0208780259053 6.82915257144
5055.06782583 5.15910761164 -0.0195520000952 6.2657298098
4877.64928911 5.15568037851 -0.0195550582191 6.47083864805
5614.85511535 5.16094804158 -0.0206906575911 7.15194460194
5468.29686853 5.16249591322 -0.0200107040729 5.43959676148
4878.96403226 5.1584611176 -0.0194763843893 6.14959892591
5439.56509367 5.16156382548 -0.0200620842578 6.25114504647
5370.12966437 5.15776535101 -0.0201805002074 6.28579627102
4909.44620964 5.16023137276 -0.0194709500328 5.68943636778
5417.50319665 5.1592732253 -0.0201574336888 6.21758175023
5830.31007361 5.16248777506 -0.0205551375002 6.44606748291
4894.01042467 5.1625372978 -0.0206641068094 6.31065350321
5466.88122611 5.16247918493 -0.0199252059385 6.1941890262
5362.75044016 5.16429192885 -0.0216476729082 6.66288953589
5059.66355705 5.15691330614 -0.0192517201416 6.66544697087
4991.88208106 5.16310087636 -0.0200471489066 6.38515830921
4798.28055494 5.15234702156 -0.0190508306685 6.90375617678
5451.71813287 5.1664217496 -0.0218751163038 6.47894968067
5115.71143449 5.16404499278 -0.0208219249716 6.17202116697
5581.33523829 5.16311097365 -0.0204266095047 5.96274425524
5122.74173863 5.15482106754 -0.019176566581 6.7133741646
5382.63348249 5.15819554541 -0.0197995779699 6.12614171205
5526.78058067 5.16582861893 -0.0203632625209 5.30447532603
5508.43265141 5.15568496522 -0.0197109943315 6.18070361442
5161.32004998 5.15615269105 -0.0194251585617 6.66751996261
5403.4401049 5.16123807371 -0.0197950117061 5.92481674382
4999.38284919 5.15819205817 -0.0199206224595 6.2627758235
5620.06100621 5.15744939876 -0.0197689818976 6.07436292565
4906.04117794 5.16293970723 -0.0203501736293 6.5760354608
5219.47235157 5.16246812105 -0.0199880761987 6.23645082447
4874.0155643 5.16844125006 -0.020371059609 6.50651014235
5307.54656637 5.15480221825 -0.0189341525706 6.25151387463
5282.75749897 5.15789278066 -0.0196837547532 6.22901502452
5672.82636507 5.15755207312 -0.0204096095574 6.51335796949
5629.39830491 5.16430389421 -0.0209816693817 6.1887333382
4881.27587878 5.16253950244 -0.0199735472662 5.78672126339
6168.61776935 5.16299656008 -0.0212462256324 6.39421772148
5042.14462821 5.1621567957 -0.0199687190033 5.91558774194
5410.71400535 5.16438736388 -0.0207366386242 6.5404445607
5330.36562684 5.14914624021 -0.0187686900687 6.28897166656
5385.94017488 5.16372624438 -0.0201286280057 5.93658991401
5465.20763279 5.15831349878 -0.0206237582511 6.85725742354
5238.46638701 5.15795832371 -0.0194105608025 6.18334011292
5460.42019521 5.16125594268 -0.0191684841285 5.57927203431
5556.29070798 5.16143944357 -0.0206734086784 6.02030542758
4876.76302825 5.16666811864 -0.0201968072741 5.63482749963
5493.97771432 5.15685520588 -0.0190762778524 5.80350557313
4724.24804268 5.15660473386 -0.0192758519439 6.01042827055
5564.90973255 5.15561072941 -0.0193952879051 6.07645171957
5168.81958068 5.16232533648 -0.0196099822631 5.67245807384
5644.12044886 5.16492323932 -0.0205127958212 6.41617879623
4936.5046178 5.15989001184 -0.0198371706908 6.53727309071
5705.95308798 5.16234679542 -0.0199510505081 6.26480447294
5560.60470593 5.14855230044 -0.0187211218493 6.20789874595
4652.47723803 5.15953216971 -0.0197294216865 6.01914803461
5147.71804114 5.16350497055 -0.0201652777422 5.99933155525
5164.85879092 5.16133386464 -0.0195784061115 5.93992461033
4797.28716527 5.16042095049 -0.0208998138113 6.92378461911
5693.28716014 5.170468677 -0.0217873728071 5.61146954077
4574.45759869 5.1492014883 -0.0179470560744 6.34416711749
5164.99029104 5.15996044664 -0.0199828419481 6.2403373274
5263.06661167 5.16516091561 -0.0212052586972 5.48115533352
4988.88971536 5.15795315931 -0.020065515316 6.54290017621
5140.43229898 5.15699241159 -0.0192000511718 5.76977328056
5081.37041272 5.15343194917 -0.0193543431694 6.77161491727
4583.71323886 5.17522608931 -0.0217696794852 6.14001662018
5013.73490114 5.15606246848 -0.019195446693 5.76157220071
4751.93452611 5.1554703376 -0.0186590752834 6.3057968555
5161.14734861 5.16794862024 -0.021246535354 5.74285780818
5554.24489621 5.16558540373 -0.0212545117817 6.72496154918
4751.50109605 5.15135321215 -0.0189272130614 6.34807828894
5278.77663872 5.15462898732 -0.0197438325333 6.13656684358
4622.41588344 5.15992458006 -0.0201053942333 5.77751625199
5796.85557732 5.15272245828 -0.019505094062 6.24895470803
4368.60911638 5.15819009085 -0.019362043496 6.31438418017
5611.52160042 5.16367466062 -0.0209399104427 6.17837427644
5421.98606838 5.15850773788 -0.0201760329959 5.7344925634
5140.63693705 5.16700795929 -0.0206605929533 5.88350869934
5319.99902162 5.16101113006 -0.0199730095697 5.95538298714
5477.30075522 5.15044924958 -0.0187076970716 6.37662016743
