"D" "sigmatoa" "ssb0" "ssb1" "sigmass"
5393.43190404 0.00174411081133 5.16722671046 -0.0210537265582 5.98674356079
5207.67524279 0.00161479077332 5.16225828769 -0.0196456137074 6.30413416614
6006.14392085 0.00204455792852 5.16281353196 -0.0204496816614 6.2155815204
5239.19378886 0.00202307495756 5.15957008659 -0.019360216705 5.77057260328
4943.9545823 0.00183223666794 5.1568195344 -0.0190991208193 6.20079187084
5401.63034932 0.00189441954346 5.15907957823 -0.0200382071852 6.32593796572
5556.42909568 0.00185727229152 5.1579444889 -0.0201043410619 6.47358396865
5291.71861735 0.00174471277425 5.16456527877 -0.0202900873685 6.15470887406
5053.31101394 0.00214766113227 5.15811093378 -0.0191242616063 5.92445530054
5275.50041469 0.00215592602659 5.15984282753 -0.019925363088 5.95460330338
5281.84608921 0.00212872739436 5.16299574253 -0.0199328393687 6.36356358225
5527.43519449 0.00171240875368 5.1598998335 -0.0211907599779 6.33929675788
5178.47398454 0.0023496878776 5.16409569243 -0.020061423602 6.49750130536
5177.81258786 0.00233020722162 5.15969625479 -0.020532505774 6.01062198511
4994.19596433 0.00224818613725 5.15766351295 -0.0195710898451 6.05310281464
5786.21832946 0.0020290171987 5.1607360035 -0.0197052813025 6.47364924691
5474.21774736 0.00253019681873 5.16741268005 -0.0209378995395 6.33673495603
5709.27233537 0.00230749843677 5.16714360493 -0.0202262074571 5.79795229241
5373.95791504 0.00240848188615 5.16705039428 -0.0210769196607 5.7360452652
5171.31082948 0.00194839855361 5.15947366044 -0.01952702461 5.85414399978
5237.12967821 0.00190849833714 5.15635825027 -0.0189647197142 6.2815129527
4933.60508554 0.00164854281892 5.15513335345 -0.01924808685 6.46998308555
5569.73866271 0.00260367176153 5.15930213037 -0.020050620171 6.03901420788
5169.79256358 0.00191103834979 5.16522904816 -0.0205809746998 6.37855779807
5152.73548102 0.00222622739132 5.15095764212 -0.0189189650981 6.33287232374
4807.86653161 0.00192365908758 5.17587593411 -0.0216831134515 6.28902351327
5267.34795198 0.00214646456165 5.16324392192 -0.0206488083844 6.10811448603
5353.23535591 0.0021208814871 5.15666964901 -0.0202700684248 6.62329500759
4894.45610196 0.0021737461553 5.16352161865 -0.0205152522959 6.41176155145
5106.36436507 0.00175944609992 5.15072341898 -0.0187564169878 6.22554364833
5683.57440697 0.00184991867935 5.15806909741 -0.0200730392145 6.08854030161
5499.55440431 0.00249158141896 5.16593083744 -0.0203678899066 5.91397610545
5314.15426658 0.00206780358392 5.15936874322 -0.019836908525 6.04147181307
5916.2975508 0.00203590993508 5.15937719238 -0.0200682914678 6.49881471598
5635.78275536 0.00190490673235 5.1642524503 -0.0211480769377 6.22167802036
5304.19174544 0.00210497460573 5.15699050319 -0.020270720024 6.30923929138
