"D" "g0" "sigma"
5386.72480254 0.999999987878 5.23630217159
5027.56932104 0.999999990289 5.58066849064
5562.42772814 0.999999990292 5.55543817011
4796.93679786 0.999999991228 5.7315692363
4699.3518166 0.999999989342 5.61133958416
5057.74327214 0.999999989667 5.5150119997
5383.08750229 0.999999989284 5.35205649562
5268.72583321 0.999999988888 5.36015627551
4482.40667933 0.999999990126 5.88939191792
4827.78850076 0.999999990875 5.61854740216
5070.3748342 0.999999987658 5.55856775236
5444.15813575 0.999999983272 5.09376501902
4712.74171115 0.999999990075 5.77955312523
4776.19599342 0.999999988962 5.44675459433
4911.40936996 0.999999988703 5.3752246119
5179.84031709 0.999999989627 5.83496159207
5340.18225715 0.999999989093 5.38207608634
5264.1055608 0.999999991908 5.71098885652
5098.49265289 0.999999989349 5.3988930704
4888.47289928 0.999999987813 5.57018318004
4801.50126854 0.99999998871 5.78235163474
4885.88383289 0.999999987012 5.39482288268
5273.90893281 0.999999988597 5.44984020442
5110.93470177 0.999999987139 5.35748223782
4965.42683091 0.999999986673 5.44463553835
4763.14175608 0.999999987588 5.37687615683
5152.63993818 0.999999988491 5.30564366623
5193.65688297 0.999999983503 5.28692217514
4456.04956436 0.999999985368 5.64366144453
4864.07778463 0.999999987914 5.51219819107
5247.374008 0.99999998987 5.51027938924
5345.26940343 0.999999988687 5.45005032518
5080.85499417 0.999999988512 5.46557313881
5513.65009864 0.999999986638 5.55055652279
5313.88933477 0.999999986025 5.36970049123
4946.60305115 0.999999987056 5.41499744815
5147.53732428 0.999999988185 5.32007169802
4814.18639621 0.999999988992 5.40540309432
4984.64204711 0.999999987562 5.26423538727
4874.74950721 0.999999990043 5.50381144679
5523.94324711 0.999999988438 5.44543915288
5206.33381886 0.999999985241 5.30983720166
5217.28220722 0.999999987602 5.4909364207
4971.37001649 0.999999988755 5.69884753922
4757.93240716 0.999999988329 5.70865498342
4671.35376118 0.999999990564 5.75878458862
4861.25179844 0.999999986166 5.71180864744
4182.55318209 0.999999989191 5.77050382173
4508.53474714 0.999999988426 5.66892793776
5003.69950837 0.999999990109 5.43737688037
5539.85345029 0.999999985174 5.50311566076
4793.74796639 0.999999989346 5.6016590581
5655.361588 0.999999989359 5.5396021664
5496.09511059 0.999999987122 5.29492856074
5353.01392966 0.99999998811 5.45471943744
5132.17720257 0.999999988655 5.51203225058
5130.4872041 0.999999990551 5.85314418109
5039.61655809 0.999999987927 5.57142452493
5778.20161718 0.999999989638 5.37238222491
5492.63431033 0.999999990558 5.53592510364
4648.40679916 0.999999989451 5.69926633068
4721.24330143 0.99999998933 5.490798946
5158.87591642 0.999999990258 5.65830895547
5189.4421696 0.999999984457 5.2039844838
4655.78566516 0.999999986241 5.54429635613
6133.37803239 0.999999988622 5.16127794755
4582.9177976 0.999999987859 5.6168479991
4851.01879583 0.999999988855 5.53360589454
4398.28828567 0.999999989426 5.6946769447
