"D" "shape1" "shape2" "scale" "logLik" "AIC"
NA NA NA NA NA NA
NA NA NA NA NA NA
6405.62992566 4.2262924059 2.25641645189 -0.114371220081 -1129.12 2266.24
5073.77695361 3.82554059358 2.11581554531 -0.104300171767 -995.347 1998.694
5155.86618861 130.960773827 4.89754869002 -0.0029803987953 -1028.58 2065.16
4596.90388537 5.19108435332 2.12953950974 -0.0652357687867 -932.73 1873.46
5407.24223227 29.7539417654 3.47641949967 -0.0115592591668 -1025.62 2059.24
5307.99934881 76.8573771966 4.37125476154 -0.00389486673194 -1111.48 2230.96
3889.47444945 1.95365081223 2.48116446139 -0.235283945816 -944.236 1896.472
5848.70283968 150.409699496 5.02994110522 -0.00243993714822 -976.688 1961.376
5343.41310554 2.83113325928 2.29713203617 -0.181863728566 -953.858 1915.716
5590.75729916 134.597584416 4.9188984828 -0.0022613529832 -1113.69 2235.38
5685.2005007 3.05263969629 2.15066993631 -0.144571572752 -1067.05 2142.1
5519.584742 10.1271502884 2.52770419648 -0.0299517296059 -1061.02 2130.04
5628.27016742 3.01849759083 2.16445157449 -0.149792430817 -1035.12 2078.24
5871.9523005 148.150496863 5.0171896446 -0.00265658793009 -1051 2110
5282.89443787 121.945017531 4.82904027546 -0.00333520377197 -1057.15 2122.3
5558.34179952 3.0571749335 1.96479433027 -0.116308144766 -1135.9 2279.8
5052.55242231 4.29886080741 2.01767976124 -0.0768494444428 -1021.81 2051.62
5272.97876156 106.372750074 4.69806669813 -0.00418838767785 -1016.99 2041.98
5490.7202204 5.38350249361 2.2149908511 -0.0715040355275 -1085.19 2178.38
5299.33404967 4.903031009 2.11439730437 -0.0708548814472 -1079.49 2166.98
5013.78596164 2.15866365202 2.37567855465 -0.22556135287 -1019.93 2047.86
5137.08567257 136.633689176 4.93585989107 -0.00245380317627 -1023.91 2055.82
4910.55592661 4.44227697822 2.15870738508 -0.0869384513136 -1034.21 2076.42
4559.10814816 2.02395900388 5.57317364766 -0.622630103747 -960.677 1929.354
5900.78699783 98.6560450145 4.62157373011 -0.00418605931396 -1042.9 2093.8
5007.42671306 2.75926872722 2.33579675312 -0.179207740436 -969.244 1946.488
5253.71821788 3.66664146048 2.1075118143 -0.112218157938 -1002.53 2013.06
5536.38917046 76.086992071 4.36785591815 -0.00497389608877 -1028.59 2065.18
4969.62501607 2.68455448797 2.33471934651 -0.184133051011 -955.956 1919.912
5710.74661909 126.848995264 4.86359096464 -0.00284561343794 -1064.24 2136.48
5363.47701237 5.98701204734 2.21975211676 -0.0587620958785 -1035.37 2078.74
4958.60407753 2.31191992532 2.16952409052 -0.181930235778 -1045.96 2099.92
5389.35840604 2.25284420404 2.23105212248 -0.204154582652 -1034.34 2076.68
4658.65175474 2.23847882474 2.48166069941 -0.228993900792 -929.227 1866.454
5326.59211473 147.025346479 5.01043212817 -0.00268974026563 -1005.82 2019.64
4853.8928024 2.04161969598 3.0503805874 -0.315110601657 -1007.34 2022.68
5486.76982711 114.476779454 4.76133853045 -0.00291466049844 -1067.31 2142.62
4988.5816295 157.903242373 5.08148794234 -0.0025576357762 -978.049 1964.098
NA NA NA NA NA NA
4914.73361598 8.59124956242 2.4656133618 -0.0438698776623 -902.268 1812.536
3843.04452882 1.81586257302 3.35316078056 -0.345511661704 -972.023 1952.046
4246.09392418 2.02580877764 2.54008703522 -0.24309257356 -958.753 1925.506
5641.4984348 25.5007179939 3.3625239548 -0.0164496838954 -1075.24 2158.48
5190.57998394 6.01090281038 2.27034217833 -0.0633727731134 -1049.25 2106.5
4696.64027628 5.69254319668 2.21183266353 -0.0623489839763 -975.806 1959.612
5735.0356807 3.76261266933 2.09582094037 -0.110640676161 -1015.9 2039.8
5092.19822035 142.154990766 4.97980280223 -0.00304001517941 -984.25 1976.5
5247.68664907 89.7788423085 4.53097243577 -0.00446250374448 -994.338 1996.676
5772.11035547 122.928081618 4.83529892658 -0.00318538915136 -1097.43 2202.86
5382.13296235 2.93507887932 2.10594606915 -0.142463270341 -1053.88 2115.76
5125.05638018 170.492525861 5.15514073387 -0.00216404876976 -1032.75 2073.5
5561.1987497 2.34763460521 2.31745825613 -0.199053630967 -1135.16 2278.32
5311.08640338 97.0920327277 4.59846528967 -0.00304528410249 -1102.59 2213.18
5123.82846506 3.99074566698 2.03217632854 -0.0877389604372 -1053.55 2115.1
5256.76969835 88.2564704479 4.51067104194 -0.00390459085549 -1088.61 2185.22
4361.20876284 2.02776324741 2.56333988985 -0.243321753414 -1007.2 2022.4
5492.55264271 6.03765840508 2.28418473555 -0.0643660174077 -1088.86 2185.72
4850.49319241 146.998476552 5.00946213746 -0.00253470588604 -938.709 1885.418
5463.45194199 140.152032694 4.96563435745 -0.00298549574028 -1094.67 2197.34
5035.61707533 2.43724289989 2.62091036451 -0.237203314599 -962.9 1933.8
5656.8716441 120.586124744 4.81268803426 -0.00268196786791 -1140.57 2289.14
4868.33684904 4.01542027226 2.08407919351 -0.0911491116206 -1036.89 2081.78
5404.80493145 2.74571795592 2.34050609943 -0.179007466085 -1045.03 2098.06
5584.94010228 4.88586775827 2.32148543794 -0.0986430444573 -1068.96 2145.92
4864.52610166 2.19082876161 3.38000013003 -0.359975411377 -953.573 1915.146
5904.27166519 170.714792934 5.1596380462 -0.00262710767362 -1127.53 2263.06
5149.07755724 3.18260640352 1.92205059402 -0.104075894556 -1104.76 2217.52
5507.87577838 136.259204518 4.93580389054 -0.002908773918 -1029.05 2066.1
4910.07822945 46.366490665 3.91604781491 -0.0100967492621 -1000.42 2008.84
5836.4523534 7.01094299397 2.34375445734 -0.0558015024836 -1056.27 2120.54
4719.11889704 2.12059316407 2.09099732768 -0.186730829578 -1027.09 2062.18
4787.88075984 2.01442638575 3.37370125378 -0.33815410963 -1076.65 2161.3
5692.71453624 161.977418562 5.10585928074 -0.00247288525507 -1078.4 2164.8
4987.03568702 2.38164681668 2.4716251261 -0.223661763442 -950.798 1909.596
5153.9575795 128.894112692 4.87631394322 -0.0022858053436 -1083.24 2174.48
5254.62361374 113.706245449 4.75734336149 -0.00317541208182 -1025.53 2059.06
4796.97671675 106.910670657 4.69025966414 -0.00250267536666 -977.686 1963.372
5133.48448358 2.13443576319 2.9285159716 -0.286300018528 -1083.5 2175
5476.14309639 5.16916847362 2.10048786138 -0.0666547874584 -1001.2 2010.4
5186.54621852 2.08454407591 2.81417302238 -0.275717877123 -1100.19 2208.38
5265.2343055 3.36927370911 2.2734714148 -0.145051717152 -997.176 2002.352
4762.20828561 2.03683401228 2.66449028689 -0.26085776048 -1030.45 2068.9
5020.54971295 91.9376747071 4.55116295861 -0.00414261172849 -937.637 1883.274
5482.8979789 115.263342354 4.7686706741 -0.00290387040408 -1069.44 2146.88
5334.31805107 134.930025196 4.92614186453 -0.00287975111806 -1015.41 2038.82
5426.62113305 3.04403025052 2.47577479946 -0.189061307829 -1000.65 2009.3
5374.57641605 112.440809378 4.74346084663 -0.00278630502512 -1121.24 2250.48
4777.55523086 2.97125184084 2.3620791436 -0.167593399553 -946.901 1901.802
5329.63440446 75.9666679693 4.36615816702 -0.00481924975826 -1030.04 2068.08
5493.65630375 134.805931514 4.92372997045 -0.0027363532543 -994.773 1997.546
4428.32212605 1.92137745005 4.66828039281 -0.542390548187 -911.031 1830.062
NA NA NA NA NA NA
4180.8300409 2.02967275725 2.44952461282 -0.217957212567 -1041.41 2090.82
5099.94790133 112.651374064 4.74586721364 -0.00284339086488 -1066.32 2140.64
5062.418958 117.646429833 4.78598092126 -0.00249238807183 -1023.15 2054.3
4827.01366054 2.19018983142 2.15657991731 -0.187598560274 -1015.76 2039.52
4941.34190463 2.58290759343 2.02671506045 -0.153617753798 -954.853 1917.706
5487.71386486 2.65091150763 2.02411516869 -0.147241652782 -1073.4 2154.8
5149.04160167 9.53451386972 2.50685246948 -0.0339570905269 -1021.41 2050.82
4989.01385954 5.12850731283 2.42102237868 -0.101470445648 -994.105 1996.21
4682.4682351 2.09168846115 2.41317701716 -0.227658492697 -1000.3 2008.6
5242.94682429 4.99181652159 2.0470974243 -0.0640428607959 -960.676 1929.352
4992.74615103 2.10529730575 2.17193428149 -0.201551006245 -1053.97 2115.94
4662.84867188 130.252317055 4.8886015493 -0.00250875681917 -933.835 1875.67
4648.41873319 2.25854224174 2.44336335474 -0.22308271519 -934.66 1877.32
5513.76692159 158.939099301 5.08418276999 -0.00211825968604 -1074.23 2156.46
5480.36050064 79.8428054366 4.40799078498 -0.0040837565419 -956.636 1921.272
5570.01354111 2.71398966398 1.94186658966 -0.129480293139 -1157.55 2323.1
5229.78409757 3.69673658516 2.14304961294 -0.11558228783 -994.376 1996.752
4572.59242131 131.627438546 4.90418053224 -0.0031510366141 -927.896 1863.792
4933.49493616 2.12007651226 2.54447585193 -0.24406128108 -1009.61 2027.22
5802.6013432 152.579292535 5.04342880795 -0.00225308985229 -1024.22 2056.44
5336.28283002 9.4980264884 2.53530050184 -0.0384426972091 -1027.79 2063.58
4144.43923006 1.93465711139 2.77911403364 -0.273245377549 -989.887 1987.774
6032.41522411 9.80694310167 2.5772718593 -0.0397504051257 -1158.72 2325.44
4892.25216518 13.1280955008 2.753821643 -0.0233776369679 -1063.05 2134.1
5377.51443557 3.69086106247 2.21243806535 -0.125787133568 -997.834 2003.668
5393.19099375 159.399388246 5.0899885577 -0.00246585318875 -1046.01 2100.02
5413.53079856 151.216583422 5.03855892665 -0.00274200422572 -995.016 1998.032
5287.52552443 2.4275700972 2.58875361365 -0.232545518137 -991.017 1990.034
4862.46531025 2.23937996969 2.55910885018 -0.231198192174 -1036.17 2080.34
5184.23234515 2.43027845597 2.27663617739 -0.19446227321 -990.839 1989.678
5501.47240146 5.2284767375 2.21456495035 -0.0755263264664 -1076.44 2160.88
5429.63198312 3.71032502616 2.2571074081 -0.123699968969 -1085.46 2178.92
5236.47799869 158.437170753 5.08337290267 -0.00235268888311 -1041.01 2090.02
4731.2267658 97.5799927165 4.6096479348 -0.00371242344529 -963.254 1934.508
5920.58476379 159.106654643 5.08581593409 -0.00218239892426 -1160.13 2328.26
4584.7709502 108.396418315 4.70767794169 -0.0028561378036 -974.025 1956.05
5029.04675633 93.7395059293 4.56532051201 -0.00328146394776 -1027.32 2062.64
5224.06147897 131.039955456 4.89894664971 -0.00327677764101 -926.867 1861.734
5824.96539864 179.862962342 5.21216323654 -0.00272530197417 -1047.35 2102.7
5573.92099342 3.32472880379 2.17616602129 -0.137368828734 -1021.83 2051.66
5338.06100293 162.475071925 5.11055321748 -0.0027463168565 -976.437 1960.874
5458.90226486 3.31728772397 2.45323844797 -0.176453098868 -955.273 1918.546
5266.75574186 95.1506066782 4.58031174665 -0.00345241650126 -1009.37 2026.74
5289.48265304 4.79835233622 2.23196464207 -0.089077466955 -1039.17 2086.34
5479.5073515 114.768128873 4.76701853688 -0.00325418882747 -1043.34 2094.68
5065.33466486 2.17773172607 2.73617985372 -0.267595224752 -1021.45 2050.9
4988.27536673 3.35111519523 2.18684248527 -0.131067359518 -989.975 1987.95
4639.2749872 2.03709950943 2.25607402869 -0.221213726995 -946.828 1901.656
5389.37215837 123.58981475 4.83877160745 -0.00295145064056 -1033.44 2074.88
4852.94123604 162.270559031 5.10390131354 -0.00200764318175 -919.062 1846.124
5240.91455094 2.28964218306 2.14757539865 -0.18545278104 -1051.54 2111.08
4791.33308369 2.17430716063 3.00176444264 -0.293228139485 -993.45 1994.9
4885.13691239 128.168123226 4.87502571104 -0.00285478423493 -983.411 1974.822
5483.1640975 114.278577363 4.76182350917 -0.00316608553679 -1050.78 2109.56
5362.47988811 4.5394436425 2.20953970293 -0.0940995061229 -1040.84 2089.68
4651.45998468 130.270801864 4.88869309222 -0.00250436608139 -931.362 1870.724
5055.05918462 3.32512290717 2.08854802952 -0.119961943084 -996.465 2000.93
6211.17067692 107.826799145 4.70884538467 -0.00394354681384 -1121.91 2251.82
4890.0481433 50.9527428126 3.98609063598 -0.00713217852623 -1005.18 2018.36
4799.05003733 3.38942840628 2.00935369296 -0.108421968992 -952.062 1912.124
4876.84190884 5.17906857173 2.23229241895 -0.0772645411692 -980.092 1968.184
4569.10815291 140.462002096 4.96104500808 -0.00203909793133 -1020.15 2048.3
4807.42460592 2.09645275273 2.39452779325 -0.225999935625 -1028.96 2065.92
5254.64704841 136.751486807 4.93665160842 -0.00245048655574 -1056.26 2120.52
4400.14190329 2.04272518631 2.13336142646 -0.197042691874 -967.441 1942.882
5308.80526326 148.524252994 5.0173235818 -0.00225764537898 -1018.35 2044.7
5626.00811165 145.845406371 4.99934747369 -0.00230331190649 -1066.24 2140.48
4905.67463195 7.66703356614 2.40568609442 -0.0498475128323 -955.978 1919.956
5352.11667655 6.05235583229 2.32231852 -0.0679150754301 -1066.47 2140.94
4583.86968352 2.06902753002 2.86708995271 -0.283824853841 -968.659 1945.318
5131.58808297 117.686542932 4.78775001869 -0.00265172171273 -1017.22 2042.44
5116.21542711 2.00098393883 2.83236960965 -0.299767752249 -1033.22 2074.44
NA NA NA NA NA NA
5089.54357508 34.7278048265 3.6310305541 -0.0113749944451 -945.086 1898.172
4723.82345511 3.38044614961 2.13004688071 -0.120062230537 -973.352 1954.704
4517.79120566 2.80415799124 2.33399655402 -0.165904500057 -960.281 1928.562
4887.18489667 2.97358729003 2.19041182937 -0.15290043288 -909.391 1826.782
5070.98381614 10.1943201883 2.55440623291 -0.0309270723214 -1045.07 2098.14
