"D" "shape1" "shape2" "scale" "logLik" "AIC"
5126.50455041 170.263931229 5.15331607111 -0.002132353329 -998.823 2005.646
5116.52617823 11.6175733252 2.66227515156 -0.0288146537257 -986.012 1980.024
5068.63612058 3.32392918579 2.09487279097 -0.118770961372 -1058.02 2124.04
NA NA NA NA NA NA
5526.70196078 4.15012250868 2.37582440253 -0.131776467542 -1012.63 2033.26
4816.59100253 163.364632943 5.1105952489 -0.00194679959862 -986.338 1980.676
5929.18084095 2.66239497666 2.05032320962 -0.156916500697 -1079.91 2167.82
5678.21194091 5.86065102539 2.21447210802 -0.0603308149242 -1117.2 2242.4
5074.65721201 149.346414727 5.02101148804 -0.00198682780755 -1022.57 2053.14
5055.51359264 3.66588589905 2.05594263172 -0.10170695944 -1039.15 2086.3
5182.46484011 153.84596604 5.05111993713 -0.00207263982022 -995.6 1999.2
5283.92615933 2.25226226043 3.38000009731 -0.359993374665 -1134.47 2276.94
5637.41766268 158.593402886 5.08254731914 -0.00222880676404 -1058.26 2124.52
5167.13968649 172.399399424 5.16866163654 -0.00253416849801 -966.818 1941.636
5490.50477417 6.56635599045 2.30655424602 -0.0594419910998 -1025.79 2059.58
4419.0756002 2.16825675246 2.16674166561 -0.197149848798 -912.648 1833.296
4169.35799575 1.74889068985 3.76582912765 -0.433504837904 -1027.45 2062.9
5213.48886112 107.395764163 4.69729756911 -0.00269622217954 -1104.29 2216.58
4763.36438534 4.95674577571 2.16565150817 -0.0764120957898 -934.358 1876.716
4997.93406497 61.0921385588 4.15853548251 -0.00629796267273 -918.933 1845.866
5409.24527623 140.42623395 4.9647766731 -0.00262542607892 -1080.19 2168.38
5449.09976682 6.3578549281 2.29240486086 -0.0575653032916 -1129.81 2267.62
5145.64722052 178.722576855 5.20315286032 -0.00234020274825 -970.808 1949.616
5220.42105321 111.031913514 4.73323892452 -0.003144298795 -1003.13 2014.26
4926.29988117 104.816577381 4.67583823062 -0.00310178117593 -1004.43 2016.86
5473.23739934 5.89559197876 2.21817147816 -0.0592711574181 -1115.42 2238.84
5575.61690145 80.0652354046 4.41824089028 -0.00490707061878 -999.755 2007.51
4135.50036365 1.95878381215 2.92678357279 -0.308759338165 -875.065 1758.13
5205.20497423 112.62291371 4.74415364929 -0.00279460312426 -992.74 1993.48
5426.84765718 153.306255873 5.04910996553 -0.00218630692314 -1108.43 2224.86
4769.9916069 116.910370055 4.78197976429 -0.00272504922311 -968.617 1945.234
4554.73120105 2.15045342947 3.38000008245 -0.359945385718 -1040.86 2089.72
4509.23458198 1.99920681038 2.50537979641 -0.24219365732 -1000.54 2009.08
5029.67882975 132.822422638 4.90505482981 -0.00216690504163 -1030.31 2068.62
5504.06120228 4.67915171617 2.10646821175 -0.0795799397588 -1035.66 2079.32
5356.23336865 58.7930705366 4.12214143408 -0.00645716350823 -1036.88 2081.76
4702.94842845 1.89532164359 4.05913799956 -0.456088837862 -1025.26 2058.52
5294.1488924 2.58538151491 2.32323627976 -0.187346059072 -1028.68 2065.36
4922.89616897 109.521918193 4.71543970337 -0.00263563756232 -992.691 1993.382
5178.97187904 2.69480002233 2.17079408245 -0.161125965396 -1029.73 2067.46
5200.175551 121.618027715 4.82207002978 -0.00289194627311 -968.881 1945.762
4803.74952118 183.558456863 5.22748339397 -0.00201366678324 -931.817 1871.634
4744.65261909 2.1052295225 2.4861331471 -0.236432973494 -1000.07 2008.14
5209.46470201 73.8847738946 4.35352289509 -0.00686660406628 -972.261 1952.522
4835.36498231 3.28847799649 2.17067554358 -0.133382168874 -935.044 1878.088
5272.65231237 135.377093755 4.92764025822 -0.00259504682049 -1038.48 2084.96
5033.64989705 3.45292688549 2.31197810906 -0.14752188855 -945.175 1898.35
5553.91995835 134.825162286 4.92310965347 -0.00266514728512 -1023.42 2054.84
5136.41859026 162.779565728 5.10685850303 -0.00196445924119 -990.765 1989.53
5058.46586057 1.98398720104 2.35623949224 -0.236521225424 -1056.78 2121.56
5939.79445979 99.659063576 4.62752610759 -0.00364337027377 -1075.73 2159.46
5233.67067895 2.89583331078 2.25196641634 -0.166361148245 -960.712 1929.424
5922.08952898 99.0185871786 4.6178564224 -0.00322271722063 -1078.71 2165.42
5298.61005933 6.0076932587 2.26043023214 -0.065146411924 -1005.13 2018.26
4927.35436111 182.100327494 5.21994855385 -0.00193454686695 -1059.87 2127.74
5423.74001501 107.143476815 4.6969931699 -0.00315900393547 -1038.22 2084.44
5123.11656327 61.0950934099 4.16480293335 -0.00697076424905 -988.193 1984.386
5732.513257 12.0160756492 2.69642933153 -0.0290132482227 -1095.26 2198.52
NA NA NA NA NA NA
5580.13086208 154.109351888 5.05253256647 -0.00197694810385 -1135.79 2279.58
5129.43292055 110.509146167 4.72900657429 -0.00325123814108 -980.568 1969.136
4720.40105302 111.33959862 4.74201628873 -0.00390490102432 -909.181 1826.362
5581.46073256 2.25841417533 2.4826281318 -0.226236192083 -1130.22 2268.44
6057.6975328 179.474211279 5.20691850311 -0.00230851268668 -1119.25 2246.5
4629.97889125 158.862092566 5.08865799823 -0.00274370532421 -873.757 1755.514
5145.91469394 4.19153843773 2.14786483782 -0.093222465629 -1080.58 2169.16
4882.83853611 7.28659196787 2.36513670296 -0.0520017373319 -928.99 1865.98
4812.07524763 2.2182843714 2.32220189582 -0.20449420851 -1008.11 2024.22
4579.15723996 2.07195551656 2.3872298719 -0.225918798264 -996.455 2000.91
5521.20269516 165.205261368 5.12330745354 -0.00214341804846 -1098.04 2204.08
5197.0286186 7.40282874774 2.39348221273 -0.0545671580364 -959.318 1926.636
4813.35933021 2.07946814097 3.0684918515 -0.318326367547 -962.442 1932.884
5332.17140693 3.56825625054 2.1285764242 -0.118667945568 -1020.37 2048.74
5086.70714028 121.937291339 4.8263965488 -0.00309051890207 -946.85 1901.7
5367.05709716 4.97689168278 2.21516321931 -0.0813122721628 -1086.07 2180.14
4809.88658446 3.28909475689 2.09375573872 -0.125430626771 -916.7 1841.4
5362.82355208 96.5710104934 4.59848072809 -0.00371349157288 -1089.57 2187.14
5278.744699 85.4474235996 4.4767985586 -0.00380506991761 -1083.13 2174.26
4980.3060471 138.524495936 4.94862839213 -0.00229428239619 -1033.12 2074.24
NA NA NA NA NA NA
5315.10617918 2.08875868841 2.51416396952 -0.260352230337 -1009.55 2027.1
5020.54827669 138.815676117 4.94921172215 -0.00217327119649 -1018.66 2045.32
5022.57599356 99.2806249921 4.62362799632 -0.00344564664297 -983.323 1974.646
5313.61495544 2.97242699055 2.19610793119 -0.157307698116 -956.184 1920.368
4997.36064183 3.02730289171 2.06294082473 -0.127582088437 -1034.32 2076.64
5664.3453483 3.18420341772 2.09285435575 -0.131358989665 -1055.57 2119.14
5585.02202763 60.5461777981 4.14580591441 -0.00594176382008 -1042.98 2093.96
5429.77086254 103.047825229 4.66060043859 -0.00338467779136 -1064.07 2136.14
4927.7079547 80.3959214742 4.41547788552 -0.00369504025993 -1057.89 2123.78
4958.53470319 3.91535521789 2.12450386692 -0.105947196565 -942.605 1893.21
5250.36247777 4.53978499385 2.12768131923 -0.0836690016572 -1033.85 2075.7
5079.73717143 2.07171928382 2.6080985397 -0.253351421235 -1093.7 2195.4
5289.80124919 2.63950960745 2.23295439545 -0.177884348337 -996.037 2000.074
5372.53517446 3.24207324658 2.2892357545 -0.149332793576 -1022.36 2052.72
5888.36349051 29.2448234645 3.46465777656 -0.0123913762133 -1092.48 2192.96
4649.55649228 1.99671405002 2.88962330092 -0.284711556598 -1047.82 2103.64
4917.95512559 2.88942122131 2.26627857838 -0.160846784129 -966.039 1940.078
5618.59373694 121.017202544 4.82253947425 -0.0036749067569 -1008.21 2024.42
5780.79578172 114.665887523 4.77002097891 -0.00380744971605 -1051.7 2111.4
4990.98498591 2.38518497009 2.6709037295 -0.251803562613 -921.37 1850.74
4674.99806396 6.15693800325 2.19966008649 -0.0510256247933 -979.224 1966.448
4818.74186738 3.10825786508 2.20952913894 -0.143581569355 -953.209 1914.418
5379.25050317 12.2538276211 2.76639551882 -0.0339032612807 -1074.68 2157.36
5113.28493472 2.15204074076 2.64252848925 -0.259574495879 -1015.05 2038.1
4554.84952615 2.1420182428 2.07300023394 -0.181315252358 -972.615 1953.23
5339.25793069 3.43965191592 2.05341252283 -0.108936399336 -1095.88 2199.76
5363.25935644 26.5321527837 3.39459772711 -0.0161048357888 -965.117 1938.234
5354.18196508 65.0577445382 4.21975980604 -0.00605453856682 -991.201 1990.402
5826.6752485 129.037842657 4.88387533778 -0.00317129642007 -1089.92 2187.84
5682.22496406 155.17489863 5.06333051195 -0.00257586407111 -1043.81 2095.62
5253.4713848 142.434448162 4.97619225857 -0.00241059218849 -973.708 1955.416
5538.21717026 85.0669430266 4.47390440202 -0.00412915279683 -1088.45 2184.9
5129.81203669 4.13629400946 2.03685904938 -0.0872756587853 -958.095 1924.19
5667.67984566 5.4864188031 2.23340621681 -0.0715464152031 -1125.45 2258.9
4884.87141727 141.521770103 4.97283850949 -0.00272227373785 -954.935 1917.87
5588.78940677 143.088838062 4.98043061498 -0.00227114864083 -1093.39 2194.78
5219.88829734 139.965086649 4.96061694094 -0.00267309221553 -949.157 1906.314
5687.88765262 5.74917990995 2.2432725847 -0.0696253455608 -1035.35 2078.7
5293.35882521 98.412803428 4.61700297362 -0.0037871559961 -1000.75 2009.5
5341.46500131 101.640116906 4.64576773398 -0.00332971893597 -1021.29 2050.58
NA NA NA NA NA NA
5655.16663436 82.2074874169 4.44375125187 -0.00454329371614 -1119.21 2246.42
NA NA NA NA NA NA
5052.10792899 102.064120647 4.65067194491 -0.00345475223591 -940.648 1889.296
5792.86838973 139.443584068 4.95417033885 -0.00227454727337 -1103.34 2214.68
5093.2585992 51.3998117546 3.99135957861 -0.00679897270652 -1022.16 2052.32
5320.15468984 7.56442974107 2.40294579855 -0.051026204641 -1038.89 2085.78
6077.23685076 132.187215108 4.90628685709 -0.00311542000733 -1073.66 2155.32
4916.17765591 173.498862896 5.17115574531 -0.00200058192461 -951.22 1910.44
5245.18937049 11.7938858248 2.72380462884 -0.033654045816 -1051.4 2110.8
5470.11638745 2.59806026666 2.35312559401 -0.186224227464 -1102.77 2213.54
5146.64129055 2.70278354683 2.08306033435 -0.150878325314 -1003.37 2014.74
5382.61227639 155.378920574 5.06334492836 -0.00236130789194 -1040.5 2089
5080.11348799 2.17350649061 4.1875051525 -0.447561820939 -985.225 1978.45
5143.04408495 2.28975085679 2.26362943851 -0.199871866323 -1052.41 2112.82
5277.37801728 4.69552952144 2.25377685504 -0.096483661676 -1008.55 2025.1
5299.94129531 98.1854393661 4.614009778 -0.00354882748757 -1072.22 2152.44
4895.81105073 2.2797595314 2.50849504354 -0.2335305132 -960.491 1928.982
5190.88607152 6.29441155534 2.2121986967 -0.0503748826082 -1073.08 2154.16
5074.57477643 10.8841923309 2.67242259255 -0.0366443155293 -1045.62 2099.24
5248.14834927 4.46441401686 2.02255473831 -0.0739975868646 -1030.1 2068.2
5190.38213367 4.29794202322 2.02966916175 -0.0792323209374 -1017.23 2042.46
5257.03254116 4.7566012537 2.15312836382 -0.0795413018332 -1043.95 2095.9
5241.31956864 16.7079144211 2.97223313617 -0.0206277652723 -1060.15 2128.3
5180.32113147 177.051985299 5.19501215095 -0.00241594357266 -1025.06 2058.12
5130.88442678 172.544696307 5.16872339412 -0.0023925457975 -977.48 1962.96
