"D" "ssb0" "ssb1" "sigmass" "logLik" "AIC" "maxgrad"
4958.1855141 5.15539852998 -0.0190402854822 5.51808476413 -2754.92 5517.84 -0.000264619
5236.44633238 5.16525887891 -0.0199642926089 5.6201786895 -2889.47 5786.94 -7.58872e-05
5663.84417753 5.16817325753 -0.0221443329809 6.14555892139 -2872.7 5753.4 -3.58171e-05
4796.34667026 5.16474067151 -0.0204053361205 5.64909627857 -2654.84 5317.68 -0.00017459
5238.30233053 5.16946943863 -0.0213893595746 6.19157957203 -2898.06 5804.12 -0.000132529
5632.52436202 5.1537428376 -0.020187509041 6.62890090231 -2796.68 5601.36 -0.000195038
5405.42102085 5.1584828718 -0.0199794787975 5.85040097334 -2961.41 5930.82 -2.0695e-06
5038.77490513 5.15097615751 -0.0192118378659 6.45413196738 -2674.46 5356.92 -2.51573e-05
5126.85094261 5.15867060407 -0.0196568243165 5.97282277395 -2891.09 5790.18 -3.57032e-05
5156.14629539 5.16408549372 -0.0212487861703 6.25248065438 -2737.08 5482.16 -3.04069e-05
5419.60642261 5.15970615596 -0.0200806660406 5.7276745052 -2844.81 5697.62 -7.20062e-06
5121.48570302 5.15774818141 -0.0199468429618 6.3323010827 -2795.09 5598.18 -0.0012668
5310.60024089 5.16257124021 -0.0205024974132 6.20924215434 -2824.7 5657.4 -1.09019e-05
5480.39849608 5.16419957879 -0.0207540281879 5.9506796979 -2937.93 5883.86 -8.52534e-06
5618.20041462 5.16335166782 -0.020328915056 6.04579580579 -3068.69 6145.38 -0.000120655
4792.74577439 5.15816933195 -0.0193225463112 5.54726986677 -2752.07 5512.14 -0.00151627
5113.31205591 5.14839874564 -0.0188845205151 6.41190722968 -2770.84 5549.68 -0.000316573
5156.45770682 5.16325242606 -0.0202241170891 6.16453864944 -2970.99 5949.98 -5.17254e-05
6004.92808777 5.16646565506 -0.0215037651285 5.97432536528 -3054.5 6117 -4.62943e-05
5878.47300388 5.15394746606 -0.019889313826 6.17600132755 -3023.89 6055.78 -4.04786e-06
5247.87106228 5.16333061989 -0.0207751155674 5.3412820715 -2658.78 5325.56 -6.77196e-05
5335.07797854 5.1545853215 -0.020118640007 6.31296392067 -2633.61 5275.22 -0.000121557
5233.43197982 5.16402158869 -0.0208438184484 5.72802742691 -2701.51 5411.02 -3.99708e-05
5231.42959337 5.15406861758 -0.0192698339564 5.79960366842 -2767.29 5542.58 -9.65209e-05
4868.13821321 5.16064052252 -0.019868509071 5.40867993262 -2713.39 5434.78 -7.8881e-05
4933.97540021 5.15382198789 -0.0193356768488 6.01876208736 -2740.75 5489.5 -0.000295716
5326.92252277 5.15675655254 -0.0199761845342 6.29152790912 -2812.11 5632.22 -0.000603466
4970.87718979 5.17214562221 -0.0229253808292 5.74805262878 -2422.11 4852.22 -6.87582e-06
5346.48557482 5.15654579759 -0.0196742079586 6.12790838726 -2911.97 5831.94 -9.69124e-05
4748.8540597 5.15531398709 -0.019364918781 6.30093510611 -2596.82 5201.64 -6.6728e-05
4487.406229 5.15820960257 -0.0193797592272 6.06917590518 -2549.74 5107.48 -2.94651e-06
5067.50807827 5.15536028853 -0.019846513096 6.62560065337 -2738.32 5484.64 -4.71669e-05
5880.74893271 5.16428803209 -0.0216227987625 6.98148035457 -2929.31 5866.62 -0.000205284
5118.66175708 5.16581545819 -0.0208385085937 5.58397884918 -2756.95 5521.9 -0.000212264
5202.50027369 5.14880541113 -0.0187431027602 6.585982818 -2848.81 5705.62 -7.90399e-06
5252.51660806 5.15622963996 -0.0201219490931 5.68656269396 -2740.34 5488.68 -0.00028911
5720.81368396 5.15322145926 -0.0193106842152 6.12462178048 -3087.81 6183.62 -0.000412485
5373.40020528 5.16057410451 -0.0203683352157 6.22631105182 -2808.24 5624.48 -9.09528e-06
5707.70230942 5.15532969802 -0.0206335062445 5.72860948191 -2808.81 5625.62 -0.00054187
5486.76244351 5.15340485484 -0.0193642521485 6.04068561202 -2938.2 5884.4 -1.58856e-05
5147.69974916 5.15302775495 -0.0189208670339 5.97724635602 -2974.41 5956.82 -4.46487e-05
5497.17425325 5.16631102685 -0.0206081341467 5.85144027724 -3021.68 6051.36 -1.99386e-05
5286.54175222 5.16146489833 -0.0200461854592 6.03770521318 -2940.97 5889.94 -0.000697904
4985.5166932 5.16441899667 -0.0205105010879 5.38231948867 -2698.62 5405.24 -2.06657e-05
5249.81293012 5.15604465674 -0.0196782722035 5.986713928 -2764.62 5537.24 -0.000185608
5015.56263103 5.15668082225 -0.020000333579 6.17451770966 -2604.82 5217.64 -0.00169257
5664.49990374 5.15767832394 -0.0212156316918 5.89637693481 -2657.45 5322.9 -6.19861e-05
5285.63859124 5.1592146671 -0.0207011194602 6.36017402416 -2658.89 5325.78 -0.000140364
5122.30870788 5.1582747452 -0.0200299320589 6.49663072861 -2780.44 5568.88 -1.76947e-05
5777.7234962 5.16213312455 -0.0210205430328 5.80852038932 -2879.21 5766.42 -0.000225536
5078.08109922 5.15937586505 -0.0202609040362 6.24719647254 -2709.35 5426.7 -8.808e-05
5139.3394681 5.15843553577 -0.0198176154716 5.87561084362 -2756.06 5520.12 -0.000774741
5589.22636092 5.15723574592 -0.0202945142098 5.75530290712 -2763.01 5534.02 -5.01331e-05
5187.31483019 5.16404439686 -0.0204198604518 6.04721792822 -2872.69 5753.38 -6.73158e-06
5508.67565727 5.15327046815 -0.0190788745883 6.26764790475 -3042.7 6093.4 -3.45215e-05
5697.89202575 5.16565406659 -0.0216080222591 6.3472465725 -2941.59 5891.18 -2.58535e-05
5146.59237672 5.15968944887 -0.0194890683923 5.76402511464 -2860.32 5728.64 -0.00231781
5477.91122073 5.15712892685 -0.0198677650595 6.02047622295 -2946.94 5901.88 -4.08404e-05
5378.16286056 5.15236554388 -0.0193017957565 5.99392772638 -2907 5822 -0.00130706
5430.80483904 5.15634532166 -0.0195672198922 6.18380630756 -3034.55 6077.1 -3.47108e-05
5216.43956932 5.15084481935 -0.0187059144983 5.90342143955 -2814.8 5637.6 -0.000182186
4720.71059629 5.16346353456 -0.0203447692149 6.06177943058 -2583.02 5174.04 -0.000761389
5933.19105527 5.16301562178 -0.0216292268272 6.41352385352 -2870.46 5748.92 -2.0311e-05
5299.86120586 5.15343774134 -0.0189753492869 6.49314851321 -3028.14 6064.28 -0.000100821
4739.94093431 5.16796264664 -0.0207170260508 5.54407136661 -2691.2 5390.4 -4.70142e-06
4684.59334926 5.16092508648 -0.0197931889283 5.99606412067 -2610.55 5229.1 -6.71457e-06
4699.80435003 5.15665496097 -0.0196930348162 6.13486982969 -2612.91 5233.82 -6.01318e-05
5363.99918747 5.16612543421 -0.0215421505339 6.31865689266 -2818.27 5644.54 -1.32715e-05
5267.88772679 5.17043466673 -0.0218960551771 6.13285602913 -2762.49 5532.98 -5.27022e-06
5161.78243876 5.16770052093 -0.0211064904861 6.41663791062 -2804.68 5617.36 -1.62645e-05
5601.09797664 5.15598442997 -0.0195090771483 5.52539399883 -2961.64 5931.28 -5.50613e-07
5278.38725139 5.15334388455 -0.0191765191952 6.33553461259 -2991.24 5990.48 -5.64068e-06
5129.08467807 5.16252675465 -0.0200525107214 5.78170964223 -2893.07 5794.14 -9.95626e-05
4805.57237089 5.15347763427 -0.0194670175169 6.2746440957 -2628.93 5265.86 -7.01043e-05
5246.78378272 5.15273414616 -0.0191836399736 6.10754749151 -2847.6 5703.2 -0.000129926
5512.38420199 5.1686844617 -0.021964481593 6.25727668024 -2852.72 5713.44 -1.64048e-05
5155.73208043 5.15437584083 -0.0201309258881 6.46584219983 -2625.92 5259.84 -4.52404e-05
4918.14854013 5.16149018042 -0.0205923250266 6.24024825653 -2627.72 5263.44 -0.000121324
5395.34912045 5.15982168996 -0.0200688232176 6.10518672709 -2885.14 5778.28 -3.478e-05
5444.925826 5.16023847659 -0.0206338292413 5.81620975368 -2769.38 5546.76 -2.58025e-05
5578.7925598 5.16321078112 -0.0217907812099 6.38305272054 -2712.93 5433.86 -0.000393217
5473.43884093 5.15807539843 -0.0200665949006 5.91749732595 -2895.16 5798.32 -0.000323511
5304.92577389 5.15833224187 -0.0205424390197 6.32913525889 -2748.98 5505.96 -8.02437e-06
5692.23099674 5.15903974459 -0.0200331996121 5.95026395463 -2991.55 5991.1 -0.000739916
4854.89668196 5.16357883305 -0.0205337359467 5.68869858944 -2558.33 5124.66 -8.0189e-06
5414.15152186 5.15427708853 -0.0204947039707 6.97127473305 -2768.96 5545.92 -1.20731e-05
5071.97596034 5.15584382939 -0.0200542148911 6.36339335339 -2668.65 5345.3 -0.000754416
4402.84585757 5.15968497589 -0.0188660826768 6.06738221653 -2628.77 5265.54 -6.2676e-05
5360.8234633 5.15489534529 -0.0191592610218 5.98062738189 -2952.78 5913.56 -0.000134203
5220.19894147 5.16122803228 -0.0202319287842 5.64481471677 -2814.65 5637.3 -0.00012895
4489.4735595 5.16031234315 -0.0197521869166 5.83008010892 -2466.96 4941.92 -1.48211e-05
5343.32351656 5.16328403302 -0.0200427619176 5.9532839342 -2997.16 6002.32 -0.000190385
5054.86084059 5.16582473727 -0.0205163711552 5.84171108642 -2710.9 5429.8 -0.00156144
4791.51459059 5.15487885074 -0.0194713512573 6.2257773977 -2584.41 5176.82 -0.00233293
5587.39237222 5.15861201387 -0.0204489418972 6.45974115365 -3023.66 6055.32 -8.26352e-05
5382.10666108 5.15671255423 -0.0197177718034 6.26183554264 -2913.43 5834.86 -1.19906e-06
5104.03266579 5.15946462931 -0.0196084279732 6.26358740734 -2922.26 5852.52 -0.000706175
5563.56249386 5.1640874403 -0.0198792826323 6.05999870534 -3191.4 6390.8 -3.14433e-05
5261.23147419 5.15400687282 -0.0196973101427 6.34476408192 -2778.31 5564.62 -0.000193461
5509.52037428 5.1690292717 -0.0215980263471 6.12800988704 -2807.6 5623.2 -0.0030243
4798.88110491 5.16043384104 -0.0196519571953 6.06359275994 -2672.38 5352.76 -4.07903e-08
5558.16690611 5.16215564396 -0.0206652682931 5.46223433231 -2864.46 5736.92 -1.02397e-05
5336.78028755 5.15884841213 -0.0199641147612 6.00181674535 -2865.31 5738.62 -0.0018245
5660.64655032 5.15746317382 -0.0207442207506 6.89156811441 -2924.78 5857.56 -2.40493e-05
5692.35582325 5.15533675657 -0.0197883111828 6.46986002238 -3050.13 6108.26 -8.94371e-05
4660.53289896 5.1621336388 -0.0200302173265 5.78021087178 -2670.93 5349.86 -1.05883e-05
5001.39559742 5.16533220602 -0.0202325713194 5.97379272939 -2854.4 5716.8 -4.99249e-05
5741.32014637 5.15749255993 -0.0204747804032 6.19193127704 -2850.92 5709.84 -7.22979e-05
4958.25447017 5.14787459749 -0.018764927207 6.4105050973 -2559.48 5126.96 -5.23279e-05
5782.37520861 5.15795814377 -0.0206360771413 6.02828016017 -2917.84 5843.68 -4.8273e-05
4979.56850759 5.16874254117 -0.0214271458173 5.63715268865 -2555.22 5118.44 -0.000195718
5324.53437995 5.1607888686 -0.0202420156159 6.09684285575 -2919.83 5847.66 -5.06826e-06
5180.63534032 5.16929809125 -0.0217917690618 6.02755358054 -2738.92 5485.84 -4.84691e-05
4816.45239645 5.16826758086 -0.0207935767006 5.64370287628 -2581.05 5170.1 -5.05668e-05
5776.85966993 5.16658277581 -0.0215692704067 5.78204110379 -2907.1 5822.2 -6.52949e-05
5429.16594412 5.16620921267 -0.0211147384293 5.33310296037 -2822.73 5653.46 -0.000326107
5362.95770403 5.1571404808 -0.0197558129995 5.9059832271 -2933.92 5875.84 -0.000136593
5188.88675582 5.16221326111 -0.0211538601251 6.46322826378 -2668.08 5344.16 -0.000414907
4908.98604024 5.15595414716 -0.0192110107461 5.97316647043 -2735.06 5478.12 -7.47588e-05
5525.28001344 5.16478524007 -0.021224557069 6.13464849026 -2914.98 5837.96 -4.12373e-05
5213.00302122 5.15361380882 -0.01906950529 5.55066812529 -2806.72 5621.44 -8.01002e-06
4483.96576598 5.15727895457 -0.0200384629672 6.59507002357 -2434.96 4877.92 -4.00052e-05
6057.90377776 5.14878375216 -0.0190894547965 6.38907597544 -3172.54 6353.08 -0.000477845
5087.94096629 5.14701079979 -0.0188519454328 6.37399486059 -2676.18 5360.36 -2.4362e-05
4730.26939812 5.16021926091 -0.0191987125824 5.50010715006 -2719.08 5446.16 -5.0621e-05
