"D" "g01" "sigma1" "g02" "sigma2" "alpha"
1.40588219399 0.999993157409 249.007693573 0.500448686937 293.902564406 4.26084222729
1.55315410533 0.888793723627 217.525135764 0.306468264452 289.060885522 4.38773833038
1.58556402452 0.999999855453 216.058040183 0.501658995213 232.487029679 5.27998769182
1.54346695425 0.999998850112 218.316330377 0.258540368525 328.569142711 4.5014388768
1.4604775278 0.999999500271 211.923785153 0.32660687288 349.599335923 5.06165196388
1.74036206557 0.999999808115 229.015465571 0.357605786636 311.581887451 3.34120023978
1.55827376003 0.99999981492 229.376223625 0.382360954529 279.561523547 4.49127354949
1.67815708552 0.999999829434 230.746066764 0.201979874142 362.09587209 2.50402506183
2.1458823829 0.999999887505 211.342696882 0.324408715834 333.752857318 3.76142810834
2.74678189083 0.727978791587 216.098061975 0.394751230996 235.933877552 7.67398006988
1.35981138571 0.999998173317 238.169341892 0.242086314766 400.666048593 3.81024095319
1.96889551884 0.999999243962 216.56668779 0.222664207409 330.07175349 3.99846218997
1.69058918531 0.668795070968 229.969550416 0.379901788623 281.557573808 2.680341901
1.93750002708 0.902864812456 206.07013486 0.396974846414 264.709467306 4.1536965877
2.17811705339 0.526670162467 250.871995511 0.252655107375 296.062691655 13.4671253382
1.09145807947 0.92890883107 269.642679213 0.369509169612 382.739609938 3.40503214814
1.57156265224 0.477254495104 252.407781812 0.169076557039 309.837891679 3.159770492
1.4092570666 0.999999602132 210.605013175 0.453076126816 297.841339982 5.64673327489
1.59900369057 0.97234941131 224.985799312 0.372780279904 298.165991605 5.31687763704
1.76261956697 0.91285730598 194.944999488 0.358863982237 251.806454268 3.55846472935
1.74231967742 0.65396151054 269.936360622 0.435072189886 293.920398659 5.34563889615
1.41687507837 0.999999602986 223.010513326 0.268009503916 342.964031221 4.37067819968
1.08664187093 0.999999638881 246.841322779 0.386503845765 329.815127542 5.86362653783
1.38452823095 0.999999799878 226.261768316 0.230732849671 366.085125221 4.83867276945
1.13288407544 0.917902794703 244.894966651 0.241171913886 431.495290097 5.79829631001
1.33937044233 0.99999982721 239.357257852 0.457720164845 348.492432936 4.46219565849
1.31590623398 0.999999060618 230.50536366 0.316641651546 348.197037965 3.83671441536
1.26858729632 0.999999713399 211.914214682 0.516525693791 302.200066067 6.55244728905
2.89403738751 0.999999138064 166.343570894 0.246012813309 287.429655284 4.22553920922
1.52244130081 0.992498960404 234.092633181 0.181457854866 394.040911766 3.30277504406
2.73431189912 0.841527566032 185.949488398 0.316161120458 250.974500664 6.64011380499
1.83608979687 0.79833044978 209.703743424 0.262872330118 324.910918673 3.63577981256
1.10971128398 0.839388080912 251.562330656 0.270305446497 399.864483132 3.35074248161
1.36525769023 0.985537066367 215.212554859 0.396713134453 323.489207361 5.58875014686
2.05310310419 0.999999353512 191.842171175 0.40672452909 240.393093549 4.69119539869
2.39038654981 0.999999578987 195.509424562 0.307362636979 263.116592769 3.00061057895
2.04793142444 0.832439365726 196.827016707 0.332331119695 276.325181302 3.9261897588
1.94167846801 0.999999710677 217.716848427 0.208584891044 360.140682376 3.866572469
1.70348401496 0.99999971469 178.119092584 0.508842537337 275.09924905 7.24319300467
2.02469231381 0.999998445084 224.9402253 0.294424502017 310.254440578 4.63125913684
1.79234063147 0.999998853131 197.568923983 0.412618578606 322.143875502 3.36657428273
1.09237754398 0.974778522919 257.518492326 0.339056918207 369.396702461 4.28027881841
1.24530603052 0.999995642569 225.127953858 0.308662286622 359.017417897 3.88461156444
1.35621502362 0.99999979162 188.504051367 0.351714231443 325.179001465 4.81392141141
1.32324045055 0.903246774527 213.811273113 0.266028202384 425.036988654 4.04234506617
5.79885536256 0.274488591783 214.593601035 0.0985126330814 307.762887035 4.33002559105
1.64139304371 0.771562838535 243.10022213 0.256098124719 348.486920195 5.39961283442
1.88826785874 0.831467266925 212.097317234 0.290353951895 290.257955891 5.71250994088
1.65033626209 0.999999586843 223.402827376 0.414525953199 268.169235314 3.22015636709
2.33064170185 0.978274293332 183.706830724 0.272537351433 282.805503935 4.5587822764
1.43110532314 0.999999345796 235.646442381 0.218767122688 376.740890258 3.00117118668
2.17325721863 0.875280078684 200.448155137 0.300838629879 271.738606846 3.8004169279
1.44895916931 0.769330037246 221.313287381 0.322692876863 373.041366147 8.64126911373
2.98822826483 0.273858233241 268.240954637 0.193152862168 296.748951974 3.52706169961
1.45281147668 0.999999686871 196.284490941 0.469221627495 290.565215243 3.81568166108
1.60193854848 0.670415935171 233.137415378 0.481702221415 247.423040532 5.88739412238
1.70391782905 0.940425449649 217.737731094 0.34748175596 265.26167587 4.63974901226
1.76766770665 0.776893411855 232.935321605 0.24482633555 337.338488041 5.14329549441
1.6249769863 0.758376526337 252.726352901 0.410149885078 289.304531656 3.73413081319
1.52247743856 0.991201612956 211.910958198 0.235905689727 370.575505348 2.6520183829
1.53847156681 0.999999348158 231.869751788 0.498893899358 282.648593138 6.28998680536
2.59003189451 0.821477434348 209.200911567 0.238856409008 313.318240243 3.8097601474
2.09888339486 0.803674108135 198.210048725 0.311942851624 292.799512727 5.71662173017
2.06610324405 0.999999825891 221.19151145 0.302338047264 293.116563674 4.42870006535
1.71257644177 0.999999665627 229.721574335 0.296852483405 300.559960444 2.97160044715
1.09067339604 0.991208085517 246.990339582 0.464663622264 347.000446412 3.78115335213
2.54075367412 0.99999965677 179.147822613 0.305067116187 270.479691603 4.856636925
1.57071903817 0.999999893653 192.018552661 0.428016372117 250.035482928 2.84049992764
1.96484959969 0.999999462543 190.002679512 0.449227665332 251.906501413 4.05551261096
2.721008735 0.727507873098 198.0423863 0.172939758527 290.660941049 7.4133946677
1.40526458803 0.9805910163 213.023937092 0.172876949305 404.942167143 4.80224975916
2.26602686615 0.738022766536 209.170070691 0.186868220315 318.742602552 10.1745979614
2.45830428236 0.677505559184 218.964490984 0.227120715584 345.849533734 3.42757239546
1.34919772576 0.807592760646 244.144495252 0.266997789862 387.532215614 3.66501656896
1.79804101608 0.99999946181 210.802368606 0.255424753219 332.732746142 3.06870802197
1.83096889872 0.999999870686 207.33026717 0.476274876126 286.611391202 3.62723352588
1.99856697858 0.999999601983 173.194066703 0.309871352433 291.004092498 4.0343894515
2.0667538736 0.880442678526 197.188354574 0.306397415143 305.610203968 4.55100338966
1.7427337351 0.804747364576 225.21817423 0.169101515582 395.837660471 2.58789242901
1.65912234507 0.999999790578 226.832411998 0.301465002411 351.253181077 4.69206816534
2.22182386378 0.969514447001 205.316552721 0.333399863201 291.957339697 4.69023783628
2.29366933779 0.825240574423 208.077287272 0.283465360023 253.368209379 4.06808773394
2.33673964622 0.50051447359 236.61249053 0.226942331617 323.849707977 10.6325759139
2.84497876368 0.272105737789 260.170598905 0.190842191934 333.681218694 5.27383121321
1.66899745135 0.999999579376 190.806764449 0.253416770469 324.668768274 5.31696061008
1.38631049418 0.999999842304 215.590581919 0.277763662013 350.182108582 5.72198907554
2.01288385404 0.999999843719 214.209444876 0.234483397504 347.586118234 4.33994116158
2.22656814097 0.923724296333 195.570177325 0.317186446576 285.822640869 3.70040333091
1.93376421542 0.999999804368 217.515102826 0.289482602549 309.300046828 5.36484977875
1.88818889968 0.999999521411 191.502632045 0.295543600775 315.434287053 6.36458109882
2.43699963542 0.587929278038 223.803666398 0.164790461198 326.919253804 4.79251201029
2.15247112911 0.723573532567 231.091977601 0.201006082348 354.215102295 4.06802748912
1.61488118988 0.68247209323 219.267873739 0.272642946168 329.283973498 3.62667872039
1.62258397829 0.724234097959 222.719570787 0.168169594051 381.621716025 8.57023562122
1.89172369991 0.999999723554 179.773107503 0.23832187898 355.89817973 3.52786252933
1.64012093906 0.99999977931 224.340837987 0.312162584319 320.26859557 2.98820269515
2.5786585589 0.999999072896 177.494363958 0.159649420332 298.005263635 6.62514187964
1.66441593286 0.999999077116 206.616537176 0.296785663245 340.777877862 3.23689880168
1.48634246577 0.978582893044 239.982029317 0.429507147503 274.256771556 3.3269830023
2.16020883403 0.999999307041 196.488587077 0.376585560679 279.005667751 3.69613724657
2.09912233706 0.999999838919 220.788064865 0.535630142411 266.352429951 5.86138532876
1.97646976563 0.999996797064 194.251773947 0.335024116016 289.942199001 3.48835398066
3.14894691433 0.61110342232 203.545395576 0.178760033186 305.984010265 3.38635680681
2.30689741199 0.999999199044 197.820107398 0.135753650618 334.227927625 6.44689656461
2.4005578303 0.484270889136 225.514011225 0.211922485521 316.784850833 3.96263231685
1.86790859447 0.999999838845 192.709884272 0.27869259856 303.184759448 5.55311758733
1.41700093326 0.99999934603 224.832886936 0.354091516956 332.903662335 5.29204293548
2.71701252053 0.999999847282 173.746708195 0.30931720756 270.928354397 3.49805732406
2.72028068959 0.948618570137 193.624997732 0.342795216976 277.873957408 3.41964063659
1.60469565968 0.827584214155 225.63434745 0.221166435305 334.685621317 3.54119381315
2.1134629935 0.966241114618 193.271875287 0.480027047363 252.27684218 2.98268735692
1.52957144173 0.999999590139 215.640976534 0.247779646737 330.957197263 3.85361342936
1.63891709648 0.900452107243 238.466011902 0.273707416518 358.7799709 4.10183038046
2.04302749163 0.999999847242 204.799461313 0.267622529411 335.442379515 4.18423178324
1.99207585427 0.793487902673 216.782984907 0.284911827514 299.829827614 5.31051843834
2.64836438335 0.539562364347 186.074910966 0.298613271171 244.885341795 9.57695224505
2.51627801928 0.719928171151 234.839479785 0.229122285532 335.971415838 3.76576707339
2.54825419654 0.784164323876 203.852400083 0.188653676216 335.575976327 5.2302303968
1.5384623242 0.999999499127 172.981804578 0.301588700274 330.930199527 6.19109774321
1.5171001011 0.593685210371 269.821421781 0.343105898376 362.128632244 7.05076884293
1.79109668763 0.987318087521 208.969001105 0.358603242888 289.966323862 6.95857551665
2.2261852306 0.999999853394 191.911764118 0.24831372599 311.770777292 6.36914429535
2.33539348971 0.896473618466 208.765755088 0.317339476266 270.491748149 5.51392575013
2.42393807803 0.702839633639 217.399773589 0.325484888624 234.524162397 4.00377981157
2.02881226818 0.999997515663 205.50841163 0.264553626405 318.546343954 4.12946262308
1.39751399342 0.999999881922 242.421968305 0.344640610809 312.169582033 3.72655729989
1.2249508019 0.999999852278 252.292643557 0.44802699746 273.998979666 6.76648002253
1.4519551006 0.999987151629 230.376958555 0.178733039635 391.652246471 3.69558464436
1.58000829087 0.860970132872 241.205429218 0.550773750984 268.542281392 4.67512624487
2.30538704793 0.999999879509 200.889083227 0.174428374183 319.895320952 4.50596483393
2.27635246763 0.999999727697 192.459902112 0.435731391292 252.09167776 4.22483526632
1.45445883115 0.999998691884 212.402938428 0.428229888768 281.554637433 5.77781319711
1.71846232799 0.999998747934 199.250187767 0.156567876086 316.558553198 3.53864090199
3.15154511932 0.640269288725 215.281576898 0.284944306379 248.346197148 6.46719015392
1.98083238145 0.797697858385 202.32891242 0.226350435528 332.078247355 5.15079901004
2.05832901834 0.761335802342 217.349107478 0.217292075653 367.602353797 4.07585712503
1.91541001948 0.999999409971 189.877718929 0.210478125722 370.896990447 7.64944651409
1.98319340394 0.999999350442 187.168784891 0.194438716575 351.654945471 3.93662085516
1.83972539425 0.817069974656 205.842018222 0.289631551304 319.482018811 3.34200882559
2.25400207388 0.999999637734 204.272332081 0.194826155082 325.08314335 3.4211645809
1.82636255563 0.986217718047 195.986755482 0.135466073802 349.705744022 3.37664064139
1.83969188772 0.729254226134 227.923260045 0.299438571416 312.33520474 7.29283367454
1.66417195024 0.642940300311 268.315615291 0.244606169733 342.082702014 4.04984879551
2.18354137549 0.869510529986 204.984797961 0.279739643749 330.835219081 6.38216419579
1.32814352849 0.925264062849 221.506458513 0.363625748731 353.942943037 3.37571765029
1.92347451855 0.999999036912 208.446452045 0.216661623034 348.888016125 4.88997307794
1.93145171523 0.825137173268 198.47142836 0.374703037229 278.8821852 6.07291013745
2.24374450131 0.999999317383 195.676569545 0.251947891397 322.587271727 5.43940523485
1.4134552806 0.999999886047 236.234071905 0.511474548108 287.614193893 3.65005674675
1.61590182901 0.999999233653 220.676734415 0.28431288784 310.916605644 2.5868491621
1.69793752947 0.99999973759 226.518252675 0.305468266372 340.836274336 4.00993416557
1.3522892417 0.995577398968 227.293976785 0.160595662039 460.543777229 5.91607826375
1.83719636171 0.999998414503 180.151484192 0.349599350038 285.545676886 3.32185708468
2.13674982708 0.884992524619 201.136079386 0.13956189847 365.887693824 5.69180831415
2.50744369712 0.999999829808 198.8256737 0.240125435903 327.805937852 4.04115628619
1.68526842481 0.999999786779 209.505140979 0.347841234688 320.571475745 2.90009905506
4.3387145543 0.371353304768 215.64439058 0.0882514531404 376.210442863 5.89776283376
1.93366898604 0.99999973832 200.696230213 0.145425708661 444.922640108 8.15948133321
1.49797562132 0.999999698903 214.14579193 0.424304837871 304.789311149 3.72453952712
1.67818518526 0.999999741572 207.017841448 0.396822644545 326.484185052 4.49150062069
1.52290179356 0.784117988091 242.524383411 0.392045023584 287.339118962 4.64500976292
2.25549373067 0.746083011654 213.818356776 0.186018408896 331.75239116 3.60717947765
1.3085838857 0.999999821486 251.412989358 0.292837853146 333.1713839 3.50057308234
1.04276864366 0.752185206789 276.956675274 0.361205245139 373.460017656 4.94142115328
1.5816021659 0.999999723363 212.686122275 0.402852991061 300.323433681 4.19239465582
1.99957022606 0.816884964305 225.032047471 0.310680427688 286.374327049 4.81633720729
1.81532469057 0.999999610732 217.468190042 0.303778734887 297.893542447 5.57354649971
1.92834206936 0.999998844343 210.208177168 0.230469192946 316.823903521 3.37467671298
1.7495902116 0.902410306416 225.758228979 0.209873896443 340.929544761 4.60222650962
1.60909324198 0.717499669196 249.354614775 0.257369931093 316.451268882 3.59108191302
2.07503154659 0.889380940136 213.227966001 0.259674906841 339.848644251 5.76590126997
1.31055727381 0.999999755206 224.990596229 0.441792840073 296.612062531 2.86318259964
1.39625678797 0.99999957466 233.9991437 0.298954230341 348.549285968 3.31260502266
2.90118489787 0.434282208648 233.893202555 0.199919126692 291.467062032 8.25668744483
1.75253107026 0.999999873781 218.806668918 0.376741041841 259.238435386 3.98934207188
3.45216489284 0.611741897563 183.701768093 0.10640081428 372.682801891 4.02960886846
1.35086251074 0.999999440381 224.341186789 0.419307105783 293.11572689 3.24385821521
1.22149935722 0.999999823963 205.82325801 0.346519662035 345.824056728 3.53466148378
1.84263695968 0.605177256065 239.351917402 0.227151920602 337.323278387 6.6501031209
1.26130625944 0.999999369658 232.21743251 0.404181703327 318.771687251 5.57787624471
1.58258579575 0.908438815231 212.393017529 0.252221045768 373.667202793 3.01632526389
1.58928650795 0.999999192097 182.846753708 0.33565932504 313.672216208 2.99486508538
1.54636125571 0.999999467831 225.394472763 0.28001730325 332.690930208 3.80746660051
1.5882050397 0.999999365197 215.557570132 0.366572964417 309.68552852 3.76396589549
2.51409383867 0.695589841603 198.352000287 0.187868436323 362.610984566 3.95262878172
2.44536819127 0.974586011408 182.510736928 0.265212495003 321.52403263 4.35311414548
1.34086607373 0.698324443845 239.661424753 0.342941260231 337.507163049 4.708905077
1.59736476268 0.999999643986 208.121759178 0.296010300397 337.551868605 3.37194755213
1.54127947072 0.999999130307 213.037301054 0.304477302925 343.083251384 3.3193805373
2.0967942882 0.75169029105 192.278383816 0.323254625266 310.030887778 4.5561572671
1.28409951006 0.999999633631 223.906599064 0.260642229527 352.002580188 3.86369122124
1.2761687096 0.999999363821 240.806165882 0.3925628901 319.566264112 2.80976853403
1.75268917713 0.905228296664 224.139004817 0.444856409786 248.253964661 3.97013778119
1.56561633102 0.999999261329 206.602333293 0.449458157944 277.99377438 3.8271274432
2.36148477439 0.999999539397 181.399061119 0.207810766646 332.013823506 5.68395676644
1.29839144991 0.987349830574 237.578073339 0.640607217075 264.920539565 3.59504092354
1.65010474173 0.999999866374 209.567746978 0.301197961629 351.504480557 3.78419848125
1.33926801871 0.999999791595 221.891596609 0.351049233123 267.854097196 8.57839065316
1.62179234486 0.999999700255 180.963374047 0.284569263966 320.751449758 5.16468901042
1.96921767781 0.999999429229 200.851064941 0.397973955553 269.901733846 2.67639142806
1.97588246875 0.999998457223 221.667947829 0.302484835245 295.573231473 2.43872357691
2.02370097901 0.770600665337 229.034217249 0.255339532581 354.77233699 3.46433961809
1.65721872336 0.901454910346 208.378208656 0.310959363217 314.62732257 4.27912278701
1.65522143769 0.875861365732 211.917319692 0.295181764852 346.612582814 3.96409613504
2.50087803799 0.999999843226 194.270904179 0.187011220025 324.028153067 4.88188484315
1.5417167154 0.99130102507 228.343981902 0.54726957998 275.239959181 2.86353357915
2.05022070987 0.980415944822 219.834211833 0.28338197127 326.270579624 3.97965370821
1.63203961456 0.479167061925 267.669532449 0.321773647582 285.080265942 4.24170469488
1.76859852874 0.999999587433 223.73246309 0.362327461385 285.71827215 4.37500732745
1.56794622286 0.810510621728 228.03448422 0.33474766355 344.521718248 4.34274467863
2.1426867336 0.999999788486 200.017628283 0.373983775068 291.694834611 2.61654953442
1.29399186921 0.999999560007 237.985375867 0.253728656677 355.113633884 3.75222031531
1.62733519993 0.951695607315 230.801201018 0.31882604575 323.499628743 3.41463028275
1.53667875646 0.761042525275 196.330823754 0.208764569856 330.735614747 6.31347408723
1.42611052412 0.999999789744 235.015068471 0.377300980429 292.091312163 3.47880741709
1.23832714083 0.9999997245 244.988255962 0.354121802988 323.345280537 3.42067378157
3.82647912245 0.350857105494 220.84533789 0.113737963768 326.021869788 15.1761372264
2.18275762465 0.596745128369 229.602835293 0.254674856377 306.911842208 2.93214780374
1.22584589701 0.863782774138 226.629262507 0.247347057376 361.502066918 2.80526695853
2.29084587411 0.881402597937 187.211225897 0.22110395727 331.579535433 3.62589159425
1.68886709062 0.999999854847 194.396386333 0.1943494115 361.455396629 4.85490441928
1.86704782745 0.999998756865 201.609226565 0.441722037314 270.265441694 3.11700998991
1.95318581864 0.999999851927 191.796568931 0.310939946924 297.490536335 3.65803902672
3.58259549249 0.557822151875 198.858194876 0.0914700533149 400.267466508 4.42066163007
1.38794112869 0.863418229831 229.503373736 0.375574071982 263.976982188 3.45453014249
1.80158502006 0.826487444631 214.834216773 0.395340603146 282.151773303 6.65939645317
2.11836951869 0.999999700342 192.486157829 0.163352059699 365.141960624 3.59729195037
3.74302122075 0.392832992396 219.150682228 0.101665959901 365.536209115 3.31688065942
1.63520863516 0.977211996737 197.142281935 0.226855144869 375.823407565 5.22784293608
2.18987127321 0.999999889195 166.879050678 0.272247781807 299.694756864 9.13143549678
2.19324401418 0.999999709877 195.707285078 0.270854274034 282.980214971 2.98667011628
1.3679262556 0.999996654397 221.095035171 0.244976722725 323.221759956 3.33609386786
1.31934452807 0.999999773509 235.49470644 0.368244455043 272.873937828 3.75434857279
3.89628562192 0.423511943719 219.87033507 0.122602282798 316.260749832 4.36787805919
1.4162380213 0.99999855304 230.181109461 0.335945306246 361.784493689 4.93064848937
2.04027794104 0.999999898239 188.606817553 0.260858877726 287.921209201 3.24693408223
1.21343631809 0.999999737641 248.171588289 0.200612808386 394.393718291 4.88359278393
1.65890460258 0.876086935226 204.516340477 0.223982209695 326.935890255 5.02807723911
0.982817588424 0.999998340156 214.362838536 0.400489396252 274.915055546 3.54718192606
2.1647466264 0.999999694487 198.417409606 0.351940422574 269.08107757 5.17987601729
1.90965491753 0.827475099846 226.472460883 0.300750167007 306.9164693 10.0736892277
1.2709547359 0.999999872107 230.219660389 0.304147356615 349.401434092 4.73695830988
1.77373699062 0.999998315131 221.55922198 0.311750684969 335.786491093 3.47858864719
3.37258813654 0.677383861879 211.606450791 0.287228078968 265.884107728 5.89949475692
1.98568697596 0.999999700151 215.017134057 0.343119639179 280.994336091 3.05918080318
1.84226438549 0.999999720689 229.20482143 0.368532783322 295.186162399 3.91833270461
1.22304911199 0.999999834579 215.829360356 0.381877579896 323.21726476 3.6620983697
1.85164271138 0.885655675999 228.391712639 0.298154485895 321.739524116 5.90224243262
2.10658941957 0.999999587362 212.779839034 0.268884529572 303.98766263 3.70880383634
1.70984916781 0.999999471463 199.576772591 0.327713490895 301.266979235 5.36839726685
1.79408423673 0.951176976568 233.672191924 0.262023231343 296.17081306 4.72114979045
1.37896697394 0.999999791099 204.581388179 0.339692389017 354.450573745 4.26424956078
1.92044693481 0.999999559124 210.264394804 0.59471186747 254.59335586 6.31839047772
1.6866851027 0.766422954919 208.054881381 0.49084340636 291.763353883 5.08025751625
1.82173023888 0.99999946614 218.14250227 0.181576292347 386.402405521 4.53551724732
2.34501473795 0.820974130896 226.035940105 0.284038004243 284.903647508 5.9559821865
1.31094113343 0.999999845699 224.961466179 0.412485980528 325.266180917 5.33102459652
2.32124545141 0.999999649184 178.478605131 0.167692716356 388.821654625 4.55934410966
2.00902772196 0.667321660662 255.714245428 0.283881629747 308.915895135 3.60581602614
1.63857344915 0.999999559285 216.458343772 0.379421408573 338.469664717 3.59663710914
1.90777117437 0.999999097752 208.308644707 0.212999740666 337.035733631 5.56495499441
1.64878032338 0.912443296505 247.80236603 0.374377729833 357.761252628 4.56497965065
1.58466578193 0.99999985209 215.861676163 0.422521094414 302.93362036 3.70033746721
2.07399905583 0.779809022625 230.461473684 0.314058264308 308.308392865 3.65450975319
2.76303632751 0.884887899603 187.490680409 0.297332814404 274.698651546 8.65352141514
2.70469048269 0.999999156543 186.759940887 0.178387426322 354.037067681 3.15919961783
1.61334951509 0.99999953997 214.075161666 0.118145025606 437.984910377 4.41721104578
1.73392129543 0.718264527521 230.479147964 0.394851480994 312.719167611 5.96304247657
1.61318431946 0.999999431035 217.22742326 0.246941021727 362.324782999 3.97402874064
2.06690787818 0.999999772805 226.722429114 0.352297620187 300.150563127 4.77421457146
1.48284439727 0.777191914339 236.950164648 0.276477073325 340.824141452 3.45345288536
1.97098802279 0.720105478643 217.758451185 0.249391660909 332.2294281 7.15817360308
1.93817866756 0.78309500709 231.876723109 0.249314891814 320.099676491 4.95999103257
1.64035567907 0.977852849156 206.597599053 0.379035569194 294.637218424 3.18428379846
1.39284627165 0.999999373698 225.573223149 0.295622482765 373.634446264 3.86371546342
1.96073015046 0.658991357803 224.667130743 0.193064227618 297.566690205 6.44936785889
2.13839901342 0.99999953878 197.487272234 0.319475594343 294.139281724 4.20250192983
1.58511483384 0.999998740376 223.471575597 0.383064600439 274.349801117 3.10896685984
2.68745225518 0.667262803031 208.66504074 0.318744409461 286.429136393 7.51287236579
1.69694240881 0.999999849623 224.400435104 0.422735345995 236.762121646 4.76939485279
1.20812359006 0.782562298668 226.376670517 0.431768406663 290.954577388 6.46793997624
2.73814210749 0.628661146326 198.623320815 0.146407038107 333.048024842 5.47649565003
1.80273239669 0.972042828712 213.156337433 0.284654547226 324.345681875 3.79894471905
1.79626676311 0.959234143754 193.602226273 0.349476639571 325.945664484 6.6447204846
1.51393604875 0.999999824782 224.782738585 0.332028755753 327.010689569 4.96623455409
2.67817519273 0.64147765778 208.784254533 0.182258516975 317.589140076 7.36299326074
3.00668495656 0.499742081001 203.549574258 0.136743601524 378.626124831 4.02751804896
2.38514539785 0.750121606027 228.682571697 0.241897615436 287.269427143 2.61632260868
1.85307234002 0.520136988357 258.561844692 0.203302749412 373.83297999 4.86737695182
1.55055537299 0.965039036878 227.269834489 0.181991710009 366.545663913 14.7379381501
2.17438057559 0.629889434487 220.685819002 0.188284143282 379.174326746 7.47458047406
2.17322282947 0.521938729531 199.442457391 0.232570898558 274.727026579 4.92807922958
2.65314690218 0.614549266715 234.148573613 0.169912385844 314.238099439 3.77610283432
2.45156159817 0.99999978965 178.741927719 0.362012921775 264.521993488 4.40529554174
1.71927037607 0.894966883778 219.700493119 0.258924705864 286.391157814 5.16423006498
1.80485882906 0.724523455645 237.155476477 0.565711218217 219.238851057 5.15848207784
2.49131101859 0.810811967552 189.770985569 0.30359755203 278.125340889 7.3306970197
1.60936884375 0.915145606519 220.765198018 0.247406730755 357.516085368 3.91065615486
2.16121126551 0.946106126653 207.98922029 0.406214086512 275.257386755 3.98950363715
2.43170701908 0.924794874128 168.189409727 0.186328700043 335.158038154 5.67387788293
1.77350946151 0.94688625781 212.793951975 0.545020224025 230.556246015 3.99838746596
1.94440210599 0.608442420555 259.583587495 0.196965543958 335.478536951 4.42917991333
1.78282856811 0.999998218934 208.16362418 0.307613622088 323.293927627 3.89305756703
1.64501375299 0.999998925529 209.049946158 0.287419897406 322.922973803 4.2352862543
1.49414868256 0.867955036555 226.390915522 0.371382369058 293.097467779 2.92821652626
2.8921377071 0.85438191266 187.313054015 0.272963158445 283.540328829 5.00410426049
1.94137393938 0.999999904402 196.896507652 0.336339056903 325.044138608 5.31041731991
1.75492410603 0.999998903625 212.482213384 0.487535610943 281.801545138 4.47019676891
2.67179347535 0.999999420177 184.794142129 0.202453911112 291.899402788 3.61183508114
