"D" "g01" "sigma1" "g02" "sigma2"
3.41233461487 0.631901622953 193.250365557 0.173882846472 322.944242546
1.36830802799 0.816877307389 219.949474497 0.518273469627 305.645506601
1.20193716646 0.825043026047 245.894137452 0.456800281381 303.168356931
1.81539764332 0.878715582255 199.519151257 0.210315262733 385.882362683
1.2780573988 0.999999760793 263.200395735 0.162562141405 364.153366886
1.86174676786 0.564886060645 252.920458117 0.196041314372 393.996881116
2.36384655183 0.599565353311 215.779910841 0.194690567077 349.813079665
1.96329029145 0.296431459931 345.189631702 0.203602668558 311.7779234
1.96397336172 0.578868424992 260.173809913 0.184317737425 346.762679359
1.21945133991 0.802652583063 270.789578467 0.20178407083 452.102283476
1.53297938787 0.644532383057 247.760593176 0.257041610025 362.702288977
1.97738289631 0.517298735932 253.975507785 0.25761135717 337.025625351
1.68621692165 0.999999566202 221.864665059 0.0934539641226 521.968976031
1.19582135305 0.950191021526 234.634699126 0.374207531473 363.11083691
2.33094868407 0.394842872898 273.868681447 0.183765283739 330.225050123
1.73042574714 0.615425945215 254.518944209 0.247205425406 354.203064981
1.53453577068 0.749725996731 279.433223981 0.298817995183 341.836571584
1.17841423841 0.626279185429 294.939440038 0.453700289709 326.13027849
1.94283276134 0.525096668837 270.880502374 0.201031516276 426.821354457
1.10264311015 0.886926235982 266.263309656 0.276108840902 393.987174586
1.72678480959 0.537795656141 292.510555052 0.185979585463 363.861449048
1.81632928697 0.777426739443 246.291542084 0.166002284925 422.709627518
2.17615384601 0.443351736663 248.713310227 0.25820102566 326.468067526
2.94836783321 0.821512525749 175.623612694 0.28267444774 263.062602389
1.91999614541 0.50810077444 232.125301833 0.158816451338 401.626704777
1.40154762795 0.705896475539 261.800233554 0.199442922545 423.798177795
1.27639072645 0.715093899712 267.928399994 0.250612752937 405.271693347
1.20107921942 0.999977331073 222.392340634 0.282499626953 350.524793839
1.22042942974 0.796561295329 257.664360268 0.251790128025 376.739198344
1.84627194089 0.781071603139 248.060650029 0.340558157052 313.930557177
3.7437061895 0.388166893606 209.073615387 0.0913024596809 409.297317756
1.24935938817 0.701777296476 265.180547611 0.273056326605 389.305575313
2.62932398076 0.682844674765 213.438213546 0.232943563671 308.858105417
1.988779047 0.76546164028 203.20450339 0.212084205495 346.02952658
1.61922514286 0.693404678824 243.926450947 0.221176428164 361.485602246
1.60211731659 0.888864309281 237.400230699 0.283329659555 304.58876786
2.82929276119 0.57560549447 210.053951445 0.167272411003 275.880440751
2.05025748046 0.500029394543 274.810355774 0.183965390776 397.29490501
