"D" "g0" "sigma" "alpha"
13.0068976145 0.168578512233 243.897279483 5.74610687769
6.43556602453 0.308663938614 248.279645899 4.78559201509
7.50641049319 0.42438374371 209.461357078 9.92535431372
6.78997030823 0.293372541857 241.245271789 6.05097134292
9.63361662665 0.256114667482 239.169576011 5.18699227461
5.11857373153 0.451555172643 242.083180236 6.35330556763
7.2145970309 0.273280747194 253.210683982 4.67794276454
7.95573934509 0.255484451407 232.273459821 5.32018259306
5.77357989195 0.358429320815 237.907830351 4.87184417137
2.58634197392 0.481058824004 277.606687266 5.41105927788
8.94666213336 0.230633859835 242.761658678 5.19323766594
7.06183789223 0.303411781024 240.564024546 5.03454278871
10.3335507928 0.219002369817 224.927274958 4.87878811112
7.36838073889 0.324361741697 224.421905397 7.25647964469
4.61813060015 0.486668690079 248.348428966 4.81482761156
7.40097494401 0.254867307449 253.838764578 4.59721661977
5.05497149694 0.44215567574 248.281863201 5.65174973796
5.13776565736 0.346945206306 249.161673149 6.5723287311
5.89669241213 0.342737772099 236.610203051 6.42445708031
9.04652447398 0.203004428025 245.469957587 6.13504363085
6.04569250218 0.339624828023 253.723862612 7.25947089114
4.90647594775 0.409453931141 247.665122272 5.42982765117
7.45965533788 0.320160276643 246.673301865 6.6742975394
6.6129549614 0.261365824128 251.102698893 4.55414578801
7.51257211995 0.283606677449 245.559819324 7.31168191911
7.20575760171 0.383055935099 230.057973155 4.78971254582
6.83037260085 0.279794088908 251.252080787 7.14641777605
4.44248049458 0.445382330903 249.913030728 4.20430566705
7.95792320929 0.277581745947 241.771792107 6.2090076857
9.29505900027 0.26049561022 224.21247825 5.1641399478
8.58156956607 0.278290927901 232.546302384 5.1672540221
6.62595128764 0.352372487233 227.108950327 5.58539068194
8.48357584182 0.264216151461 229.864783136 5.0984792162
7.35764654758 0.314263361041 237.484380229 4.08489150768
4.76427725049 0.404112343469 257.308233381 5.18329400689
8.79574313384 0.246838892179 247.647086188 4.52510453465
6.49636960892 0.289626022504 239.688579724 5.55946939871
9.0056778701 0.268172068206 217.546290713 5.34439116264
6.7554594696 0.286247318083 257.849352997 6.09729041137
6.68393462799 0.379976350208 241.890235038 6.08006255946
6.43686287605 0.290937996006 261.305650505 4.03552698679
13.1005824522 0.150391885415 252.569609794 5.25136676376
9.72954267153 0.237178825436 240.6648402 4.81703705219
6.37971847572 0.302915957838 248.851904739 7.44409998966
6.51553810904 0.325914848991 253.08887865 4.76461230684
6.16029111056 0.377742716723 228.284429905 5.78053776795
4.86346024564 0.415828220449 254.936401042 4.78086370434
11.4347488145 0.12648772327 265.427511961 4.98271843524
7.28838650543 0.405371796569 225.060336753 6.81753711896
8.12742867451 0.287527190764 229.857470998 4.00793286462
8.19347772962 0.295105199751 226.985729654 3.87127456886
9.32039789792 0.248055390089 251.22885433 4.76819697068
9.42029926287 0.240022344166 247.040437785 4.7638660117
6.75850098109 0.29025110799 256.145246757 8.24248133886
9.599120665 0.192802700311 244.195162105 4.85279121375
5.01737651426 0.402019813057 243.332708695 6.17150623581
8.41949193697 0.365038407077 210.149700947 5.16349749294
4.94329427392 0.477681156092 221.329054558 3.60219194253
6.97629393143 0.322100018957 246.686787433 10.1267405991
8.87270035221 0.301868809328 215.118680259 6.00102822242
6.39455194351 0.359018755278 233.356677747 3.77250467538
7.06193065136 0.275900143549 258.225133569 6.47285426266
5.03036395871 0.403729290318 234.336163062 3.7773022664
3.91149546086 0.483455692004 250.410716222 8.04137325284
6.53443521514 0.26829328872 248.578887743 5.12238296804
9.94650661834 0.175746190202 247.838240804 6.21643366555
3.97724780887 0.505878312042 236.94772168 5.51222631896
15.4786692352 0.14134990266 244.073899978 5.55913307485
6.76588451931 0.24222652489 272.814765203 8.73221365977
6.08674927127 0.290768563189 252.990162008 9.09071280688
6.48545700477 0.321643829793 245.258614749 4.34529685717
9.76710595735 0.156291514887 261.447482882 5.36807863738
7.46306161314 0.326008060053 236.446618427 7.78260334062
5.46011819091 0.367765579345 240.015081442 5.15280011699
9.24970910976 0.224248208495 241.080917506 7.34619308769
6.32188079663 0.35200401764 244.932629197 4.79003424235
5.42158301586 0.348412312957 264.847687718 6.77118918678
12.3756518922 0.169167227234 248.827632446 3.44577243999
5.47547773788 0.377884331362 243.847031687 4.07949971713
7.45167633154 0.234262552376 267.702530108 5.35867565182
6.83919276767 0.313200072043 228.906753305 4.97467785594
9.47404193985 0.207215893387 236.647796761 7.49184690866
8.50835452093 0.293472456785 214.677922329 5.00686197964
5.2041488896 0.35135395119 245.18685952 7.29324732025
6.44161679553 0.262287639915 261.821451165 6.86598594118
6.5464604293 0.295708708091 231.755394633 6.90595507397
4.83185980116 0.424533340642 238.44118917 4.65519776805
8.25020707307 0.314151204143 219.805480798 5.80822167462
7.46748762825 0.30337075061 239.572233194 5.19521227297
6.75206024425 0.238243959503 255.394468738 6.98831689661
7.46126022078 0.391133105414 215.740465244 6.66974018521
6.44706338315 0.339850034191 234.886682881 8.2390781875
7.16682624358 0.337286770321 235.299429365 7.98084843262
6.5791695425 0.337466569277 235.764015949 8.64143116257
8.25669671523 0.282809911252 224.960746182 4.90264100707
7.82049469628 0.30526052838 245.492907192 5.46253910413
7.5924015408 0.279848832075 243.305599059 5.76039636786
6.26673990478 0.325810215679 249.746697492 7.11703732488
6.06285044391 0.292177062186 259.544293554 7.14382919466
5.77399267288 0.397006539715 249.097472363 5.05982157661
4.88651552555 0.429712567337 258.187161535 4.77963923528
9.20736681342 0.211594121874 250.069827455 4.98175398524
6.44294340102 0.354950452064 249.483095039 4.82452901118
6.26508217527 0.373930308589 244.088226669 6.80266000207
7.14440356875 0.238751619179 257.842971898 8.24603583309
8.97545171519 0.264052254261 226.735534009 9.00260601268
6.34787905573 0.325874609939 242.143330009 5.33921948406
6.18081380521 0.338801017466 243.661117871 5.34591239067
8.60889309839 0.199319506279 252.860779298 4.6715168066
8.6521417253 0.278727734967 230.660413088 4.75078724233
6.0448767103 0.314757577362 249.38509623 8.81775225876
5.75265240998 0.336488932867 257.743491927 4.64481169367
6.10545519697 0.360432212159 249.792365245 3.81498555218
7.75270914133 0.277757804961 249.696641391 4.6894994275
7.82387499232 0.2438659109 260.683615846 6.12013461576
7.95040416834 0.245652421368 253.474079406 3.92152961955
7.99617239089 0.222184449507 256.75220666 4.84847619675
5.05508057635 0.425219750954 255.833950035 5.70548789481
7.87273302105 0.315478092909 229.937035999 6.14266114925
5.07256181503 0.372995736504 238.857003116 3.77692353768
8.05529737358 0.262481460627 247.437246634 7.58585697954
9.10856801095 0.205905058235 256.431324155 5.44651569795
10.0396664315 0.239128255393 226.094352672 10.2942563783
7.96420968063 0.274791984093 243.611744009 5.51377788221
4.53530957234 0.460153753319 242.073564297 6.13399656223
5.58892471192 0.282736403502 259.220432977 7.00675165658
9.53147250016 0.225811515858 243.24767756 6.21259202078
6.59570081885 0.304488887726 251.943102467 5.00882540306
7.30304250407 0.350658128024 213.636924803 5.16538706069
7.13663733665 0.265892909772 248.983765641 10.9581870834
8.02913463493 0.295248807296 240.811423465 5.60465956324
7.09776776242 0.242517540676 266.210608028 6.29396418077
5.90070620143 0.407545413839 234.305538442 5.09461425749
6.61116417167 0.257823029983 273.595347111 4.31623866755
5.80040893094 0.297758216749 263.05035341 8.15575981984
9.55128814928 0.225055945343 241.761264928 5.31543728608
5.49121725868 0.394173120372 256.246386119 3.98709230414
5.7315635571 0.353482387144 242.066624629 4.69581487366
16.3140346232 0.146969285549 233.323451707 3.73636737649
6.93819435238 0.31028047378 239.384458668 5.18054482175
7.89489523756 0.242886484459 250.47663325 5.53471196388
7.40289257672 0.261957685962 254.065285528 4.36059475076
8.14906297997 0.295061367636 233.048512668 5.51449333099
9.55637508016 0.260924428936 232.990138831 6.31135982271
5.90606202833 0.386537597347 238.164533037 8.01166666865
11.5573643988 0.16772926973 245.794802582 4.89045820857
7.55494772298 0.327946452513 234.370629967 9.14471469382
5.87166143484 0.352541766628 248.944637893 5.5406018165
7.73096825446 0.300448228276 221.123910202 4.14402590354
7.05923391964 0.305964388603 242.169232744 14.3769146528
5.75471992281 0.323425518953 258.81258336 7.13260620004
7.55125367791 0.282113581702 254.371479295 4.30147105074
6.53986198529 0.361872918085 232.32728957 5.17624850784
8.78707273611 0.198234859735 253.788944466 6.04580495708
9.98602345259 0.217768344023 235.247683211 6.72586811115
15.6562435238 0.104232885337 274.04888272 4.98424425766
6.81680895065 0.318590399118 241.094619324 4.79041107419
5.68040331439 0.440136191321 248.741528542 5.65783703383
5.47570427889 0.351540154146 241.800765828 6.27053772701
5.75684216964 0.449911342164 234.61101357 5.71105808325
6.28864371688 0.368892111313 229.184217532 4.52702585198
7.21844017892 0.39056820115 218.050615088 5.879564009
14.5770316373 0.146916850254 247.656131263 4.02490276266
8.70863925417 0.302232924187 222.962099389 5.65037268414
5.96751342785 0.291997852464 263.559151725 6.90234849438
11.2701075694 0.205522076956 232.299840694 9.54120704386
5.91874038669 0.225676172747 269.461612991 5.80498291738
5.56050816503 0.332959340112 246.880072072 6.52264594379
7.00002089626 0.27152494629 259.567631964 4.45134627606
6.000959063 0.29961345091 261.564348512 6.40108516733
6.21024892622 0.260706917946 261.439500934 5.84858886386
6.65236482567 0.364188783687 215.907607162 3.90358563676
5.68714342286 0.359531848079 249.00878667 8.402498818
9.07006858508 0.238836863434 249.233591886 6.34319439443
4.97473279237 0.356435925905 277.235308225 6.9440925268
5.92008514433 0.360926345605 241.101851155 7.22139403541
5.55991525042 0.340190882661 272.090490097 6.50286960003
7.14430614668 0.302857754657 262.370896332 3.85424691966
7.03680019809 0.387054086653 223.916833443 6.3191420526
5.51735973575 0.342108314504 253.145130711 4.23416743209
7.23419346649 0.305578682108 236.906245793 4.92772343415
9.10027858625 0.241736065957 248.195182978 4.59979958528
8.68785815511 0.209933845104 260.173311984 6.2964930735
7.35677213592 0.251811651912 256.035871626 5.87429815869
10.4937571965 0.257780574334 229.839401863 5.17601691822
6.42713615662 0.334183385552 247.890744603 5.24880275345
6.86353079926 0.285312066389 251.021707391 9.52644159848
6.78414802113 0.365273936592 234.044302231 6.89589650432
5.03455244161 0.515033847965 226.779550462 4.75587112378
10.3323724576 0.226197319737 234.983533909 3.84487610906
6.4776780051 0.413968310254 218.32628466 4.98501817477
6.78444489477 0.302519407093 237.96068877 6.44738599945
7.72290448259 0.260966100569 257.521091742 9.18292059407
6.38613811832 0.328632695169 234.402602032 4.10905942491
10.4016918412 0.217806967798 243.795301415 9.61999283357
3.84081222382 0.516535527904 250.280601825 4.25899002148
9.10819553113 0.195925680757 250.663506954 4.88018419952
14.3213141901 0.179770870012 226.129802764 9.44219792508
7.90388388072 0.291020190845 244.329543542 4.66322460138
5.40823280604 0.397344734439 265.155320749 4.15818349201
10.5772965386 0.196954546362 246.307385302 4.61437930327
8.55337145556 0.252079154215 250.25991189 6.64666891927
5.32615995752 0.363020048717 254.419398448 6.89095925278
10.4573381621 0.186774296336 247.21663931 3.51468818128
8.74369093795 0.223745772441 241.177348763 7.67310814798
10.0040579154 0.177095067837 263.735043146 3.91331921455
7.26219079317 0.280238220843 248.615760113 9.55974814629
5.11520636959 0.380137242318 244.322906929 6.58791345176
6.85665912936 0.311728559144 251.778635271 4.88353591046
8.47744896504 0.265761377567 232.602046341 5.47943337058
12.4839076299 0.215962075544 220.62036744 4.2941764666
10.6118019372 0.189583932885 256.136850983 5.51575480259
10.1246770967 0.253390880208 231.620660616 3.12662401561
6.71744204706 0.221798805941 262.652096785 9.42806180621
6.17648726609 0.345996925757 243.955229575 6.48978001327
9.85289150268 0.173893854202 267.166042236 7.54276097024
11.1119909385 0.165595666963 251.315748627 6.63208770237
5.40443034769 0.320359599434 263.53356732 7.24160269
8.91757157007 0.240992086819 224.578790141 7.37902889166
11.0994732294 0.17498186256 237.819563863 4.92552392713
8.79276673693 0.27463638707 231.146535428 8.93891827342
6.69865463099 0.355691530755 237.600473959 5.45313221459
7.60176560588 0.333205370954 228.988809207 5.50660653472
8.49467557407 0.289840132979 236.121800612 4.3420744718
7.91040566384 0.228763284206 259.162328457 4.65960452576
9.23313780987 0.234894033079 242.613121049 6.13426601945
5.22881321574 0.393246567768 251.183709303 4.7031324583
5.40882277855 0.337210007978 253.620487365 12.9786195561
5.24973525762 0.324737411507 258.96017429 5.66458069817
10.3694181575 0.254434712943 218.339272222 4.3675943437
7.91725091043 0.280745706806 222.002746017 5.41935173632
6.2927641431 0.228282404604 281.62124644 5.23818124309
5.60561896901 0.331004180787 248.433349918 5.54629661404
12.2147209014 0.148387629059 265.845310781 6.19423014302
7.01949093296 0.359224880966 231.074745659 4.91567646439
5.55822615711 0.403065138772 231.778157433 4.35817849042
7.02525010388 0.311678019589 234.063700389 3.44268274728
5.76563891075 0.374314190649 240.343447485 6.41844126211
6.17467083019 0.365304438333 236.449233447 6.83303445423
8.06272798526 0.261120831805 256.735773578 4.19557551082
10.3170752497 0.202243475815 217.714294316 9.24810551914
7.30937238513 0.23918208387 264.03456833 4.63062477285
7.29800769816 0.312862890489 239.730355642 5.09913683747
8.00836452708 0.179838768188 267.843729952 11.094926038
7.56346785202 0.262454101085 243.323566698 4.97925552918
10.7375225933 0.215649770804 242.58300071 5.19436226438
5.31627691869 0.309589833798 280.373027487 4.52506775979
7.12420900051 0.236822985756 266.815871828 5.34071545468
6.4265376909 0.275994673933 271.535585072 5.8293061534
7.3920174426 0.331359069408 227.414400757 4.7161271981
8.50074560743 0.265196993952 238.135441636 5.06304311949
8.92140511466 0.24086014456 234.879837663 3.73722965539
9.88059617457 0.212941807964 226.129392684 5.03701622296
6.24950413641 0.245257942308 259.764983008 5.74506733263
6.09240102811 0.381014702198 243.902567396 5.79546326551
9.67015484354 0.177049155801 263.712114706 11.2532174222
8.88288176348 0.23838735593 252.859613637 5.60465244991
5.29854859987 0.454196612762 234.96230355 5.51182359743
8.87026019303 0.266291232155 231.900329173 8.68778464696
6.55788823245 0.315866158267 247.618149088 5.63974335927
6.21983681226 0.341638873499 252.738230339 5.89021912252
6.73980066201 0.274042931842 263.401923043 4.68019841132
7.91104237674 0.295212091489 229.365176011 7.82351548391
6.79071593401 0.399683727599 236.702554118 6.10856134566
7.00862551328 0.286390491443 247.11507603 4.55920963041
5.1926381528 0.427101568343 231.143101783 5.05632584924
11.4820841723 0.175065259532 251.679832072 5.36374672504
7.69249897115 0.378343711575 215.652662202 5.94056412635
8.42064767914 0.256545815942 242.173555942 9.84386352408
6.79814049498 0.357983133202 235.935659834 5.87041114446
5.64349422749 0.387126166659 241.814512922 3.68647932092
7.99911603622 0.244136348637 244.721697337 5.31914594815
6.95297130981 0.329949646999 236.543411695 5.15966613226
4.74947042806 0.427239776998 257.485730946 5.75577169144
8.13316819448 0.330739148498 219.942278111 6.62984887477
5.30604921112 0.334471145863 273.613482055 8.53172423869
6.77813466465 0.325066153849 233.758131271 4.81870079329
7.32741989307 0.26210583773 251.805780125 8.4944232505
6.97770241587 0.339425733114 231.525204966 6.27180064877
4.23887475121 0.441598282847 258.656033307 6.87522767524
6.83247769473 0.287157990342 252.579845076 5.09088926581
9.46170336524 0.233027080642 225.770280632 5.72157130943
8.69028116135 0.232181116497 235.980172527 7.33288593796
11.9295558432 0.159760626497 253.705427711 6.65448999157
6.75974137776 0.298959481386 244.093353525 6.62575844012
9.65767038563 0.2367507387 233.987451217 7.25468213541
8.73469591101 0.143314649181 270.526778761 5.30654882823
6.43961761693 0.237915969803 282.000725638 5.35800356149
8.6023071999 0.259853858513 234.959344461 3.6461226568
5.62809038263 0.31935734582 264.136393575 4.67787725404
7.62242829966 0.281417986523 240.545802586 5.19072922562
9.19185061399 0.199270159469 241.921203656 7.60037941756
9.22566761874 0.227659455821 245.484174079 6.32123997024
7.93929610943 0.259484051388 231.731274199 8.93188525526
6.52043918858 0.298899065235 265.716722714 6.04813730302
7.51200457394 0.265847561356 247.060209094 6.44972625738
6.89975832024 0.355797103548 235.596017145 5.7948887446
8.20874745955 0.235851695839 261.033382389 5.20628963018
8.3597925804 0.357459984567 220.988496037 5.99120276058
9.98923654905 0.246114562707 242.144279005 5.32940484271
6.29002694374 0.249556774269 262.04428424 9.53270720056
6.80853318169 0.246631383548 247.204399094 5.39923685426
6.05215721983 0.307812068084 262.590116588 9.0761855142
7.77860542645 0.267791091928 244.494776059 5.22137365693
9.78884012737 0.19658304615 240.505640745 6.77666073324
8.47936237891 0.228226470803 255.760388827 5.0293798279
3.85358711608 0.498487626312 247.076991732 6.50494537015
10.933180139 0.182745637862 250.206381094 3.93949665578
6.99748969879 0.211791979139 266.2179036 3.44327633687
11.2971794697 0.185272679024 240.428866884 6.58505533237
8.02275046397 0.300049485674 226.855998048 5.18561273909
6.69831923261 0.328397122923 243.14214873 5.72980086497
6.02156285945 0.351325893273 254.447191506 4.8181127261
6.27103363682 0.365461695214 254.879204284 6.19477939301
4.97520002973 0.379913610005 255.200732525 5.58942525739
14.1700233769 0.135927282148 243.821062159 7.15024113783
9.44587913443 0.229468399619 239.276365516 4.53756066315
6.28213958631 0.372184188266 235.667965869 4.25717849313
6.3159791841 0.304072195439 260.221453134 5.68005974419
4.72809741359 0.45537374422 250.125670977 4.70351875648
11.3910837429 0.226091431513 219.41356278 4.60755708971
5.60240259739 0.348561644653 249.099882855 5.78584609278
6.96410989987 0.409773367802 222.258316556 4.50790852562
10.7072156696 0.256334032393 222.635850834 4.07697175797
8.34621377566 0.280125308059 234.307187908 6.03617585806
4.81557066445 0.454315326879 240.537054935 7.23513396114
8.11862621575 0.350653801209 223.475945673 5.09431837127
6.17883194609 0.255900705989 266.40932172 4.51457813177
5.03527375351 0.35064836604 250.479171037 5.8589672969
6.31440150167 0.348245724265 235.575062592 5.80996492859
4.95484342444 0.380175070927 260.170765868 10.315533898
10.3777436644 0.187249514115 248.728355119 6.35028996598
6.70960109694 0.342703627831 239.860689927 4.70625371083
7.25535309609 0.278206243278 248.721098415 4.6404043016
10.0774384393 0.157567204176 247.062517687 6.58591426488
7.89480258945 0.318131228503 238.31923352 4.96266204202
9.61616225537 0.179255113754 249.694646199 5.24596109706
9.5462490135 0.272966832367 215.732854185 4.29051697037
10.5980629828 0.202614625574 224.403144605 5.98337124065
7.51282930311 0.230746866054 256.445232399 6.41240203382
7.8736865361 0.280777862778 228.610091937 5.24466485355
5.78049252908 0.396522969037 251.402453549 7.88810623747
4.88432855272 0.423081515008 246.414146802 4.69310807329
9.11929298741 0.252586165725 245.17019531 4.86932043577
6.34882046935 0.344063051585 242.057665664 3.67033711883
9.61518548115 0.246028037103 235.707969644 3.83087822363
8.72475180991 0.239479665696 247.331097779 6.28561443092
5.82051862263 0.402370390223 248.151436669 4.71410114547
8.77939465571 0.334469029274 201.282798592 5.01318376532
5.68404529 0.285346606599 278.682347841 5.59681067643
8.010218433 0.331754415477 230.706127168 3.70901054094
6.72484717912 0.278251129571 260.089434284 5.74970614659
14.8399256772 0.106615560022 274.670293906 6.07372985814
6.83940099 0.342372502552 225.645739746 4.96436953348
5.02254421386 0.367634806507 257.765110313 5.20599138033
6.14283673928 0.382203825441 225.756607187 4.9847185909
11.3798026002 0.178235565486 248.184234397 5.51267475642
