"D" "ssb0" "ssb1" "sigmass"
4430.48584125 170.214831871 -2.50249442822 7.18740585979
4505.34537477 169.717709179 -2.59281665429 7.85028193457
3911.18834464 170.779299697 -2.60335687859 7.00310515016
4871.883732 169.942156665 -2.61085578166 6.6745281308
4701.83544002 169.707879525 -2.47762131345 6.69265666695
4155.93879828 170.157017636 -2.45648064662 7.55947731911
4436.84496381 169.589334193 -2.4828812715 7.33045007557
4705.9825032 169.23507471 -2.50204168692 7.60556753868
4434.27194833 168.685373391 -2.39437836563 7.33650525435
4262.6156032 169.866782004 -2.46833800249 7.10662749456
4241.11843816 170.234793196 -2.54296336061 6.88707208337
4756.04577174 170.395642461 -2.54068208087 7.25462193671
4500.83327066 171.562725812 -2.82725288672 6.15438827181
4366.72826732 169.330684069 -2.50823644818 7.07819693222
4389.88009438 169.579336731 -2.43018407538 6.80558428786
4324.86065398 169.933261 -2.45039840754 6.9021545905
4632.81283613 170.060850975 -2.56951903533 6.85812271818
4432.68536848 170.613945794 -2.5600579372 6.66585547447
4492.564864 168.649211837 -2.34511287377 7.15804983167
4311.19896191 171.431718391 -2.60977295061 6.78896219334
4869.94830231 171.586406956 -2.7894975449 6.59331747839
4546.81553824 170.947557821 -2.53927912495 7.00841239788
4563.72011559 169.251888279 -2.36789267266 7.30680084442
4157.38686662 169.095272447 -2.43528175671 7.10880307146
4308.42655771 169.63275897 -2.42623185895 6.47022709254
4500.30714891 169.295659187 -2.54415256789 7.45836533189
4932.25633111 170.36056524 -2.50906194278 7.17219084752
4631.62232349 170.007966751 -2.49383784208 6.73072047152
4027.90874116 169.030668655 -2.30271127247 6.88273799176
4671.31241652 168.953113479 -2.3553984629 6.60261957832
3582.60394556 169.281122532 -2.27242612514 7.07218604722
4205.69299316 169.771356166 -2.33543784541 6.53240142431
4277.41690064 169.31176796 -2.54829673847 7.40290487772
4009.05483595 168.264559127 -2.22492792906 6.97205254384
4310.4533302 170.206457521 -2.36744932728 6.56851963846
4756.07647314 171.463941244 -2.70062897836 6.81273534354
4217.94525003 168.713952274 -2.28121069413 7.27272248683
4263.14978235 170.56847326 -2.62529564294 7.5016888206
4325.84569636 171.384865176 -2.60988555106 6.53802691416
4687.01199162 169.709164624 -2.51104744911 7.07626929823
4843.11981721 169.979770868 -2.5873184454 7.53701591895
4461.54727285 168.705683437 -2.41725656675 7.32101963664
4419.6218886 169.198944097 -2.42460111834 7.15658766666
4836.07002492 170.848412209 -2.69564281419 6.6588078252
4543.92637412 170.448034042 -2.47001484693 6.33211786158
4619.54185202 169.90640951 -2.56284479496 6.92438542821
4587.70446702 169.811868969 -2.45463484996 7.15793586653
4615.2792515 170.34177609 -2.51511508654 7.25350766247
4162.78380749 169.231743357 -2.40039982647 6.74344348715
4395.21853108 169.929996389 -2.45256867504 7.08749974935
4429.56774736 170.419744579 -2.45087408545 6.69961629639
4400.33675854 169.604877851 -2.31955124362 6.74021470334
4282.32806338 169.233598887 -2.59320083393 6.86437976966
4801.38870024 169.719929946 -2.49920134107 6.63648515531
4499.35087417 170.945672938 -2.56827502318 7.00353734643
4787.64409977 168.945888963 -2.58251033361 6.54870975517
4989.61926088 171.496049488 -2.66714275739 6.93535334374
4136.62015618 170.436656756 -2.50437137429 6.89111405593
4095.85966333 170.462296831 -2.53351902895 6.94107419315
4369.62976931 169.768857788 -2.43196824718 6.45581554334
4485.4946945 169.384768633 -2.3773896809 7.33951607262
4104.97485712 169.090434723 -2.28923474948 7.06260877809
4412.12824503 170.395602937 -2.64723725712 7.24495196545
5227.7735222 170.453325154 -2.72324982565 7.02909277742
3911.67805616 169.156523984 -2.40221966758 7.47886084022
4626.27635221 168.249996163 -2.37784382291 7.34685268121
4319.66594063 170.088129059 -2.48749351759 6.91707459781
4284.28198554 166.687076155 -2.01621126286 7.0336480929
4257.61817635 170.977754889 -2.56917428035 7.21873390134
4811.79645081 170.672144644 -2.54815155956 6.6906998927
4189.14632921 171.020426932 -2.6099746798 7.75165455498
4062.85855032 169.384398149 -2.45490342301 6.52515976737
4327.30120415 169.048301196 -2.42689538872 7.08276859921
4709.59991249 169.977846054 -2.53179638791 6.97945672334
4496.4778038 172.032091722 -2.62804743634 6.70766154689
4629.51522813 169.908883612 -2.42760823628 6.51409372093
4662.50138882 170.223330926 -2.53508731337 6.13100139376
4357.67947218 170.035064101 -2.43574466501 6.61163064078
4079.81956449 169.524950021 -2.34610736195 6.95697133206
4256.82063639 170.033126829 -2.5031356582 7.34505739197
4614.14346441 169.77023633 -2.52449718208 7.49282703288
4737.07123041 169.554595158 -2.4798359811 7.03272596174
4616.7870559 171.397088665 -2.55985840662 6.7108094668
4161.97484254 169.436603446 -2.40988071474 6.74533112218
4895.22353794 170.10818187 -2.58766211978 6.97591284228
4796.298481 171.750750944 -2.71356623838 6.814492575
4066.0678716 169.836583461 -2.37327390769 6.42994878035
4762.50706337 169.477747971 -2.42035139968 6.78714918523
4474.5755479 169.096992228 -2.46193944657 7.29735890274
4634.30951449 169.892602522 -2.39628728045 6.9208288197
5031.17453788 169.405876671 -2.51737313073 6.72696223695
4269.94581312 169.448183742 -2.45013974071 6.99605435518
4474.07261927 169.904278996 -2.55984803679 7.41831925514
4538.3155172 169.581428589 -2.43363578772 7.09583165976
4387.36501499 170.17847087 -2.47704825069 6.75626993252
4414.55363543 171.296170767 -2.66533115096 7.38126207642
4213.43873893 168.986817567 -2.29182865861 7.04482750924
4519.06959499 167.785540374 -2.32493982499 7.5019700559
4411.01745138 169.710954238 -2.4803907624 7.1721180677
4384.21485054 169.69971986 -2.46990202711 7.38319518499
4199.31504551 171.387620688 -2.66390868924 6.87876319498
4231.20299296 170.190395312 -2.54292620116 6.83424598002
4818.34578171 171.148316737 -2.74183928133 6.91281266721
5094.81321065 169.971645596 -2.55816556986 6.77440782516
4981.49423808 168.381644473 -2.45574044195 7.15131537971
4585.65093813 170.48630447 -2.57645079898 6.84027505137
4099.27380497 168.275947642 -2.24733423267 6.80625135068
4349.24616993 169.645562431 -2.42219404459 7.19947506205
4129.53156887 169.490852421 -2.35695682972 7.1930443195
4092.26984807 167.889051373 -2.17123668411 7.5467518605
4540.38002171 171.005140026 -2.59229758359 7.29386026099
4458.1180956 169.815866903 -2.34691991642 6.71485701317
4732.58738108 170.926882838 -2.69108817964 6.34470360237
4995.50116603 169.596915674 -2.46910443409 6.84321494089
4299.07483846 170.207474781 -2.4742128236 7.38430458483
4503.78558768 169.875255304 -2.48951413458 6.26533323243
4529.79861048 169.879006475 -2.55832526978 7.42641597468
4178.93435647 169.119139123 -2.39606426324 6.456655851
4690.93031767 169.601346211 -2.44996169479 7.01895064027
4292.49042533 170.004448047 -2.43242230585 6.89492471782
4521.37716121 170.267805203 -2.57293565593 6.4353006359
3973.8436861 171.099434113 -2.47485282196 6.62446286185
4638.96327021 169.41187401 -2.41843633147 7.15343154488
4139.09379156 168.599103711 -2.22805145742 6.70136781736
4372.96285801 170.116645942 -2.46348368269 7.10967543283
4525.38817404 170.882998064 -2.59566559692 6.99881540393
4811.33652482 169.278559422 -2.38955228613 7.27540871819
4349.8341646 170.248736833 -2.49491445023 7.11474464068
4651.37763844 171.406867281 -2.708162008 7.01904910014
4368.11872626 169.819883215 -2.42079302772 7.36592684213
4721.66261083 169.868857113 -2.51318354323 7.4847958989
4191.97554113 169.944420063 -2.44756767254 7.41409446421
4402.47496033 169.477934945 -2.35516575254 6.95425510174
4094.75913779 169.627260474 -2.38951707601 6.76093389814
4092.37095552 170.149343939 -2.39715211029 6.86765592174
3995.00434002 169.970969381 -2.37786786156 7.27908839559
4473.41162911 169.985352246 -2.58582844313 7.32134877443
4106.19074398 169.713859722 -2.47192195886 6.92947272057
4840.92727725 168.365638434 -2.30941726221 7.4973677363
4668.18537172 169.733903915 -2.36038421076 6.84897530703
4455.30775252 169.998799883 -2.478924868 6.89754041512
4506.81980399 169.741262059 -2.40452243132 6.81042265279
4084.34632237 170.306463338 -2.39118572095 6.35789571629
4584.59498637 171.88521951 -2.75558958345 6.46778049528
4792.93761134 170.585502039 -2.608124149 7.16398193857
4516.95995318 169.092207009 -2.39230221718 6.95202351143
4174.95791682 169.946191331 -2.3754156799 6.96319040828
4380.17466271 170.595103038 -2.57761984943 6.79011149722
4623.07768976 169.41982632 -2.51461649577 7.42244212095
4852.97368363 169.211822187 -2.54384050076 7.03192456381
4244.88716577 169.598812295 -2.4203565257 6.98572348076
4574.69644714 170.433784695 -2.55861059598 6.90696374869
4309.06904792 169.904732567 -2.41966878521 6.8229891355
4520.61488781 170.225550177 -2.56895751345 6.76610621133
4440.35879424 169.691009402 -2.40596964132 7.10715744243
4170.08818051 170.445225374 -2.59614833696 6.67623590549
4268.88806133 170.195115648 -2.49742418539 6.78514655397
4926.87517945 169.991797966 -2.41223956425 6.77333476943
4320.33401448 171.502106815 -2.64908502658 6.3877686056
4586.98906047 169.324782844 -2.34650171618 6.68970499657
4095.797111 169.627379 -2.2999119859 6.59983841723
4235.60288375 171.180166729 -2.55941570962 6.86729757036
4369.46555019 170.660696352 -2.60835446075 7.17443296435
4446.12108585 170.18251794 -2.45108512018 6.90656668744
4578.5630996 170.68814874 -2.49615343755 6.95002107125
4181.98964595 170.972704667 -2.6060077438 6.43654371912
4043.72670768 168.664817082 -2.22692728044 6.88100401592
4500.25253817 169.041877847 -2.41375957761 6.97657762093
4320.55034606 170.009202251 -2.48006601195 7.65059956357
4795.11949458 168.876742865 -2.40542855943 7.03182634317
3615.58209851 169.312702671 -2.33652429568 6.75283712909
4354.19063141 169.711219248 -2.46213567664 7.26525379199
4318.88153915 170.459559073 -2.52045535158 6.72791831902
4523.13925664 169.869980665 -2.42550042253 6.92050697364
4461.96919096 171.188870985 -2.59749389093 6.9612691054
4441.96561961 171.083334552 -2.67602477064 7.20906733297
4504.47781684 170.482690122 -2.6084369719 6.98706155351
4237.09100144 170.648016594 -2.56328084998 6.94133244872
3905.34930903 169.151632035 -2.35346352166 7.03158546538
4280.39204808 170.373373087 -2.45251269471 6.78272543238
4451.71504011 170.923127807 -2.69864951266 7.27144995107
4713.53777314 170.616595831 -2.53470780916 6.6933214895
5203.90272821 170.619191384 -2.73077237527 7.10233750188
4312.65539961 169.240120033 -2.3804028102 6.63925029989
4743.68245074 170.203121149 -2.49284721784 6.50385964879
3775.23307661 171.741736981 -2.57012442975 6.09271391709
4437.63081681 168.219902552 -2.32922686117 7.12842913634
4863.63539486 171.722496585 -2.66121171029 6.94395620833
4448.52851839 171.282162127 -2.67692265766 6.57691097954
4109.97268735 169.226809129 -2.38481178365 6.78036563206
4800.59594159 170.278791008 -2.6590188126 6.64865886686
4535.33988412 169.551639616 -2.51009542707 7.78462851924
4841.60439312 169.722945853 -2.52469413706 7.06208888062
4532.94960678 170.610879327 -2.54908825745 7.4807724757
4690.21336132 169.571134605 -2.55746394907 6.44561929283
4414.67129063 169.609325363 -2.37488207537 6.8989098749
4435.08653559 170.74564884 -2.7221997454 7.46424501524
4330.55477667 169.906346472 -2.41613613906 6.60433079058
3879.67335573 169.311183311 -2.30081309508 6.91928258427
3968.09090151 168.905337398 -2.37713266017 7.08201031299
4085.56097134 168.25171174 -2.21836306367 7.11632955978
4094.66260548 169.545558327 -2.42697898595 7.14310316814
4174.44621525 169.05256376 -2.37624630763 7.46654170574
4506.49860541 169.388796676 -2.59610330418 7.50525118423
5252.44823953 169.497416515 -2.4700215215 7.09414706378
4168.32405944 168.545418271 -2.28475659977 7.42668306211
4017.30238966 171.143343088 -2.56534424135 6.81317452558
4604.89952105 170.464356685 -2.57101192587 6.54087562759
4804.34664088 171.502253111 -2.71534746207 6.39924806746
4080.87637297 169.126194746 -2.33316760883 6.76593629704
4158.27618664 171.213236271 -2.55531993523 6.29252225849
5013.69470935 170.969119448 -2.63383407703 6.68253373656
4389.0870951 170.929402709 -2.59254609498 7.09322081414
4255.4174256 168.98554319 -2.39957173623 7.32022549068
4636.89644427 168.697513579 -2.40632143184 7.9448415372
4641.13932811 169.486530471 -2.44916238743 6.92242294855
4355.82614115 170.325922976 -2.52317540998 6.73368157031
5148.26914811 170.386377126 -2.66785194262 7.32471032573
4159.03616087 170.501566068 -2.535486946 7.42726070831
4449.35898946 170.119286687 -2.62211014812 7.04623565451
4769.03812225 170.364711193 -2.62774800292 7.29247190709
4498.38957213 169.933125361 -2.54419454413 7.41468467382
4931.40968153 171.214690061 -2.65200583238 6.11573619494
4677.58000979 170.169608241 -2.53133858895 6.75710130267
4128.71704186 169.892857032 -2.47926967498 7.16889542411
5011.09298975 169.858692696 -2.58769665798 7.20543034793
4759.08838317 169.837129966 -2.5354812407 7.4858715722
3985.63546975 169.150159671 -2.28738270684 7.32807216203
4287.92494077 171.663121565 -2.75318793138 7.50554161337
4156.45638837 171.368927873 -2.53810131543 6.69055498151
4624.66559312 169.873339751 -2.43849994279 6.97060018923
4394.78001943 170.743748157 -2.60868879282 6.27765944869
4937.94721221 170.181483137 -2.57960041861 7.24496445544
4295.84693117 170.074100897 -2.46753845923 7.0637940399
4674.98931518 170.614004351 -2.49120190476 7.37069329467
3842.8462933 170.564188175 -2.53471045237 6.91681985812
4752.06230221 170.208896701 -2.49874827475 6.34748740146
4371.89003451 170.020988194 -2.52804978876 7.04052633196
4559.95076859 169.591462745 -2.44695760042 6.61951416732
4556.52768008 170.539033746 -2.46487439112 6.36222777401
4743.09856961 170.071410785 -2.45603915931 6.38044289438
4546.05953824 169.454894118 -2.39339298694 6.93476270905
4476.68087162 171.27250792 -2.69987844555 7.72658999237
4342.37043948 169.714074889 -2.50256348481 7.17032010175
4086.52988008 170.483922018 -2.56823378471 7.24629430456
4654.14167542 170.616975227 -2.61860549479 6.81688306598
4945.83348866 169.574617927 -2.67641722574 7.62438157089
3929.18464922 169.036901864 -2.31108821576 6.43632098306
4833.36436028 169.720823214 -2.64874686662 6.98961030683
4334.61136976 170.384943416 -2.48516107828 6.72785581689
4757.22072794 169.731586323 -2.46843205836 6.84092868632
4687.98281647 171.14844195 -2.61204687129 6.97112749885
4891.73444242 168.818511051 -2.37123182962 7.03099536645
4332.31891073 169.727018496 -2.44672632551 6.76806198998
4835.74600975 171.535306802 -2.71130138023 7.08650816681
4440.22703838 168.680217584 -2.33156039965 7.37198034058
4274.60313576 170.403512183 -2.44263037667 6.97709831824
4386.91246811 169.572795634 -2.41093503873 6.96742903452
4871.52468312 171.031433636 -2.72826950187 7.33637205219
4444.27350154 170.310400513 -2.47260491391 6.69531504116
4814.57558076 171.317292146 -2.7758482331 6.41357952463
4246.18606626 171.060416339 -2.59163405382 7.24247589063
4275.92630071 168.805812444 -2.42703940574 7.20006808932
3928.29416539 170.417975898 -2.50265921409 7.3120682161
5040.5204019 170.416380683 -2.58874813534 7.02082944808
4033.96890173 169.475817975 -2.39169579366 7.21195717671
3654.80156582 170.609536597 -2.44562980745 6.92458212367
4792.05001331 170.839783506 -2.63809424599 7.4082303219
4394.72816669 169.436668647 -2.37683995465 6.39025090555
4016.19120673 170.08973737 -2.47574724923 7.03531595697
4421.40068236 170.409765285 -2.46926096969 7.26700285047
5103.37355378 170.34189909 -2.6010045374 7.12644248509
3724.99432897 169.88507818 -2.39822355931 6.54725296111
5127.96706907 170.648440503 -2.61185245065 7.21830804954
4505.37124927 169.476554771 -2.43478913838 7.33219829779
4030.66528288 169.627243431 -2.4063963207 7.13600230445
4226.02755677 169.552003417 -2.40623968279 6.87231799541
5010.80227765 169.605510818 -2.50396211412 7.54420363423
4857.6414506 170.144358737 -2.48534261664 7.52692198529
5008.71562943 170.136827277 -2.57084575247 6.708974987
4823.0924108 170.049515711 -2.54721178855 7.16223030773
4545.06901733 171.157439737 -2.57027282449 6.80308251746
4296.42134037 169.846869465 -2.42051591699 7.11407569299
4412.93702967 170.341270606 -2.65194434926 6.98782687943
5211.66761237 169.147264292 -2.45005860386 6.57904632372
4223.70240073 170.270165196 -2.51958460131 7.26721409701
4375.28216362 169.808562096 -2.40280252104 6.77739096633
4349.09283427 168.789357717 -2.3154128758 7.03149713155
4341.74371294 169.30625096 -2.46252076623 7.39641438946
4027.61466974 169.207284479 -2.3665673431 7.28329089985
4496.75483399 169.587309318 -2.5033011332 6.98087748011
4307.6311719 169.65455804 -2.42569682731 7.26217923257
4777.409141 169.222418041 -2.52600220159 7.38780408543
4960.50763358 171.403283508 -2.67053070865 6.38629464707
4669.56197014 171.849866865 -2.8022877568 7.24132999307
4239.42874305 170.324956674 -2.51915583505 7.43409094676
4743.63755001 170.620788659 -2.53975829265 6.45967737486
4317.69276388 170.224404544 -2.44737394982 6.48365284159
4919.47782229 170.700449222 -2.74103871838 6.5627787565
4389.4118872 169.576415904 -2.42307338232 7.05635011076
4253.82285467 170.209117266 -2.58548355591 8.01489669083
4276.35167611 169.990962929 -2.3816528399 6.71504677949
4209.02082895 170.240186654 -2.46171139943 7.12919432049
4360.08628497 171.253292237 -2.65073661969 6.32855899831
4353.90881883 170.426006598 -2.56867094466 7.33808833016
4803.1044003 168.581016547 -2.47682478459 7.28233218462
4330.03527455 171.456556679 -2.63392031335 6.9084847188
4899.80426993 171.313448523 -2.74448228994 6.54753464145
4095.19345413 170.076027333 -2.39633370348 6.76936330675
4951.2379597 169.585743038 -2.51173038266 6.91024750523
4743.64386549 170.204247953 -2.59917263911 6.89660163977
4681.71168998 170.463269103 -2.5729494827 6.61197324897
3955.60156669 170.818987119 -2.60133915968 6.74164018314
4277.77112362 169.656117426 -2.44305282913 7.30348020113
4664.08065317 170.061119506 -2.5053262775 7.23965954882
5227.75579509 170.830999259 -2.67791811361 6.89104569596
4496.20377189 169.163998703 -2.47757081047 7.20247441965
4682.8613725 171.047312769 -2.63987805379 6.24323225166
4190.90461398 169.699824925 -2.41877621278 6.40977417906
4688.48913296 170.194432756 -2.50946182382 6.44455917953
3749.71601246 168.871657965 -2.33771731095 7.51876602317
4920.06548787 170.944995567 -2.69735847072 6.2804277592
4602.46385859 169.348959252 -2.42861596248 6.81147366206
4240.46742256 170.210011867 -2.44296942356 6.9144199482
4471.95355332 170.987360298 -2.51076203531 6.41456227201
4200.35482653 168.525073427 -2.37859079098 7.22203807567
5030.61059478 169.906736669 -2.56088482002 7.17224743942
4437.27751708 169.91340359 -2.45395685967 7.37667085417
4116.1021155 169.551147542 -2.49890017917 7.56585928618
4636.05386886 169.979684014 -2.47833029156 6.85330947111
4222.91100534 169.630634703 -2.3627216321 6.84732213256
4667.79880962 170.359451416 -2.5740943542 6.92442409917
4779.27022538 170.517239787 -2.51857706359 6.86750191004
4510.79673943 170.91149801 -2.62601573709 7.07406988319
3868.123762 169.448424654 -2.29736624775 6.53501175832
4686.16991916 170.099249144 -2.51394738285 6.9008056983
4814.17876298 170.533775121 -2.62996396249 6.99881072209
4417.83546038 170.114823529 -2.54641469475 6.8433245154
4294.34659577 169.677108851 -2.48569149589 7.29693839606
4444.47885714 171.609549437 -2.62400870223 7.10533023319
4197.99901128 170.01039954 -2.36450117572 6.77193890447
4465.06516005 168.057046433 -2.264899665 7.07928760936
4645.54457509 168.462656908 -2.35389165845 6.49021588964
4613.46720596 170.065792077 -2.55423912578 6.52658538491
5192.69986093 169.183282785 -2.49373013363 6.77192034256
4436.31856443 169.426089679 -2.34860043306 7.35611269022
4615.95260679 169.410394163 -2.43197348586 7.10553532179
4341.13685369 171.97199101 -2.73208396584 6.56078091811
4407.41876245 171.192599122 -2.64389048968 7.75116247114
4612.44380555 168.557402523 -2.39442172914 6.7662943407
4391.05807204 171.000047556 -2.64088085422 6.5025780327
4432.16483744 170.439240114 -2.57890134942 7.20464159149
4561.72212564 170.133195785 -2.50467025833 6.81000886086
3978.25204324 169.161843081 -2.33351899964 6.52297641031
4582.9009859 171.262658868 -2.766495584 6.97337322259
4561.55584045 169.968128406 -2.54265335322 6.78929110244
4419.60351786 170.080691849 -2.51358640825 6.83234405584
4769.69527874 172.331780001 -2.84221542925 5.99834601096
4656.83723164 170.320394692 -2.56576629383 7.30563867604
4007.30280236 169.824963057 -2.36176459855 6.88749780295
4283.31440129 170.99088804 -2.53747908052 7.05103398267
4244.1952669 170.801233745 -2.54937429167 7.19237122381
3973.05672835 170.829769584 -2.63696746001 6.94853584712
4714.38236896 169.228764251 -2.40759961939 7.13596261606
4433.41461255 169.821275846 -2.42553050099 7.00192451091
4361.07011613 171.372048521 -2.61148920057 6.51747949791
4190.90809693 169.919275223 -2.45999335236 6.92464013823
4476.16016572 168.664255594 -2.3265713998 7.01976391083
4316.99639755 170.572340192 -2.45908675826 6.9364887716
4424.35856219 169.264218626 -2.35626756704 7.09654379551
4582.66181397 170.724912061 -2.52274496635 6.94919491925
4278.01956519 169.524694681 -2.51516689846 7.48134848668
4654.47446245 169.133379234 -2.38663704357 7.00118567972
4138.4458567 169.885562119 -2.46362255179 6.94713505708
4168.08671912 168.779634076 -2.39673364369 7.03742006105
4483.12099407 169.258808474 -2.37165289395 6.7224586097
4422.27523737 170.275964856 -2.52925335681 6.72857084559
4180.49708993 169.562103678 -2.5657757951 7.03505909298
4728.22729788 170.543701439 -2.54177222399 7.11720374279
4234.09854309 169.714657151 -2.58770708219 7.24606143736
4515.89027182 168.985456292 -2.5791475197 7.48186296731
4191.50874605 170.555092118 -2.6028681765 7.18804792925
4707.55239543 169.616140352 -2.48766854114 6.71288826283
4214.80559181 170.678717189 -2.55611812873 6.83465547406
4394.74499577 169.224576067 -2.39131767357 6.55241558349
4178.39984467 170.301038669 -2.36665047854 6.54627072096
4647.51457732 170.447855354 -2.70150037135 6.45529038166
4718.4421222 171.58987764 -2.76640765808 7.26928853607
4855.23550493 170.263985072 -2.62249491469 6.88324941964
4929.31882054 170.542446692 -2.57378289897 7.0144334087
4245.62879415 171.264943514 -2.66876659828 6.56261478219
4377.90217622 170.102821484 -2.51147026206 6.46261539961
4657.26811676 170.075701862 -2.54559916173 7.02562835113
4161.6125778 168.858539273 -2.33014714686 7.46012540193
4375.68042789 168.867230393 -2.32233674799 7.2515128911
4558.13449866 170.513498694 -2.45328734911 6.37913042622
4132.40556398 168.799050172 -2.30792129357 6.80200726834
