"D" "g0" "sigma" "sigmatoa"
4425.60596353 0.999999988729 5.58626509368 0.0022359963936
4693.47364921 0.999999990775 5.65018747258 0.00204663227477
4519.405701 0.999999988658 5.57700051865 0.00176622459436
4337.53113288 0.99999999041 5.90495191208 0.00197310680572
4276.98408064 0.999999988853 5.58309193772 0.00243932477551
4166.68302625 0.999999989483 5.89745163627 0.0019341252544
4244.94889158 0.999999987804 5.77383922377 0.0018531449486
4804.35029966 0.999999990856 5.6374743998 0.00194185430513
4333.52391707 0.99999999139 6.03795703014 0.00201941825484
4114.35640391 0.999999988938 5.88611914911 0.00157338101991
4266.70257571 0.999999991262 5.92361765375 0.00228901795296
4761.66720149 0.999999988561 5.43546577851 0.00233803276184
4411.26922539 0.999999988435 5.62300155041 0.00203302709667
4479.25778317 0.999999986744 5.59963592016 0.00195432371397
4431.20425476 0.999999989769 5.70125685822 0.00218602719815
4570.17184365 0.999999986682 5.67410969757 0.00237788750357
4520.70736213 0.999999991207 5.71680571194 0.00195080241405
4552.99559502 0.999999989008 5.82682219189 0.00212159337321
4255.22575706 0.999999990352 5.77654522226 0.00190639743991
4093.19526771 0.999999990176 5.98179995746 0.00208722413797
4528.88341536 0.999999990144 5.87085256475 0.00192514956754
4238.83824316 0.999999986275 5.66792580831 0.00220403861828
4669.24372587 0.99999999144 5.79412208919 0.00197807250024
4622.12442705 0.999999986304 5.72155547702 0.00205584001489
4499.52250898 0.99999999046 5.88554150847 0.00178060386435
4421.65465235 0.999999990372 5.8162117866 0.00218498926174
4046.8212208 0.999999989148 5.8895425838 0.00235814163196
4157.37717103 0.999999991286 6.08963424476 0.00192780272856
4783.97379549 0.99999999057 5.51988624576 0.00191336629318
4559.21026984 0.999999991308 5.85547759724 0.00193578514329
4479.01734871 0.999999989134 5.58791307156 0.00187822918329
4205.79473726 0.999999988616 5.85994421332 0.00195310668194
4657.78282613 0.999999989468 5.66866141676 0.00174163846123
4800.63496602 0.999999992755 5.67361869369 0.00193245037194
4504.32605371 0.99999998894 5.55423380509 0.00159161491764
4738.37036956 0.99999998854 5.66920010238 0.00236917979679
4246.78324417 0.999999990525 5.82119084984 0.00191297223617
3648.88206045 0.99999999046 5.91874118778 0.00187924165673
4567.92857025 0.999999991376 5.51226097996 0.00208783415001
4522.76427474 0.999999991555 5.8419978546 0.00220039218513
4153.73337821 0.999999990798 5.78539078404 0.00207728413915
4715.29716999 0.999999984533 5.67710302352 0.00202817450057
4495.09927748 0.999999985941 6.01446903444 0.00198732161283
5107.20221836 0.999999987338 5.68738245476 0.00208448880934
4690.24875814 0.999999988316 5.44666532182 0.00177884674213
4195.43249227 0.999999990022 5.84518984028 0.00184648605295
3698.63003137 0.999999991331 5.96143303574 0.00218899663951
4526.72283179 0.999999991031 5.73480556029 0.00178984850829
4728.79875281 0.999999983397 5.427219195 0.00183445463264
3955.90721509 0.99999998949 5.66647898567 0.00186748029818
4662.06723552 0.999999989521 5.65369879386 0.00226824906635
4639.87481939 0.999999989549 5.75177350103 0.00180902149371
4383.52756294 0.999999990695 5.74384672734 0.00215370870027
4511.55112965 0.999999990553 5.67804240693 0.00210806740397
4530.52570288 0.999999986151 5.8122316671 0.00188529245548
4594.64683188 0.999999985738 5.59530844968 0.00174635744754
4147.67342249 0.999999989057 5.91587125327 0.00183574119794
4219.97634582 0.999999987138 5.72284812631 0.00202710564445
4780.90963008 0.999999982768 5.7666762598 0.00187347568015
4438.15424711 0.999999989724 5.42918253986 0.00176694130993
4177.13577981 0.999999990606 5.77563937925 0.00177070469953
4461.39830619 0.999999988898 5.72192709603 0.00189821304786
4331.63877639 0.999999991435 5.8270167884 0.00246500675427
4432.03632497 0.999999988713 5.78336357008 0.0019548990704
4185.2007652 0.99999999143 5.95317774101 0.00186005261749
4536.87232131 0.999999988913 5.77218308608 0.00202158043083
4295.34212137 0.99999998896 5.82448368489 0.00205420870314
4902.7164211 0.99999999087 5.4598302773 0.00194569102496
4574.83107796 0.99999999114 5.85311009958 0.00204055866093
4552.72398683 0.999999991333 5.9289748399 0.00195225269839
4117.8311505 0.999999987515 5.74387364843 0.00210229246789
4067.83423766 0.999999990327 5.9946225388 0.00214115317698
4532.72666029 0.99999998617 5.54194320067 0.0019622929337
4905.50339328 0.999999992043 5.85745899704 0.00201347238882
4748.01741687 0.999999990694 5.63889964981 0.00199858754546
4128.42067177 0.999999990959 5.85991199749 0.00190610560669
4727.5934733 0.999999991351 5.73383604784 0.00190994600691
3653.95948041 0.999999990579 6.03854175973 0.00187748828151
4178.20760301 0.999999992942 6.03287853822 0.00192335085636
4172.35270959 0.999999985466 5.65407415998 0.00212422979207
3807.61891844 0.999999985956 6.1903054161 0.00196789340934
4512.20552905 0.999999992771 5.8513442948 0.00196733073721
4887.08764281 0.99999999082 5.53831298087 0.00190655713994
4322.40873555 0.999999990643 5.89526293605 0.00197389590229
4343.48732801 0.999999988347 5.61009238753 0.00202396832627
4254.03309713 0.999999991479 5.83879153325 0.0020360810371
4607.71060169 0.999999987066 5.74524748678 0.00196094776528
4996.59984022 0.99999998806 5.5186830242 0.00183402401044
4353.00780592 0.99999999046 5.78347280986 0.00165490076642
4581.28718404 0.999999989397 5.61823008493 0.00219602249718
4534.10525972 0.99999999296 5.76307139272 0.00186554657278
4602.67886655 0.999999992475 5.78364475754 0.00194012708121
4484.62940166 0.99999998947 5.7132549217 0.00218614212288
4571.14916455 0.999999988404 5.84501528859 0.00181004728983
4682.76633041 0.999999989489 5.77148961342 0.00207664730967
4238.22258744 0.999999988296 5.69343768724 0.00190388120824
4339.93173579 0.999999990033 5.90272391157 0.00189612095469
4621.17941219 0.999999992571 5.7450850441 0.00218120708717
4465.28721287 0.999999991844 5.97352433138 0.00199338241469
3887.44332831 0.99999998838 5.76198472735 0.00194092220629
5206.80362657 0.999999990664 5.34132447386 0.00230979075311
4505.12141121 0.99999999005 5.81160564824 0.00197393340007
4344.70791996 0.999999986992 5.68232245592 0.0023608849653
4950.52375253 0.999999991057 5.75776921236 0.00201610629302
4109.0358459 0.999999990897 5.8536537079 0.00215303939122
4099.24879333 0.999999987978 5.77450266821 0.00187531252194
4315.21952767 0.999999990426 5.83016963168 0.00177790036027
4657.79212729 0.999999991446 5.7815053392 0.00204227741385
4318.45898776 0.999999988525 5.82717555124 0.002001007815
4408.26043478 0.999999987608 5.57721047771 0.00209014708874
5138.95208857 0.999999988934 5.48593190688 0.00186317781758
4047.64333021 0.999999987897 5.70860631228 0.00262015420471
4304.2732802 0.999999986478 5.95975108647 0.0018927979295
4299.17423688 0.999999990872 5.80883980126 0.00177580335992
4446.08789246 0.999999986069 5.99103907131 0.00205357545968
3998.25150708 0.999999991646 6.10282564628 0.00187095615112
4671.02299235 0.999999991714 5.88136729605 0.0018904597554
4130.80373591 0.99999998962 5.8950507711 0.00213202446808
4072.16009467 0.999999983011 5.64589243649 0.00174965001376
4388.04680981 0.99999998817 5.65563700868 0.0017901803373
4496.8174447 0.999999991638 5.86502414988 0.00190845149683
4482.54917262 0.99999999339 5.90074055266 0.00189494884784
4563.23676641 0.999999992696 5.885877405 0.00199509955778
4933.35203131 0.999999987994 5.41406882787 0.00207016492282
4306.51884129 0.999999991411 5.89815963376 0.00191409325057
4036.58448998 0.999999988708 6.02607281874 0.00207277868203
4444.83865557 0.999999988498 5.62958254933 0.00200061793798
4708.80541108 0.999999988988 5.63747758102 0.00179774616305
4583.87099934 0.999999990664 5.83391162745 0.00200954943796
4468.46462837 0.999999991231 6.02744008403 0.00175796719959
4201.96954054 0.999999988966 5.75217906673 0.00193179729435
4749.77273963 0.99999999136 5.71540366015 0.00205664954511
4680.61023126 0.999999988894 5.77331428802 0.00170610163774
4108.41166878 0.999999991642 5.87939470015 0.00202320458165
4627.69315574 0.999999990724 5.89668157416 0.00194441797663
4438.82358796 0.999999978344 5.70639319522 0.00192014016354
4751.33791379 0.999999991163 5.84594358258 0.00205935201669
5003.94645021 0.999999990705 5.57751899842 0.00202128705995
4145.19243371 0.999999988922 5.85617127632 0.0022121282417
4357.40522973 0.99999998893 5.76747810321 0.00227449019063
4538.87549385 0.999999991361 5.81635943249 0.00211869651823
4374.22273295 0.999999991188 5.82376932952 0.00258832545397
4331.25099655 0.999999989439 5.81538493411 0.00218087646831
4271.68873637 0.999999990557 5.94288055947 0.00194399895626
4692.53425437 0.999999987522 5.55999753869 0.00183855921043
4480.48150143 0.999999988902 5.69337162098 0.0018126680712
4538.85637238 0.999999989883 5.66613345769 0.00198010979835
4188.77674133 0.999999991047 5.71451249495 0.00190880506401
4211.71209842 0.999999989957 5.70558680196 0.00213864539411
4558.16535013 0.99999999069 5.73063926998 0.00205868742054
4919.25970645 0.999999989357 5.74031850154 0.00184773959466
4938.03291516 0.999999985502 5.54225524663 0.00196823120024
4482.79693282 0.999999990891 5.77335056607 0.00261136396951
4124.82917142 0.999999990735 5.8759106336 0.00193553216232
4268.03806295 0.99999999096 5.94634031352 0.00187231798954
4077.25515361 0.999999984898 6.03494428147 0.00180495933755
4308.94665311 0.999999987261 5.90782034977 0.00191278180517
4391.05597175 0.999999989929 5.94934037189 0.00181488032935
4480.54850876 0.99999999293 5.99376880626 0.00198448200095
4832.04798472 0.999999990892 5.42539459869 0.00172876128968
5093.27174523 0.999999991863 5.63571710617 0.00192309937974
4375.16178904 0.999999990295 5.83477091274 0.00233725462317
4325.98270014 0.999999990279 5.82023449078 0.00199477387386
4547.36876039 0.999999982742 5.64714872698 0.00215603629394
4248.89170119 0.999999991038 5.64618493453 0.00194216319138
4683.12031828 0.999999989005 5.78234130058 0.00196753901505
4423.05587661 0.99999998962 5.7678099172 0.00195728673824
4649.87374054 0.999999989797 5.49119297773 0.00223492832019
4143.42813266 0.999999992472 5.83288715256 0.00210313087501
4737.50836936 0.999999990211 5.73666706566 0.00187576530419
4211.32852035 0.999999988281 5.94016094859 0.00199120423483
4571.59645652 0.999999991795 5.69600464425 0.0019562018061
4420.14433569 0.999999990684 5.84104505028 0.00217878308173
4706.71677083 0.999999989079 5.96000561864 0.0020049120919
4348.57548083 0.999999991371 5.83534108656 0.00224631540036
4633.45108769 0.999999990969 5.65490478499 0.00210053822114
4313.13117314 0.999999990573 5.9868659265 0.00182857009534
4704.31513909 0.99999999081 5.77555839151 0.00198302833043
4223.25229027 0.999999989676 5.88006816929 0.00203672984589
4524.93382313 0.999999991888 5.84008143265 0.00203646974839
3963.34808477 0.999999990915 6.01220686531 0.0020012417612
4252.95490911 0.9999999917 5.83980423933 0.00201322172821
3791.53922222 0.999999990813 6.27285184364 0.00199399164402
4335.1397752 0.999999990133 5.73952371389 0.00194758079664
3984.69805085 0.99999998708 5.86172931084 0.00228949835201
5072.2333297 0.999999989689 5.69357557287 0.00196234805072
4868.29923254 0.99999998966 5.81361338645 0.00184604886377
4358.01225125 0.999999991185 5.87417530274 0.00192245013242
4453.30720729 0.999990000018 5.72887972403 0.00192318587722
4226.92520689 0.999999992943 5.83989594683 0.00181787952469
4559.67555398 0.999999990566 5.61326981724 0.00198280398767
4942.96580441 0.999999987562 5.56015990444 0.00242494733182
4489.17514986 0.999999991553 5.80258021176 0.00239765663435
4072.76127573 0.999999990596 6.11350591173 0.0019785773131
4411.41211723 0.999999990483 5.67100934705 0.00232522204824
4681.4386158 0.999999988794 5.60340419572 0.00189793887828
4955.39642927 0.999999985851 5.41931855046 0.00207797596907
4320.32800278 0.999999988689 5.76515391948 0.00218314695211
4456.17025266 0.999990000039 5.82389147447 0.00170900923413
4096.29455056 0.999999990372 6.08975886546 0.00178594555256
4543.99024169 0.999999989812 5.6149365159 0.00182565136342
4548.91566797 0.999999988143 5.80756148112 0.00191054015386
4320.26397823 0.999999987408 5.48179820569 0.00203627205098
4371.44064097 0.99999999059 5.68254916769 0.00199808439239
5085.43553146 0.999999991149 5.78661850864 0.00206693664961
4291.77360296 0.999999989993 5.73048530829 0.00186403529834
4677.37267773 0.999999990132 5.82059397659 0.0023206547517
4214.23736648 0.999999991118 5.94950071958 0.00210291930536
4367.53633179 0.999999989685 5.74629392993 0.00216513358908
4068.76009709 0.999999986403 5.98120091299 0.00212429276947
4524.65724051 0.999999989065 5.81739437978 0.00225525407793
4552.22235317 0.99999999222 5.92941990095 0.00211707567588
4254.89303693 0.999999990261 5.61567355165 0.00188109574584
4016.83993926 0.999999989495 6.08372638178 0.00204587394248
4422.69237327 0.999999989733 5.79174139623 0.00223369930885
4265.88675204 0.999999991609 5.93639453823 0.00225299721657
4593.36737557 0.999999991527 5.88194494596 0.00219761633891
3595.04263452 0.999999991276 5.9505574684 0.00205458681735
4127.00645188 0.99999998941 6.02236257726 0.00181071601602
3998.93418028 0.999999990387 6.08958340785 0.00164132550329
4521.24864647 0.999999992019 5.87762222961 0.00214034612256
4377.09605903 0.999999992059 5.8802478034 0.0019900773196
4299.5825224 0.999999991596 5.784230337 0.00229515488837
4479.76664974 0.999999987807 5.65857898304 0.00208219361197
4103.98842526 0.999999991039 5.88372069487 0.00189569094311
3963.392561 0.999999989088 5.83106622284 0.00224599250864
4381.09050479 0.999999992664 5.81751605246 0.00176499354021
4467.19469992 0.999999988773 5.57419679008 0.00238365560068
4718.35129196 0.999999990025 5.77483704727 0.00210461570949
4899.76872757 0.999999986506 5.68084133066 0.00206801702984
4410.91269702 0.999999989906 5.70736419481 0.00212846730241
4769.13767397 0.999999991843 5.73251920729 0.00201213666284
3774.8601023 0.999999990104 5.87912148733 0.00188998695583
4666.44266551 0.999999982912 5.54703562549 0.00179381516308
4803.39612621 0.999999992161 5.83493214781 0.00201369473318
4372.22663101 0.999999991033 5.69392392948 0.00211737979372
4200.56156042 0.99999999126 5.71600845185 0.00197387772793
4561.3142475 0.999999990106 5.65849568784 0.00209415002006
4454.89282802 0.999999987341 5.80981376229 0.00200422420327
5041.50450518 0.999999990424 5.49521307107 0.00183246635643
4488.9512399 0.999999991016 5.88352924882 0.00175682683401
4488.3789038 0.999999988579 5.65108308547 0.00189075359813
4501.00802887 0.999999990779 5.84980499687 0.00187951449404
4476.76514349 0.999999986565 5.49374370596 0.00192647472419
4300.08499465 0.999999991208 5.89221958575 0.00220249506966
3837.44236186 0.99999998866 6.07971554593 0.0020880762841
3869.11906726 0.999999980436 5.88789321999 0.00181272070132
4425.16229389 0.999999987519 5.69470074118 0.00200826308916
3969.61164071 0.999999989719 5.95449059555 0.00194309373036
4219.04942195 0.999999987047 5.83507400509 0.00183428108258
4399.36779481 0.999999987328 5.58501499142 0.00174289848109
5233.15530818 0.999999990336 5.73420556338 0.00224767692236
4411.70649558 0.999999988513 5.74240402161 0.00164754812015
3813.11299785 0.99999999125 6.05319558997 0.00206554005566
4559.80253727 0.999999990628 5.69458294335 0.00185948434983
4717.81636655 0.999999992562 5.65255644221 0.00227297329847
4283.45311541 0.999999990286 5.70129749241 0.00194908066353
3967.66200965 0.999999990851 6.00777047638 0.00191568151897
4808.77270723 0.999999990478 5.81967296428 0.00198993185818
4345.22084736 0.999999988764 5.81453789155 0.00204538415094
4176.13594997 0.999999981369 5.86364199468 0.00199841109216
4987.14910698 0.999999986039 5.515128764 0.00261176823502
4632.21195194 0.999999989848 5.74699987241 0.00193903845758
4428.83529737 0.999999991613 5.67951837556 0.00220953457752
5127.71154679 0.999999990999 5.55735156493 0.00194506256657
4132.09811679 0.999999989826 5.86884775486 0.0021892407609
4385.54487517 0.99999998985 5.59719413207 0.00237283750426
4587.05085346 0.999999990069 5.76301124024 0.00196017592713
4509.4678096 0.99999998874 5.69156524501 0.00153676766312
4901.90667736 0.999999991794 5.63587321504 0.00182208241828
4439.95331149 0.999999988772 5.90462298729 0.00191267081062
4289.9058557 0.999999986703 5.64604006677 0.00170510688902
4737.33427358 0.999999989118 5.79201578474 0.00195555508453
4741.90535707 0.99999999001 5.72192713125 0.00184844825002
4076.78493584 0.999999989458 5.99814385113 0.00212829765478
4036.65923723 0.999999991553 5.89965563802 0.00187650938677
4011.55500847 0.999999992504 6.07662347611 0.00204375629753
4596.28588531 0.999999991501 5.87939441379 0.00169595163468
4393.77351341 0.999999991621 5.61423664949 0.00188952324898
4799.38178957 0.999999988371 5.77322496217 0.00183064577941
4325.20958948 0.99999998954 5.82094690064 0.00217082156695
4898.51955588 0.999999991051 5.76768844688 0.00214557477896
4042.80572752 0.999999989862 5.59524290141 0.00188112569965
4677.52325171 0.999999992595 5.78708673243 0.00193369366075
4321.24771296 0.999999990542 5.75219805705 0.0018163819393
4500.64182311 0.99999999072 5.78085228073 0.00185255337182
4399.42438322 0.999999992699 6.01106987282 0.0020062319972
4651.04303238 0.999999992691 5.86536260619 0.00227820425858
4572.06733682 0.999999989234 5.83287959188 0.0016945242598
4597.48510718 0.999999990916 5.60453386319 0.0021904516645
4179.6566581 0.999999985901 5.86026587036 0.00189059753963
3973.4781418 0.999999990313 5.86003979038 0.002227187057
4680.38938074 0.999999989055 5.60427316215 0.00202386761239
4803.3224724 0.999999985754 5.5044312962 0.00175671096003
3923.30694946 0.999999989827 5.88487960173 0.00217232698496
4437.09644924 0.999999988625 5.73163149271 0.0018552227754
4404.11196129 0.99999999229 5.77296980993 0.00207431531396
4840.10535765 0.999999990995 5.67450647468 0.00165033415822
4485.9581228 0.999999992106 5.94340259507 0.00213518968617
5079.25575366 0.999999989539 5.62552142182 0.00190074745388
4587.64598353 0.999999989987 5.55452910921 0.00154107741013
4890.26287877 0.999999991198 5.6233926937 0.00229432513543
4538.11454557 0.999999987746 5.79409639944 0.00181805206445
4358.47569865 0.999999989707 5.88557482185 0.00184511421142
4413.08934747 0.999999989444 5.82394009085 0.00152674022313
4842.38650331 0.999999987989 5.58476301146 0.00223944455757
4672.87131036 0.999999992529 5.64467136044 0.00201513478681
4739.38442902 0.999999989345 5.4990230218 0.00227375867579
4359.58780625 0.999999989626 5.71736614623 0.00183517416263
4332.10345071 0.999999985658 5.62028123204 0.0019981720778
3833.44883917 0.999999987965 5.97849193849 0.00185209475534
4902.72403901 0.999999991254 5.77495327567 0.0020239027565
4180.17766951 0.999999989111 5.76024546233 0.00202011627981
3541.09072278 0.999999991091 6.12568091713 0.00224185806585
4594.05536547 0.999999990674 5.87011813377 0.00188790483246
4294.24141353 0.999999992344 5.90965601085 0.00194034549539
4069.46374175 0.99999998936 5.77783561057 0.00181218480777
4485.42064235 0.999999993109 5.88669043394 0.00204622976341
5037.28119775 0.999999988502 5.68936136854 0.00219401115609
3652.91446099 0.99999998969 5.97027956129 0.00210412349211
4846.04994747 0.999999990545 5.91702306308 0.00186762754706
4761.00719151 0.999999990716 5.60588311054 0.00219576763438
4052.77684824 0.999999982974 5.87091112692 0.00197315216943
4418.28327715 0.99999998882 5.66492469188 0.00241774904541
5140.29162969 0.999999990794 5.63112979173 0.00204319467456
4967.86175513 0.999999992812 5.79655810523 0.00198242169902
4954.28415061 0.999999989869 5.64835340316 0.00187697380971
4627.95755086 0.999999992203 5.85187041988 0.0020476108864
4542.10240948 0.999999990804 5.83638315751 0.0018114292899
4180.73538366 0.99999999043 6.01830244164 0.002100853147
4311.72141429 0.999999989975 5.61393849441 0.00206564682581
4955.34620248 0.999999990865 5.81708066837 0.00206034800332
4018.3391859 0.999999989741 6.00683092878 0.00232442293746
4279.52190549 0.999999991197 5.98316237293 0.0019908668214
4415.25044674 0.999999988976 5.83373930835 0.00159988847726
4169.32153342 0.999999984885 5.89490490343 0.00206443598327
4111.41091248 0.999999988669 5.82613686852 0.0017357184301
4425.97876815 0.99999998917 5.71778738881 0.00189785523963
4482.28223822 0.999999990216 5.71531386101 0.00169793114013
4801.75977942 0.999999988141 5.56173898074 0.00194122306563
4885.53522476 0.999999989719 5.70303867795 0.00193318604458
4525.10185886 0.999999990399 5.70134157529 0.00238863528956
4233.73564564 0.999999990337 5.84570301165 0.00234640019636
4840.53610964 0.999999991285 5.66322152759 0.0017004374353
4383.66761701 0.999999990643 5.79142754909 0.0020341808904
4779.95659791 0.999999988767 5.50051819956 0.00203795897935
4315.86596586 0.999999989396 5.90135874377 0.00155469261354
4302.15077448 0.999999982327 5.70873935391 0.00166785759093
4361.92859301 0.999999990349 5.89419745028 0.00181369050889
4323.722172 0.999999988354 5.79826444658 0.00176042144751
4223.89411409 0.999999992078 5.76885466039 0.00195551973503
4346.48456114 0.999999990213 5.75335620281 0.00199429286418
4796.25203107 0.999999985674 5.53255344777 0.00211476610112
4433.09402215 0.999999989631 5.68767845988 0.00203709705215
4690.76394361 0.999999991323 5.6750262467 0.00202311511988
4220.61099494 0.999999990842 5.84587110449 0.00185711853673
4849.09578073 0.999999991313 5.71080652505 0.00189403702167
4855.29671 0.999999989804 5.49687155994 0.00197585539596
4506.25978183 0.999999991451 5.81059977232 0.00207563702892
3856.08715852 0.99999999057 5.79409496504 0.00178798299499
4152.34420263 0.999999990351 5.96063163815 0.00176912038352
4637.99613428 0.999999988944 5.80963825933 0.001596159388
4620.66132579 0.999999992014 6.0569872291 0.00205812620835
4679.48448191 0.99999998617 5.49016673317 0.00199612540941
4492.14709942 0.999999991038 5.77673228296 0.00216790973506
4092.74594107 0.999999991463 5.88216730957 0.00173127135961
4895.83156446 0.999999990882 5.54243981233 0.00182672711957
3781.29380532 0.999999988347 5.89952858101 0.00235895329936
4919.1575863 0.999999991056 5.49124621719 0.00211363974101
4760.64193837 0.999999992621 5.60618062296 0.00207682239739
4190.5766822 0.999999987752 5.96016341699 0.00204552985106
4459.1032746 0.999999993682 5.88730892662 0.00199502563913
4341.37361328 0.999999989714 5.58738060075 0.00179007069723
4996.08055262 0.999999988887 5.65821789003 0.0020709423898
4598.61834466 0.99999998954 5.74165206847 0.00175592978491
4141.21677995 0.999999982472 5.70883987149 0.00219509498911
4621.25977929 0.999999990948 5.79027019088 0.00183045901769
4166.84579199 0.999999991592 6.00759559989 0.00221440041304
4765.4500238 0.999999988767 5.59105727565 0.00185212808423
4462.93427468 0.999999991804 6.08892956021 0.00213701272234
4634.65538319 0.99999999197 5.59646524949 0.00221325356931
3934.33987594 0.999999991315 5.9518807396 0.00203802500987
4679.79405889 0.999999991202 5.74044523903 0.00185011744258
4580.24692231 0.999999990521 5.8030525988 0.00163439070056
4406.98627928 0.999999990216 5.67493615967 0.00223225724016
4223.61048183 0.999999989572 5.81847117138 0.00231192375244
4509.84539 0.99999999132 5.79589086769 0.00193477268651
4076.06789207 0.999999992697 6.14690673588 0.00217446295969
4640.29469663 0.999999990773 5.69476249977 0.00204247791458
4769.52992473 0.999999990384 5.55403718747 0.0019627046266
4627.65624385 0.999999988218 5.59077693564 0.00241294115799
5119.54915116 0.999999991859 5.61570992263 0.00186849374306
4700.85849516 0.999999987285 5.77847252155 0.00205357396088
4310.52188555 0.999999990866 6.05975931848 0.0017907092198
4244.11776867 0.999999981722 5.74996090463 0.00187832487897
4529.77529652 0.999999991043 5.6972895963 0.00189787161542
4581.08611211 0.999999992027 5.65321232624 0.00190305526893
4472.2971197 0.999999989931 5.55779647686 0.00188711534732
4551.34105977 0.999999988713 5.60866363866 0.00170618288386
4539.82035843 0.999999990959 5.76960988289 0.00206128138447
4159.69499134 0.999999988183 5.69136186844 0.00211870695432
4545.45527866 0.999999987377 5.53117002676 0.00237862086139
4591.89714027 0.999999987262 5.60925053127 0.00217190089802
4376.42805861 0.999999990504 5.76221195898 0.00196442297984
4575.90813609 0.999999991442 5.64603276612 0.00226508690138
4688.65755896 0.999999989028 5.69931099137 0.00219775670995
3989.14079725 0.999999991575 6.02393708068 0.00234960838563
4231.28909777 0.999999991386 5.94525644771 0.00215766169376
4071.97374244 0.999999991486 6.01540474186 0.00181568551305
3900.73642441 0.99999998856 5.72157157059 0.00228768780031
4640.25284637 0.99999998928 5.86355407069 0.00186079717746
4487.33250546 0.999999990139 5.8273737705 0.00192954014988
4426.87593208 0.999999993056 5.70509488431 0.00180884671686
4215.41265715 0.999999991725 5.78919733851 0.00188929032974
4167.98563683 0.999999989261 6.12722573987 0.00199696274517
4448.9568714 0.999999991361 5.83845068379 0.00189385115368
4789.96424 0.999999989278 5.60471988622 0.0018468803431
4785.04820695 0.999999991125 5.68635255929 0.00207417547027
4302.20477988 0.999999987306 5.65956478441 0.0023162337992
4878.64935721 0.999999991546 5.62173175003 0.00189286173957
4024.95404049 0.999999990023 5.91135148534 0.0018638330046
4189.93949318 0.999999984595 5.68825322366 0.00192412304978
4614.44957812 0.999999989164 5.7167050063 0.00225372064344
4396.3034034 0.999999991593 5.74430250468 0.00223218848405
4034.24271167 0.999999982841 5.66933697938 0.00188591964267
4650.38870669 0.999999992007 5.8659265148 0.00179490040608
4005.10238759 0.999999984599 5.76331276015 0.00188118178812
