"D" "sigmatoa" "ssb0" "ssb1" "sigmass"
4660.51900435 0.0018688600445 168.232285106 -2.40490116081 7.18488051992
4475.36757594 0.00182366066692 170.313400295 -2.55310631092 6.87328835682
4525.32498099 0.00203785683883 169.949765886 -2.55083905224 7.30897533425
4133.40542082 0.00189396973105 171.037549379 -2.609021864 7.11762691311
4247.51099923 0.00224922571679 169.883780176 -2.52844419926 7.01238722075
4669.05972406 0.00218304113675 170.568500774 -2.63750171066 7.31392921627
4898.54774512 0.00190614720119 169.441497098 -2.43950241333 6.97560449426
4878.96870252 0.00204146847205 168.850384616 -2.44500093789 6.78606721048
4416.24754416 0.00268741875975 170.172706245 -2.47843839142 6.9581718832
4113.80649586 0.00196877570913 168.451756298 -2.26123194311 6.64860366211
4394.2585079 0.00194625425776 169.661974851 -2.44095535013 7.17363502952
4203.98046961 0.00185471049075 169.5687492 -2.39249811404 7.1336488533
4278.2029352 0.00194571164736 168.820415893 -2.31268849527 7.22679526299
4461.04618084 0.00186015078896 171.27712309 -2.57325119764 7.08096263611
4556.79961978 0.00206420460724 170.040556852 -2.40938959217 6.73292862857
4710.8908168 0.0018550871006 170.56525352 -2.64877167343 6.48250852607
5058.51756224 0.00198457218992 169.594027865 -2.49714558804 6.92197522414
4342.59385075 0.00238840877631 170.560496296 -2.52185577461 7.27391188173
4316.51260451 0.00206107295675 169.483612178 -2.39070303405 6.63884161182
4538.92515511 0.00219588486838 169.373391549 -2.52002824175 7.600606948
4232.47328067 0.00201450875426 169.296738131 -2.43910581415 6.46835471695
4603.49782404 0.00205290977551 169.513347476 -2.41067734595 7.08453503027
4429.75207669 0.0020026025227 170.074821884 -2.49809855653 6.89352652105
4453.76260668 0.00231780932225 169.933084651 -2.5149864187 6.57158615218
4154.3174739 0.00215515708057 171.298263777 -2.57948646227 6.60733377238
4700.79981414 0.00187907188143 169.759243468 -2.47045915807 7.02354859438
4298.28395801 0.0020989488092 168.715240728 -2.30187353209 6.6782858246
4604.02850704 0.00195214138188 170.741616428 -2.60524834423 6.72953671754
4478.11498699 0.00220282622143 170.764537124 -2.55727338434 6.9048681222
4746.24169025 0.00201531654143 169.618165981 -2.38698406918 7.07425137892
4444.6861468 0.00225408466337 170.956332119 -2.58867038357 6.75189005087
4608.69840445 0.00220185616961 171.403567192 -2.6908630784 7.05641821356
4470.93272755 0.00182880592892 170.372482526 -2.4989134007 7.03128810187
4752.90869792 0.00202437655528 170.278091246 -2.56192212977 7.3856918384
4323.40336476 0.00207439304067 170.690737778 -2.55411866111 6.96016769599
4527.66786814 0.00209273836038 169.750146078 -2.41972574469 6.73475227619
4104.5000696 0.00204162735606 169.761272417 -2.40342479761 6.69309966223
4197.7472169 0.00201902350394 170.273286666 -2.45185996113 6.7995926869
3963.08982761 0.00204516280022 170.231599879 -2.38065169056 7.1404821105
4388.26798438 0.00197082773434 170.31896295 -2.56793712414 7.06152882569
4053.88449933 0.00242812173701 169.526794168 -2.44251630854 7.15381741124
5001.73274285 0.00195358099697 168.856828903 -2.40626479694 7.3493245672
4768.09931363 0.00191651324255 169.497711211 -2.37610109923 6.87985414978
4498.44852866 0.0019742026347 170.108041388 -2.50538921582 6.84519099843
4525.56842505 0.00199821005853 169.819135868 -2.41345094575 6.69960668229
4208.2542852 0.00188497186193 170.142118181 -2.43610805961 6.48093954337
4521.50446156 0.00205026423616 171.320863321 -2.68395788138 6.81441950917
4892.15406377 0.00245194763382 170.385353338 -2.63056480496 7.21345396836
4498.82298732 0.00236608936333 169.369980388 -2.40988635122 6.89031200796
4198.05976182 0.00197979064254 169.911692666 -2.39130228042 7.12207216071
4347.64880892 0.00242512942505 170.124117989 -2.52812473243 7.03889251795
4662.99347435 0.00196634583616 169.682612752 -2.56162397815 7.46710073665
4830.03775109 0.00212481383044 169.584959378 -2.56755602268 6.90067962325
4301.56634151 0.0023408426475 169.611513213 -2.45048319052 7.06121155848
4486.34908961 0.00174274135678 170.123543311 -2.50359563305 7.1531788598
4261.4594953 0.00178187070099 169.598891586 -2.37268100158 6.88639170258
4413.5176067 0.00187503124138 170.14788081 -2.51565725433 6.79219762927
4544.31965373 0.00194595437542 170.075600791 -2.47567484716 6.91168936359
4132.63735418 0.00204380514179 170.306342001 -2.5614584638 6.64448986419
4261.92391255 0.00208345059538 170.622451913 -2.52460237744 6.53582165735
4987.40929938 0.00225025507117 169.972560764 -2.42872707352 6.7077127344
4153.07312338 0.00197515165334 170.452536467 -2.48979998947 6.88938539048
4572.38376903 0.00235584547426 169.240682768 -2.34282231129 6.86309447998
4190.85289249 0.00213543640548 169.63760119 -2.3418158913 6.61877502687
4358.00922734 0.00228098193111 171.309987075 -2.6341354965 6.95418319271
4228.32535456 0.00215892532185 170.409799503 -2.52655946722 7.3051582168
4535.04628532 0.00229085734826 170.308900159 -2.49231039733 6.75798824871
4753.59580393 0.00213868884824 171.229053439 -2.61102359983 6.71003850918
4091.36390841 0.00191268279548 170.303204936 -2.50720771909 6.70397151877
4181.15860571 0.00211730540323 168.757636615 -2.29074442039 6.86276870768
4492.7555788 0.00230235362997 168.971234989 -2.40767935662 7.04587683232
4464.28509429 0.00228889264764 170.326843722 -2.56284677128 7.47477941935
4785.73705424 0.00218365677207 168.811074422 -2.39685590127 7.06052691438
3669.77197465 0.00213882110911 169.489414955 -2.3827048135 6.78742256323
4277.85349154 0.00189804264528 169.925336043 -2.45007676208 7.24323885247
4175.61787961 0.00169028734898 169.933780145 -2.4077197829 6.79697630369
4616.6111389 0.0021859843935 169.568089398 -2.43998294693 7.05227890859
4449.03294344 0.00205086722604 170.935955088 -2.56890040266 7.01761645683
4385.89446045 0.0023012312389 171.160752658 -2.65035367382 7.07144455445
4458.33435344 0.00225708922108 170.238384414 -2.56768325093 7.0808977519
4213.44247666 0.00191294883822 170.10653315 -2.51106521898 7.1893176759
4053.18273045 0.0022769128083 169.381803881 -2.43524592261 6.89394678897
4364.1685899 0.00181104980457 170.42039104 -2.49819412221 6.86291749505
4411.79037124 0.0024894199091 171.118725955 -2.68602283542 7.01380165803
4662.58375403 0.00222013504803 170.393147994 -2.49738899508 6.80885611447
5068.65468311 0.0021807965378 170.515822185 -2.66446684676 7.09891142833
4341.65216387 0.00218618940173 169.316219831 -2.40450440107 6.7083635863
4824.03418994 0.0020979123605 170.151503754 -2.52944743568 6.67444746669
3677.55767839 0.00206015658977 170.930782632 -2.4635424029 6.5859449767
4520.94251896 0.00179628052988 168.546164312 -2.39059357499 7.04505713643
4770.70673301 0.00202713579811 171.214619816 -2.58519187235 7.20105202613
4425.24266543 0.00222803067107 170.55148218 -2.61614599617 7.07644447223
4267.78447314 0.00196626826487 169.607946558 -2.48801756454 6.67382578604
4622.43962149 0.00218156511744 170.034198178 -2.55647706686 6.66024076098
4475.26855278 0.00204236573764 169.765105348 -2.49511651343 7.59609600706
4933.95330264 0.0018826561643 169.660656491 -2.56126125471 7.17288812659
4551.94226149 0.00183459202829 171.115922129 -2.60274472456 7.38307848336
4452.24414257 0.00195644854761 168.995938353 -2.41531139633 6.77488245671
4482.96765405 0.0019915025018 169.345952003 -2.39877777552 7.27592358562
4474.32685382 0.00193451574204 170.831518514 -2.74006240309 7.29943700673
4311.77662197 0.00226381561275 170.123918109 -2.43741131332 6.72621581409
3969.02055645 0.00213435146779 169.276222429 -2.33517484702 6.89667339983
4060.15175359 0.00187403841889 169.221137722 -2.44948729375 7.05214045706
4280.67629484 0.00200313521326 168.922413443 -2.34314649431 6.78244432252
4003.21480333 0.00196208865266 169.521955466 -2.38620117877 7.17706533866
4182.53198466 0.00185799506891 168.615375743 -2.34941235241 7.67222634388
4427.69183999 0.00174922856755 168.849648523 -2.50735167922 7.55681252865
5194.23980911 0.00227197455849 169.158261343 -2.41850039407 7.16003679632
4345.97466672 0.00164470028707 169.400638754 -2.42054433288 7.07235313749
3909.54456013 0.00216918503715 170.666487556 -2.48244892506 7.1108761348
4549.23850475 0.00188389180367 169.93584166 -2.50406153729 6.76674638125
4638.57952583 0.00245724683934 170.934716829 -2.60887641522 6.88414315089
4221.18478705 0.00200421289009 169.125491148 -2.39680595277 6.827273201
4018.08473402 0.00212264902322 170.4697513 -2.44319125588 6.81446947055
4934.8483664 0.00207590396539 170.665011727 -2.57877022393 6.84107564964
4384.2317861 0.00210521786115 170.856688538 -2.58555644087 7.13968022077
4223.60325374 0.00207147132225 169.60992608 -2.42653972069 6.94304697132
4734.08654701 0.00258204067571 169.621505259 -2.50877597414 7.49105400553
4647.79031329 0.00202097502622 169.949867231 -2.48585652819 6.67853892358
4314.93696135 0.0022803561206 170.203564997 -2.50522470911 6.95256486061
5103.40279636 0.00195949728665 170.392071701 -2.65069388066 7.32405921604
4223.44316563 0.00227173457823 170.562133092 -2.56758701317 7.36985378084
4391.13570779 0.00238657556495 169.940670184 -2.58457393538 7.17829507983
4649.73010962 0.00210713143045 170.37179658 -2.57472134411 7.22958349632
4448.53094245 0.00157156537783 170.296405488 -2.54786509777 7.20504562378
4892.28918941 0.00191438760955 170.696302846 -2.59734693637 6.44995572218
4514.96740229 0.00198239551996 169.903591463 -2.44604213639 6.91224101979
4206.84460212 0.00177699898685 170.00567564 -2.5210937079 7.08358709373
4875.84295224 0.00206495026633 169.950350433 -2.54668923537 7.24499388248
4760.68201623 0.00190082871665 169.95220605 -2.5408750645 7.3695802553
4208.66513885 0.00215272234483 169.827161288 -2.43312103597 7.07096470914
4220.14446959 0.00196267360142 171.182234323 -2.6923057637 7.87516099904
4123.13848272 0.00212820956969 171.652676165 -2.54200695008 6.52158119808
4649.1256243 0.0017402019048 170.071368749 -2.45865477393 6.80506579988
4292.25135557 0.00193307979623 169.933564526 -2.49689990873 6.66377038947
4764.79066647 0.00184677389492 169.769900004 -2.47272701756 7.30669744715
4251.03894043 0.00232772748854 170.246792052 -2.45946147542 6.95951233859
4889.3468036 0.00223315754222 171.025784359 -2.60941086851 7.21360423693
3924.6464538 0.00190592262528 170.541420171 -2.57880128393 7.01168255686
4813.75625398 0.00201973925917 169.928515112 -2.51136423757 6.65662277082
4293.61624424 0.00188925721734 169.589257182 -2.4512722636 7.07515651598
4480.29940062 0.00184852189111 169.835191005 -2.43525423734 6.54323799991
4442.9065833 0.00213249283232 169.914076848 -2.37269799384 6.6684084177
4615.27578656 0.00234169082458 169.604694906 -2.36988819933 6.58819078423
4686.26501212 0.00173679820525 169.961999327 -2.49121381433 6.75858217257
4461.00857773 0.00225428135048 171.347298713 -2.68844424337 7.52694049836
4279.76568877 0.0019755412084 169.492078198 -2.4579463152 7.25880523217
4078.35869271 0.00229900559701 170.664819345 -2.57147136859 7.0497359001
4579.54287829 0.00208986198902 170.415295736 -2.56894996016 6.88582798359
4777.8755077 0.00182110895253 169.595929413 -2.60718584301 7.58493666394
3976.29349584 0.00223166570779 168.95060967 -2.33078691349 6.56627439969
4608.15449465 0.00193564577144 169.306892469 -2.53049285358 7.33607496533
4314.37750257 0.00216257412533 170.357467271 -2.47718278288 6.79067257359
4767.90516121 0.00175313679129 169.694130972 -2.4760211812 6.96284234523
4619.57548935 0.00226930926828 170.983575591 -2.56506920171 6.95478200263
4930.87759029 0.00198029938558 169.358278285 -2.42369657198 6.73879738136
4515.22916499 0.00160290298812 169.834504084 -2.5297446403 6.65291579414
4898.21922097 0.00232303994929 171.67585793 -2.75376222194 7.09318689937
4597.19248335 0.00187604071722 168.867099345 -2.41098994888 7.36563382866
4342.06448284 0.00188403498358 170.613620064 -2.48437774988 6.8335976136
4430.97158676 0.00155533902424 169.727834056 -2.43475637797 6.79591309779
4917.09521802 0.00241155088121 170.864528866 -2.73727959061 7.46492349022
4548.77403999 0.00214328005343 170.120190202 -2.50118116052 6.77141203695
4672.05188426 0.00243754928464 170.347396005 -2.63628020931 6.97547554268
4354.47485036 0.00195307913176 171.563085954 -2.68479026704 7.07691212431
4426.2405654 0.00204937289916 169.365926125 -2.54240753046 7.05131492671
3873.70074586 0.00188973001136 170.577882375 -2.48501516982 7.18515943601
4971.94851796 0.0020469107076 170.137321067 -2.53748610275 7.10216315197
4135.04857165 0.00208496395149 169.578561961 -2.43586071937 7.03520903936
3697.00820285 0.00224424646644 170.59191168 -2.45282587525 6.71311363306
4715.38163347 0.00190422062007 170.733758093 -2.59036633935 7.32842772014
4273.73863758 0.00198698111298 169.266839283 -2.31812311325 6.52969391177
4086.1939661 0.00188388528111 169.902926956 -2.49659077221 7.16374596615
4497.74901784 0.00205047446244 170.682721335 -2.52029174076 7.12693323375
5000.69804604 0.00221120639576 170.365453001 -2.55983974991 7.06280065931
3698.68461708 0.00221289042091 169.920401719 -2.38911587256 6.54943763545
4943.44314743 0.00197428753346 170.35768512 -2.51044365184 7.21142782878
4713.00484796 0.0022376712705 170.093179812 -2.57287420596 7.15713553515
4063.17965046 0.00196378569517 169.691385659 -2.42267837314 7.05927526562
4318.92001592 0.00242347951152 169.901272318 -2.47213681255 6.6992127424
5101.15933604 0.00205450779722 169.949954487 -2.55381936461 7.2216547139
5019.21892099 0.00196571192657 170.651031371 -2.57762344483 7.17305577604
4889.05184409 0.00188996721606 169.596598634 -2.48094762236 6.95074910825
4810.50377434 0.0021215676993 170.11198963 -2.54406488131 7.0846485964
4590.00002218 0.00188980753268 171.267783649 -2.5973100541 6.73561459361
4279.76581096 0.00211110509629 169.600760784 -2.3968620571 7.24328144483
4384.67209064 0.00211216993895 169.89715803 -2.60455193586 7.2208572427
5027.33422439 0.00212992979365 168.780594403 -2.35919221138 6.80229844533
