"D" "g0" "sigma" "kappa" "logLik"
0.0681373241163 0.999999096131 983.555898004 299.174532528 -357.148
0.0483640255622 0.999999869843 1185.56282039 92.7961579731 -356.027
0.0436312219687 0.826894776787 1369.64190953 73.0523853798 -374.827
0.053731021854 0.900085649978 1223.95488849 201.234266898 -395.728
0.043736145261 0.869215231366 1453.75046799 95.5442357769 -432.222
0.0488677148747 0.999999260164 1123.59222302 82.5261627296 -338.341
0.0385444881568 0.993548065045 1287.03617718 45.8231503711 -337.932
0.0552116813379 0.542965318377 1526.93815349 315.876069244 -382.231
0.0400145749868 0.879089235363 1374.98818968 39.0276054847 -370.527
0.0656171533775 0.677698691853 1232.98302125 458.569807547 -372.641
0.044026120527 0.975890113627 1312.64355104 118.909627044 -398.146
0.0436906483214 0.838982155348 1393.14665704 225.258031648 -379.118
0.047576754203 0.922078536818 1156.70227801 386.526470711 -321.896
0.0415425754907 0.999999179272 1275.56648281 148.007715237 -361.176
0.0404625200012 0.999999791788 1302.23124104 230.129151858 -359.463
0.0502009611658 0.999999470177 1136.40124136 208.06074204 -356.252
0.0599549887514 0.999999489871 1109.31179263 201.511329775 -402.651
0.040570004578 0.999999618146 1223.91411336 180.281581385 -323.506
0.0456076021393 0.946909247941 1195.81632608 140.407146236 -329.232
0.0470008515441 0.852280318339 1259.97800057 699.999999064 -339.298
0.0333674421427 0.974039304297 1422.16936702 219.357338735 -352.789
0.0408850259204 0.999999860453 1347.80363857 132.176154392 -392.427
0.0363927188385 0.876123660464 1462.23947665 158.041464023 -361.767
0.043396086169 0.999998461528 1163.25820429 233.719046166 -317.557
0.0417903789351 0.999993691079 1202.95266971 351.002950067 -333.957
0.0387604376373 0.999999277314 1314.37419744 53.0495906908 -364.296
0.0336545341595 0.999999572046 1357.57618503 167.848822118 -333.929
0.0448151421528 0.999999786038 1220.27270119 296.700240885 -356.977
0.0563511870499 0.999996919967 1057.66954801 248.534408021 -342.237
0.0518793014104 0.923627362959 1118.66446339 699.999999506 -326.802
0.0392278004524 0.999999853859 1401.20051291 529.712002835 -403.752
0.0363820412685 0.991243114289 1317.76018113 234.63987235 -336.439
0.0463684179941 0.999999500097 1221.21953947 320.96465678 -370.964
0.0363983637675 0.881023378702 1356.29864826 86.0816356043 -322.019
0.0395638760642 0.999999675479 1263.42805103 30.9537851112 -340.773
0.0329246607755 0.559661326265 1724.06995684 227.472879643 -299.246
0.0450802467578 0.814370208211 1255.77699763 132.779637788 -322.872
0.0405954242444 0.999999806057 1313.29117176 264.501901929 -370.632
0.0389730947514 0.582807749397 1605.16993762 158.170974096 -319.558
0.0293592772316 0.840122706555 1551.53883076 66.815003772 -327.785
0.0349436579672 0.914492744167 1458.66310141 184.917416583 -359.341
0.0393407167953 0.999999767251 1165.14879418 699.999998061 -278.117
0.0415819773059 0.768478167895 1458.88587683 203.002655562 -373.467
0.0460360927157 0.999999854242 1232.56859237 80.7362042061 -376.612
0.0519733261983 0.828348684258 1276.13555428 271.715762821 -384.614
0.0879013506427 0.758352921215 981.544618465 154.23746356 -353.715
0.0472039685118 0.744892770825 1315.80571579 312.179306999 -341.941
0.0542746514398 0.999999832696 1233.83523706 73.6817646183 -444.524
0.0299578051255 0.842835048477 1436.77091117 76.4369749821 -280.492
0.0385101478484 0.999738061285 1283.7199301 161.484039658 -341.03
0.0349568701763 0.667265007047 1504.34003341 699.999996952 -294.496
0.0426899948724 0.966434949036 1297.06214049 258.396945286 -380.684
0.0380535691846 0.999999710201 1385.11751488 415.523959205 -380.282
0.0437279379373 0.915635115647 1327.20880189 81.0433734311 -371.407
0.0455514376219 0.754806186353 1390.9061649 179.65625341 -366.377
0.0571425662343 0.653349318246 1405.98808813 435.32128546 -408.054
0.04692762956 0.991954132789 1192.86847355 220.991683141 -361.443
0.035864278769 0.860484714929 1440.27019724 699.999998416 -333.602
0.0523824011944 0.585214955926 1465.57333959 699.99999901 -358.218
0.0582305864638 0.769644337791 1271.10980894 184.562143375 -406.354
0.0558562890385 0.999999589105 1012.00867739 61.8627246943 -318.107
0.0414851758501 0.985287015343 1251.95601708 334.055101912 -342.675
0.0359799595673 0.961289697703 1392.30371594 102.098913612 -359.884
0.0405779487789 0.953191236368 1289.39502028 212.590421957 -343.511
0.0392800292293 0.999999802379 1239.99746383 298.288462149 -322.535
0.0370723529652 0.924284872645 1461.0906091 699.999997401 -388.407
0.0430250851613 0.999999105645 1203.05671534 168.963376795 -335.41
0.0390167970155 0.720784725191 1327.50227279 556.716589541 -269.586
0.0456202536858 0.999998946714 1175.71099196 692.557981453 -335.106
0.0514411963026 0.999998011234 1166.97460702 95.3671762634 -380.05
0.037397148156 0.995577448605 1323.37915979 245.117426011 -355.833
0.0472732386569 0.999999814728 1213.64560249 147.942297691 -367.941
0.0504062996898 0.910233932616 1158.41744602 318.139095378 -334.389
0.0551446266428 0.819296230656 1216.86308801 699.999929029 -363.87
0.0462083232788 0.84102678326 1307.79964602 78.6058248503 -371.859
0.0349762413476 0.827636241028 1362.22282949 84.9376649185 -292.55
0.0513768655397 0.999999768561 1156.29454987 85.7443463472 -377.303
0.0427534002645 0.753328508458 1360.5268526 699.99999931 -326.286
0.0453019016744 0.999999534231 1199.83157006 149.313505841 -347.906
0.0372138775351 0.999996191468 1353.41722284 133.21583358 -362.187
0.0494902374637 0.827496987348 1300.11293941 110.916055464 -381.491
0.0398965782633 0.999999850959 1285.33634712 91.2666506815 -352.398
0.0556736040602 0.385290460926 1705.42143925 600.093317273 -345.948
0.0504303071525 0.706966492409 1294.50013009 462.355135575 -333.062
0.0308592024156 0.99999948708 1316.32285999 576.519717769 -274.097
0.0382443732239 0.849624332387 1350.09855504 57.1913967257 -326.837
0.0386495380145 0.941545081818 1259.98912031 648.198564032 -315.775
0.0476628853052 0.999998803484 1139.93336912 57.5204245589 -338.437
0.0459751414716 0.935483605269 1275.59660965 152.074754683 -379.21
0.0536956173969 0.999999289565 1121.48917023 85.636283536 -370.49
0.037847440737 0.999999789585 1252.34126866 146.909683023 -318.476
0.0453986670479 0.999999617064 1211.1026882 194.377102009 -360.933
0.0298481062089 0.839936771736 1527.77830241 194.558231919 -314.687
0.0540800787485 0.828750659114 1167.68298491 97.7579927442 -342.159
0.0363590979546 0.999999921637 1282.08973859 135.201812707 -315.528
0.0328832677754 0.999999872218 1392.33166881 145.050805412 -336.593
0.0472439393162 0.999999626153 1232.30584371 249.43934891 -379.518
0.038860649143 0.999998054517 1283.93596848 135.947363037 -338.618
0.0601278837831 0.832828846531 1194.11594111 699.999996479 -394.004
0.0353201062842 0.773189951627 1444.72869944 239.374508312 -311.704
0.0370011377093 0.630582930105 1643.46798267 126.391458305 -353.465
0.0532604915726 0.431603612397 1709.02716229 699.999999267 -370.566
0.0471862304785 0.999999806116 1214.94984098 500.575210502 -376.682
0.038564759719 0.931311343898 1365.37889017 53.3835530471 -357.211
0.0613990436271 0.999999596323 1063.96000162 580.654391824 -369.414
0.0367802777124 0.999999870701 1348.15334624 97.6812561609 -351.138
0.0523357596149 0.999999696971 1155.35789493 53.0057758473 -387.219
0.0328334226474 0.798027021115 1544.722002 141.469447044 -340.14
0.0330345767408 0.80796964166 1414.81069399 381.561611849 -290.704
0.0398442362437 0.999999865045 1251.13166114 265.614321294 -330.175
0.0338086997287 0.931830230758 1489.25003588 108.237199576 -378.18
0.0378679626545 0.999999682573 1375.09060975 237.791238805 -379.71
0.0374497388655 0.99999973345 1275.08752822 376.384392104 -321.789
0.0510400099962 0.463505882739 1600.00812395 122.025796859 -342.509
0.0487820805972 0.999997602242 1137.07297228 67.8525459057 -345.386
0.041571404652 0.816323199005 1473.6157455 88.3134692927 -415.983
0.0277460948661 0.999999736928 1362.95140356 108.89873885 -270.336
0.0425981117047 0.999999018455 1270.1767334 653.976893664 -355.246
0.0480605344411 0.99999954413 1115.61791542 256.832825432 -319.321
0.042521685617 0.85178425454 1269.20421159 699.999999117 -315.921
0.0421351775692 0.925968064757 1164.90660748 156.384143134 -285.716
0.0312403131142 0.987991328367 1484.55851464 364.953593848 -352.028
0.0368335872913 0.999999900951 1332.29996505 133.548781515 -351.371
0.0389688137314 0.999999883462 1281.8462234 337.835740943 -333.676
0.0502568786587 0.967608404703 1214.65427092 345.896970666 -388.508
0.0347464890194 0.999999687607 1284.86638332 444.462332208 -305.126
0.0445732983856 0.661590510681 1417.04503244 73.0474689782 -323.855
0.0352611417842 0.999999479085 1351.67506428 156.150928053 -333.117
0.0534532701435 0.912802940844 1044.313592 14.9274811492 -294.739
0.0594937599185 0.759563308049 1287.12702126 115.688643423 -410.681
0.0430856927913 0.863358332512 1206.95181144 158.630020727 -297.581
0.0330693522566 0.849240347554 1406.6143598 114.123860814 -294.683
0.0663304705606 0.891506534255 931.691650071 95.8627096343 -286.335
0.0428979612943 0.91862608733 1215.64623345 64.922221075 -316.584
0.046434719958 0.637801040013 1464.22404984 62.2551860894 -354.653
0.0455036963665 0.876399532858 1272.38913875 435.613189937 -351.883
0.0511376335721 0.660585540226 1426.80494193 39.6766490316 -377.181
0.0349149320567 0.999999109288 1183.05804839 686.808230214 -258.375
0.0459965704414 0.999999705367 1257.86091138 97.743408287 -386.802
0.0313813669495 0.999999399299 1397.86870241 318.94645384 -314.421
0.036788898039 0.87145846725 1379.19482408 148.661308275 -334.185
0.0387747400854 0.888818317929 1385.22638059 345.248903158 -354.198
0.0420957746439 0.999999759703 1272.38897959 103.931438624 -361.878
0.0332323396579 0.780919666725 1610.27683438 368.788410446 -360.283
0.0399132438211 0.999999822777 1278.0399706 46.0375793863 -365.341
0.0424749585504 0.857595273815 1309.36275855 522.090889569 -340.094
0.033605329075 0.999999745218 1429.41928525 149.139043749 -355.484
0.032748082579 0.999999735813 1435.596972 146.983835632 -359.332
0.0336357053321 0.999999898481 1466.91908042 699.999999242 -378.293
0.0426974317014 0.999999838617 1307.48170974 70.5017956775 -381.69
0.0355762669324 0.999999798297 1306.298655 699.999998359 -324.858
0.0372244518543 0.999999596659 1187.58434974 432.128768768 -280.538
0.0445818731931 0.896320868661 1299.8939235 29.0977661648 -373.941
0.0407632799737 0.999999340144 1262.37370918 187.453974448 -353.946
0.0459784749163 0.961644104632 1239.03002701 76.0346077353 -372.854
0.0365352248455 0.999998802143 1316.30710257 222.956155692 -331.964
0.0339962402673 0.837489944738 1428.71580487 315.279014154 -313.215
0.0443934061733 0.999999541209 1265.35783996 161.027149422 -380.749
0.0453508330889 0.793367363827 1311.34032563 95.6171151534 -345.633
0.0443878978018 0.999999845209 1220.64952575 106.151639091 -350.625
0.0399490096559 0.690216354049 1466.91432318 96.1733248928 -320.969
0.0437111891127 0.956189939186 1246.42230609 161.949813006 -353.897
0.0348797873917 0.999998936269 1375.66128057 699.99999899 -337.642
0.0501347302562 0.999999812299 1155.1362043 177.195334921 -349.971
0.0383658010916 0.999992839262 1322.29470502 158.542634469 -359.169
0.0359083374146 0.874688352999 1288.74862813 253.807237984 -284.853
0.0394569216189 0.823250971518 1385.81439161 57.5510204652 -339.823
0.0480546569204 0.85124691919 1309.98406041 50.1376013776 -382.576
0.0355688606346 0.776281365987 1478.96256618 63.3407331572 -329.811
0.0357783835891 0.97119545722 1328.77090749 104.768189596 -324.587
0.0459235960371 0.999999083314 1203.0171794 185.221594195 -363.607
0.0439863517832 0.999999801189 1214.07445395 345.339942277 -353.399
0.0296238561459 0.864393890854 1531.96983163 699.999999027 -313.439
0.0402053434989 0.855908714777 1330.00270471 452.669333431 -325.568
0.0449258541479 0.99998627647 1212.11331232 184.003192805 -353.718
0.0403556771333 0.794968467551 1376.48723759 46.6249147373 -329.858
0.0397906496641 0.999999519616 1273.3247267 699.999996657 -342.11
0.0419080270486 0.790203461969 1336.18083549 98.0148263033 -341.481
0.0406564054645 0.890910733554 1388.97137333 87.6088125415 -383.887
0.0460164800709 0.710774880557 1487.91618647 425.610965048 -407.259
0.0305323755168 0.999999753119 1342.36813668 102.908030263 -302.559
0.032560550367 0.989316060642 1431.94469764 154.786007148 -352.592
0.0555807661007 0.977211389701 1204.81572834 231.721609154 -427.994
0.035380732788 0.94294906639 1396.14791222 510.286525773 -346.952
0.0523383508755 0.999999347794 1126.72325309 241.757173821 -359.793
0.0391837201574 0.905338131165 1371.76456862 64.2820227791 -358.962
0.0346472367463 0.999999889972 1381.08366091 518.391299579 -346.224
0.043978207187 0.999997000589 1207.64156026 68.0332692566 -348.194
0.0345336337304 0.999999851271 1421.8067386 77.718334718 -373.483
0.0374794290048 0.999990501717 1369.26224108 158.055594334 -370.4
0.051048710259 0.693042895741 1248.36131611 116.654205015 -299.581
0.0350999407317 0.999999811477 1355.31925405 699.99999938 -333.369
0.0452805254403 0.974705119445 1254.34799313 699.999992288 -376.095
0.0438795361157 0.999999785816 1254.79391369 441.856614862 -368.713
0.0479917156015 0.968790997924 1210.26644455 154.96684544 -363.995
0.0516637083114 0.841257182299 1252.12238673 90.6540868558 -379.337
0.0448736980907 0.999999515491 1114.01797175 219.082716923 -299.808
0.0406002653719 0.834289228006 1384.28931844 178.524366212 -355.919
0.0485167594988 0.99999907308 1165.19741628 56.2473018925 -352.243
0.0366968555543 0.74513053438 1499.02013954 396.827088522 -323.876
0.0436473801546 0.99999973579 1359.46745386 68.1486883037 -430.421
0.0428271679231 0.999999841147 1226.46239757 102.285587911 -340.131
0.0460507976197 0.999999851619 1169.31269099 699.99999836 -334.656
0.040458800199 0.999999804963 1362.75978464 490.817922125 -398.798
0.0442795328182 0.78973045348 1368.08331071 145.604608181 -367.214
0.0592642446229 0.999999656891 1038.36204459 178.754284134 -349.856
0.0445280790018 0.999998873935 1139.300082 203.258965105 -309.283
0.0479722234159 0.9999958691 1148.15104389 699.999997612 -343.836
0.0360463819904 0.969992847352 1346.8545289 108.631301218 -339.939
0.0394213595101 0.999999776084 1390.45238477 174.584930681 -397.582
0.0435270725019 0.99999969529 1234.68115571 71.9654811139 -357.842
0.0400646021914 0.896559359405 1339.05352538 292.88374697 -349.44
0.0387720505701 0.999999797511 1256.7549332 362.671832383 -326.444
0.0619256979029 0.999999491278 960.063553194 86.6888136776 -312.7
0.0414109574409 0.99999956923 1174.15097035 172.129573945 -308.171
0.0495566104819 0.722385941951 1307.25013756 210.961250349 -341.416
0.0326155308317 0.760823976675 1612.8128645 142.333727363 -343.804
0.0452426729414 0.877560087442 1213.82948319 46.9263923407 -326.479
0.0645158781953 0.683717365844 1273.83184379 550.490553902 -392.841
0.0403513872316 0.911156455867 1271.81976422 127.482857398 -320.37
0.0448306053391 0.795958944897 1374.25633575 119.655367922 -364.848
0.0511069481179 0.522124165725 1403.18823976 359.503289468 -289.098
0.029187238737 0.936764464044 1441.4323904 87.4411873911 -304.868
0.051354659969 0.99999956523 1139.15765881 434.118939205 -362.259
0.048971304234 0.999999818244 1164.95585048 80.3262187147 -361.459
0.04353674532 0.999999637319 1330.48622513 699.999999335 -405.722
0.0427252733193 0.759324404268 1348.06207525 94.4687662347 -326.083
0.0433150820767 0.718424121503 1420.86412376 222.571487647 -339.899
0.0509586967068 0.798775362298 1369.97447011 102.96888869 -418.528
0.0385107973289 0.870970214379 1343.81734501 351.41057833 -334.471
0.046100370743 0.813253410172 1226.46446594 105.437089201 -309.817
0.0443651410054 0.492877482544 1631.04373435 699.999999267 -317.92
0.0322353282955 0.99999981017 1588.24429627 148.144289904 -413.355
0.0386174386913 0.999999850289 1302.99658002 699.999998843 -342.89
0.0361903629287 0.955177385616 1384.36100013 107.756334924 -349.95
0.038345965292 0.999999789333 1286.76857188 80.5222045841 -346.21
0.0479856465674 0.99999980302 1215.15856957 153.354482145 -379.643
0.0512578290923 0.999999761236 1214.8970806 699.999993546 -401.328
0.0574336778136 0.706066218687 1256.63026599 75.630546135 -348.162
0.0561222640583 0.999998903372 1015.00447937 297.52339277 -317.498
0.0539304900737 0.821256692456 1255.05996963 130.134065624 -383.326
0.0310291331518 0.963715235023 1327.33754441 246.379863042 -288.878
0.0468583694069 0.726629263151 1366.45734808 48.3643666847 -360.578
0.0513056169771 0.999999150505 1098.46396517 547.941416314 -332.332
0.0454343024314 0.99999 1250.00005797 140.000000001 -423.544
0.0677404432547 0.733645385684 1174.74371405 515.860460645 -377.261
0.0533584448847 0.956719921924 1162.98203869 699.999997712 -374.409
0.0334212801878 0.999999887231 1371.13480635 199.335248198 -332.24
0.0378727166295 0.999999762196 1325.17941014 118.205296069 -353.139
0.03698202522 0.834695703606 1322.48722876 54.4355861472 -299.826
0.034224172385 0.854748218324 1516.83275496 699.999996787 -356.643
0.0415897616346 0.999999849168 1353.83772556 397.070504009 -402.718
0.0431622160235 0.938183384664 1226.44282789 518.838459974 -321.359
0.0516543896545 0.999999724713 1082.26358936 127.575997422 -325.321
0.0380231224284 0.928968062108 1333.80724556 57.7433280105 -340.887
0.0422245505227 0.873592150542 1358.30567193 92.0481399469 -361.586
0.0544770417665 0.999999655835 1167.16950336 517.205278378 -403.035
0.0636612640381 0.999999301675 1124.60635452 160.101194018 -436.886
0.0426426832734 0.999999629553 1302.00702109 88.6302732096 -387.661
0.0419787277162 0.999999421353 1261.09689179 174.69785577 -350.286
0.0370201974631 0.999999771032 1276.19714838 222.331203009 -320.256
0.0357385770977 0.999999843209 1318.19046807 152.585695471 -337.131
0.0425650653613 0.999999848759 1329.14230889 127.417250302 -395.072
0.0330313032482 0.999999849254 1388.65689218 699.999990379 -325.843
0.0458395171821 0.999999130249 1178.85469119 122.503424371 -342.408
0.034414338046 0.99999910086 1234.92493333 162.123902496 -281.755
0.0304331571055 0.99999992734 1482.41045488 168.993603099 -345.392
0.0258136689801 0.999999693828 1501.35297748 71.3681660887 -301.813
0.037658061669 0.934080675716 1433.31375371 699.999994527 -379.153
0.0365593533225 0.876847405171 1473.03172936 208.409852549 -384.036
0.0445326020504 0.999999831134 1179.18805054 617.246844851 -331.983
0.0419402845786 0.815339274928 1453.08142066 699.999997894 -390.166
0.0465486388324 0.869002978432 1137.01760943 98.7303868359 -287.829
0.0408882322445 0.999999824249 1273.84526651 494.75514751 -355.486
0.0388481380398 0.770120592088 1363.50615332 699.999996203 -305.253
0.0461454202627 0.427628759926 1663.83243845 488.578561318 -300.314
0.044167999258 0.838664332539 1308.93717446 78.7294272279 -345.249
0.0470991728951 0.898943246308 1257.65048957 89.7438061802 -366.769
0.0349248963083 0.999986581687 1256.93872811 517.237687246 -300.186
0.0506430491987 0.999999623071 1118.72549466 99.2914901708 -341.78
0.0482464868057 0.818824917784 1345.36625953 38.660478851 -391.883
0.0379439829556 0.947813855528 1307.22945188 269.100378512 -325.726
0.0509848635533 0.99999892249 1213.03718397 304.868117369 -402.009
0.0422781570864 0.824305847809 1353.48129333 203.530621378 -339.863
0.0414747630684 0.87854868715 1389.5137762 255.37391562 -380.381
0.0517933501643 0.999999778044 1116.07328953 394.707142625 -345.832
0.0375337411151 0.999999757334 1212.86933412 81.1680483634 -297.655
0.0528653198995 0.934120284535 1183.57919936 493.815563436 -380.163
0.0412793221827 0.697332184175 1400.56185863 224.52710231 -307.024
0.0535428396065 0.750284806211 1293.16978948 50.9342068746 -372.482
0.0435914254693 0.999996745412 1227.05942626 699.999996733 -345.247
0.0316525095023 0.999999800247 1399.14350929 309.877303103 -329.247
0.0341784911484 0.999999911559 1368.88312496 204.412092751 -330.301
0.0491892171439 0.736118796316 1362.3078951 321.526001343 -363.79
0.0468215610727 0.999999873327 1292.77262697 235.566732159 -415.753
0.0403199584831 0.999999791797 1325.32351065 197.734340921 -383.965
0.0305360858821 0.999999493962 1394.75822379 118.779440204 -311.666
0.0422108364928 0.823459555119 1454.69933752 72.3322134954 -406.935
0.0470538563668 0.811613776749 1344.25189133 690.544167166 -374.612
0.0506626612884 0.999999430696 1118.47548797 699.999997917 -346.834
0.0539241318265 0.770034319297 1214.04172621 101.906583307 -342.527
0.0387510173949 0.999998477751 1314.56216884 195.960367069 -351.294
0.0436785024815 0.728252091096 1471.1693718 239.998377191 -381.89
0.0468412020282 0.568667300863 1452.30504059 166.369458152 -312.496
0.0457316012836 0.999999389609 1088.5008416 462.891180203 -297.944
0.0320224124994 0.781449147084 1600.34764086 89.3802300833 -345.508
0.0581491210738 0.965578946199 1112.44275572 74.509972969 -375.985
0.0623072649031 0.705494986256 1177.19314571 336.488736297 -327.567
0.0388000204188 0.959787518333 1326.14303813 183.678095765 -356.965
0.0415165041234 0.99999929376 1248.93015442 699.999997249 -347.589
0.0410796141548 0.999999698773 1249.79842468 255.339766478 -341.458
0.0313198827984 0.999999851922 1432.83867475 394.790840303 -326.776
0.0285988360771 0.999999358357 1458.61780483 106.682015296 -324.675
0.0366171870603 0.851914577148 1366.05231773 24.3450019209 -318.096
0.0361171359486 0.999999883301 1392.10440291 178.264644677 -362.189
0.0447907039236 0.726118430227 1401.92172811 335.936810625 -349.36
0.0390221188695 0.999999121715 1337.18336478 123.985715133 -368.643
0.0416352619048 0.999999833343 1280.61021829 311.474870309 -366.075
0.0304141339891 0.99999990486 1415.29735077 149.704809505 -317.993
0.0530723892611 0.641460282128 1384.00484925 137.688265776 -360.139
0.0427440755013 0.900095665874 1096.25373064 151.157273475 -252.706
0.0638228936367 0.772378463678 1137.97690597 157.224955792 -354.34
0.0457226317918 0.914291037527 1394.80775108 253.747409788 -433.51
0.0490370050121 0.630272404399 1376.76412467 62.0833610336 -328.882
0.0325631049902 0.999999857053 1448.3121908 107.636271376 -366.468
0.0545277623054 0.81726927983 1297.66507294 183.537072421 -406.357
0.0408110178984 0.999999672779 1176.96661356 89.4744955255 -303.61
0.0377556474973 0.897906107367 1331.16761763 34.6266245769 -327.732
0.0310616282695 0.999999640337 1328.88962211 242.697495305 -290.587
0.0729277938039 0.859096258101 1000.03255702 227.475340078 -342.833
0.0426608964821 0.701073817739 1465.61174225 287.12302332 -351.762
0.0436836700146 0.80334465357 1381.23881683 87.6443007399 -367.21
0.0419030804499 0.999997445425 1235.39112023 134.658116615 -352.573
0.0646266468118 0.505802202075 1321.36251965 102.381737886 -315.017
0.0430309532451 0.770425928143 1325.4346317 128.37307056 -318.636
0.0349354040141 0.99999981207 1351.37218379 642.858553155 -325.521
0.0473557504321 0.999999607669 1230.60643637 124.490591186 -381.211
0.0516396070349 0.750373971448 1300.01850099 222.391282017 -357.564
0.0396455057672 0.970159683744 1237.67280809 141.597315149 -325.998
0.0437264346953 0.771367924923 1485.54533544 323.033983789 -407.629
0.0380729525684 0.834818202894 1420.20951972 699.999998727 -346.403
0.0376477427011 0.536040649546 1493.32976586 275.947056152 -251.819
0.0538566724551 0.909476844594 1210.18337533 181.456982765 -389.403
0.0440719249983 0.999999785084 1118.81752805 373.260506965 -289.663
0.0418192569462 0.999999836746 1297.24223618 478.537569905 -382.4
0.0401400457317 0.999999508986 1195.62993101 238.084329548 -310.387
0.0418342149811 0.999999761476 1316.70655013 699.999996848 -385.897
0.0391767523977 0.975775411185 1293.60360542 233.535633407 -339.477
0.0356437152016 0.886029698736 1409.14661054 447.249956183 -338.835
0.0405693034722 0.999999795984 1107.36309651 265.088178317 -267.192
0.0461057686474 0.734458416127 1268.09339625 101.765241253 -302.727
0.0412502026981 0.999999851106 1212.10322872 88.7467908554 -321.393
0.0409725831041 0.999999855891 1279.13055044 66.1966827185 -363.989
0.0452559340003 0.600801840568 1505.29657029 395.466551193 -335.263
0.0521073673099 0.99999982313 1186.55333509 135.287892244 -397.496
0.05906809597 0.718514810137 1351.81419552 237.060278887 -424.972
0.0398877136876 0.748206133192 1427.40166067 127.358417537 -347.138
0.0341531430914 0.891917294839 1439.67251405 699.999998253 -334.435
0.032890394297 0.999999748715 1276.57077272 209.152859561 -289.792
0.0327860272265 0.725446654158 1608.85483224 664.078259302 -328.338
0.0356607338103 0.999999764217 1372.87213059 61.6897433689 -356.086
0.0446141534827 0.999995860487 1249.03680439 216.230421206 -371.779
0.0458128956993 0.999999493862 1279.16181891 62.4689326905 -402.144
0.0510382858199 0.904336019248 1227.76197833 216.240191533 -385.252
0.0436310781948 0.836507037145 1396.25208198 154.405988371 -385.063
0.0455311666148 0.999999826574 1246.77035447 250.076145065 -375.851
0.049583616657 0.999999889659 1203.91409483 699.999997046 -374.778
0.0436001301729 0.999999275143 1166.88222695 147.103738903 -322.282
0.040800377521 0.999999454972 1177.14510222 218.606760326 -308.248
0.0518659803994 0.689108153878 1425.99867639 40.8364275315 -403.674
0.0370125263771 0.807565066366 1506.10934393 535.400338948 -362.081
0.0402380234688 0.99999960309 1413.14456428 265.979820778 -419.241
0.0378128450773 0.999999754953 1282.69141189 113.833161277 -324.939
0.0370201330702 0.999998783897 1283.73252793 114.602214485 -329.431
0.0410447181798 0.972797791736 1295.53153565 251.08157606 -353.937
0.0445431808105 0.999999896352 1269.17125288 404.766660834 -377.087
0.040953676006 0.999999596628 1245.12632645 125.712993465 -335.912
0.052685451557 0.644343073155 1365.71469532 66.3379183072 -346.686
0.0352506529522 0.910532897522 1391.50316234 106.238048286 -334.785
0.0472758659997 0.999999677265 1255.84662652 146.707099804 -397.2
0.0400664729172 0.808656650868 1416.24085578 699.999995705 -344.909
0.0425473389853 0.777718180059 1453.29791492 163.822790407 -371.836
0.0426462543057 0.717012080882 1380.35096612 40.2725772581 -320.832
0.04513897367 0.999998981744 1215.16012585 79.1108097257 -363.927
0.0423708684805 0.999997990002 1247.58054224 64.1603659769 -355.583
0.03755703748 0.880176754125 1348.4434313 112.213647845 -322.19
0.0461733645762 0.999999758707 1180.25702861 125.926664194 -346.734
0.0394555488281 0.920827593812 1383.53431548 52.8257922166 -374.467
0.0369388503119 0.999999326019 1344.75074423 699.999999248 -349.352
0.0310387882063 0.999998217489 1406.92978419 699.999978135 -326.126
