"D" "g0" "sigma" "no3s"
0.0401013200424 0.920084734577 1364.07752952 1
0.0462842059124 0.999998532941 1191.25863095 0
0.0549329282062 0.999998711905 1166.9224667 0
0.0377016129427 0.999999310802 1277.51431871 0
0.0469883176812 0.999998346989 1143.02985332 0
0.0497671354127 0.999997875455 1124.00252613 0
0.0310717368501 0.818190279622 1610.65195417 0
0.0424054946713 0.999999563244 1319.21514595 0
0.0348502260383 0.872516934055 1502.16779658 0
0.0416226075828 0.999998719495 1191.81098654 0
0.0314291370707 0.770320000917 1610.44236847 0
0.0371465042059 0.999999571827 1347.60615441 0
0.0284314027876 0.999999490611 1499.33570477 1
0.0414520529013 0.999999347702 1277.19653207 0
0.0622948498341 0.99999145368 998.934506157 0
0.0534669047925 0.999995421342 1055.20360444 0
0.0368127478501 0.999999385233 1454.63263365 1
0.0357474255752 0.999999441258 1325.64196324 0
0.0487621304446 0.999998723399 1185.93311286 0
0.039519680306 0.999998717216 1213.83474888 0
0.0432788993532 0.999998723225 1198.94284611 0
0.0371496733376 0.458370804568 1776.96844602 0
0.0375004372 0.784365181873 1419.92968912 1
0.0419451606781 0.999999403188 1288.34820475 0
0.0357940549423 0.507316767076 1797.91447289 2
0.0241783315591 0.909939074332 1672.03618215 1
0.0290966528649 0.749968316224 1779.30314775 0
0.0455116672127 0.999995727615 1071.15189364 0
0.040396082035 0.651853226687 1605.29617234 0
0.0410710931931 0.999999490898 1317.72348154 0
0.0479788836438 0.715015989338 1435.75294818 1
0.0938588839983 0.999809638652 819.780119077 0
0.0407109690403 0.999999020648 1235.49954788 0
0.0542543726612 0.999999198444 1234.10489579 0
0.0258392840458 0.532491454114 1943.89039551 1
0.0375980907519 0.99999939231 1301.70849563 0
0.0348226886215 0.999998686028 1234.66044423 0
0.0363133279002 0.999996890172 1402.20488126 1
0.0414861106579 0.999999556921 1316.58707474 0
0.0549613538015 0.411578983042 1727.69987481 0
0.0402612260197 0.912473143959 1359.43426434 1
0.0617455048202 0.999996984414 1085.67792722 0
0.0449436537986 0.999999015203 1218.23684361 0
0.0448906889439 0.999998598559 1173.7135737 0
0.0528711147085 0.597537206042 1443.3029565 1
0.0447415393623 0.657572265456 1591.051004 0
0.0473129974088 0.99999718668 1112.96547836 0
0.0348298534458 0.79845013187 1534.94437903 0
0.0373947445231 0.999999515108 1335.09752983 0
0.0449375281431 0.999998713689 1186.0626058 0
0.034557516293 0.999999505681 1336.62254772 0
0.036126979186 0.873067121706 1524.14227993 0
0.0404380828822 0.999999146417 1247.38448441 0
0.0425814733473 0.99999560623 1069.65138623 0
0.0458270060788 0.999998739576 1172.62646936 0
0.0519303994251 0.999998529051 1160.58121779 0
0.0326767229941 0.704678242826 1688.74072168 0
0.045061306353 0.999999323996 1248.07522229 0
0.0476354505841 0.999998176865 1140.31377195 0
0.0550761375395 0.508602696532 1542.16704414 1
0.0359342872125 0.758945549991 1585.92376531 0
0.0377622172421 0.999998268591 1185.48458229 0
0.0444750719586 0.99999923768 1257.66733084 0
0.0380020948043 0.7757436617 1433.20925742 1
0.0443288483698 0.999999023247 1215.1091235 0
0.0364399110886 0.784416390495 1540.87443296 0
0.0501308383694 0.999998552799 1172.89112836 0
0.0336760491715 0.999999121546 1419.92287882 1
0.0615817968841 0.999991474954 1000.23547238 0
0.0497890345619 0.999996502376 1093.1271028 0
0.042625203367 0.999996471928 1090.79218025 0
0.0373570446799 0.999999149845 1261.9299379 0
0.0362294649836 0.999999235875 1269.35730478 0
0.050348306635 0.999997180458 1104.40342664 0
0.0471708672123 0.999999003864 1215.18104894 0
0.0513892139953 0.999998394481 1150.34544275 0
0.0334233557497 0.935324780901 1391.87090929 1
0.0449079479159 0.999998937795 1218.80170636 0
0.0340156947054 0.999999284729 1300.97239611 0
0.048939658992 0.999997513423 1122.63857834 0
0.032416033191 0.999999544024 1371.44678235 0
0.0292604496188 0.999999490587 1491.45029955 1
0.0490146045973 0.773755049067 1371.18243749 1
0.0349232054386 0.523414819201 1864.68076917 1
0.0559688284607 0.999998261628 1132.97485483 0
0.0302612052083 0.743994549257 1606.08696391 0
0.0255070398136 0.454138515729 2373.30377865 0
0.0602913080572 0.999995553359 1049.23040421 0
0.0407088074361 0.999999520062 1324.59282003 0
0.0394888932664 0.927648014265 1349.36425109 1
0.0671429278842 0.999994149676 1011.02310538 0
0.0397311056277 0.999999323218 1288.47012564 0
0.0470146011011 0.999999033493 1229.73872746 0
0.0312025250082 0.842283585929 1549.95843869 0
0.0344151712683 0.999998917637 1243.17888375 0
0.035241283225 0.999999565255 1344.46891279 0
0.0332151178783 0.835971290738 1584.23380513 0
0.0405926708913 0.999999490553 1320.09085782 0
0.0322710058676 0.649040481577 1711.40930719 0
0.0448758041838 0.430997445239 1776.68375306 0
0.0463591903754 0.999998518721 1171.15887465 0
0.0368633679138 0.999999740726 1432.46216035 0
0.0290177437634 0.805123668094 1475.77766942 1
0.0519634019147 0.99999809516 1131.41766398 0
0.0523411020081 0.999995767806 1062.19125697 0
0.0443964948138 0.99999792252 1141.25436021 0
0.0491119789281 0.999991592824 1025.52820564 0
0.0301481262177 0.954260636328 1541.04893138 0
0.0319017545714 0.999998987662 1449.87269 1
0.0402392558163 0.999999181198 1258.00280538 0
0.0472328215428 0.999999263686 1238.51291736 0
0.0291576374156 0.999997434559 1424.30697115 1
0.048560144239 0.479780329269 1582.31604285 1
0.04533757203 0.999998492707 1166.98076367 0
0.0593035986984 0.999973977207 939.160482619 0
0.0589776738558 0.999998239131 1125.01225684 0
0.0381576253927 0.698769141606 1435.95543472 1
0.0428728441637 0.999997018776 1115.68984665 0
0.0623750995299 0.999958153961 907.599218075 0
0.0456909510227 0.999997390835 1122.44081033 0
0.0462157351278 0.611824579307 1498.1474191 1
0.046494531003 0.99999861536 1175.51255175 0
0.0445156284057 0.534584020288 1706.42365832 1
0.0403978273056 0.999995836398 1087.33475383 0
0.0423278673223 0.99999 1250.00001155 0
0.0283557544112 0.724477751847 1727.47829611 1
0.0337428607278 0.999999543127 1355.48659505 0
0.0413824446932 0.99999923273 1258.11840209 0
0.0404885253102 0.897277515622 1373.3463859 1
0.0346987050204 0.999998269363 1395.13752 1
0.0329496302465 0.999998398131 1430.41873671 1
0.0404380828822 0.999999146417 1247.38448441 0
0.0357062601708 0.999999665559 1379.29849654 0
0.0277340378441 0.919262956016 1646.55650359 1
0.0325005788948 0.999999812783 1496.91819261 0
0.0483719192479 0.99999906101 1215.45758689 0
0.0328166710473 0.999999510519 1369.72935416 0
0.0416207662779 0.999997069304 1113.19193405 0
0.042346414153 0.999999304431 1267.97604357 0
0.0370351349588 0.99999953937 1335.38034388 0
0.0467520067104 0.999998796271 1203.00299117 0
0.0333849142775 0.770093630921 1573.85660562 2
0.0354624429821 0.999999209794 1277.50319546 0
0.0367792529765 0.487296078525 1990.98054757 1
0.0406688455135 0.688597732409 1494.55127227 1
0.0424110713215 0.999999231207 1253.56266597 0
0.0499309571467 0.999995603547 1072.77457785 0
0.0466939292787 0.999998435248 1172.59364747 0
0.0388312054733 0.879764034893 1376.14023151 1
0.0524153842552 0.999997962075 1125.76661972 0
0.0415958756328 0.99999921017 1261.11880078 0
0.0318747811479 0.459485763892 1882.56411222 0
0.0354807111469 0.705614923276 1585.63710733 0
0.0470450256529 0.428249038524 1851.59734939 0
0.0406553846144 0.999998817915 1208.24152897 0
0.0419046608524 0.66038778318 1467.71650756 1
0.0410622652547 0.999999387869 1284.28294326 0
0.043992404164 0.99999853198 1213.97786164 0
0.035963241829 0.999999209679 1274.8492591 0
0.0453404391809 0.999997992605 1147.29488846 0
0.0501882246873 0.999997916705 1136.56894552 0
0.04526534092 0.999998202598 1148.39729348 0
0.0418835316429 0.999999084114 1235.72678263 0
0.031857428362 0.99999962715 1393.84043635 0
0.0403298472396 0.999999430753 1318.35844397 0
0.0423066220945 0.8956040914 1394.63461316 1
0.0236686770183 0.927768174133 1615.14378412 0
0.0293882390645 0.999999625957 1513.27874112 1
0.0523712895273 0.999999318202 1232.76966378 0
0.0328575017194 0.755386035408 1620.30819734 0
0.0484460255246 0.999998775856 1178.34470008 0
0.0422265411526 0.999999247357 1250.07037693 0
0.0320200044257 0.999999736975 1446.71453025 0
0.0464836497072 0.595546338704 1513.14314648 1
0.0314654025058 0.99999951693 1501.9610129 1
0.0420670975831 0.999999385912 1279.53888659 0
0.0554600931846 0.999987923176 986.986258284 0
0.0349678946909 0.966649907593 1381.07760941 1
0.0466367544583 0.999999004128 1217.11663717 0
0.0409974965088 0.999999450877 1305.72167884 0
0.0547896605863 0.999997337439 1102.94118071 0
0.0444446973669 0.805066419809 1394.06462882 1
0.045294417661 0.999997008833 1108.03769436 0
0.0311053249824 0.966760669037 1503.79599167 2
0.0526764182274 0.999997689593 1111.02565217 0
0.0446618075856 0.618346058271 1471.23778413 1
0.0458946369797 0.999999537498 1319.96806851 0
0.043131473948 0.717093561781 1440.68025568 1
0.0447770426293 0.999998632224 1188.53356176 0
0.0396207472386 0.999999664032 1379.63584358 0
0.0445613290712 0.999998678302 1211.40960177 0
0.0525321708356 0.999997513095 1112.78501855 0
0.051964319514 0.999993838565 1042.45639114 0
0.0533067384678 0.999996262995 1080.37058107 0
0.0356156532044 0.9999995353 1336.15059113 0
0.0408196509927 0.80575298563 1512.58246374 0
0.0430137803153 0.77126851784 1414.24201663 1
0.0395769333972 0.99999932977 1277.34600589 0
0.0393344373739 0.999998990653 1246.21961617 0
0.0668972072182 0.999967252874 919.458882026 0
0.0410420131214 0.999998287576 1180.27427227 0
0.0463191057731 0.999998044942 1152.56993397 0
0.0370915032022 0.887635189919 1391.44540169 1
0.0401906768976 0.999998809453 1216.36582118 0
0.0594525029207 0.9999976285 1099.33067389 0
0.0376839365268 0.839842906556 1377.292162 1
0.0467860111764 0.613670583937 1523.74307171 1
0.0514172654453 0.353775503285 1693.32104507 1
0.0279882561571 0.746880225242 1645.04769222 0
0.0440215253139 0.999999159897 1245.99302067 0
0.043507315528 0.999999159526 1248.07789166 0
0.0430404473173 0.999999619273 1339.47359681 0
0.0385299575578 0.999999185691 1246.70296067 0
0.0472355965453 0.999998125649 1145.89411516 0
0.0516025849828 0.712261300831 1439.02163987 1
0.0349242440523 0.999999470696 1328.36388486 0
0.0423499996183 0.999998229545 1158.96623497 0
0.0489717078 0.999996687058 1084.79489927 0
0.0295028634856 0.758418536423 1899.30403494 3
0.0413328238302 0.99999909857 1252.17171894 0
0.0424234702923 0.999999000953 1233.26203904 0
0.0339136185801 0.999988517146 1383.00429902 1
0.0466376731678 0.999999089144 1235.53165386 0
0.0496590801813 0.999999178216 1237.57144357 0
0.064414429346 0.999989415692 985.273411141 0
0.0535107735899 0.999994284178 1042.94896397 0
0.0465934091309 0.999999219681 1236.21684947 0
0.0226851343266 0.707615181644 1840.58985932 1
0.0373176384239 0.665780452193 1619.11844575 0
0.0559263629851 0.999995030011 1045.4340302 0
0.0556537999019 0.999999080672 1189.85339794 0
0.0661297977489 0.999992971449 1014.95924576 0
0.0543134787145 0.999997915593 1125.25525193 0
0.0304723651867 0.999999725113 1447.75678136 0
0.0327763988173 0.913397940045 1506.67938475 0
0.0387090670628 0.999997560976 1176.15493698 0
0.0309507874885 0.643047351611 1837.00982693 1
0.0371458414028 0.999999801811 1446.93136924 0
0.0476517642012 0.999997569842 1121.13546869 0
0.0541273459387 0.999995409198 1053.62565428 0
0.0411027295533 0.999998950545 1228.6109839 0
0.049963952975 0.599059300914 1486.97397605 1
0.0477084027839 0.84897753625 1367.88777275 1
0.0572668301668 0.999999090316 1195.82900609 0
0.044722123782 0.999999324585 1266.19736725 0
0.0470728145352 0.42937308206 1787.93235598 0
0.0385869081132 0.999999109256 1245.62736736 0
0.0302332459068 0.999999697068 1454.49373795 0
0.0471573546879 0.999999282066 1251.70258116 0
0.0346645084859 0.9999870243 1349.81600362 1
0.0450612541725 0.99999879796 1190.65311176 0
0.0300972952116 0.891983291196 1412.74115304 1
0.0298044855462 0.999999392858 1500.77415497 1
0.0301180230755 0.999999599296 1370.98025452 0
0.0368842095755 0.999998562661 1403.68429781 1
0.0309525410858 0.999999696247 1524.64258171 1
0.0416279682947 0.999998951177 1226.4360686 0
0.039216483394 0.999997624392 1367.64178316 1
0.0428479995929 0.999997050862 1108.96958232 0
0.037057233393 0.99999954791 1349.51255113 0
0.0387315279848 0.999998636196 1198.39839421 0
0.0473233657816 0.252803450666 2126.53333594 0
0.0445037556807 0.999998801149 1192.77479237 0
0.043446533593 0.999999228976 1249.09811076 0
0.0351739681825 0.99999907421 1251.71894013 0
0.0517458104143 0.999997366521 1104.90798054 0
0.050965811571 0.653297980588 1457.74198447 1
0.0434086055989 0.999998416368 1176.65142464 0
0.0520507048574 0.999998995647 1198.50277046 0
0.0491118379298 0.999997682088 1126.51618329 0
0.040721132577 0.90806130474 1381.7538398 1
0.0476288208873 0.999998609605 1171.589481 0
0.03769567547 0.999998629569 1209.83027571 0
0.048615385051 0.99999894159 1199.99615242 0
0.0376761100096 0.522432946213 1694.67879275 0
0.0512451769907 0.999998288013 1146.40154639 0
0.0443288483698 0.999999023247 1215.1091235 0
0.0266076344291 0.999999712602 1549.94101064 1
0.0351437701163 0.999999541761 1346.65915492 0
0.0523652726736 0.999997777618 1126.38929019 0
0.0437911917839 0.999999585408 1344.53746053 0
0.0385715909212 0.99999955144 1360.28679629 0
0.0305468184081 0.762619527777 1588.36413135 0
0.0339688760453 0.879442084575 1597.08174236 1
0.0497568691804 0.999998363535 1172.09418585 0
0.0490255203101 0.999997915221 1139.92261608 0
0.0505742359103 0.999996716883 1101.55749867 0
0.0420684354019 0.791177129297 1407.09252775 1
0.0322102555739 0.849088566497 1625.38430744 1
0.0347754486318 0.345175007941 2179.25613373 1
0.0350775386515 0.661458897609 1554.8790416 1
0.0299233032797 0.743182262068 1703.00640663 1
0.065283423667 0.999994446933 1022.4237848 0
0.061007774943 0.99999153738 994.962441755 0
0.03390152159 0.999998182356 1406.63096271 1
0.0405864880593 0.999999209034 1265.58807429 0
0.0406651862184 0.999999252855 1257.23005831 0
0.039844979538 0.999998992667 1244.00505324 0
0.024370607199 0.999999026184 1603.06914206 2
0.0390873278189 0.99999891321 1214.28599364 0
0.0329648303099 0.999999811638 1469.03707911 0
0.0476234263136 0.999998178266 1153.01606089 0
0.0435750735495 0.73628022344 1458.06154175 1
0.0314574299942 0.999999678006 1510.15493987 1
0.0303021285841 0.999999674364 1418.37542862 0
0.0506708525139 0.410772669919 1764.28712242 0
0.0500523383851 0.999976180187 949.228052813 0
0.0548382755872 0.99999710057 1085.58374741 0
0.0459318089119 0.999986327605 1331.22600744 1
0.051326285444 0.999994179002 1062.05599458 0
0.027610796427 0.999999872751 1596.40619776 0
0.0619901618926 0.536883134526 1487.13766226 1
0.0417733342362 0.999998233421 1161.14611625 0
0.0313724474177 0.55308623705 1865.43898494 1
0.0313978099076 0.999999371727 1320.5198741 0
0.0788558957021 0.999952188761 884.415736062 0
0.0397770844041 0.85620685696 1382.88965745 1
0.0426054830305 0.714534504888 1483.32602483 1
0.0373876324344 0.85044604709 1429.8829095 1
0.0652099912957 0.999971820044 927.488699636 0
0.0448341913595 0.999997491873 1134.79256698 0
0.0364471680614 0.930666551227 1365.7294084 1
0.0546295392256 0.999998159539 1132.5310573 0
0.0549497003455 0.99999673944 1084.31779587 0
0.031806687284 0.999999650325 1386.83947853 0
0.0371651681652 0.919092581107 1498.92948794 0
0.034903862578 0.763751009662 1557.63401763 0
0.0350242429503 0.999997484333 1138.58719749 0
0.0575796621494 0.999997631502 1109.27018718 0
0.048613876813 0.999995270097 1057.45316384 0
0.0369065439321 0.999999641035 1396.05179053 0
0.0351144158195 0.820605111935 1425.03828428 1
0.0389863463734 0.999999645 1372.38154155 0
0.0476681327743 0.999997987523 1139.86118988 0
0.0338219513507 0.73014197775 1593.73341693 0
0.0392726373644 0.999996571657 1128.33147585 0
0.0423042995079 0.999997843312 1138.5512764 0
0.044218446682 0.999998171911 1164.08766147 0
0.0370951791506 0.99999954941 1355.95827655 0
0.0496506546988 0.451520445001 1644.83210402 1
0.0492337315361 0.999999021347 1226.42656273 0
0.0599733884776 0.999998272139 1134.33258259 0
0.0334423222448 0.999999574086 1370.62766277 0
0.0375732961411 0.999999333276 1287.47586101 0
0.0294577412463 0.815792862402 1503.2010571 1
0.0419025752985 0.999998524886 1194.13457873 0
0.0309446518409 0.999995264991 1492.50485843 2
0.0434772662317 0.999999344135 1268.03447805 0
0.0480685391491 0.999999238589 1243.69970079 0
0.0442159542313 0.999999324821 1268.3271723 0
0.0421962753627 0.943410561149 1341.70838011 1
0.0456485471645 0.999999269199 1244.89620525 0
0.0497341129391 0.999998939072 1201.7913184 0
0.0459975979528 0.999997500954 1131.24321056 0
0.0431036800697 0.999997474647 1140.23853379 0
0.054671998595 0.999998426803 1148.45737411 0
0.038714349504 0.943274443226 1360.99872789 1
0.0369240571452 0.999999753299 1486.55949659 1
0.0368245217652 0.936178595802 1346.00347444 1
0.0377124603768 0.999999179471 1269.88060329 0
0.0489260876257 0.99999829613 1153.46100573 0
0.0443335973488 0.99999936381 1272.67999491 0
0.0456516430214 0.999998414985 1168.7886093 0
0.0556968593468 0.999995598069 1059.16313933 0
0.02952411704 0.896756994336 1553.30640979 0
0.0464767618835 0.999999396281 1268.43376776 0
0.0435993935399 0.739048066594 1411.0089272 1
0.046689226374 0.594818176051 1571.44978322 0
0.044832760282 0.999997757466 1134.8133746 0
0.0495031482473 0.999998294414 1151.67320423 0
0.0422919366194 0.999999180055 1248.9401785 0
0.0401906768976 0.999998809453 1216.36582118 0
0.043786756998 0.999999025695 1217.29880466 0
0.0439668118579 0.999999227472 1246.89890191 0
0.0411250805632 0.811932336948 1400.0221282 1
0.0269642658202 0.997277195523 1530.58022668 0
0.0386088427895 0.999999259229 1267.14258099 0
0.0568685548652 0.9999980301 1122.57745486 0
0.0411429523783 0.999999617588 1342.83376906 0
0.0526903182196 0.999996342017 1069.99567256 0
0.0501613478532 0.999998101415 1148.84677773 0
0.0339453426479 0.835983272733 1456.86524499 1
0.0644521103155 0.99999693454 1073.77744417 0
0.052462251765 0.999998261323 1153.74267857 0
0.0363765689793 0.999999695832 1492.79327958 1
0.0323620352738 0.999998315708 1405.48695435 1
0.0488969637003 0.999998690519 1172.01838451 0
0.0515968689996 0.999996205746 1076.96391602 0
0.0334430627635 0.999998913592 1264.18121331 0
0.0338527661459 0.999999572216 1360.83354499 0
0.0427560520322 0.999997658988 1131.57535901 0
0.0408009215302 0.612712206448 1628.28894462 0
0.0567378910521 0.999996154247 1064.56613991 0
0.0358254925725 0.999999595528 1354.19519023 0
0.0413707290647 0.999998516334 1181.91207821 0
0.0487621304446 0.999998723399 1185.93311283 0
0.0359187868337 0.72908607494 1625.11105204 0
0.0521995341396 0.71422518987 1383.30514018 1
0.0337220257274 0.99999951294 1363.93242744 0
0.0428131663455 0.999999019313 1226.69696707 0
0.0532031857459 0.999996913981 1104.66880352 0
0.0380993531168 0.999999260519 1269.6900063 0
0.0382143106048 0.999999180129 1267.45334186 0
0.0297729418897 0.834690375554 1617.17667598 2
0.0540553640738 0.999997156143 1094.6023225 0
0.0331700278355 0.999999334891 1312.06688191 0
0.0367243185861 0.999999085278 1259.32183773 0
0.0357284768437 0.999990749037 1371.34695687 1
0.0460898358368 0.999996177043 1083.62959022 0
0.0405893008093 0.999999327477 1272.44528449 0
0.0467629246437 0.999997904747 1133.40509292 0
0.0476454786735 0.999999099081 1244.19175056 0
0.0420654344691 0.999998138228 1163.50902619 0
0.0401902722214 0.999999370408 1279.82690734 0
0.0362185087477 0.999999084441 1261.82708427 0
0.0378016834501 0.971045990877 1360.53401752 1
0.0357198842726 0.999999237744 1272.10474262 0
0.0473102446108 0.999998783741 1182.36963967 0
0.0306630915103 0.920526018461 1526.5516305 2
0.0513757753007 0.999998377063 1173.57476881 0
0.0730275712124 0.999996229577 1052.27196219 0
0.0456187954079 0.99999928284 1257.77200741 0
0.0530397514797 0.999998109362 1140.80851931 0
0.0372052028075 0.794405984797 1567.63329611 0
0.0583797732379 0.999991785229 1014.66380539 0
0.0502810276748 0.999998641739 1176.70824265 0
0.0339708461361 0.999999117131 1269.23223949 0
0.0392553028972 0.999998782258 1225.90834778 0
0.0401380428894 0.999999711726 1402.15647858 0
0.0357302626375 0.879631144461 1396.14951841 1
0.0270014177683 0.930218440602 1570.74666745 0
0.0417294726551 0.570443691186 1579.6217528 1
0.0369446689907 0.463710470653 1865.73659128 2
0.0387179249772 0.999999180719 1265.05246758 0
0.0355545376474 0.999999624371 1375.28212756 0
0.0499922153674 0.999999057704 1209.76694199 0
0.0455377524577 0.99999922378 1240.42848983 0
0.0436689373551 0.999999551388 1321.87374872 0
0.034674355609 0.554704171259 1682.90362572 0
0.0506985647908 0.999996727214 1087.889823 0
0.033338078409 0.999999257891 1428.38256357 1
0.0434465330379 0.999999229007 1249.09811897 0
0.0396380633871 0.809428564893 1527.5820935 0
0.033381720721 0.806933807444 1573.03207269 0
0.0522815746251 0.999993759765 1026.69465051 0
0.0359021312679 0.999999189619 1426.1655133 1
0.0476732664456 0.99999928082 1249.71575424 0
0.0263997002037 0.893523890718 1621.75114115 0
0.0394293325767 0.99999927456 1258.81358339 0
0.0440596792384 0.454788965189 1739.15070571 0
0.0577896402953 0.435994693618 1612.38184052 1
0.0320233689566 0.999998229956 1414.21839896 1
0.0512110776008 0.498284110853 1635.65194836 0
0.0382648807085 0.999999320661 1295.61077916 0
0.0529124166704 0.38759525399 1764.61203137 0
0.0403048289188 0.999999504402 1312.03886621 0
0.0436935393422 0.58590749848 1618.06095452 0
0.0400692923286 0.999996531556 1107.72710711 0
0.0411369249775 0.999999124602 1248.78073378 0
0.0371756525563 0.999999731757 1404.27291408 0
0.0245794729015 0.748330237773 1701.97146351 2
0.0388893156567 0.999999148759 1254.5379702 0
0.0474422845453 0.999999444497 1276.95747237 0
0.0489608326104 0.321302433489 2007.05552507 1
0.0556819185205 0.999998188171 1120.10905363 0
0.0448356840543 0.999999320727 1276.81866352 0
0.0320674092835 0.999999648604 1404.90165372 0
0.0458518811808 0.519051543772 1570.88213289 1
0.0405268263393 0.999998729672 1203.33432316 0
0.0298416696909 0.999998833384 1404.99214797 1
0.044194088944 0.999998500075 1171.14017768 0
0.0371784664166 0.670539129224 1675.22988801 0
0.0423464130428 0.999999304455 1267.97604283 0
0.032865972166 0.999999565851 1352.20231648 0
0.029146513536 0.999999598728 1370.38850108 0
0.0444887771067 0.999999226568 1244.72117803 0
0.0384475234982 0.999999420511 1320.64025048 0
0.050772255844 0.999997917454 1134.91294413 0
0.0386448273382 0.703439229193 1497.27715725 1
0.0416335110831 0.999998090309 1156.28694995 0
0.0300490327065 0.999999024406 1459.74287241 1
0.0287018314671 0.520601527638 1971.7595965 1
0.0470843741773 0.638591123909 1554.37961181 0
0.0590047727345 0.999997740862 1114.45008407 0
0.0443757952606 0.999998299396 1168.35296642 0
0.0602439420572 0.999994197491 1028.69950962 0
0.0383615611499 0.999999623615 1364.65967824 0
0.0338253419718 0.794742878493 1452.07628796 1
0.0425487634015 0.999998877391 1217.66082299 0
0.0430499635939 0.978652301639 1334.50186253 1
0.0424457768933 0.626896537108 1599.266747 0
0.0399245003724 0.999999051564 1228.27073973 0
0.0443971703845 0.624911267268 1600.24695763 0
0.0401687361151 0.768515705244 1434.36031723 1
0.0286679213701 0.999999696978 1438.58686967 0
0.0449179654582 0.99999813406 1153.53669849 0
0.0504380781585 0.999999265549 1243.34331688 0
0.0320871906823 0.999999692221 1404.39176593 0
0.0341401490411 0.999999583571 1461.60905019 1
0.0455116666576 0.999995727697 1071.15189186 0
0.0433791802479 0.999999289188 1250.2313726 0
0.0651389109319 0.999989399271 984.085283422 0
0.0613453043918 0.999996969021 1069.57354433 0
0.0533162147764 0.999995912241 1068.62231318 0
0.0316662029931 0.99999960223 1382.09149392 0
0.046697281042 0.83689583477 1388.13600355 1
0.0620575180132 0.999997712623 1112.16300094 0
0.0499425711897 0.99999523038 1053.88087354 0
0.0337408828655 0.99999914872 1265.98250226 0
0.0675751843371 0.999991822564 992.989529936 0
0.0371562591805 0.945953395123 1392.00002299 1
0.0421662926797 0.999998725206 1196.6927773 0
0.050294324816 0.999999095408 1222.72247999 0
0.0387154791559 0.999999257633 1279.56106658 0
0.034808533278 0.999999365263 1299.45763616 0
0.0531963628703 0.999996268476 1087.45830583 0
0.0594135357579 0.999998136977 1115.13478811 0
0.0363792573843 0.969185674706 1370.36250235 1
0.0325263177503 0.999999599131 1368.71068425 0
0.0520781473501 0.875747727893 1327.45758053 1
0.0257590215824 0.999999507988 1393.34231697 0
0.0443799108574 0.999998936784 1220.77823356 0
0.0293505292293 0.752038033401 1674.1835958 2
0.0438569580652 0.795200403536 1413.14651899 1
0.0366746355507 0.999999561468 1335.68768426 0
0.0260611654479 0.988571616527 1577.48319171 2
0.062517884758 0.999991807725 1007.24711503 0
0.0483264805951 0.999998993509 1216.12387998 0
0.0311940689945 0.849770619756 1472.26432371 1
0.0373230329975 0.999997604855 1372.62830872 1
0.0400414790214 0.86626674145 1384.40138717 1
0.0487001444727 0.999998030709 1132.01266446 0
0.0442077807694 0.546456047911 1662.6518917 0
0.0292909191346 0.999992026062 1558.46455267 0
0.055640822505 0.999995697553 1054.14438089 0
0.0398621025077 0.999999432534 1327.41563226 0
0.0343898753918 0.936240882904 1384.50470754 1
0.0517807152711 0.999998668948 1162.52668961 0
0.0367600117013 0.941918415204 1373.70285799 1
0.0386227311244 0.99999851275 1185.27154408 0
