"D" "ssb0" "ssb1" "sigmass" "se.D" "se.ssb0" "se.ssb1" "se.sigmass" "logLik" "AIC" "maxgrad"
1846.51764039 5.07737485386 0.0171197909391 8.43186318681 156.05 0.006763 0.00076319 0.36087 -2738.15 5484.3 -1.03972e-05
1564.37890176 5.08868711341 0.0183431105296 8.39185262946 138.39 0.0074612 0.00085972 0.4044 -2300.53 4609.06 -0.000355814
1526.36935432 5.10199071686 0.018962738719 8.47444410813 136.88 0.007743 0.00083041 0.40528 -2302.27 4612.54 -3.51458e-05
1652.16839675 5.08048375857 0.0164592421937 8.45949429236 138.77 0.0066766 0.00069986 0.34664 -2855.48 5718.96 -0.000385303
1686.2315129 5.08771275546 0.0176516611052 8.5496250134 143.02 0.0072425 0.00077765 0.38926 -2556.62 5121.24 -4.23557e-06
1617.34777272 5.07984338286 0.0191243789144 9.41172012696 159.22 0.0088363 0.0010424 0.48311 -2065.13 4138.26 -0.000225267
1529.82568283 5.09696225969 0.0179750243422 8.64456701058 132.28 0.0072854 0.00078174 0.38602 -2446.71 4901.42 -2.04028e-05
1664.78836228 5.10147318418 0.0184755355428 8.64072211068 140.22 0.0069677 0.00078868 0.37524 -2636.46 5280.92 -1.09926e-05
1536.33192223 5.08964726276 0.0173611982978 9.13518020415 142.52 0.0084267 0.00082933 0.41243 -2488.97 4985.94 -0.000133882
1684.2878285 5.10705849161 0.0190832701761 9.38009599045 144.91 0.0076889 0.00085762 0.41867 -2664.33 5336.66 -0.000127483
1536.38293398 5.08162896534 0.0179251416145 8.61039381484 138.83 0.0071449 0.00086381 0.39097 -2340.52 4689.04 -3.84062e-06
1627.830473 5.10063524807 0.0185217491658 8.6398860334 139.07 0.0067979 0.00080135 0.37166 -2682.68 5373.36 -1.07818e-05
1944.11041462 5.07593778699 0.0173822395953 8.31365633481 160.16 0.0064404 0.0007477 0.35009 -2843.27 5694.54 -0.000413393
1590.7564054 5.09685425194 0.0181771508832 9.0519635172 137.97 0.0071026 0.00080202 0.38826 -2720.49 5448.98 -9.7808e-05
1715.86659788 5.09411890541 0.0187307675561 9.22199896605 151.13 0.0079142 0.00083179 0.41987 -2548.01 5104.02 -2.80518e-05
1508.9289586 5.09039694487 0.0172244205134 9.17907632899 136.47 0.0073541 0.00081729 0.39856 -2624.6 5257.2 -3.93392e-06
1852.09447844 5.09002528673 0.0180411664229 9.4121185694 150.98 0.006801 0.00075693 0.37153 -3102.48 6212.96 -5.25299e-06
1653.29370864 5.07891434391 0.0176175781511 8.77327064636 146.66 0.0069254 0.00083668 0.38034 -2576.07 5160.14 -6.26806e-05
1729.44932947 5.08439196179 0.0184410732547 8.58148460773 154.39 0.0073377 0.00085913 0.39891 -2402.41 4812.82 -7.10469e-06
1649.77886517 5.08389401883 0.0162769754073 8.28950964017 139.95 0.0067244 0.00071471 0.34946 -2726.47 5460.94 -2.0341e-05
1762.90057519 5.08972757197 0.0185311938198 8.6758078849 150.25 0.0073046 0.00081549 0.39875 -2549.52 5107.04 -5.32422e-05
1716.75864174 5.09943994386 0.0187073236109 9.21264756131 148.72 0.0078548 0.00087376 0.41783 -2599.1 5206.2 -0.000647284
1641.68597275 5.09072106804 0.0176386624429 8.79648337947 147.18 0.008324 0.00082587 0.42106 -2395.85 4799.7 -2.71933e-05
1514.18157356 5.09211582231 0.0182174281147 9.66260664641 140.53 0.0080351 0.00090146 0.4574 -2389.37 4786.74 -1.35701e-05
1618.25285379 5.08647569013 0.0166266749349 8.8305320798 142.18 0.0065901 0.00076543 0.35599 -2929.58 5867.16 -3.80407e-05
1835.85093507 5.08304781063 0.0169844874956 8.54504090704 146.69 0.0059474 0.00070573 0.31879 -3187.33 6382.66 -5.96675e-06
1461.30286518 5.08738875866 0.0174577436516 8.55537310427 133.06 0.0070113 0.00078732 0.382 -2454.24 4916.48 -8.71784e-05
1718.16219755 5.0829797669 0.017747501987 8.85074776292 147.9 0.0069713 0.0008208 0.37951 -2645.83 5299.66 -6.46106e-05
1788.15502777 5.08348734514 0.0182187716982 9.4338245553 158.59 0.0075469 0.00089955 0.42899 -2566.18 5140.36 -9.80349e-05
1778.42040402 5.08163798827 0.0172787324798 8.40486024836 149.44 0.0065578 0.00077401 0.35729 -2763.58 5535.16 -1.03938e-05
1787.69116379 5.08626422508 0.0181311259397 9.18397236386 152.79 0.0069101 0.00083307 0.38341 -2784.01 5576.02 -3.55204e-05
1806.71907205 5.08792337326 0.0178005848038 8.68228238536 151.18 0.0067976 0.00075916 0.35709 -2833.07 5674.14 -1.97837e-05
1705.68277639 5.08011747097 0.017037577638 8.29528000378 145.6 0.0068162 0.00074126 0.3596 -2621.86 5251.72 -0.000159097
1605.23159309 5.09657816843 0.0176711853732 9.08450798061 135.28 0.0067104 0.00074933 0.3697 -2932.7 5873.4 -0.000144626
1639.43756889 5.09569410416 0.018711949867 8.97903643811 143.7 0.0072901 0.00083929 0.39994 -2531.98 5071.96 -9.3702e-06
1291.44799154 5.09095391045 0.0163507322731 9.00418641434 124.97 0.0079159 0.00079293 0.39168 -2471.57 4951.14 -1.54401e-05
1616.33136643 5.0690045532 0.0153887622291 8.40215583666 140.76 0.0068204 0.00070721 0.35783 -2758.37 5524.74 -0.000311794
1623.30075151 5.08857907965 0.0176292840264 8.92402315524 142.09 0.0071707 0.00080993 0.38947 -2633.98 5275.96 -1.21257e-05
1633.94021335 5.08732553004 0.0175986757422 8.26846433231 140.13 0.0068762 0.0007892 0.37583 -2472.95 4953.9 -1.1896e-05
1747.67893876 5.09466539039 0.0185224805628 8.38787567151 147.99 0.0066608 0.00080962 0.3569 -2670.44 5348.88 -3.03558e-05
1717.81568748 5.07956824708 0.0184367037251 9.57331628345 157.45 0.0079966 0.00091131 0.43192 -2469.61 4947.22 -5.73977e-05
1682.17146115 5.08589195648 0.0173709962852 9.22428139585 147.62 0.007242 0.00081507 0.3887 -2785.97 5579.94 -9.64632e-05
1809.7703578 5.09044428182 0.0184281092336 8.90550704466 153.35 0.0073212 0.00080879 0.37771 -2728.8 5465.6 -3.27036e-06
1531.12993947 5.0816770294 0.0168233248878 8.77282951667 137.63 0.0070874 0.0007901 0.3883 -2537.06 5082.12 -3.27828e-06
1610.8604122 5.07544290501 0.0164928100711 8.73246525928 142.71 0.0067635 0.00076817 0.36849 -2728.96 5465.92 -1.98501e-05
1691.55264988 5.08635380344 0.0179254553513 8.70811079988 146.6 0.0071497 0.00078475 0.37358 -2614.26 5236.52 -2.32166e-05
1530.99172199 5.0952906669 0.0180909464911 9.38218874256 139.31 0.0084165 0.00086267 0.44365 -2397.52 4803.04 -1.82169e-05
1557.04075628 5.09195334925 0.017897355835 8.4646665186 137.98 0.007227 0.00079056 0.3778 -2496.79 5001.58 -1.78413e-05
1695.92579303 5.08210893649 0.0182567774846 8.29437218239 147.02 0.0070905 0.00084241 0.40022 -2305.18 4618.36 -0.000553747
1813.72111457 5.09497811707 0.0185939794264 8.41325546721 147.83 0.006435 0.000773 0.359 -2739.13 5486.26 -1.40368e-05
1566.24683666 5.08017986994 0.0165393339136 9.1713759333 143.52 0.0077584 0.00080181 0.39234 -2678.28 5364.56 -8.67394e-05
1756.82039925 5.09542897948 0.0187909718763 9.10663887776 147.87 0.0069967 0.00082812 0.3938 -2675.44 5358.88 -1.29134e-05
1717.23792341 5.08548444261 0.0172036418571 9.20448394002 148.93 0.0070867 0.00080255 0.38193 -2851.32 5710.64 -1.41077e-05
1513.49870567 5.08777215205 0.0177553495085 9.0141533955 138.02 0.0074352 0.00087255 0.40692 -2436.7 4881.4 -0.000172699
1388.35765216 5.08757238044 0.0184525347223 8.80414954137 137.14 0.0083574 0.00097971 0.44815 -1960.52 3929.04 -0.000109639
1924.72468564 5.10519654988 0.0207884359722 8.96444573673 155.67 0.0074509 0.00089071 0.41024 -2549.82 5107.64 -6.68517e-05
1545.63917711 5.07790205788 0.0166509954587 8.67871347128 141.38 0.0075187 0.00076774 0.3763 -2554.09 5116.18 -6.47368e-06
2020.4457439 5.07707089032 0.0179173534636 8.63122185357 166.76 0.0070017 0.00079719 0.38212 -2743.7 5495.4 -4.70803e-05
1815.14400269 5.08855041007 0.0173609426775 8.81490975724 150.26 0.006364 0.00076032 0.35825 -3001.11 6010.22 -7.16384e-05
1807.74533043 5.08936372611 0.0178004854033 8.33810508627 147.8 0.0067883 0.00073558 0.34816 -2811.35 5630.7 -3.09575e-05
1528.42996103 5.09746667848 0.0182914715523 9.07409012549 135.64 0.007304 0.00084848 0.39951 -2527.77 5063.54 -0.000599554
1550.40286678 5.0921974954 0.0174269363565 8.80323492813 138.84 0.0076877 0.00081677 0.38836 -2532.95 5073.9 -5.2409e-05
1880.77306387 5.07877220193 0.0178341804212 9.33704697952 161.6 0.0078289 0.00082718 0.40843 -2748.58 5505.16 -1.4572e-05
1457.10866116 5.08558976539 0.0165849885321 9.34688458978 134.38 0.007591 0.00080238 0.40348 -2608.59 5225.18 -6.64589e-05
1548.8473059 5.08913206411 0.018189217909 10.016953218 149.69 0.0086619 0.00096149 0.48261 -2349.66 4707.32 -0.000219188
1865.50714531 5.07938435495 0.0181917717468 8.63886235877 157.12 0.007125 0.00081773 0.38744 -2558.38 5124.76 -0.00144435
1808.0676791 5.07488386951 0.0178188210113 8.97365326676 154.48 0.0070016 0.00085153 0.39612 -2605.62 5219.24 -3.57397e-05
1969.46530059 5.08844821102 0.0189022024073 8.9297129262 159.77 0.0068035 0.00082288 0.38283 -2830.56 5669.12 -7.53523e-05
1608.25439838 5.08425668944 0.0167807231045 9.13459319487 143.17 0.0075236 0.00080462 0.38933 -2708.89 5425.78 -3.66938e-06
1735.3509554 5.09798958134 0.0184159515413 8.69054835788 146.66 0.0075881 0.00080232 0.39018 -2581.39 5170.78 -0.000284506
1565.71066217 5.08982396053 0.0169775486196 9.07256019878 137.91 0.0072656 0.0007927 0.38787 -2714.25 5436.5 -7.58856e-05
1607.1281711 5.08667257713 0.0174494647346 8.58783779963 143.08 0.0079357 0.00077078 0.39458 -2472.59 4953.18 -0.000758191
1809.44450734 5.08178402397 0.018121358288 9.05110200765 161.02 0.007845 0.00085437 0.4212 -2554.89 5117.78 -1.60635e-05
1599.40836066 5.08617914891 0.0172939268453 8.77631037428 139.29 0.0071773 0.0007637 0.37534 -2661.54 5331.08 -9.22855e-07
1837.93805527 5.09348245935 0.0186823373799 8.7065627003 149.98 0.0068198 0.00078081 0.3731 -2756.43 5520.86 -0.000190239
1584.81129436 5.09179418563 0.0173217376832 8.61312011038 141.35 0.0069909 0.00078154 0.37556 -2652.77 5313.54 -8.46094e-06
1539.63014761 5.09486722771 0.0172202251362 8.92762688878 135.33 0.0071112 0.0007814 0.37345 -2761.92 5531.84 -1.6835e-05
1745.43721473 5.0899764052 0.0182433168895 8.50316232752 152.09 0.0070633 0.00082469 0.38607 -2575.46 5158.92 -7.41549e-05
1493.57541824 5.08570349317 0.0177561274673 8.6439138487 138.9 0.0081379 0.00087831 0.42985 -2184.75 4377.5 -0.000467644
1498.29906275 5.0813789157 0.0167667947339 8.3026900409 133.28 0.0073121 0.00077673 0.38619 -2343.23 4694.46 -3.93699e-06
1678.2430869 5.09684774731 0.018049891888 8.71392273376 144.56 0.0074566 0.00080657 0.39057 -2596.09 5200.18 -4.17965e-05
1484.58814284 5.08971401985 0.0167545627937 9.04604830614 131.23 0.0071695 0.0007636 0.37894 -2729.02 5466.04 -3.78289e-05
1391.66803378 5.07905875014 0.016363605491 8.9486343129 134.05 0.0076411 0.00085779 0.40741 -2327.34 4662.68 -6.98609e-06
1668.77117859 5.08705549385 0.0174350304342 9.09254456503 146.69 0.0071741 0.00080634 0.38626 -2742.65 5493.3 -0.000213682
1804.62621337 5.0927093367 0.018613123229 9.28986714273 153.95 0.0073384 0.00081634 0.40288 -2745.63 5499.26 -1.44782e-05
1612.83898266 5.0966945808 0.0172678793231 9.50736970743 139.35 0.0069911 0.00079456 0.39076 -2951.79 5911.58 -0.00181479
1500.6548125 5.09525705883 0.0175194994126 9.20869137726 135.22 0.0079209 0.00082432 0.41771 -2503.24 5014.48 -9.37638e-05
1613.42970404 5.0955733596 0.0180276969333 9.33865912481 142.31 0.0073401 0.00083421 0.39573 -2714.21 5436.42 -1.18323e-05
1727.85867541 5.08764287282 0.0177264724886 8.64743598461 148.02 0.0072009 0.00079729 0.38211 -2633.94 5275.88 -0.000181638
1603.37133779 5.08716402572 0.0172755943689 9.30378542783 142.98 0.0071948 0.00080525 0.38773 -2771.64 5551.28 -3.54596e-05
1603.1102468 5.07625649656 0.0162762793149 9.62238422133 151.01 0.0081424 0.00086204 0.4331 -2604.24 5216.48 -0.000109437
1860.86977314 5.09170695691 0.0187024678459 8.90320222555 155.09 0.0072617 0.00080449 0.39421 -2700.14 5408.28 -5.98975e-06
1618.29944441 5.09395567667 0.0179038096708 8.85699285367 139.76 0.0076582 0.00079122 0.38744 -2628.43 5264.86 -4.08253e-05
1919.975987 5.08767539307 0.0185484884402 8.63375983308 154.72 0.0063925 0.00079052 0.36202 -2851.74 5711.48 -9.79573e-06
1849.91658135 5.09652336845 0.0184218092605 8.94839781105 151.63 0.0068423 0.00078294 0.37724 -2851.23 5710.46 -2.45737e-05
1580.06586185 5.08715058302 0.0175457483115 8.47059418517 138.89 0.0073557 0.00080964 0.3884 -2412.45 4832.9 -9.53947e-05
1697.88497939 5.09892889983 0.0191932968275 9.22481593608 148.29 0.0076888 0.00092107 0.42007 -2538.94 5085.88 -0.000354125
1541.7321139 5.0880255665 0.0169583895943 9.01944094963 139.28 0.007582 0.00078502 0.39736 -2609.68 5227.36 -2.21447e-05
1825.21729112 5.08309803317 0.0178449660547 8.67883064003 151.87 0.0063218 0.00077084 0.36628 -2776.19 5560.38 -0.000419909
1540.30797936 5.09516393863 0.0185415957146 8.98226374739 135.11 0.0075027 0.00085371 0.41498 -2405.82 4819.64 -0.000122494
