"D" "g0" "sigma" "se.D" "se.g0" "se.sigma" "logLik" "AIC" "maxgrad"
1470.49916703 0.999999990414 9.02426171668 180.53 9.5868e-06 0.55814 -798.162 1602.324 -0.00293064
1293.70026765 0.999999991125 9.55832843132 169.32 8.8746e-06 0.63462 -769.732 1545.464 -3.86871e-05
1170.11664257 0.99999998979 10.4950419112 167.85 1.021e-05 0.78482 -805.016 1616.032 -3.89959e-05
1409.58786214 0.999999990069 9.40278476975 177.94 9.9305e-06 0.60245 -812.716 1631.432 -1.41296e-05
1510.37446092 0.999999988513 9.39267058646 185.16 1.1487e-05 0.58551 -889.339 1784.678 -6.69718e-05
1271.08912562 0.99999999153 9.22862785016 163.36 8.4701e-06 0.5924 -728.24 1462.48 -0.000697643
1363.31547521 0.999999991763 9.8114872536 173.92 8.2372e-06 0.63743 -865.257 1736.514 -7.67932e-06
1440.01780553 0.999999990591 9.23557388477 175.16 9.4033e-06 0.5629 -833.913 1673.826 -6.08611e-05
1522.79172033 0.999999993153 9.36959467793 179.41 6.8465e-06 0.55337 -865.563 1737.126 -1.61926e-05
1267.25976956 0.999999991791 10.1419156724 168.57 8.2101e-06 0.69181 -840.25 1686.5 -0.000223676
1275.30967219 0.999999991822 10.0534704728 169.94 8.1779e-06 0.68708 -841.326 1688.652 -1.09748e-05
1560.34815567 0.999999990325 8.93985373663 187.66 9.6755e-06 0.54317 -821.434 1648.868 -5.88136e-05
1279.05819071 0.999999989041 9.57037646169 170.34 1.0959e-05 0.64943 -781.32 1568.64 -1.38415e-05
1363.51916115 0.9999999915 9.5902435112 174.07 8.5079e-06 0.6217 -811.27 1628.54 -6.52752e-05
1506.20924828 0.999999992183 9.13140078764 179.57 7.8168e-06 0.54521 -826.67 1659.34 -1.06012e-05
1529.9714036 0.999999991973 8.92942477523 178.28 8.0313e-06 0.51592 -817.75 1641.5 -0.00176472
1504.27158059 0.99999999191 9.5735942805 180.92 8.0949e-06 0.58228 -915.591 1837.182 -5.14519e-05
1611.50668003 0.99999998857 8.35064659498 193.76 1.143e-05 0.5072 -740.214 1486.428 -0.000586352
1403.96661984 0.999999991391 9.8085082422 178.15 8.6093e-06 0.63583 -884.321 1774.642 -6.3996e-05
1439.0673999 0.999999991068 9.33559682524 176.11 8.9325e-06 0.5747 -827.223 1660.446 -1.98978e-05
1510.28113661 0.999999992284 8.99926329959 175.86 7.716e-06 0.51847 -826.371 1658.742 -1.87783e-05
1613.10340944 0.999999988335 8.12993864533 188.54 1.1665e-05 0.47169 -731.843 1469.686 -1.42351e-07
1337.49742201 0.999999993182 10.2132997228 171.07 6.8181e-06 0.66811 -898.224 1802.448 -6.44705e-05
1145.3170792 0.999999990466 10.2151245903 164.86 9.5296e-06 0.76143 -770.33 1546.66 -0.00019385
1228.36786849 0.999999990938 10.0158514059 167.02 9.0616e-06 0.69834 -794.354 1594.708 -0.00015521
1237.65953963 0.999999990959 9.65083074785 163.82 9.0414e-06 0.64629 -766.823 1539.646 -7.49167e-05
1326.75688998 0.999999992523 9.99471982027 168.87 7.4774e-06 0.64615 -856.524 1719.048 -0.00248703
1203.55465573 0.999999992781 10.0564237968 159.45 7.2186e-06 0.67544 -796.133 1598.266 -0.000131105
1301.06254724 0.999999989575 9.47393535182 172.54 1.0425e-05 0.64039 -779.422 1564.844 -9.6286e-06
1414.58960849 0.999999992014 9.0120992154 170.19 7.9912e-06 0.53657 -768.433 1542.866 -8.37369e-05
1669.55673276 0.999999989198 8.37848024727 192.95 1.0802e-05 0.48417 -802.205 1610.41 -0.000469793
1432.28692063 0.99999999102 9.28954358642 176.28 8.9802e-06 0.57549 -818.943 1643.886 -2.58365e-05
1468.98900875 0.999999992852 9.86705872789 176.55 7.1477e-06 0.59969 -948.292 1902.584 -1.31457e-05
1347.1532903 0.999999989597 9.38207378711 174.89 1.0404e-05 0.61928 -779.708 1565.416 -0.00424118
1360.58107201 0.999999992398 10.0634908904 172.45 7.604e-06 0.65053 -892.402 1790.804 -0.000212594
1288.38625419 0.999999991863 10.018479175 169.83 8.137e-06 0.67564 -833.72 1673.44 -6.59636e-06
1166.52043607 0.999999989964 10.0222001064 162.47 1.0037e-05 0.71546 -767.216 1540.432 -0.00073036
1336.99365032 0.999999989741 9.24370147942 167.65 1.0257e-05 0.57923 -765.627 1537.254 -0.000620163
1516.13578752 0.999999986786 9.32592563005 195.62 1.3214e-05 0.62283 -862.993 1731.986 -3.74942e-05
1026.9111259 0.999999985671 10.3770021034 162.4 1.4329e-05 0.86103 -714.672 1435.344 -0.00017939
1308.73858727 0.999999991503 9.72444149973 170.56 8.4968e-06 0.64477 -822.649 1651.298 -0.000715874
1264.45206978 0.999999991344 9.87230219059 167.71 8.6557e-06 0.6677 -815.946 1637.892 -8.33568e-08
1328.68905165 0.999999991667 9.45942961654 168.43 8.3332e-06 0.60317 -774.585 1555.17 -1.56978e-05
1420.49085249 0.999999991291 9.57575457493 176.17 8.7054e-06 0.60104 -862.097 1730.194 -0.00103225
1471.49266427 0.999999993174 9.04475830595 172.14 6.8255e-06 0.52185 -802.674 1611.348 -7.10579e-05
1393.04211954 0.999999990409 9.51788462433 176.01 9.588e-06 0.61013 -830.638 1667.276 -0.00124383
1451.414771 0.999999989466 9.24026676824 183.7 1.0534e-05 0.59629 -811.511 1629.022 -0.000214088
1390.74669438 0.999999991417 9.45381998546 177.16 8.5836e-06 0.61213 -803.43 1612.86 -0.000242057
1659.75787682 0.999999989735 8.56732356415 190.73 1.0263e-05 0.49162 -835.821 1677.642 -0.000493767
1241.26797398 0.999999992941 9.74190662236 160.2 7.0593e-06 0.63136 -772.166 1550.332 -5.10583e-05
1279.54638963 0.999999991369 9.40864396746 167.27 8.6312e-06 0.62113 -755.085 1516.17 -1.61431e-06
1629.90850939 0.999999989713 8.75247817457 192.85 1.0287e-05 0.5232 -834.871 1675.742 -0.000130363
1598.96521788 0.999999990358 8.46172456125 187.8 9.6418e-06 0.49625 -768.386 1542.772 -2.97152e-06
1484.9569619 0.999999989976 9.20936950308 181.4 1.0023e-05 0.5681 -837.243 1680.486 -1.43474e-06
1173.23963489 0.999999992866 10.0713647303 154.04 7.1335e-06 0.66537 -780.115 1566.23 -4.5467e-05
1322.74592314 0.999999990854 9.73906959448 175.76 9.1455e-06 0.66407 -833.687 1673.374 -1.82071e-05
1427.38807376 0.999999990975 9.18662539039 178.24 9.025e-06 0.57961 -792.078 1590.156 -1.1144e-05
1210.27717513 0.999999991813 10.1835089147 162.92 8.187e-06 0.70099 -825.396 1656.792 -2.04499e-05
1550.65846533 0.999999991304 9.40238118901 185.67 8.6959e-06 0.57029 -905.859 1817.718 -0.000357314
1042.54926268 0.999999990272 10.3765410131 153.63 9.7277e-06 0.78849 -741.89 1489.78 -4.04957e-05
1209.50674559 0.999999992956 10.1607841583 156.53 7.0467e-06 0.66305 -831.272 1668.544 -0.00020983
1432.74363854 0.999999989982 9.36012875825 180.88 1.0019e-05 0.60129 -821.953 1649.906 -0.00124499
1685.31264725 0.999999991883 8.81688399184 191.03 8.1173e-06 0.49946 -860.855 1727.71 -4.56023e-05
1276.2199102 0.999999993163 10.0492466869 164.24 6.8368e-06 0.65565 -839.638 1685.276 -9.37294e-06
1192.32702169 0.999999991022 10.1929721254 165.43 8.9793e-06 0.72847 -792.977 1591.954 -0.00118106
1494.3046859 0.999999991281 8.96154193847 180.25 8.7186e-06 0.54188 -799.61 1605.22 -3.51239e-05
1404.35249022 0.999999992416 9.64083745473 173.81 7.5848e-06 0.60268 -866.587 1739.174 -0.000488665
1421.36497743 0.99999999019 9.2344297721 179.36 9.8098e-06 0.59106 -789.88 1585.76 -7.23905e-05
1139.44544766 0.999999992017 10.2740255053 154.84 7.9834e-06 0.71029 -784.38 1574.76 -0.000286666
1501.75291865 0.999999992946 9.65030708867 180.01 7.0543e-06 0.5847 -933.773 1873.546 -4.23777e-07
972.979056703 0.999999991193 11.1800810069 150.92 8.8035e-06 0.91478 -787.047 1580.094 -5.79434e-05
1402.86674542 0.999999991744 9.2326469346 174.33 8.2562e-06 0.57687 -781.247 1568.494 -0.000717248
1589.24628463 0.999999991102 8.49326086742 181.78 8.8974e-06 0.47801 -780.815 1567.63 -4.83583e-06
1452.39495813 0.999999993662 9.56719939352 171.55 6.3396e-06 0.56342 -896.384 1798.768 -0.000430899
1282.70724334 0.999999990808 10.3197004594 170.88 9.1925e-06 0.7088 -884.393 1774.786 -1.4687e-05
1265.11533405 0.999999993548 10.5278762316 166.89 6.4536e-06 0.71533 -905.596 1817.192 -0.00389886
1396.13003171 0.999999991644 9.05805921853 171.85 8.3536e-06 0.55632 -766.976 1539.952 -0.00205072
1435.04007675 0.999999992998 9.63563063832 172.53 7.0022e-06 0.58102 -887.234 1780.468 -2.71633e-05
1490.55021353 0.999999991745 9.3517979622 177.62 8.2581e-06 0.55865 -879.929 1765.858 -2.32185e-05
1425.15897492 0.9999999905 9.31722902206 179.87 9.5001e-06 0.5974 -836.614 1679.228 -5.9541e-05
1672.75766306 0.999999992292 8.96432437925 186.79 7.7079e-06 0.49711 -911.884 1829.768 -8.92062e-05
1464.88707622 0.999999988568 8.72482666924 181.62 1.143e-05 0.54475 -760.378 1526.756 -7.67809e-05
1634.25809364 0.999999990118 8.55737749645 188.45 9.8818e-06 0.49162 -807.999 1621.998 -7.96564e-05
1120.47801032 0.999999992458 10.4040365865 158.9 7.5423e-06 0.7607 -793.418 1592.836 -5.14871e-05
1637.27103571 0.999999987589 8.2226050399 197.2 1.2411e-05 0.50182 -730.187 1466.374 -0.000492269
1554.32892332 0.999999988529 8.56100688881 190.75 1.1471e-05 0.53263 -762.862 1531.724 -1.28409e-05
1679.79227624 0.999999991963 8.89891896065 192.25 8.036e-06 0.51143 -888.859 1783.718 -1.32207e-05
1136.89169366 0.999999992877 10.6194016018 155.25 7.1236e-06 0.74415 -838.902 1683.804 -1.49736e-05
1585.16869281 0.999999991499 9.16981426448 185.73 8.5038e-06 0.54023 -893.412 1792.824 -3.26284e-05
1387.36042212 0.999999989623 8.78194067534 170.13 1.0387e-05 0.53318 -735.227 1476.454 -6.92238e-05
1393.75686577 0.999999991064 9.3431413578 173.91 8.9357e-06 0.5873 -805.158 1616.316 -0.000789713
1585.826119 0.999999989521 8.96649491012 193.98 1.0477e-05 0.55987 -835.69 1677.38 -5.50504e-05
1507.03205481 0.999999990469 9.10502343813 182.1 9.5304e-06 0.554 -839.836 1685.672 -0.000405093
1518.73029396 0.999999993125 9.24789584017 176.97 6.8752e-06 0.53631 -856.24 1718.48 -7.60802e-05
1377.34419604 0.999999991963 9.70393035566 176.35 8.0372e-06 0.63365 -846.21 1698.42 -1.44432e-06
1439.88282835 0.999999988989 9.23609124773 180.92 1.1011e-05 0.58916 -830.496 1666.992 -3.54556e-05
1642.14609661 0.999999987137 8.32488222034 194.51 1.2864e-05 0.49665 -776.792 1559.584 -1.46333e-05
1381.53889027 0.999999992009 9.1915688251 172.71 7.9907e-06 0.57703 -773.017 1552.034 -3.18105e-05
1377.34859391 0.999999988877 9.3593776064 180 1.1123e-05 0.62575 -778.004 1562.008 -7.75285e-05
1321.78217136 0.999999990885 9.54014222104 171.61 9.1146e-06 0.62885 -776.094 1558.188 -2.07494e-05
1318.46499174 0.999999989983 9.9079658337 180.01 1.0017e-05 0.70116 -811.918 1629.836 -5.61441e-05
1423.67124125 0.999999990133 9.44371218226 183.57 9.8668e-06 0.62417 -826.932 1659.864 -7.3352e-05
1628.99279023 0.9999999884 8.4126809791 188.82 1.16e-05 0.48555 -773.75 1553.5 -6.30598e-06
1330.34875734 0.999999991308 9.50361742853 170.94 8.692e-06 0.618 -788.117 1582.234 -6.10515e-05
1245.21588027 0.999999992635 9.90943398955 161.83 7.3654e-06 0.65064 -807.756 1621.512 -9.69609e-06
1317.68406691 0.999999992012 9.78635398933 166.53 7.9876e-06 0.62363 -846.63 1699.26 -5.29584e-05
1843.25189967 0.999999990084 8.32862207193 205.13 9.9164e-06 0.46582 -858.976 1723.952 -1.92447e-05
1602.6699669 0.99999999027 8.72834973124 186.81 9.7307e-06 0.50847 -823.845 1653.69 -0.00027352
1118.74123905 0.999999989181 10.3287172486 162.75 1.0819e-05 0.77927 -767.629 1541.258 -2.39502e-05
1307.05369276 0.999999990985 9.39570569733 166.5 9.0115e-06 0.60063 -774.187 1554.374 -3.55078e-05
1333.73136576 0.99999999266 10.4677479732 173 7.3406e-06 0.70049 -952.04 1910.08 -0.000276534
1309.63250511 0.999999990207 10.1944519944 177.14 9.7921e-06 0.7148 -912.936 1831.872 -0.00271835
1307.18794417 0.999999990589 9.57739197541 170.63 9.4104e-06 0.63495 -799.936 1605.872 -6.41832e-06
1350.07731918 0.999999991047 10.2520974044 175.87 8.9533e-06 0.68838 -914.618 1835.236 -0.000136428
1359.3623252 0.999999991793 9.3317797058 169.25 8.2071e-06 0.58171 -790.299 1586.598 -3.51869e-05
1525.89650509 0.999999993392 9.49281683399 179.95 6.6082e-06 0.5627 -913.521 1833.042 -2.78033e-06
1691.14868863 0.999999988402 8.22164135996 196.76 1.1598e-05 0.48034 -762.577 1531.154 -3.01288e-05
1511.58151372 0.999999992462 9.50121804198 178.97 7.5445e-06 0.56534 -917.574 1841.148 -5.8876e-05
1265.87686736 0.999999990924 9.76127105228 168.86 9.075e-06 0.66435 -786.159 1578.318 -0.000308152
1121.55805436 0.999999990702 10.3134682656 159.34 9.2981e-06 0.75469 -789.36 1584.72 -6.73909e-05
1472.07044115 0.999999992648 9.51416008485 178.97 7.3521e-06 0.58444 -892.291 1790.582 -3.55243e-05
1482.00745029 0.999999990915 9.22031986242 178.1 9.0846e-06 0.55565 -839.51 1685.02 -4.54242e-06
1391.27744919 0.999999992249 9.1277428422 172.03 7.7511e-06 0.56441 -763.167 1532.334 -1.03982e-05
1849.24818174 0.999999990604 8.57766591773 206.08 9.3957e-06 0.48264 -919.509 1845.018 -7.04873e-06
1139.278898 0.999999990766 10.1060682629 155.48 9.2347e-06 0.7004 -781.937 1569.874 -1.093e-05
1144.88033922 0.999999989849 10.1333110163 158.7 1.0151e-05 0.71797 -754.427 1514.854 -7.66179e-06
1525.17609321 0.999999993537 8.87553475017 174.92 6.4631e-06 0.49992 -808.991 1623.982 -1.0625e-06
1189.15481181 0.999999992775 10.2358469967 159.69 7.2249e-06 0.70099 -815.54 1637.08 -1.49327e-06
1326.44663136 0.999999992788 9.82303367989 166.74 7.2121e-06 0.62255 -859.488 1724.976 -2.44447e-05
1186.29593016 0.999999992288 10.304031264 157.94 7.7045e-06 0.6983 -819.327 1644.654 -9.51113e-05
1488.90295764 0.999999991368 8.81165778538 176.72 8.6318e-06 0.51874 -795.527 1597.054 -2.54925e-05
1285.79584832 0.99999999165 9.7234535138 165.65 8.3501e-06 0.63262 -795.177 1596.354 -0.000126536
1382.12807462 0.999999991345 9.46416731218 172.08 8.6443e-06 0.59315 -844.381 1694.762 -8.02357e-05
1491.98644118 0.999999989904 9.15989949531 185.45 1.0096e-05 0.57905 -829.207 1664.414 -4.98649e-06
1378.65820932 0.999999992733 10.149903897 173.45 7.2674e-06 0.65203 -928.859 1863.718 -2.06648e-05
1238.69046389 0.99999999207 9.56452651456 159.87 7.9299e-06 0.61769 -748.722 1503.444 -0.00137074
1308.99929945 0.999999989105 9.41359729137 172.95 1.088e-05 0.63334 -758.604 1523.208 -8.73175e-05
1194.15236845 0.999999991087 10.5546385977 166.16 8.9133e-06 0.76222 -832.29 1670.58 -0.000799137
1318.66939715 0.999999990504 9.50207625843 167.84 9.4962e-06 0.60878 -806.577 1619.154 -0.000147226
1630.46308323 0.999999992959 9.12484221773 184.02 7.0413e-06 0.51231 -888.696 1783.392 -2.29691e-06
1620.3497032 0.999999993369 9.0060970327 183.5 6.6312e-06 0.50641 -889.526 1785.052 -4.62787e-07
1549.69988501 0.999999992558 9.18223285352 179.98 7.4421e-06 0.53175 -865.605 1737.21 -0.00117648
1580.66777846 0.999999993299 9.33934809857 181.47 6.7026e-06 0.53559 -917.673 1841.346 -3.52632e-05
1826.75960205 0.999999990121 8.31187133074 205.05 9.88e-06 0.46972 -856.721 1719.442 -0.000405146
1630.76713618 0.999999989781 8.24276421515 187.91 1.0213e-05 0.47023 -765.254 1536.508 -3.89433e-05
1337.38206086 0.999999991567 9.67585176914 169.06 8.4358e-06 0.61738 -827.501 1661.002 -4.68356e-05
1346.85271707 0.999999989668 9.63549365402 175.53 1.0333e-05 0.64135 -833.236 1672.472 -2.39474e-05
1285.78421165 0.999999993379 10.2556592941 164.95 6.621e-06 0.66975 -884.839 1775.678 -2.89356e-06
1249.13314516 0.999999992628 9.89108498247 163.92 7.3724e-06 0.65824 -802.15 1610.3 -1.5684e-05
1456.1029108 0.999999992282 9.75990539935 177.18 7.7186e-06 0.60122 -934.322 1874.644 -7.73128e-05
1275.66748539 0.999999992169 10.3033814787 170.61 7.8312e-06 0.71048 -880.331 1766.662 -1.1555e-05
1705.10964582 0.999999991572 8.55990141038 194.8 8.4235e-06 0.49006 -833.219 1672.438 -3.79867e-05
1398.47697411 0.999999991277 9.78392976816 177.19 8.7226e-06 0.6323 -892.383 1790.766 -9.23955e-05
1254.29630267 0.99999999116 10.20344368 168.82 8.8399e-06 0.70644 -844.34 1694.68 -2.30152e-06
1531.15780684 0.999999990695 9.01868226358 183.06 9.3061e-06 0.54172 -838.435 1682.87 -1.0447e-05
1386.06297318 0.999999991465 9.17361212764 173.26 8.5352e-06 0.57606 -778.992 1563.984 -6.77865e-06
1433.56449366 0.999999992093 10.0101415035 178.7 7.907e-06 0.63781 -917.887 1841.774 -4.14372e-06
1583.48474189 0.999999991509 9.24183696033 186.72 8.4801e-06 0.54982 -894.444 1794.888 -8.8323e-05
1359.40122176 0.999999989507 8.94342431824 172.74 1.0491e-05 0.57071 -745.399 1496.798 -1.17431e-05
1432.69897744 0.99999998985 8.66412384664 175.42 1.0149e-05 0.52792 -741.835 1489.67 -8.19032e-06
1296.85974536 0.999999992485 10.2040723925 168.39 7.5154e-06 0.67741 -898.758 1803.516 -0.00535861
1421.70184364 0.999999989462 9.42744585292 179.07 1.0538e-05 0.60335 -837.729 1681.458 -4.12338e-06
1559.36994425 0.999999985254 8.02636842233 190.91 1.4746e-05 0.49461 -687.067 1380.134 -1.57256e-05
1353.0071646 0.999999992058 9.30683913745 167.3 7.9418e-06 0.57368 -772.945 1551.89 -8.74578e-08
1295.22798109 0.999999992537 9.93684170041 165.4 7.4631e-06 0.64189 -824.329 1654.658 -2.59802e-05
1476.83844459 0.999999991297 9.02508915481 177.47 8.7033e-06 0.54184 -798.998 1603.996 -7.25098e-07
1464.56315913 0.999999991197 9.33299673822 182.16 8.8027e-06 0.58961 -841.379 1688.758 -0.000162515
1068.20148738 0.999999991273 10.2293815158 150.91 8.7266e-06 0.73622 -729.537 1465.074 -1.00411e-05
1131.20116018 0.999999991394 10.568254927 159.71 8.6037e-06 0.77191 -833.024 1672.048 -0.000411991
1572.51716977 0.999999992777 9.36815991609 185.13 7.223e-06 0.55628 -909.055 1824.11 -0.000336864
1234.2684043 0.999999992157 10.0402892586 162.21 7.8434e-06 0.66984 -838.384 1682.768 -0.00213372
1598.09084115 0.999999989155 8.72054636313 186.38 1.0846e-05 0.50804 -829.711 1665.422 -0.000107434
1142.96885187 0.999999990835 10.5042581809 164.91 9.1644e-06 0.78896 -818.606 1643.212 -6.20532e-05
1448.75183184 0.999999992888 9.92556570338 174.62 7.112e-06 0.60471 -964.963 1935.926 -0.000353448
1191.85465199 0.999999992684 10.114428693 157.26 7.3162e-06 0.6752 -797.838 1601.676 -0.00044624
1561.58834769 0.999999990009 8.60835749643 182.74 9.9891e-06 0.50032 -786.327 1578.654 -1.34724e-05
1352.17867159 0.999999992784 10.1241176619 172.52 7.216e-06 0.66023 -867.992 1741.984 -6.61076e-06
1317.50411709 0.99999998975 9.78714400715 174.86 1.0249e-05 0.66631 -823.707 1653.414 -2.88215e-05
1414.53461702 0.999999990933 9.551914196 182.65 9.0668e-06 0.63256 -828.027 1662.054 -1.49504e-06
1671.95830264 0.999999989724 8.55157811948 196.61 1.0276e-05 0.50833 -797.852 1601.704 -7.30804e-07
1207.10412566 0.99999998895 9.8493686286 165.38 1.105e-05 0.69001 -762.994 1531.988 -1.43723e-06
1163.44853638 0.999999992801 10.9542072345 167.2 7.1989e-06 0.8283 -900.941 1807.882 -0.000507696
1309.56118596 0.999999994178 10.6044859494 168.99 5.8215e-06 0.70501 -974.441 1954.882 -2.49846e-05
1119.2996584 0.99999999073 10.0680300329 154.33 9.2706e-06 0.70481 -767.821 1541.642 -0.000256444
1365.61034475 0.999999992577 9.63083834531 170.97 7.4289e-06 0.6084 -828.861 1663.722 -6.05943e-05
1526.35865997 0.999999989479 9.1514368228 188.84 1.0524e-05 0.57728 -830.449 1666.898 -8.53874e-05
1338.87427956 0.999999992036 10.0386161608 171.54 7.9644e-06 0.65629 -878.244 1762.488 -6.30529e-05
1418.44941484 0.999999992194 9.63139032896 174.65 7.8065e-06 0.59886 -873.012 1752.024 -0.000545797
1627.31652678 0.999999993396 9.02671296439 182.03 6.6017e-06 0.49914 -897.848 1801.696 -5.86896e-05
1563.47754541 0.999999992401 8.9749168259 180.86 7.6006e-06 0.51603 -850.765 1707.53 -5.71836e-05
1078.56174582 0.999999992767 11.2047408112 156.39 7.2339e-06 0.85427 -881.824 1769.648 -0.0022158
1252.96869706 0.99999999154 9.82057973492 164.88 8.4597e-06 0.65564 -796.236 1598.472 -4.17423e-05
1059.3444798 0.999999991527 10.4883407385 153.92 8.4717e-06 0.78613 -767.119 1540.238 -0.000443418
1304.28181401 0.99999999105 10.2435267299 172.2 8.9495e-06 0.6962 -892.959 1791.918 -2.27106e-05
1292.87738019 0.99999999109 9.87139639702 170.5 8.9111e-06 0.66502 -832.722 1671.444 -8.14904e-05
1357.54384456 0.999999991174 9.46556106907 172.79 8.8273e-06 0.60954 -801.39 1608.78 -0.000610069
1284.64631516 0.999999993341 9.98501990429 163.5 6.6585e-06 0.6417 -826.676 1659.352 -1.09688e-05
1549.47993274 0.999999989757 8.67297478435 182.32 1.0243e-05 0.50779 -799.294 1604.588 -6.2122e-06
1316.81984471 0.99999999128 10.0882726061 173.45 8.7196e-06 0.68285 -876.3 1758.6 -1.15723e-05
1610.61487128 0.999999992657 8.92785496793 181.56 7.3452e-06 0.49723 -871.881 1749.762 -1.9941e-05
1244.53985153 0.999999991077 9.9126094326 164.25 8.9229e-06 0.66455 -806.678 1619.356 -4.11789e-05
1196.0108338 0.999999991771 10.4138389087 162.83 8.2285e-06 0.72932 -852.829 1711.658 -9.32268e-06
1421.97363882 0.999999992521 9.30535229421 170.29 7.4769e-06 0.5538 -826.592 1659.184 -4.47584e-05
1411.17136154 0.999999988763 9.12553202065 178.07 1.1237e-05 0.58247 -778.773 1563.546 -2.79266e-05
1277.7061219 0.999999991313 9.57638266615 163.19 8.6898e-06 0.61342 -791.329 1588.658 -9.88985e-05
1333.48115524 0.999999989638 9.31025549544 173.95 1.0362e-05 0.6169 -753.878 1513.756 -0.000103923
1572.39599595 0.999999992866 9.0350736738 180.73 7.1344e-06 0.51583 -867.894 1741.788 -9.42101e-05
1370.59054111 0.999999990676 9.68350756088 178.38 9.3241e-06 0.64564 -852.971 1711.942 -3.2241e-06
1407.04457138 0.999999991751 9.53398459608 171.2 8.2487e-06 0.58129 -839.131 1684.262 -5.4142e-06
1392.21618235 0.999999992206 9.9515814965 174.36 7.7945e-06 0.63434 -901.281 1808.562 -2.11946e-05
1126.81034418 0.999999992342 10.2001822752 155.86 7.6579e-06 0.71968 -751.531 1509.062 -1.06762e-05
1155.00116663 0.999999989036 9.17891314964 163.15 1.0964e-05 0.65954 -627.185 1260.37 -3.56392e-05
1587.88100521 0.999999991356 8.8003880538 187.15 8.6428e-06 0.52043 -816.713 1639.426 -3.88635e-05
1467.33907017 0.999999990821 8.98737579444 174.2 9.1793e-06 0.52901 -824.349 1654.698 -0.000152775
1788.21022252 0.999999990755 8.73362273375 201.55 9.2452e-06 0.49673 -903.747 1813.494 -1.31856e-05
1342.77793178 0.999999992454 10.426285193 173.39 7.5456e-06 0.69378 -939.771 1885.542 -2.17853e-07
1577.5799335 0.999999993231 9.17397618387 178.53 6.7692e-06 0.51362 -894.271 1794.542 -5.88042e-07
1167.36195592 0.999999991305 10.1011887362 158.98 8.695e-06 0.70093 -788.384 1582.768 -0.000186303
1342.38081972 0.999999991298 9.57932879948 173.21 8.7019e-06 0.62821 -808.141 1622.282 -0.000324217
1607.65123638 0.999999990105 9.158521672 191.95 9.8957e-06 0.55552 -891.709 1789.418 -5.10269e-06
1217.87538587 0.999999992231 10.146085059 158.75 7.7693e-06 0.66924 -814.388 1634.776 -4.78427e-06
1361.80543524 0.999999987946 9.29638598693 179.73 1.2054e-05 0.6282 -762.339 1530.678 -4.56523e-05
1678.47165102 0.999999991893 8.59802646286 190.67 8.1067e-06 0.48656 -827.966 1661.932 -3.62413e-05
1401.21307462 0.999999989568 9.50914260527 179.94 1.0432e-05 0.62379 -839.395 1684.79 -5.10661e-05
1675.38773614 0.999999991427 8.91300469453 191.31 8.5728e-06 0.51036 -909.196 1824.392 -3.09609e-05
1332.17386586 0.999999990401 9.99521156926 173.61 9.5993e-06 0.66733 -870.214 1746.428 -0.000667
1583.25539315 0.999999991076 8.97524700148 187.37 8.9243e-06 0.53481 -838.255 1682.51 -8.62058e-05
1330.84943136 0.999999991425 9.90285413378 171.42 8.5751e-06 0.64994 -859.976 1725.952 -8.21658e-06
1544.56576117 0.999999990305 8.78455741751 184.86 9.6952e-06 0.52779 -808.37 1622.74 -1.63471e-05
1652.960025 0.999999987599 8.70061620591 197.76 1.2396e-05 0.52969 -848.866 1703.732 -9.26315e-05
1416.96876642 0.999999991851 9.32493786631 170.14 8.1503e-06 0.55682 -845.062 1696.124 -2.07974e-05
1494.45128452 0.99999999254 9.36030985226 176.14 7.4644e-06 0.55087 -867.112 1740.224 -4.35584e-05
1265.56268698 0.99999999156 10.0478554703 171.48 8.4399e-06 0.701 -837.775 1681.55 -2.46276e-05
1202.48877575 0.999999992641 10.4071107635 163.49 7.3595e-06 0.72807 -854.772 1715.544 -4.07341e-06
1459.49252665 0.999999991051 9.25743421567 176.38 8.9506e-06 0.56084 -831.958 1669.916 -5.45065e-05
1395.98578329 0.999999988101 8.77525588469 177.7 1.1901e-05 0.56342 -720.607 1447.214 -2.57039e-05
1202.35381833 0.999999990419 9.89965323994 164.86 9.5809e-06 0.6943 -758.482 1522.964 -5.3517e-05
1557.21652228 0.999999991765 9.01947269774 184.88 8.2357e-06 0.53833 -836.526 1679.052 -0.000624259
1107.3424052 0.999999990949 10.8125034628 164.08 9.0513e-06 0.84148 -849.462 1704.924 -1.6128e-05
1225.09193696 0.999999990125 9.6547322682 167.23 9.8751e-06 0.67299 -742.76 1491.52 -0.000643537
1454.35804462 0.999999992031 9.44268310506 176.43 7.9714e-06 0.5763 -870.409 1746.818 -7.82576e-05
1580.79427772 0.999999991659 9.07362421778 184.77 8.3408e-06 0.53173 -867.893 1741.786 -9.71987e-05
1187.09248192 0.999999991344 10.9542253722 167.54 8.6571e-06 0.81183 -912.135 1830.27 -0.00101176
1287.74358913 0.999999990974 9.76642076128 171.6 9.0263e-06 0.66575 -792.034 1590.068 -1.39599e-05
1246.27871869 0.999999991145 10.164894525 164.16 8.855e-06 0.68285 -846.094 1698.188 -5.23097e-05
1376.21512523 0.999999990717 9.73285796695 177.33 9.2833e-06 0.64119 -850.783 1707.566 -0.000192253
1220.34110198 0.999999992281 10.3693459781 164.26 7.7185e-06 0.7171 -858.865 1723.73 -0.00598539
1504.06693745 0.999999988266 9.41609446036 188.5 1.1731e-05 0.60452 -858.334 1722.668 -0.000107913
