"D" "g0" "sigma" "z" "sigmatoa" "se.D" "se.g0" "se.sigma" "se.z" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1613.33915551 0.963306512306 11.2908051834 6.07033076535 0.00195438555339 135.03 0.021632 0.40885 0.62398 0.00013152 603.035 -1196.07 -5.84304e-05
1519.69937208 0.967076212074 11.8620805822 5.84890759338 0.00194132542819 122.14 0.013634 0.29993 0.40438 0.00011075 893.984 -1777.968 -1.62284e-05
1715.4815695 0.964551849513 11.2820306244 5.77566332144 0.00196399569941 140.25 0.023313 0.40736 0.56575 0.00012538 722.357 -1434.714 -3.66957e-05
1405.53379324 0.935932156719 12.3693289906 5.67002154701 0.00173431890516 120.45 0.024944 0.46323 0.544 0.00010424 688.836 -1367.672 -4.02642e-06
1650.96290434 0.982160544654 10.7022845055 5.56108452689 0.00181845550284 140.68 0.017499 0.38479 0.5088 0.00012289 527.592 -1045.184 -3.40489e-05
1592.65420628 0.944500657916 11.315836026 5.73437373899 0.00179051567462 132.54 0.02329 0.39667 0.52554 0.00011479 671.833 -1333.666 -1.8405e-06
1471.78497699 0.98393387275 11.1623983503 5.31935647266 0.00171540280314 128.57 0.013733 0.30786 0.40734 0.00010758 678.904 -1347.808 -8.58524e-05
1595.68238073 0.950032354302 11.337714751 5.50733895043 0.00178041652532 134.84 0.029989 0.59614 0.6508 0.00011631 599.556 -1189.112 -5.59413e-07
1670.76565161 0.933022987623 12.1101855208 6.20189993365 0.00182127760651 131.59 0.019407 0.37772 0.57486 0.00010435 847.058 -1684.116 -7.35933e-05
1538.59011625 0.948846033736 11.4062956288 5.75631434586 0.00189653051041 131.77 0.022401 0.42183 0.58543 0.00012032 666.436 -1322.872 -8.46238e-06
1489.3293809 0.942990277836 11.7740363408 5.8415544437 0.00187375857608 128.5 0.022102 0.4449 0.55794 0.00012308 612.203 -1214.406 -7.59396e-05
1556.01129906 0.947331914979 11.8474000974 5.52358262468 0.00197246824984 132.2 0.022183 0.46322 0.50698 0.00011749 699.808 -1389.616 -1.30843e-05
1687.15468194 0.947720715589 11.3791026757 5.83924374377 0.00193679800531 143.79 0.021395 0.3445 0.57142 0.00012546 641.277 -1272.554 -2.34506e-05
1700.65978446 0.949544687371 11.0237113953 5.31943825336 0.00193838562423 143.51 0.025649 0.41114 0.50536 0.00012312 620.478 -1230.956 -8.23621e-05
1621.60794371 0.935343510386 11.9856196278 5.92801147171 0.00169342151968 134.59 0.020948 0.36577 0.57982 9.872e-05 713.701 -1417.402 -2.54139e-05
1637.34709677 0.980527494506 10.7954900064 5.35678493372 0.00194579730661 136.22 0.020362 0.43136 0.49423 0.00013627 668.408 -1326.816 -2.77429e-05
1473.67483262 0.996854762746 10.9843608144 4.59481513846 0.00193062208442 138.59 0.025638 0.42642 0.46134 0.00012607 636.413 -1262.826 -1.42503e-05
1495.42684683 0.940698898041 11.0669320438 4.9904438755 0.00182146236982 132.69 0.029155 0.50787 0.49525 0.00012266 537.718 -1065.436 -7.83022e-06
1616.27637699 0.974224024042 11.3570155912 5.32424969926 0.001733227456 133.28 0.015043 0.35675 0.40757 0.00010151 780.706 -1551.412 -2.93383e-05
1809.89798465 0.934844444052 11.3697332647 5.77063955107 0.00192535838939 146.9 0.02372 0.35392 0.52783 0.00011397 750.012 -1490.024 -7.90803e-05
1635.17400581 0.951550074735 11.3396403448 5.42724722861 0.00165394104523 135.24 0.027371 0.48006 0.54183 0.00010528 694.113 -1378.226 -2.98226e-05
1577.08648033 0.88462776949 12.4707078618 6.19537008997 0.00218725828005 133.71 0.028846 0.47375 0.64646 0.00014779 537.113 -1064.226 -7.11343e-05
1653.75662171 0.964414382467 11.5127637833 5.67278210566 0.00197028796611 133.57 0.01678 0.32652 0.4256 0.00012382 746.308 -1482.616 -9.30673e-05
1807.66137723 0.944239415404 11.1550526939 5.1948944802 0.00184874380804 150.8 0.031894 0.49678 0.55265 0.00011294 634.142 -1258.284 -2.98438e-05
1664.74519647 0.998023698197 11.2542271644 5.54238590206 0.00206817620807 139.08 0.015119 0.32647 0.42851 0.00015292 595.107 -1180.214 -4.52393e-05
1767.04663754 0.919365903788 11.6312506461 5.98122397528 0.00172240480212 141.49 0.026462 0.41901 0.60257 0.0001124 599.019 -1188.038 -6.05375e-06
1832.95535173 0.969737567632 11.2995826925 5.67665906457 0.00191933623994 138.64 0.017072 0.35741 0.46544 0.00010833 888.387 -1766.774 -0.000194349
1517.3643727 0.944316488017 11.7480611772 5.47980910438 0.00199116221844 130.38 0.02431 0.47531 0.52959 0.00011883 717.769 -1425.538 -5.73225e-05
1460.88109364 0.975264535581 11.5746780808 5.66332960719 0.00159433657387 123.14 0.016421 0.30651 0.44386 9.5164e-05 771.283 -1532.566 -9.93608e-05
1691.72359421 0.959285229797 11.1334546406 5.16879780637 0.00174492783556 144.24 0.020649 0.34852 0.41063 0.00011474 566.853 -1123.706 -5.1972e-05
1444.60570399 0.92760077293 11.8772875594 5.65133406226 0.00156040316224 125.3 0.023664 0.36833 0.50139 0.00010192 632.424 -1254.848 -5.55041e-05
1754.20981841 0.967893887462 11.1192166948 5.37564158117 0.00184364795097 140.04 0.015613 0.3277 0.37799 0.00011262 641.713 -1273.426 -2.4718e-05
1536.08598644 0.982815979008 10.3728823272 5.08955638708 0.00213500536694 138.14 0.015512 0.33031 0.39825 0.00015743 442.152 -874.304 -8.50753e-05
1432.51701824 0.929125886325 12.210084344 5.3637031739 0.00188002989843 126.12 0.025469 0.48931 0.5189 0.00012123 662.482 -1314.964 -7.23868e-05
1519.17167405 0.946060685589 11.8956214048 5.4746518835 0.00183168580303 128.34 0.025577 0.43486 0.4916 0.00011768 661.292 -1312.584 -6.62827e-05
1709.20790267 0.96552764288 11.6780868923 6.22400312406 0.00174349446547 134.82 0.017112 0.33889 0.51613 0.00011434 648.519 -1287.038 -1.08647e-05
1613.91824674 0.935339172772 11.5142889953 5.73454026685 0.00184139283266 139.46 0.024144 0.38694 0.4935 0.00013364 439.464 -868.928 -3.25158e-05
1537.02666627 0.900212481114 12.6166435977 6.83525155617 0.00193704408069 127.66 0.02378 0.39246 0.70957 0.00011997 684.554 -1359.108 -2.7033e-05
1685.94867274 0.944704001667 11.7898868076 6.51175872294 0.00206270593384 135 0.019788 0.37917 0.60336 0.00013404 667.21 -1324.42 -5.67104e-05
1739.90358537 0.935539876966 11.3097663051 5.47569246991 0.00185373186246 140.89 0.021445 0.35113 0.43615 0.00011583 667.921 -1325.842 -9.74627e-05
1790.86834139 0.943112416702 11.43020072 5.51734151764 0.00185468252423 144.59 0.022947 0.36697 0.48867 0.00011364 653.892 -1297.784 -2.2859e-05
1870.05367308 0.939038786697 11.7768291761 7.10950241697 0.00194422384303 141.85 0.019701 0.34268 0.6942 0.00012082 708.614 -1407.228 -4.39743e-06
1732.87646795 0.941715031727 10.7115358198 5.33484031052 0.00185525080298 146.95 0.02506 0.37012 0.44835 0.0001276 519.718 -1029.436 -8.42041e-05
1447.62201365 0.951890006938 12.210398615 5.83014756369 0.00191077245137 125.32 0.027007 0.54365 0.72103 0.00012045 677.983 -1345.966 -5.50623e-06
1464.46856246 0.963757542441 11.7766226116 5.80743071078 0.00193611557342 122.23 0.017278 0.3588 0.48633 0.00011447 781.297 -1552.594 -6.19252e-05
1302.90888495 0.924950470928 12.8982735329 5.8723324726 0.00182777818991 113.64 0.024006 0.5167 0.63862 0.00011199 734.993 -1459.986 -0.000222236
1732.88921901 0.917419299269 11.4522473944 6.69647031279 0.00195677981596 141.29 0.023172 0.39407 0.68218 0.00013362 554.608 -1099.216 -1.12522e-06
1891.31843599 0.964675846735 9.99534415235 5.29032406433 0.00203403993648 156.17 0.029454 0.47142 0.55135 0.0001466 482.622 -955.244 -3.53311e-05
1521.76203866 0.941993920122 12.0050796772 5.72241942236 0.00204131712089 130.97 0.023304 0.42788 0.53592 0.00013255 706.422 -1402.844 -2.69558e-05
1677.53047512 0.937284280958 11.5846602517 6.02294919185 0.00181986636316 135.11 0.024851 0.46763 0.65842 0.00011839 676.23 -1342.46 -9.13012e-05
1629.31820021 0.904559209718 12.0674929125 6.79623497248 0.00191803948835 135.27 0.026606 0.38488 0.76867 0.00011864 615.465 -1220.93 -4.08631e-05
1336.52015272 0.959952739837 11.1209823882 4.64446044457 0.0017382597417 127.24 0.023287 0.41166 0.40389 0.00011112 577.817 -1145.634 -8.27864e-05
1659.48537572 0.921366912214 12.012283368 6.01743359117 0.00181814674982 135.87 0.025338 0.4004 0.57391 0.00011667 654.431 -1298.862 -3.81916e-05
1447.47710492 0.98329569795 11.563674789 5.39181055895 0.00194916596197 127.08 0.016022 0.37864 0.42952 0.0001292 569.451 -1128.902 -2.14257e-05
1622.54284764 0.917327749445 12.2593393603 6.64208002657 0.00182313080743 129.58 0.022366 0.41014 0.63341 0.00011025 717.152 -1424.304 -3.95579e-05
1600.57604848 0.971307319644 11.3820495197 5.47416311377 0.0020120801858 136.32 0.024522 0.47716 0.56349 0.00012063 700.264 -1390.528 -4.7913e-06
1751.3316641 0.894579344912 12.5168591684 7.16239167514 0.00181398741028 132.95 0.024009 0.3987 0.82353 0.00010792 779.163 -1548.326 -6.75888e-06
1550.4286717 0.968102094533 10.9950455649 5.60064372011 0.0017887337167 134.15 0.01821 0.30961 0.45016 0.00011539 585.014 -1160.028 -7.74106e-05
1358.3430677 0.971852810464 11.4750875201 4.84057278987 0.00182075078348 121.85 0.024379 0.46259 0.42746 0.00010982 766.936 -1523.872 -1.64271e-05
1696.79788686 0.925693352485 11.490647263 5.23137484098 0.00163125443708 146.71 0.02406 0.38578 0.4503 0.00010311 575.955 -1141.91 -6.31974e-06
1805.20620342 0.945461418254 11.2221459911 5.56036529732 0.00162474746435 143.75 0.02052 0.33104 0.4375 9.531e-05 758.613 -1507.226 -2.13933e-05
1536.43027035 0.92965422705 12.040067345 5.38163995823 0.00189424841923 131.12 0.023162 0.44844 0.48583 0.00011456 720.714 -1431.428 -3.43665e-05
1636.79371053 0.974723910007 11.4027953226 5.37732132517 0.0017598223323 134.64 0.015804 0.31199 0.40541 0.00010646 696.632 -1383.264 -7.93678e-05
1374.08174024 0.931770777889 12.1087674744 6.1633532561 0.001949168843 120.66 0.019714 0.36411 0.56471 0.00011796 734.381 -1458.762 -3.76181e-05
1656.095114 0.969893367375 11.3138633773 5.83089099373 0.00181258389964 136.02 0.016736 0.30999 0.46996 0.00011421 690.387 -1370.774 -9.96453e-06
1599.11356933 0.974921150631 10.3594501371 5.06425249906 0.00174098886974 141.78 0.022095 0.35094 0.41455 0.00012829 460.85 -911.7 -9.85998e-05
1589.9607782 0.954383223669 11.538285936 5.74086429081 0.00204108211999 133.57 0.020374 0.33925 0.50928 0.00013162 672.484 -1334.968 -9.90317e-06
1736.68756578 0.999999908972 10.1425464353 5.45009937488 0.00190686926804 149.05 9.1025e-05 0.31109 0.38958 0.00014283 432.943 -855.886 -8.37596e-05
1434.22902987 0.930592953227 11.4274331923 5.07399826444 0.00184903042322 129.96 0.02733 0.4372 0.42983 0.00012298 520.537 -1031.074 -2.60877e-05
1619.86901662 0.920629250482 11.9781144637 6.39112291918 0.00190484517049 130.23 0.031094 0.58304 0.88852 0.00012959 643.087 -1276.174 -2.54263e-05
1645.60010048 0.920926192771 11.8593225925 6.18143508308 0.00175265998936 135.8 0.024149 0.3868 0.69869 0.0001091 711.079 -1412.158 -3.29252e-05
1426.84025471 0.900774262916 12.0708358402 6.78047552469 0.00209592615485 121.12 0.024168 0.40467 0.74744 0.00013513 707.926 -1405.852 -6.87366e-05
1513.66701787 0.979750792726 11.2056688376 5.17675896875 0.00175546667203 132.05 0.016016 0.33335 0.38837 0.00011289 591.474 -1172.948 -1.31025e-05
1407.65713997 0.970697032295 11.58048826 5.21776202492 0.00196431763633 125.68 0.018888 0.41082 0.4412 0.00013182 606.851 -1203.702 -2.51173e-05
1603.50127978 0.924933376201 11.6357526873 5.74010901561 0.00193474590793 141.45 0.025067 0.40325 0.61963 0.00011962 594.012 -1178.024 -1.42195e-05
1526.94388646 0.919303648632 12.0810646347 5.79904742892 0.00177360851006 131.91 0.024135 0.39752 0.55932 0.00011051 616.437 -1222.874 -8.32763e-06
1711.07905019 0.861337104512 12.5853040947 6.86530853267 0.00170045822423 136.9 0.029223 0.45191 0.86568 0.00010958 598.782 -1187.564 -1.42241e-05
1444.63850069 0.927248782027 12.2745014428 7.26843758532 0.00172131488507 120.74 0.023234 0.44581 0.7929 0.00011596 637.913 -1265.826 -6.3536e-06
1681.02530785 0.958746709811 11.4965025312 5.79027249931 0.00179155995039 136.98 0.019565 0.33817 0.50096 0.00010536 730.391 -1450.782 -3.57058e-06
1591.47054814 0.973274911349 11.1367086097 5.33734412376 0.00185054285784 131.1 0.01686 0.31555 0.36807 0.00011566 670.901 -1331.802 -0.000163345
1722.41844602 0.958313309675 11.6187062775 5.86431227267 0.00184265396275 139.87 0.021557 0.4378 0.62468 0.00011057 727.903 -1445.806 -2.50071e-06
1615.902142 0.904757686924 12.6675294532 7.15477286316 0.0017932517582 127.06 0.026061 0.4899 0.96241 0.0001126 710.19 -1410.38 -4.69133e-05
1663.65556592 0.940374540699 11.8402735218 6.39276413985 0.00199006521817 134.25 0.018695 0.34707 0.5513 0.00011665 747.602 -1485.204 -7.94011e-06
1551.88188905 0.942260574292 11.9367255727 5.70391392349 0.00200161870412 140.03 0.038912 0.58193 0.78152 0.00013503 538.946 -1067.892 -9.99373e-06
1524.92452086 0.955001947424 10.9339292509 5.18111892822 0.00175235986277 133.81 0.02059 0.37288 0.40728 0.00011585 566.842 -1123.684 -6.64615e-05
1645.7831519 0.975732681523 11.2928641731 5.76268222542 0.00193146422189 138.03 0.018351 0.33591 0.50896 0.00012141 627.827 -1245.654 -1.83443e-05
1807.22228483 0.991945769902 10.7519884584 5.86548649781 0.00205293216871 143.35 0.0079618 0.2674 0.42381 0.00012541 671.655 -1333.31 -1.42059e-05
1708.42447607 0.954824450102 11.1925952467 5.9734239686 0.00178606192058 138.53 0.021683 0.37169 0.52805 0.00011905 608.734 -1207.468 -6.30856e-05
1852.10135332 0.90940812937 12.1562262142 7.20799385842 0.00194855372948 139.64 0.022422 0.35005 0.76865 0.00011771 759.902 -1509.804 -1.27225e-05
1646.65227806 0.93833763988 11.3857901018 6.48027315891 0.0019716045907 139.39 0.024403 0.36095 0.70833 0.00014738 399.183 -788.366 -2.20825e-06
1807.69995169 0.912044210716 11.6406268398 6.27942310056 0.00188569084791 142.85 0.023531 0.36117 0.6595 0.00011034 711.558 -1413.116 -9.42279e-05
1616.83823092 0.983071396557 10.3968987178 4.63876283391 0.0017852610168 140.68 0.014152 0.30252 0.30509 0.00011426 614.416 -1218.832 -5.65366e-05
1594.32462388 0.92845496713 11.8948292131 6.10221299852 0.00206177115936 130.61 0.025097 0.46932 0.60862 0.00013822 666.41 -1322.82 -1.37288e-05
1598.16142513 0.913382719217 11.3992941183 6.53632969976 0.00190063967898 136.1 0.030464 0.55323 0.84547 0.0001458 441.817 -873.634 -5.04774e-05
1643.56983195 0.962995328077 12.1353560586 5.9154816663 0.00176248410311 130.37 0.019569 0.39209 0.55618 9.9413e-05 819.097 -1628.194 -3.65619e-05
1523.39802162 0.946177919701 11.2841130509 5.53914959008 0.0016968591865 132.35 0.021267 0.37222 0.47738 0.00011102 622.521 -1235.042 -8.29154e-06
1544.53425171 0.939405617748 11.3652732871 5.40820571414 0.00204427023642 133.56 0.023292 0.40731 0.49044 0.00012524 666.7 -1323.4 -8.75633e-06
1452.51351399 0.926243572644 11.6762007378 5.67303644356 0.00179084898022 127.54 0.023133 0.38696 0.51475 0.00011276 658.181 -1306.362 -1.89646e-05
1755.45088285 0.953879171923 11.0749665379 5.6031366692 0.00186960347204 144.36 0.019668 0.3097 0.44801 0.00010666 744.969 -1479.938 -8.50824e-06
1674.63805055 0.943645149449 11.8132656411 7.41537568302 0.00181063967708 132.21 0.019026 0.32638 0.82223 0.00011108 780.046 -1550.092 -2.19185e-05
1449.0943218 0.949881632383 11.5596194203 5.43459201058 0.0019896929937 133.53 0.026651 0.39075 0.55737 0.0001336 580.41 -1150.82 -8.67475e-05
1576.34282471 0.953905132694 11.825976977 6.8334683068 0.00183067366821 130.32 0.022317 0.35598 0.72788 0.0001179 665.022 -1320.044 -6.42211e-05
1592.58505576 0.915795992111 11.7129963686 5.96307263616 0.00184252815782 134.14 0.031264 0.55025 0.64474 0.00013463 501.303 -992.606 -2.91918e-05
1730.03752023 0.932003401664 11.3430017712 6.24778387936 0.00197610056096 142.56 0.024004 0.36419 0.66427 0.00012864 622.606 -1235.212 -4.25031e-05
1834.246441 0.965677550653 11.026715613 5.27578152524 0.00191193090804 145.11 0.017247 0.32457 0.40752 0.00010784 859.562 -1709.124 -0.000206711
1430.5772614 0.991643292827 11.1931921111 4.95790568566 0.00197141162284 131.56 0.030007 0.46481 0.49518 0.00014089 570.294 -1130.588 -1.55689e-05
1803.35777633 0.971369020077 11.0632897317 5.56483541534 0.00191269713401 142.99 0.017807 0.32704 0.43968 0.00011393 733.332 -1456.664 -1.27442e-05
1569.20605968 0.919912872092 12.0894605208 5.91786788706 0.00194425557321 131.65 0.024142 0.4525 0.62911 0.00011888 685.342 -1360.684 -8.99451e-05
1435.80444936 0.94481797422 11.6888530135 5.60995932246 0.00189887089941 125.99 0.020129 0.35883 0.47189 0.00012137 619.382 -1228.764 -4.81845e-05
1559.59441554 0.936056812307 11.0649886425 5.57181452694 0.00201983492154 134.64 0.023043 0.38115 0.49749 0.00014646 557.637 -1105.274 -2.79892e-05
1594.38633716 0.934492394264 12.0317131917 5.64636821838 0.00180336540145 134.36 0.025339 0.42555 0.52151 0.00011767 499.006 -988.012 -8.55857e-06
1191.76963415 0.95858654222 11.9233005861 4.96197548619 0.00185409638198 117.92 0.023086 0.44177 0.44055 0.00012598 507.08 -1004.16 -7.5818e-06
1576.80393725 0.955777539508 11.1742550876 5.3141928752 0.00186838277072 134.21 0.02498 0.45094 0.49183 0.00011426 676.967 -1343.934 -5.65958e-05
1585.8693913 0.925916614356 11.4212731266 5.61927788942 0.00179050357874 133.14 0.028359 0.4944 0.58122 0.0001108 690.377 -1370.754 -9.21149e-05
1510.23905193 0.983750384137 11.123938339 5.26104943758 0.00183837701728 129.75 0.012086 0.31446 0.38687 0.0001201 638.541 -1267.082 -2.54898e-05
1751.73428387 0.955283306857 10.9684806521 5.49402804782 0.00193800334114 141.61 0.02195 0.36916 0.45055 0.00012319 680.435 -1350.87 -4.01181e-05
1663.88630398 0.946879568745 11.6418645855 6.56666252598 0.00190751142659 132.13 0.019274 0.34885 0.61377 0.00012547 705.386 -1400.772 -5.55487e-05
1601.04825307 0.915150292489 12.1119532225 6.2590828423 0.00188358335595 132.46 0.024877 0.44324 0.62285 0.00012088 625.964 -1241.928 -2.87174e-06
1593.00395814 0.955517121509 11.3152051189 5.41061445499 0.00199079583929 136.58 0.022368 0.40381 0.48965 0.00013099 561.749 -1113.498 -1.24166e-05
1587.82599512 0.960775229022 11.5807846991 5.76560489855 0.00186273025893 135.08 0.020023 0.40728 0.55077 0.00011487 626.832 -1243.664 -0.000113448
1488.1912432 0.97167081334 11.7729114916 5.3310629453 0.00183534170084 129.66 0.02739 0.61315 0.5909 0.00011827 577.734 -1145.468 -9.61949e-06
1487.82636812 0.967108306754 11.6430490316 5.85457355669 0.00197632614718 127.31 0.018646 0.36111 0.52263 0.00012051 735.01 -1460.02 -1.05359e-05
1517.82838264 0.978668209277 11.0786730663 5.63839513699 0.00179132645939 129.37 0.016671 0.33559 0.45937 0.0001222 628.277 -1246.554 -2.86492e-05
1631.3652108 0.953584658751 10.967688725 5.02121160392 0.00170134126787 141.99 0.025255 0.42885 0.45356 0.00011072 569.073 -1128.146 -6.94183e-06
1565.85420661 0.925992394785 11.6580131693 6.04669497928 0.00204997884778 134.28 0.028257 0.49955 0.63745 0.00015304 488.485 -966.97 -4.31118e-05
1539.02146275 0.958933975763 11.3049523516 5.01210506788 0.00188116491273 134.38 0.019513 0.37725 0.38757 0.00011999 599.712 -1189.424 -1.06155e-05
1478.24137046 0.972692918639 11.7617066015 5.97257029279 0.00200380670945 122.68 0.014686 0.35574 0.47664 0.00013213 748.296 -1486.592 -3.21197e-05
1558.68390419 0.895458542601 12.5013379234 6.60649066699 0.00185205354941 129.7 0.025013 0.44325 0.674 0.00011585 693.848 -1377.696 -3.95057e-05
1723.77441409 0.947483020575 11.037499909 6.0564794147 0.0018878213881 141.28 0.022574 0.42055 0.62249 0.00012329 596.798 -1183.596 -2.48721e-05
1483.14243473 0.871691233929 13.0816568837 6.95317891386 0.00183363372264 122.11 0.025509 0.4298 0.8023 0.00010734 750.719 -1491.438 -9.46162e-06
1739.54465048 0.936541183996 11.569035127 5.57173139187 0.00197356112563 140.86 0.02081 0.36801 0.45722 0.00011877 685.733 -1361.466 -1.82126e-05
1331.5309081 0.982390100485 11.5094175267 5.34852702807 0.00189902957248 120.62 0.022632 0.43067 0.5369 0.00012784 668.056 -1326.112 -0.000119836
1506.4973594 0.970687531878 11.5739788281 5.46939656583 0.00181694502777 125.02 0.015574 0.33485 0.39844 0.00010684 838.266 -1666.532 -3.10303e-05
1472.02097507 0.93111754339 11.9840039257 5.32266497292 0.00198004521668 128.76 0.027342 0.48164 0.51744 0.00013535 547.291 -1084.582 -6.57213e-06
1904.45292712 0.907167571782 11.6025254229 6.88444671358 0.00194327077208 146.74 0.024344 0.39253 0.7567 0.00012431 607.888 -1205.776 -1.60598e-05
1727.23325005 0.955934781084 11.8253801703 7.03060778542 0.00195733690922 136.66 0.017431 0.31592 0.69164 0.00011521 812.455 -1614.91 -5.35204e-05
1585.13766002 0.938029583251 11.7542556087 6.18392270862 0.00216396125463 135.93 0.023163 0.40167 0.66671 0.00013513 644.13 -1278.26 -3.85722e-05
1703.45418897 0.957025248455 11.2743560016 6.29272971033 0.00185510792283 138.16 0.020354 0.35862 0.59298 0.00012339 615.322 -1220.644 -1.37016e-05
1627.18540136 0.957808466398 12.0245976203 6.17389270673 0.00187707477894 129.42 0.016765 0.30801 0.48308 0.00011217 735.164 -1460.328 -0.000271815
1447.37488867 0.972585230981 11.515704856 5.09711612205 0.00178391999506 127.31 0.019756 0.43854 0.42745 0.00011867 550.393 -1090.786 -7.38423e-05
1503.70258838 0.962951863763 11.4171381485 5.60519339455 0.0019883705682 128.26 0.017299 0.33395 0.46127 0.00011981 726.072 -1442.144 -5.51219e-05
1873.11724025 0.947063844461 11.4110044596 6.04422193817 0.00195070316567 144.28 0.024405 0.40962 0.60395 0.00011647 804.295 -1598.59 -1.41975e-05
1523.11667981 0.928463629499 11.8527854046 6.3685041145 0.00186765158339 127.86 0.020252 0.31746 0.58704 0.00010693 802.509 -1595.018 -2.96954e-05
1551.51010654 0.941355453366 11.5621229574 5.73909910848 0.00192589538761 134.98 0.021837 0.4086 0.52873 0.00012522 622.207 -1234.414 -1.50934e-06
1671.00746115 0.952797337626 10.9016840363 5.78357921254 0.00173011037718 137.61 0.026683 0.45717 0.56091 0.00013033 548.508 -1087.016 -0.000159184
1712.70504349 0.925251630866 12.6046620656 7.56982699308 0.00200959197616 129.77 0.020991 0.40499 0.81929 0.00012144 856.956 -1703.912 -5.41986e-05
1666.75626445 0.964013185435 11.2587078505 5.23218297426 0.0019161700282 137.12 0.018154 0.35047 0.40293 0.00010898 747.495 -1484.99 -2.30355e-06
1863.6263716 0.944076201987 11.4674349429 6.35074552349 0.00197356596621 142.67 0.020366 0.38517 0.66272 0.0001131 893.007 -1776.014 -5.20907e-05
1543.68874182 0.927490055581 12.2509076476 7.28535327601 0.00189286094576 125.21 0.023929 0.42213 0.87109 0.00012396 634.996 -1259.992 -3.11475e-05
1808.29995107 0.919038734296 11.8657090108 6.86179893799 0.00185168138045 139.7 0.022829 0.35713 0.71173 0.00011234 788.429 -1566.858 -7.97004e-06
1713.68157349 0.942706816056 11.5788936506 5.94882539313 0.00181403425059 135.98 0.020959 0.37192 0.52237 0.00011047 737.424 -1464.848 -4.78804e-05
1664.89651569 0.918886270777 11.741490135 6.34720060028 0.00204905801771 137.11 0.026179 0.4292 0.62808 0.00013033 647.521 -1285.042 -1.94824e-05
1728.53500255 0.906521443488 12.1509841145 6.19867842952 0.0017775246719 134.12 0.025358 0.41798 0.60853 0.00011149 708.403 -1406.806 -0.000162985
1636.77955597 0.922614480826 11.2881500087 6.4528121171 0.00176830877163 135.23 0.025209 0.36316 0.65959 0.00012295 524.522 -1039.044 -1.56926e-05
1652.3867369 0.901509164046 11.742211383 6.21121481682 0.00197830988813 140.05 0.027519 0.44653 0.6337 0.00013397 508.664 -1007.328 -5.10252e-05
1610.28999768 0.934106262544 12.0123905955 7.32151560265 0.00195005639969 128.1 0.018342 0.33815 0.71869 0.00011883 774.11 -1538.22 -9.32817e-06
1575.06870021 0.93939441234 10.6254589653 5.08125172283 0.00176781465577 151.62 0.038817 0.53093 0.61623 0.00014439 358.554 -707.108 -8.92056e-05
1567.95115214 0.920963582606 11.6586993449 6.14632177166 0.00204676636195 137.02 0.026121 0.4268 0.63204 0.00014384 491.5 -973 -6.85113e-05
1654.10033381 0.935807077572 11.7366880488 5.42254565439 0.00191697372975 137.71 0.024636 0.5017 0.50467 0.00011772 672.13 -1334.26 -7.16082e-05
1557.48334516 0.999999983119 11.2167514691 5.33916315634 0.00186326167828 127.47 1.688e-05 0.24902 0.32597 0.00010409 906.079 -1802.158 -2.28426e-05
1782.11837806 0.937126842758 11.2139447469 5.54559391306 0.00193504126056 143.4 0.026878 0.44618 0.52517 0.00011776 662.212 -1314.424 -3.9029e-06
1481.99954789 0.92073008862 11.725883978 6.45360188505 0.00180045317544 127.32 0.024887 0.38822 0.65302 0.0001217 551.259 -1092.518 -2.50295e-05
1575.21955034 0.944840586089 11.4262917773 5.59776292234 0.00178620521152 133.21 0.022072 0.35975 0.48338 0.0001159 613.063 -1216.126 -7.97137e-06
1709.63807104 0.946021765549 11.0637360658 5.36100917279 0.00210045246751 148.54 0.025171 0.42611 0.49783 0.00014978 495.857 -981.714 -3.05906e-05
1657.37538926 0.950557746367 11.2988912702 5.61090096502 0.00168977498105 137.18 0.022886 0.45437 0.56413 0.00010588 644.635 -1279.27 -1.07996e-05
1680.81186419 0.999999950083 10.7051039969 4.9681614029 0.00196030506272 138.83 4.9915e-05 0.27568 0.30201 0.00011978 722.852 -1435.704 -9.66359e-05
1675.48778517 0.962356420603 11.6295692184 6.04768118377 0.00204654677649 135.49 0.018822 0.36727 0.53582 0.00012664 699.543 -1389.086 -3.83975e-05
1589.56011163 0.912537015156 11.6785926563 5.74129303745 0.00207597233293 137.39 0.037271 0.61507 0.70668 0.00013752 571.904 -1133.808 -0.000129568
1692.75924049 0.935370661009 10.964203303 5.93411481658 0.00201346173068 144.13 0.02835 0.46465 0.63233 0.00015019 448.039 -886.078 -3.85808e-05
1560.67016996 0.944389271478 11.6993783181 6.27488974051 0.00195289079907 130.83 0.025663 0.45515 0.64986 0.00012368 619.343 -1228.686 -6.4893e-05
1609.22567781 0.903737121592 11.599596352 5.95492747874 0.00188120030109 143.46 0.029508 0.40827 0.68505 0.00012546 507.456 -1004.912 -6.20334e-05
1522.21749854 0.931321798554 11.6529538755 5.67060939688 0.00194771396234 131.81 0.023601 0.42144 0.54112 0.00012389 570.129 -1130.258 -4.10354e-05
1491.93255755 0.925005739774 12.407774064 5.78544840376 0.00200535190675 133.77 0.023731 0.43135 0.58442 0.00012843 553.073 -1096.146 -4.04963e-05
1589.51118691 0.977964437149 11.2769391034 5.28621990713 0.00183037654478 135.08 0.015096 0.32797 0.40574 0.0001127 620.897 -1231.794 -6.50775e-05
