"D" "ssb0" "ssb1" "sigmass" "logLik" "AIC" "maxgrad"
1670.14036698 160.654522978 -2.43153318555 9.10713535657 -2504.17 5016.34 -2.00435e-06
1701.51495979 158.220279711 -2.28472642712 8.62303742434 -2492.67 4993.34 -1.27845e-05
1684.24583215 159.362563814 -2.33720541626 8.89891661732 -2529.63 5067.26 -2.98736e-06
1578.06559637 160.779065434 -2.42465544336 8.42178571471 -2479.95 4967.9 -3.78762e-05
1481.92488454 161.674529779 -2.46129734333 9.16430163985 -2394.42 4796.84 -2.99098e-07
1829.36762162 158.142619109 -2.36925537658 9.09824776661 -2555.94 5119.88 -1.1238e-06
1784.0901546 160.741331733 -2.6192872179 8.81514062833 -2352.51 4713.02 -4.72681e-05
1855.51400973 160.269343091 -2.56781976641 9.40361793531 -2606.07 5220.14 -7.43632e-06
1516.67371813 160.090332394 -2.31451611836 8.3699341982 -2503.03 5014.06 -6.94869e-07
1519.19612211 157.941895607 -2.1316382648 9.19864645491 -2622.15 5252.3 -3.67455e-05
1637.76908092 161.46043701 -2.51541195096 9.5217264125 -2493.6 4995.2 -1.24415e-05
1674.44648952 160.555427129 -2.45326509773 9.01286287582 -2660.24 5328.48 -2.1621e-06
1735.2434399 158.433251304 -2.19613292508 8.95076879121 -2811.62 5631.24 -0.000143762
1383.30077793 160.329413397 -2.32051328686 8.98276591874 -2352.01 4712.02 -0.000422832
1574.39915551 161.383171666 -2.39560794795 8.61316140149 -2684.84 5377.68 -3.56367e-06
1714.10153634 158.478247203 -2.30822369814 8.92898452834 -2508.02 5024.04 -2.25932e-07
1973.8519926 161.952622824 -2.67973496316 9.01419332536 -2681.95 5371.9 -4.14365e-05
1786.96410794 162.057659238 -2.61187688622 8.9916353253 -2727.5 5463 -3.25831e-06
1544.81389225 161.195866258 -2.38573042752 8.9983587817 -2513.23 5034.46 -2.49697e-07
1738.43732009 161.397477418 -2.57462356545 8.88298663008 -2490.23 4988.46 -0.000797146
1649.62487617 161.708647978 -2.37302083265 8.13469089234 -2707.72 5423.44 -8.98941e-05
1654.81273799 159.38996372 -2.35398687338 8.79018634669 -2417.81 4843.62 -0.000125441
1508.92462108 160.696867414 -2.36465045633 8.9395454097 -2535.18 5078.36 -0.00077114
1983.30938175 160.147156737 -2.49820374236 8.97356761476 -2960.55 5929.1 -3.11537e-05
1342.30538155 158.911953969 -2.07494960509 8.26630484421 -2519.73 5047.46 -2.96124e-05
1673.85435796 158.494823396 -2.3602922802 9.31489892422 -2469.43 4946.86 -3.16464e-06
1629.46592207 158.925419541 -2.35352421592 9.03079589163 -2401.27 4810.54 -2.09971e-05
1833.31509998 159.707046907 -2.4005446938 8.61595521798 -2876.03 5760.06 -2.72818e-05
1690.79319069 160.247110894 -2.32974786803 9.19420322829 -2805.05 5618.1 -4.43526e-05
1776.3290351 160.621511305 -2.39207112547 9.05484061095 -2952.51 5913.02 -2.92607e-06
1719.77815552 160.321171866 -2.58248273591 9.15983862165 -2436.02 4880.04 -0.000212957
1690.66678532 160.486639531 -2.3124990903 8.37743141222 -2793.91 5595.82 -4.11994e-06
1772.34467225 158.667501929 -2.30208873025 8.69875398289 -2738.96 5485.92 -2.4182e-05
1554.1276195 161.123164698 -2.36348257773 9.30213859087 -2627.44 5262.88 -2.19047e-06
2020.05748787 159.668553944 -2.53640791258 9.23696004386 -2867.07 5742.14 -0.000796807
1711.93838726 158.427950989 -2.46835905363 9.20105887331 -2319.78 4647.56 -1.64718e-05
1853.51115053 158.95640886 -2.53201717196 9.6471844713 -2488.88 4985.76 -1.92557e-06
1559.8518842 159.940045693 -2.35729170169 8.86115728368 -2559.41 5126.82 -0.000611441
1711.26546784 159.173928263 -2.46739477665 8.63189583368 -2154.07 4316.14 -8.26798e-06
1706.62584519 158.723558721 -2.45307147989 9.5046604685 -2337.55 4683.1 -9.9963e-06
1906.78123382 159.495605974 -2.46540202094 9.70928149118 -2806.74 5621.48 -0.000646009
1652.86566 161.120977045 -2.44271324934 8.76126584152 -2752.83 5513.66 -0.000606951
1846.31593296 159.402940074 -2.39270750524 9.16789500126 -2783.28 5574.56 -1.95932e-05
1577.73413842 160.150717066 -2.52059467533 9.14274291244 -2278.91 4565.82 -5.92477e-05
1615.2564115 159.906042922 -2.36774682577 9.16345399986 -2513.39 5034.78 -0.000360138
1770.65116151 159.973994608 -2.43968372258 9.51395789074 -2552.49 5112.98 -0.00100733
1640.30125063 158.386032113 -2.23501493647 9.03192657761 -2590.58 5189.16 -8.50571e-06
1675.0658286 161.085727879 -2.38354110455 8.98791083335 -2730.62 5469.24 -3.73909e-05
1758.49086067 161.776441839 -2.5258205278 8.7860141745 -2672.63 5353.26 -8.90602e-06
1633.27944003 158.435480068 -2.29206492661 9.58969846804 -2559.38 5126.76 -0.000405086
1790.34803228 158.419690907 -2.48085164032 9.20889283429 -2326.9 4661.8 -7.91693e-05
1674.75134921 161.713775942 -2.58945073648 8.78021332653 -2434.72 4877.44 -0.00110174
1610.70790566 157.450461459 -2.20364237781 8.84396510072 -2364.28 4736.56 -8.43351e-07
1633.09404158 158.466464222 -2.30357904507 8.84625500107 -2406.51 4821.02 -0.000364326
1682.9795714 160.960597907 -2.43114903668 9.15296781935 -2517.69 5043.38 -0.000916368
1730.33074763 160.258300815 -2.41067631398 8.6006407965 -2547.78 5103.56 -9.25526e-06
1837.40454676 158.814890739 -2.51738690623 8.81662522134 -2319.16 4646.32 -0.000218335
1687.67698211 158.932992986 -2.3800980588 8.72711887968 -2455.91 4919.82 -2.59074e-06
1630.55182325 161.816474898 -2.49623415663 8.46022123579 -2568.94 5145.88 -5.73314e-05
1589.21311515 160.237313213 -2.33449508082 9.26638581917 -2714.99 5437.98 -6.3301e-07
2115.82822422 159.491515132 -2.68198332341 9.87596290954 -2621.3 5250.6 -1.97804e-05
1866.14327214 160.714221712 -2.61382830856 9.04839183556 -2542.06 5092.12 -9.79153e-05
1477.28264942 158.326155992 -2.22074021787 9.39218189661 -2405.33 4818.66 -2.0731e-06
1516.37716436 160.068630883 -2.34022130093 8.646009519 -2433.69 4875.38 -9.29667e-05
1783.16931998 160.550414605 -2.348102398 9.50296781142 -3070.51 6149.02 -1.45103e-06
1623.99486068 158.113112522 -2.13301141217 9.04091165707 -2834.53 5677.06 -1.98939e-05
1655.06742651 157.361831404 -2.25683635933 8.82218976754 -2484.19 4976.38 -0.000154809
1721.97539172 158.630133402 -2.22437794624 9.72490547518 -2891.66 5791.32 -0.00104898
1664.74873263 160.071495596 -2.47204395061 9.18968505355 -2519.38 5046.76 -4.30406e-07
1876.53338688 161.121739817 -2.47294215967 8.59987302945 -2899.74 5807.48 -4.1569e-05
1824.22283455 158.724309256 -2.52716040216 9.37000293551 -2308.97 4625.94 -0.00120856
1820.66749252 160.343393331 -2.41889625341 9.29723542298 -2906.34 5820.68 -2.18481e-05
1679.62461701 159.556280063 -2.45638066286 9.42237092492 -2492.72 4993.44 -1.71573e-05
1416.78690921 160.477870264 -2.29295131972 9.43752883875 -2515.22 5038.44 -5.98357e-05
1826.98831187 160.855190601 -2.46418602431 8.60135332104 -2844.46 5696.92 -8.33034e-05
1675.80713873 160.981057559 -2.44156232263 9.34155394563 -2621.09 5250.18 -0.00114576
1725.67844617 162.523473252 -2.70266503688 8.65827720573 -2431.41 4870.82 -0.000137462
1962.36448257 158.076894339 -2.3339446641 9.19262003802 -2799.21 5606.42 -7.39737e-05
1461.84342502 159.909301833 -2.31869016109 9.12925879811 -2504.69 5017.38 -5.41062e-06
1573.74192662 158.891080065 -2.36657115519 9.40589911079 -2359.95 4727.9 -4.38407e-05
1903.47939452 161.084378208 -2.69458737985 8.59807432079 -2617.08 5242.16 -6.60687e-06
1524.9460083 161.76224818 -2.35372503488 8.11284875106 -2614.52 5237.04 -0.000139156
1617.38542253 158.440739662 -2.19493702162 8.560333103 -2722.59 5453.18 -2.76128e-05
1515.13192324 160.925482993 -2.33719932962 9.39931432897 -2651.4 5310.8 -9.54669e-05
1661.30017768 159.748307082 -2.42738028731 8.63816292683 -2470.06 4948.12 -5.06716e-05
1577.55153473 161.58939507 -2.4381909041 8.71121392311 -2502.34 5012.68 -1.39474e-06
1603.32831899 159.8738463 -2.35291726253 9.55490150044 -2672.63 5353.26 -2.70489e-05
1705.1467593 161.654466658 -2.54257245632 9.78560904603 -2591.08 5190.16 -2.11931e-06
1817.71302995 160.760921838 -2.39376544478 8.9262532091 -2956.08 5920.16 -0.000123275
1415.52014564 161.569915114 -2.35528482588 8.43253594078 -2365.69 4739.38 -8.74458e-05
1541.59010451 159.106250151 -2.34517020236 9.62864937648 -2369.97 4747.94 -5.10453e-05
1613.68463322 160.552781066 -2.32020232886 9.02769733334 -2639.91 5287.82 -9.88133e-06
1515.218234 160.18367331 -2.36416502089 9.89483914888 -2544.4 5096.8 -1.42378e-05
1950.23662976 161.322714916 -2.59280931078 9.44469574249 -2817.07 5642.14 -1.08219e-05
2079.1357147 161.373562838 -2.72907372028 8.73728005313 -2841.13 5690.26 -0.00162846
1840.67805214 159.772833776 -2.42970111545 8.85461684554 -2726 5460 -3.57012e-05
1961.55578406 160.248968381 -2.48611208018 8.82932049521 -2899.77 5807.54 -0.00143589
1937.40272558 160.93882564 -2.59031310986 8.72190492515 -2601.32 5210.64 -6.43946e-05
1732.93195488 160.922771385 -2.61408982919 8.66360312075 -2338.42 4684.84 -1.06612e-05
1729.22247639 161.050266413 -2.49347728024 8.49888129904 -2601.69 5211.38 -1.71711e-06
1598.91442593 158.410560927 -2.22972230406 9.13691792279 -2559.38 5126.76 -6.9441e-07
1610.8328567 161.026298882 -2.29563607901 8.74657529529 -2850.58 5709.16 -2.49782e-05
1742.50445647 160.860752628 -2.54311787542 8.42098681181 -2569.53 5147.06 -0.000319398
1834.84969803 159.049480615 -2.30165911407 8.61709835903 -2924.81 5857.62 -3.75497e-05
1617.21747817 159.661797652 -2.24238331684 9.25173349191 -2798.97 5605.94 -7.73255e-06
1799.30774512 159.372898327 -2.3725646143 8.29232500393 -2542.91 5093.82 -3.24572e-06
1804.3462734 159.501714667 -2.38330632779 9.06339087077 -2783.1 5574.2 -0.000350307
1613.25732646 161.205130022 -2.37415335873 9.0425160738 -2683.11 5374.22 -0.000278671
1686.78207246 159.542422792 -2.35040844938 9.01981715924 -2581.27 5170.54 -2.15455e-06
1567.3643524 159.669620191 -2.32568817468 8.40792198831 -2422.92 4853.84 -2.01629e-05
1890.77788161 159.93720257 -2.3917386374 9.19663801686 -2901.61 5811.22 -0.000501704
1845.23187016 158.366636324 -2.27735145667 8.6066551739 -2739.65 5487.3 -9.40574e-07
1574.34697552 160.057315648 -2.46457955983 8.54138519394 -2300.12 4608.24 -1.88153e-06
1532.76812197 162.046305705 -2.56001958963 8.66908468145 -2302.65 4613.3 -1.33466e-05
1652.70503788 158.92119535 -2.1983769439 8.62300303007 -2855.61 5719.22 -0.00228159
1693.87589876 159.912222844 -2.36541715475 8.698316839 -2557.25 5122.5 -0.00369975
1636.14341762 158.548273257 -2.54459572869 9.57110373009 -2065.62 4139.24 -5.12154e-05
1538.63569085 161.430897006 -2.42712494853 8.76945257832 -2445.3 4898.6 -4.09498e-07
1675.82388532 162.088286086 -2.50100090026 8.78481714249 -2635.95 5279.9 -2.3926e-07
1551.74651861 160.067681084 -2.32178961992 9.28139847193 -2487.85 4983.7 -0.000804024
1692.15203686 162.734264187 -2.56604419744 9.54349944129 -2664.1 5336.2 -3.31113e-05
1543.55391653 159.041759533 -2.39860066238 8.77121573324 -2339.52 4687.04 -8.15324e-07
1632.18406575 161.824214917 -2.49367333568 8.84537245785 -2683.63 5375.26 -7.51649e-05
1950.00178861 158.275477809 -2.32433932756 8.45124162598 -2841.28 5690.56 -0.000784128
1594.32144508 161.34299689 -2.44158863888 9.21798403102 -2718.91 5445.82 -8.55558e-06
1723.11579892 160.718974735 -2.50226018871 9.41675928827 -2548.76 5105.52 -7.91965e-06
1514.57276356 160.374161695 -2.3055598101 9.31350744127 -2622.93 5253.86 -6.95899e-06
1852.86255095 160.15182218 -2.4004995281 9.61909065246 -3102.72 6213.44 -1.89174e-05
1661.14564955 158.701334494 -2.35604520204 8.91623257209 -2574.56 5157.12 -0.000211525
1740.37142263 159.455696891 -2.47326431666 8.71987369895 -2401.65 4811.3 -1.82808e-05
1652.88011259 159.4006777 -2.17920180256 8.45297318796 -2728.23 5464.46 -6.55584e-06
1767.27708777 160.159225886 -2.47970981961 8.86139107091 -2551.38 5110.76 -1.83897e-05
1725.23149923 161.49569802 -2.50410171487 9.39277706463 -2598.92 5205.84 -0.000254837
1658.2696666 160.262329603 -2.36506535509 8.91668816396 -2395.47 4798.94 -8.43144e-06
1517.36267433 160.502209209 -2.42623458538 9.82243230471 -2389.29 4786.58 -8.85693e-05
1621.91196023 159.911665893 -2.22920739747 8.94530715382 -2926.49 5860.98 -4.48487e-05
1835.90877852 159.374574516 -2.27421841458 8.69764670863 -3186.11 6380.22 -0.000226219
1462.03169007 159.977002547 -2.34117747877 8.73163990675 -2453.89 4915.78 -4.81387e-06
1728.2006752 159.236939253 -2.37436423696 9.00048423857 -2644.32 5296.64 -1.8254e-06
1804.40149024 159.30053662 -2.43359365212 9.53284717438 -2564.08 5136.16 -4.45729e-05
1781.93322248 159.082131377 -2.31155036696 8.55646710416 -2763.51 5535.02 -0.000285324
1787.77024897 159.622242636 -2.41199417294 9.38000069148 -2783.87 5575.74 -1.18521e-05
1817.46012713 160.054747281 -2.39366557395 8.82715605031 -2832.51 5673.02 -1.43945e-05
1714.01236418 158.945611902 -2.28765303377 8.42064910943 -2621.46 5250.92 -1.77112e-06
1603.45609852 161.325529355 -2.36935586297 9.26399868352 -2930.81 5869.62 -0.000424324
1644.9517417 161.19863847 -2.51668752559 9.12847906125 -2530.6 5069.2 -8.95857e-05
1293.86512535 160.431660446 -2.18632736642 9.14881953221 -2470.63 4949.26 -2.23671e-05
1618.14474676 157.151334415 -2.0414960382 8.5602525153 -2759.13 5526.26 -3.71923e-06
1631.38421784 160.001840706 -2.35842955508 9.09299438492 -2633.28 5274.56 -0.000518591
1640.11918481 159.996017978 -2.36811647523 8.40089310348 -2472.94 4953.88 -1.69524e-05
1762.50660614 161.171372341 -2.51101079149 8.47902113777 -2667.08 5342.16 -8.76583e-06
1724.31041492 158.428765927 -2.43536953357 9.79429067444 -2469.97 4947.94 -4.77904e-05
1687.46680231 159.568292704 -2.31319763177 9.40044552 -2785.28 5578.56 -8.21526e-05
1809.52848167 160.312627049 -2.46246549481 9.08222752765 -2728.14 5464.28 -0.00117657
1537.39127755 159.022992926 -2.2461575551 8.93758476065 -2536.93 5081.86 -2.13826e-05
1614.31174161 158.19434282 -2.19825199037 8.87439217754 -2727.15 5462.3 -2.25948e-05
1692.77401665 159.716748185 -2.39520115883 8.88798840381 -2614.32 5236.64 -5.47986e-06
1540.9836931 160.84368436 -2.4153536898 9.56269817681 -2398.05 4804.1 -3.17039e-05
1560.57601076 160.555513405 -2.40199972227 8.63736880897 -2496.86 5001.72 -1.33245e-05
1696.39926304 159.041311899 -2.43670698512 8.49195860627 -2306.71 4621.42 -4.86395e-06
1820.52566752 161.130389233 -2.50991885499 8.5702111736 -2738.42 5484.84 -7.18971e-05
1570.97907635 158.688498341 -2.19346327685 9.3235760996 -2676.69 5361.38 -0.000236337
1764.46970239 161.115867295 -2.52502125665 9.26794557601 -2674.84 5357.68 -6.45634e-06
1733.20147044 159.575453804 -2.30205026351 9.34244776974 -2850.72 5709.44 -1.1861e-05
1513.76558656 159.981024608 -2.37155824688 9.16388943197 -2435.24 4878.48 -0.000778235
1397.27226265 159.903916138 -2.47361898832 8.93211923972 -1959.59 3927.18 -2.61489e-06
1935.37307556 162.425095201 -2.80112538295 9.15353541652 -2549.85 5107.7 -3.06257e-07
1556.48268027 158.527983262 -2.226908192 8.80741832058 -2553.1 5114.2 -5.58011e-06
2032.53611682 158.295604747 -2.38935555942 8.78059134791 -2743.36 5494.72 -0.000157382
1812.68796625 160.083899121 -2.31947819658 8.99112210642 -3001.33 6010.66 -3.63509e-05
1816.1103144 160.202430214 -2.39332939522 8.50562859 -2811.23 5630.46 -4.23162e-06
1533.08824081 161.321288431 -2.45253151832 9.26213772265 -2528.3 5064.6 -4.01188e-05
1554.5643623 160.546182986 -2.33167555157 8.94912925465 -2532.07 5072.14 -3.69371e-06
1892.97686243 158.362477351 -2.36265467435 9.52250126833 -2747.87 5503.74 -0.000340068
1465.53897372 159.634215255 -2.21456551753 9.48425035452 -2607.96 5223.92 -0.000179642
1558.86582647 159.95940153 -2.41461184994 10.1528069216 -2348.95 4705.9 -8.03767e-06
1878.65871899 158.773780283 -2.43904939329 8.77420905859 -2557.42 5122.84 -0.000308301
1802.05201536 157.846991899 -2.35017886667 9.18364545199 -2606.37 5220.74 -7.65016e-06
1974.99711207 159.943784975 -2.52387622689 9.10508448856 -2830.21 5668.42 -3.36409e-07
1621.49533125 159.412055235 -2.24321364064 9.25365627646 -2709 5426 -0.000136361
1746.89904521 161.370859723 -2.47722204543 8.85951503696 -2582.62 5173.24 -2.9885e-06
1573.20723067 160.278612084 -2.27308054805 9.1923738452 -2712.6 5433.2 -9.8425e-05
1619.57725116 159.656622516 -2.33594546246 8.75318031894 -2473.04 4954.08 -9.66385e-05
1821.76458086 158.879714422 -2.41197331559 9.22416234311 -2554.51 5117.02 -4.01437e-05
1605.11175466 159.683092364 -2.31377368199 8.96753390954 -2662.39 5332.78 -7.74261e-06
1840.61870016 160.774760325 -2.50549834162 8.88745651064 -2755.22 5518.44 -1.15843e-05
1592.17608463 160.649052917 -2.33145032517 8.74111086671 -2651.55 5311.1 -1.0842e-05
1544.80419715 161.028501375 -2.31138536192 9.07773608605 -2760.77 5529.54 -8.31916e-06
1763.18447384 160.423170561 -2.4658215635 8.58226356481 -2573.77 5155.54 -2.61558e-05
1499.15514363 159.423296121 -2.36507173419 8.84007008138 -2186.09 4380.18 -5.65515e-06
1506.19774151 159.188466408 -2.25448939682 8.39151598927 -2342.11 4692.22 -2.6837e-05
1689.54496252 161.412859651 -2.43680829518 8.8142887915 -2595.33 5198.66 -6.35865e-06
1482.08710588 160.211493332 -2.233515353 9.22443869693 -2728.28 5464.56 -1.99051e-05
1399.50645172 158.720616582 -2.18463411526 9.05532195157 -2325.78 4659.56 -1.27774e-05
1680.82067055 159.847011396 -2.33477918704 9.21875026867 -2740.86 5489.72 -0.000169247
1814.03838911 160.604988572 -2.49140212578 9.46936236619 -2744.38 5496.76 -3.13279e-05
1615.35074104 161.20470448 -2.30649330146 9.6945514848 -2951.89 5911.78 -3.64938e-06
1507.97812086 160.958814366 -2.34452326617 9.37701361129 -2503.92 5015.84 -0.000109495
1621.68421331 161.031643707 -2.41452194815 9.5185179347 -2714.81 5437.62 -8.38778e-05
1734.09353415 160.005172707 -2.37882080072 8.77780900944 -2633.87 5275.74 -3.33123e-06
1607.21966998 159.947016844 -2.3092372164 9.43682382499 -2769.9 5547.8 -9.17407e-06
1624.6023813 158.121710232 -2.16201513868 9.71651134085 -2604.42 5216.84 -1.86356e-05
1875.85722922 160.415690833 -2.50940510207 9.09391320498 -2700.31 5408.62 -0.000141433
1622.72128022 160.724677427 -2.39338130237 9.03412891193 -2627.87 5263.74 -4.17331e-05
1922.22847554 159.942192638 -2.48300754855 8.79493814132 -2849.83 5707.66 -0.000220585
1858.44147721 161.317526435 -2.48010710769 9.0951784558 -2848.95 5705.9 -4.68622e-06
1583.24068203 159.803282654 -2.34700734352 8.64474515258 -2412.87 4833.74 -1.11096e-06
1707.82156406 161.544461285 -2.5772876353 9.37063422664 -2537.29 5082.58 -4.54007e-05
1547.3752495 159.927635416 -2.26507523586 9.1899756028 -2610.54 5229.08 -4.98029e-07
1822.60076956 159.393919702 -2.38736490514 8.83217124232 -2776.11 5560.22 -2.34556e-05
1544.70623627 160.980332165 -2.48444141245 9.16152510655 -2406.38 4820.76 -0.000548369
