"D" "g0" "sigma" "sigmatoa" "logLik" "AIC" "maxgrad"
1450.73864752 0.99999999227 8.97534651241 0.00196398830532 463.77 -919.54 -4.19733e-05
1446.33067652 0.999999993372 9.35536316424 0.0018382447009 578.454 -1148.908 -3.11924e-05
1248.51777954 0.999999994726 9.70839916806 0.00192996928439 703.726 -1399.452 -8.19579e-06
1364.75538315 0.999999993275 9.56034755801 0.00181819715395 664.692 -1321.384 -1.69061e-05
1545.97554009 0.999999993858 8.75609553608 0.00188122526446 561.618 -1115.236 -1.07292e-05
1242.07965863 0.999999993928 10.0292110457 0.00178268653728 730.638 -1453.276 -8.35374e-05
1558.58603312 0.999999994085 9.37387826802 0.00194617963967 657.916 -1307.832 -0.0022849
1188.38948936 0.999999993985 9.60558353301 0.00183855013991 634.575 -1261.15 -0.00038713
1268.07317904 0.999999994978 9.88159917252 0.00173905482792 798.832 -1589.664 -4.32586e-06
1368.06813881 0.99999999189 9.62058060915 0.00190265543321 529.484 -1050.968 -0.00179071
1692.44468629 0.999999993667 8.79442039386 0.00189631051972 577.292 -1146.584 -1.79227e-05
1415.42330933 0.999999995239 9.45229454962 0.00187518995332 756.346 -1504.692 -1.33981e-05
1381.57032876 0.999999993183 9.34232564093 0.00213046830733 606.551 -1205.102 -2.44652e-05
1525.60420836 0.999999993995 8.85032999121 0.00180598795918 574.402 -1140.804 -1.40761e-05
1420.42127192 0.999999994675 9.57603278756 0.00186482823628 692.533 -1377.066 -7.57203e-07
1342.53334145 0.999999993014 9.55351542314 0.00175169005967 522.854 -1037.708 -3.75758e-05
1279.07237723 0.999999994358 9.59668866921 0.00195933061442 689.403 -1370.806 -0.000406714
1621.72110615 0.999999995238 9.21902992422 0.00187554239917 764.847 -1521.694 -1.58175e-06
1270.50302131 0.99999999454 9.55542762421 0.00183226662731 765.79 -1523.58 -0.00152034
1339.97444584 0.999999993662 9.48841559331 0.00184589071806 593.861 -1179.722 -2.36905e-05
1530.16089885 0.999999993385 8.69116360575 0.00167631166725 520.068 -1032.136 -0.000764551
1414.45977058 0.999999995194 9.7183983406 0.00193499388734 804.16 -1600.32 -0.00238078
1494.726587 0.99999999463 9.42818103438 0.00190985546822 716.123 -1424.246 -5.86201e-05
1549.05852206 0.999999995478 9.34156052961 0.00190941200628 847.187 -1686.374 -8.03726e-06
1323.73064523 0.999999993162 9.3510758676 0.00186061999696 593.104 -1178.208 -4.71439e-06
1570.06295612 0.999999994871 9.13319165012 0.00176407111141 751.199 -1494.398 -9.23485e-06
1513.78288309 0.999999994466 9.26593103126 0.00177708661675 702.92 -1397.84 -3.84591e-05
1463.63208491 0.999999993152 9.17015992211 0.00198046529176 616.059 -1224.118 -0.00229756
1561.57799908 0.999999994246 9.34110770193 0.00172972772217 686.632 -1365.264 -0.000258066
1511.28928065 0.999999991664 8.5612233834 0.00173007262405 495.311 -982.622 -0.000184482
1518.60222103 0.999999992215 8.94600600236 0.00194088279892 484.568 -961.136 -0.000347805
1355.30689521 0.999999994558 9.29741598269 0.00186717749595 725.297 -1442.594 -7.81479e-05
1549.00503122 0.999999990178 8.50648332092 0.00169658957438 343.998 -679.996 -0.000600403
1445.52203292 0.999999991647 8.94531441619 0.00197016385428 464.701 -921.402 -5.47595e-06
1470.75816002 0.999999993816 9.63396040716 0.0018689887249 646.95 -1285.9 -0.000328871
1302.47095863 0.999999995708 9.80301794498 0.00182254626391 853.645 -1699.29 -6.04977e-05
1600.46455362 0.999999994118 9.11724420883 0.00190669863231 638.118 -1268.236 -0.000651566
1349.38602461 0.999999993236 8.9302047 0.0017687043774 523.737 -1039.474 -0.00537902
1421.92119546 0.999999993638 9.23227155561 0.00177242647226 588.24 -1168.48 -0.00021242
1637.81840006 0.999999992497 8.79380473208 0.00203520199027 475.349 -942.698 -0.000283036
1494.19829728 0.999999993988 9.15178138866 0.00166134053181 614.981 -1221.962 -0.000835944
1470.73995565 0.999999994947 9.42659043894 0.0019075610258 682.137 -1356.274 -7.62704e-05
1425.27615125 0.999999994341 9.50911122307 0.00201529821164 655.885 -1303.77 -4.09244e-05
1442.89708008 0.999999993024 9.22455864105 0.00201382369669 553.536 -1099.072 -0.0013548
1616.67709402 0.99999999131 8.40495770885 0.00195634585753 422.587 -837.174 -3.73136e-05
1406.17046825 0.99999999388 9.09483017077 0.00191650784687 585.928 -1163.856 -6.93773e-05
1443.21155115 0.999999991343 9.10177533091 0.00186660478185 484.918 -961.836 -2.91091e-05
1376.34602008 0.99999999279 9.31329569961 0.001910935854 547.079 -1086.158 -0.00127306
1358.1583294 0.999999992816 9.73586458985 0.00196955142751 527.53 -1047.06 -0.0073226
1441.89081328 0.999999993916 9.37251243903 0.00180815129536 584.627 -1161.254 -6.3178e-05
1526.79923111 0.999999991932 8.75079032763 0.00176777636973 429.793 -851.586 -0.00104073
1393.93259396 0.999999993239 9.24298940106 0.00181828294643 575.627 -1143.254 -2.19143e-05
1258.34039067 0.999999994192 9.84829688102 0.00184754511134 685.893 -1363.786 -9.84458e-05
1380.17122296 0.999999994161 9.52141367845 0.00177854293515 726.472 -1444.944 -0.000367504
1545.31386937 0.999999992061 9.265484637 0.00178583297594 457.697 -907.394 -0.00193755
1487.68946336 0.999999993232 9.12849441762 0.00186604852126 528.188 -1048.376 -0.00312561
1194.89778945 0.999999993242 9.93604889878 0.0019265237905 576.342 -1144.684 -6.78569e-06
1254.59714083 0.999999992912 9.62708226733 0.00196969658917 617.716 -1227.432 -6.18481e-05
1539.77086839 0.999999994676 9.6180096 0.00200456317101 805.369 -1602.738 -0.00142635
1397.54680928 0.999999993609 9.81146304177 0.00171859698694 721.994 -1435.988 -0.000250091
1284.96480695 0.999999993628 9.67521142732 0.00206254716084 603.375 -1198.75 -0.000127036
1526.33910715 0.999999994102 9.53566767845 0.00191205010158 699.641 -1391.282 -3.77573e-06
1388.04600256 0.999999994428 9.2161944082 0.00185180019097 647.687 -1287.374 -0.000134103
1552.33745946 0.999999994619 9.39632656666 0.00175122533697 761.455 -1514.91 -4.96673e-05
1545.40459253 0.999999990504 8.68683485845 0.00180485922319 393.085 -778.17 -0.000150838
1582.7431583 0.999999995055 9.24442310276 0.00178288010466 743.598 -1479.196 -6.14348e-06
1302.13546234 0.999999993615 9.59941268877 0.00183240055351 614.608 -1221.216 -1.06237e-05
1282.0591649 0.99999999323 9.53067100913 0.00168661836719 668.155 -1328.31 -4.05934e-05
1392.88882421 0.999999994809 9.83083247463 0.00181859393655 773.781 -1539.562 -0.000234536
1373.73554584 0.999999993769 9.64598044141 0.00177517487376 586.442 -1164.884 -2.87517e-06
1331.00108464 0.999999994 9.37240764525 0.00180704157748 600.586 -1193.172 -0.00173179
1759.53089943 0.999999992589 8.84003407891 0.00164372196965 561.038 -1114.076 -4.87754e-05
1337.21652546 0.999999994763 9.19056825038 0.00198227839143 696.17 -1384.34 -0.000191982
1193.99900597 0.999999992871 9.88554406942 0.00183882745697 539.825 -1071.65 -1.42292e-05
1466.53505164 0.999999995027 9.08722842421 0.0017121198681 720.802 -1433.604 -2.23827e-05
1244.65276916 0.999999994657 9.964647986 0.00191459118004 755.974 -1503.948 -0.000706914
1300.70480992 0.999999994045 9.93731956389 0.00164945124226 760.482 -1512.964 -0.000595432
1339.3815171 0.999999994669 9.59204448213 0.00192636582796 715.843 -1423.686 -0.00310904
1447.93709119 0.999999993802 8.9610881691 0.00171341826283 614.064 -1220.128 -8.60695e-05
1391.21956651 0.999999993212 9.27872389463 0.00178456291411 615.858 -1223.716 -1.82525e-05
1382.55189571 0.999999994276 9.4624425471 0.00207261528495 671.976 -1335.952 -0.000510483
1458.89391796 0.999999992177 9.28350526965 0.0018597973217 552.304 -1096.608 -4.18813e-05
1549.6238683 0.99999999513 9.47229386043 0.00176448262112 781.164 -1554.328 -9.54383e-05
1328.02691119 0.999999994255 9.17588310284 0.00201157079327 607.666 -1207.332 -2.4135e-05
1414.51661791 0.999999993196 8.98716711241 0.00189174262921 525.149 -1042.298 -3.29895e-06
1441.28876207 0.999999994379 9.44618478537 0.0019040552246 658.107 -1308.214 -0.0010834
1297.2688482 0.999999993645 9.59479491023 0.00188669367907 615.996 -1223.992 -0.00587573
1603.3265485 0.999999994485 9.21693360633 0.00181848431313 642.853 -1277.706 -9.28301e-05
1506.77071857 0.999999994985 9.40603582628 0.00201630572239 727.327 -1446.654 -0.000413019
1502.2198437 0.999999994604 9.3543945291 0.00173570109396 672.01 -1336.02 -0.000597247
1610.54879688 0.999999994871 9.23556524941 0.00190517794874 720.396 -1432.792 -4.03663e-05
1723.47214867 0.999999992917 8.61252414506 0.00207133744046 499.848 -991.696 -0.000409703
1551.88040185 0.999999993101 8.49687053198 0.0019664963935 473.219 -938.438 -3.15273e-05
1457.45346387 0.999999994544 9.19339366102 0.00177556213621 674.633 -1341.266 -0.000353215
1344.95340711 0.999999992958 9.64355333551 0.00187446736466 574.516 -1141.032 -0.000270392
1441.8826176 0.999999995196 9.58513461773 0.00185399101627 819.435 -1630.87 -1.4179e-05
1347.21915603 0.999999994671 9.45805665924 0.00204873102372 696.011 -1384.022 -0.000247806
1518.55758439 0.999999994952 9.52003893231 0.00185510893314 770.387 -1532.774 -3.17903e-06
1396.07135501 0.999999994348 9.77014464865 0.00203900920592 708.478 -1408.956 -2.19358e-05
1503.55851754 0.99999999356 9.23417207663 0.00192134162469 541.357 -1074.714 -4.26538e-06
1529.65177077 0.999999994278 9.27668333212 0.0018315335526 678.273 -1348.546 -0.000282951
1419.05623799 0.999999994236 9.48597273407 0.00181578447278 686.744 -1365.488 -6.83129e-05
1568.78450381 0.999999993728 8.88791410217 0.00180154808849 579.202 -1150.404 -8.51086e-05
1473.4523333 0.999999994187 8.84274646818 0.00195786065693 592.916 -1177.832 -1.84709e-05
1522.59252653 0.999999994606 9.66015946582 0.00192127212473 694.402 -1380.804 -2.91123e-05
1519.5507224 0.999999993743 9.47157899443 0.00184126496827 631.317 -1254.634 -0.00039996
1308.24533172 0.999999993099 9.15169679214 0.00186223281795 542.126 -1076.252 -3.82957e-06
1332.21335276 0.999999992745 9.05266038203 0.00175125445812 532.987 -1057.974 -9.73144e-05
1439.45854242 0.999999994444 9.59470340462 0.00190032124481 800.36 -1592.72 -0.000672316
1462.09787911 0.999999990092 9.27135849945 0.0018168162752 565.913 -1123.826 -2.3936e-05
1353.97262188 0.999999990145 8.75122741658 0.00203233572194 350.764 -693.528 -5.60779e-05
1358.29732564 0.999999994052 9.28519789153 0.00175931141877 611.851 -1215.702 -0.000138981
1428.28479337 0.999999994892 9.37752226239 0.00204572181972 678.053 -1348.106 -8.49273e-06
1335.28854587 0.999999993594 9.58423170873 0.00161412209154 571.874 -1135.748 -0.00118133
1529.19205937 0.999999994073 9.09518409644 0.00178388523953 622.48 -1236.96 -0.00272285
1185.2079774 0.999999994361 9.62085952955 0.00157653392563 677.396 -1346.792 -3.28579e-05
1305.58764714 0.999999994319 9.71280169861 0.00185280772391 753.555 -1499.11 -0.0013203
1471.35620471 0.999999994558 9.74521663841 0.00201625228735 690.565 -1373.13 -4.87615e-06
1416.22202438 0.999999994484 9.25444392416 0.00165892872217 781.02 -1554.04 -0.00386601
1564.08369232 0.999999992722 8.83469143307 0.00193029258688 514.736 -1021.472 -2.95423e-06
1344.5573295 0.999999993659 9.54497815513 0.00185930781327 690.93 -1373.86 -3.08623e-06
1553.10470606 0.999999995241 9.52537391096 0.00178768447268 847.9 -1687.8 -3.06628e-05
1268.53677614 0.999999994589 9.74916239692 0.00175431526528 728.284 -1448.568 -3.21933e-05
1443.52628405 0.999999993333 9.02694188189 0.00162858382891 528.278 -1048.556 -0.000321072
1501.54996048 0.999999994902 9.51627735691 0.00196515986817 697.281 -1386.562 -4.14854e-05
1304.77118225 0.999999993188 9.84345907099 0.00160876107991 601.941 -1195.882 -9.66016e-06
1586.50793929 0.999999993574 8.91895684255 0.00174160749156 577.926 -1147.852 -8.93243e-06
1591.83242619 0.999999992903 8.81004608847 0.00185552937459 418.682 -829.364 -0.000688294
1300.04167775 0.999999992285 9.42583088986 0.00199354399655 506.166 -1004.332 -8.55507e-05
1405.96112296 0.999999995295 9.80028391713 0.00174362381755 859.552 -1711.104 -9.54701e-06
1523.39283569 0.999999995424 9.7010678992 0.00192942263277 984.781 -1961.562 -0.00198353
1243.67849627 0.999999994111 9.45975301982 0.00208398052703 683.237 -1358.474 -0.000304986
1456.55293071 0.999999994336 9.26858398805 0.00174953013743 689.76 -1371.52 -0.000406571
1590.67295697 0.99999999225 8.92749265262 0.00202092611534 501.489 -994.978 -0.000884135
1473.35542135 0.999999994619 9.48615505157 0.0017463186841 721.745 -1435.49 -7.46066e-05
1408.35298829 0.999999993357 9.67223166816 0.00163209248338 721.009 -1434.018 -3.4776e-05
1572.87955793 0.999999994987 9.21259238406 0.0017466678548 727.202 -1446.404 -7.25149e-05
1547.23447503 0.999999994807 9.03140937635 0.00175807891023 640.878 -1273.756 -3.84121e-05
1325.07228434 0.999999995329 9.92830289759 0.00199366491094 896.887 -1785.774 -0.000231921
1271.18292791 0.999999993613 9.73715401888 0.00182254849546 643.554 -1279.108 -0.000421248
1210.80508037 0.99999999427 9.69445560752 0.00207098391769 690.812 -1373.624 -0.00158314
1397.4461625 0.999999993403 9.83551833319 0.00192385228304 687.101 -1366.202 -1.95927e-05
1412.11870981 0.999999994381 9.3684103363 0.00156187140443 690.817 -1373.634 -7.05452e-06
1301.18604208 0.999999993296 9.70661196653 0.00171825808581 579.916 -1151.832 -2.47971e-05
1312.28454353 0.999999994737 9.86042366947 0.00188295761205 735.651 -1463.302 -8.84859e-06
1371.6700586 0.999999991976 9.33221169514 0.00170586452186 529.459 -1050.918 -0.000650347
1446.0735983 0.999999993733 9.54526220177 0.00186185744044 716.281 -1424.562 -2.75948e-05
1562.35630615 0.99999999427 9.09251056957 0.00176686688058 658.146 -1308.292 -2.07488e-05
1302.81735961 0.999999994062 9.64804271079 0.00197249487299 637.106 -1266.212 -2.32992e-05
1274.60426195 0.99999999471 10.0313012852 0.00174278994569 779.691 -1551.382 -0.000109102
1368.03926242 0.999999994214 9.52195288172 0.0018486619513 665.293 -1322.586 -1.12568e-05
1404.58228819 0.999999992276 9.15114122409 0.00181115411002 484.75 -961.5 -3.31608e-05
1274.54142891 0.999999993717 9.59047808383 0.00185103090078 659.275 -1310.55 -4.6908e-05
1320.23976841 0.999999992828 9.36579838068 0.00182560967454 501.029 -994.058 -0.000793907
1641.11321386 0.999999994851 8.80531890786 0.00187353372816 685.057 -1362.114 -0.000109219
1431.04867994 0.999999993666 9.43863516383 0.00184570936868 658.547 -1309.094 -1.56049e-05
1418.23235253 0.999999994137 9.4892466173 0.00201945524747 649.446 -1290.892 -8.91262e-06
1548.09061846 0.999999994495 9.34504080002 0.00194640576989 701.34 -1394.68 -0.000524272
1283.05922308 0.999999994231 9.44668174411 0.00205698544864 637.174 -1266.348 -9.23801e-05
1028.27763752 0.999999991878 9.83509248892 0.00198755105152 441.79 -875.58 -2.93207e-05
1579.29714287 0.999999993863 8.82924449486 0.00202655152659 542.673 -1077.346 -6.71944e-05
1432.83869877 0.999999993298 9.11661600256 0.00184387163871 633.95 -1259.9 -9.81988e-05
1538.78725477 0.999999993806 9.55591349422 0.00173969652018 564.365 -1120.73 -0.000108324
1477.60157626 0.999999994522 9.85537370179 0.00184523226698 796.593 -1585.186 -1.62516e-05
1498.10353588 0.999999994493 9.46116963568 0.00179021407143 723.008 -1438.016 -2.48198e-05
1364.1509597 0.999999994509 9.21030800133 0.00176018094544 689.182 -1370.364 -0.000155711
1309.08155042 0.999999993269 9.72293413805 0.0017727338486 625.592 -1243.184 -0.00259493
1619.6619046 0.999999993059 9.11779424618 0.00170054218485 597.526 -1187.052 -4.54978e-06
1228.35967072 0.99999999365 10.0950288431 0.00175918853373 673.027 -1338.054 -0.000191387
1392.91662472 0.999999991727 9.17177492625 0.00165656225959 451.01 -894.02 -0.00175369
1476.12002565 0.999999993566 9.28935055041 0.00186486174281 552.195 -1096.39 -9.42656e-05
1306.52706771 0.999999993632 9.91117324178 0.00193086927558 613.868 -1219.736 -8.27971e-05
1750.35235135 0.999999993936 8.68034301753 0.00163228083272 667.565 -1327.13 -0.000166955
1432.60143116 0.999999994046 9.57486786738 0.00162504833479 665.599 -1323.198 -0.000592442
1515.80640122 0.999999993387 9.21256642152 0.0018937494406 551.391 -1094.782 -4.92917e-05
1498.46005555 0.999999994447 9.22968326847 0.00174158688582 681.535 -1355.07 -7.18138e-05
1337.38015549 0.999999993154 9.57533844682 0.00202896722201 531.284 -1054.568 -0.000148109
1460.24223331 0.999999991966 9.37302605288 0.00185303288269 482.513 -957.026 -1.02815e-05
1407.59032665 0.999999994604 9.36191454619 0.00194997090142 690.123 -1372.246 -3.97635e-05
1443.83007205 0.999999994748 9.55406167089 0.00181809041155 696.194 -1384.388 -2.21895e-05
1290.3260325 0.999999994182 9.93374840606 0.00170156063684 706.664 -1405.328 -0.00117697
1378.33452845 0.99999999484 9.60248986653 0.00189936408268 774.425 -1540.85 -3.83656e-06
1415.7566065 0.999999993542 9.42682592328 0.00169540085859 603.534 -1199.068 -6.01031e-06
1310.9626644 0.999999990137 9.11347299217 0.00172562594214 454.473 -900.946 -0.00119809
1218.13946149 0.999999993649 9.82371008456 0.00185819027942 558.67 -1109.34 -2.1894e-05
1547.00932244 0.999999993839 9.05515011296 0.00191768849689 571.584 -1135.168 -0.000272622
1208.38658649 0.999999993604 10.2722093997 0.00188693816128 758.463 -1508.926 -2.78773e-05
1255.79431907 0.999999993303 9.51403362149 0.00175096402932 585.459 -1162.918 -7.5276e-05
1523.73267418 0.999999994827 9.18388242959 0.00162436976647 698.092 -1388.184 -0.00458881
1520.30652375 0.99999999425 9.28788034876 0.00182961026884 634.364 -1260.728 -0.000904706
1513.42428513 0.999999994892 9.49434382956 0.00192666848031 780.771 -1553.542 -1.32218e-05
1433.37783105 0.999999993867 9.16364002074 0.00184378297075 591.939 -1175.878 -5.63014e-05
1322.62775772 0.999999993678 9.81480910962 0.00196698445865 704.05 -1400.1 -0.00237346
1353.61314932 0.999999993377 9.82859672412 0.00189977963916 607.266 -1206.532 -0.000277206
1355.70905396 0.999999994736 9.74626526672 0.00194749840698 743.081 -1478.162 -3.72171e-05
1542.97792814 0.999999991752 9.27385529805 0.00173579919327 499.861 -991.722 -4.85183e-05
1658.59803015 0.999999993797 8.8369120271 0.00174687982968 593.169 -1178.338 -1.96579e-05
1436.48567436 0.999999993918 9.27333008693 0.00188030389037 659.675 -1311.35 -1.40835e-05
1376.36312099 0.999999994871 9.94794183815 0.00190099216923 747.476 -1486.952 -1.33397e-05
1672.3407962 0.999999994444 9.02965563118 0.0016478512499 698.275 -1388.55 -0.000539345
1404.06059442 0.999999993317 9.15317641624 0.0019478608948 553.712 -1099.424 -0.00176716
1523.32298348 0.999999993714 8.8583230062 0.0020415757418 578.335 -1148.67 -1.30429e-05
1384.8212687 0.999999993969 9.52692651053 0.0018639218724 626.684 -1245.368 -0.00142379
1540.2705106 0.999999994715 9.21580149728 0.00183639684015 718.446 -1428.892 -0.00176849
1290.67878061 0.999999993471 9.36023940118 0.00166257365652 610.801 -1213.602 -9.59593e-05
