"D" "g01" "sigma1" "g02" "sigma2" "alpha"
2.0101552145 0.697045382044 237.908873556 0.228533709987 358.391550593 35.0396299992
1.69351155876 0.999999730315 191.453487937 0.206684760874 315.480922055 37.4200728128
2.13759028256 0.894318872631 185.823583864 0.20996932849 302.758809711 28.0302490815
1.78048250588 0.999999902144 221.254421237 0.251879319374 324.379363722 17.1265302709
1.71115555614 0.999999128372 202.786945419 0.433603964436 274.776124151 30.1770601699
1.29892224199 0.999999792772 255.966889767 0.56115149539 289.430761693 20.8622931355
1.83891895045 0.999999882464 198.147708277 0.258629124063 369.253815978 30.4352948079
1.70028946478 0.821491364137 206.87708253 0.291315637348 316.11895488 26.5240588429
1.26947586332 0.999999724008 236.269635671 0.205180544888 356.701683465 12.2079869143
2.42243862192 0.892498961241 191.619765449 0.253753113302 301.625388566 17.6239052996
1.31136181913 0.907559509764 221.805355154 0.273770793864 334.260623404 67.8106772605
1.46381118893 0.999999889472 235.548915712 0.214598070788 375.489818472 21.8001493176
1.64251119927 0.999999877495 220.541178252 0.283311633509 340.078439758 19.2182728184
1.89205870416 0.999999572989 209.119826645 0.242376107804 321.993585703 32.9583278775
1.31316312824 0.999999844846 217.204147469 0.271292626259 365.341597176 29.6394032718
1.87813491426 0.963346841303 226.034872427 0.349479441937 312.369451849 49.6504607322
2.19642396493 0.440908249544 258.178438729 0.265928950929 343.629437198 17.0425039196
1.35362108189 0.999999759283 228.343967977 0.300163428499 342.005438868 29.1374327242
1.59492843932 0.999999845436 207.942659979 0.306792267213 328.403150008 29.1301892045
1.46240512477 0.999999828136 226.019587079 0.219199453252 322.605518306 35.2172702702
1.70970110847 0.999999850154 231.370301286 0.429636873076 297.671654104 21.6752171346
1.40085651412 0.999999131891 236.096153887 0.361746226094 313.321704277 22.6859748805
1.44623578668 0.999999512876 230.390216641 0.327132981605 306.014097175 33.090046136
2.07522923845 0.999999835325 196.527969157 0.217728126263 345.687701662 24.1654294627
1.99861391881 0.999999587741 201.439708473 0.208734170136 343.677186471 15.4301790582
2.4316682723 0.999999586778 202.182441912 0.230745367218 318.758741968 22.9052699271
1.80082372903 0.754187759814 212.971542816 0.248675622858 326.800338285 13.3497617864
1.66240466948 0.910719374715 197.039626127 0.24617100277 340.903834426 59.6412127803
2.02005865924 0.999999112193 209.497809616 0.216845311877 341.343342396 14.0612259571
2.24092338019 0.999999353841 175.473358957 0.362167377178 287.265806196 31.2494117195
1.53323508334 0.917598034535 236.056333506 0.30047843572 324.142627752 20.1517405692
1.86677239777 0.999999626005 201.043008065 0.326628580436 284.038638872 20.4116736227
2.47699043499 0.999999905077 202.795971884 0.243293855638 302.928384414 32.2841833255
1.88522089051 0.864192943801 227.618698938 0.228839166702 334.078666274 36.2642644776
1.67543662277 0.999999663515 209.024839721 0.289759204363 290.787738172 20.4497305628
1.32406348663 0.911525351089 235.17897894 0.366439343156 313.087954641 17.7715256099
2.22002662364 0.960534340547 181.459773768 0.226876439765 298.460062213 25.4152863991
1.68633297326 0.999999190453 194.418059836 0.38053167382 327.39569616 24.8220641131
1.57590436256 0.618377867379 240.568043145 0.383646617139 293.364222676 27.1307195258
1.88538127888 0.999996328535 222.591965069 0.253107779242 305.66148022 28.9817097714
1.69785338011 0.99999988404 216.660397342 0.323947111481 307.956032286 28.8406727662
1.93066134746 0.877802639651 218.083471827 0.212394594884 353.209792966 82.2490509315
1.28697688617 0.966242093522 213.545142905 0.455782304309 294.750066066 42.4195635138
2.82432138787 0.767057450732 198.008945814 0.227075988793 290.032508981 42.3624285146
1.67764314107 0.999999659011 210.167809896 0.236706917268 390.163504949 26.8299784828
1.98163404019 0.999999884365 216.993853738 0.389630332883 269.483816011 25.1648700076
2.1782500248 0.952673486724 199.741434665 0.176496452522 358.1392568 46.2674128087
1.69186306631 0.999998689336 227.890916841 0.337934867947 321.882743322 28.4158359632
1.79770301978 0.999999773501 213.963032795 0.246677630056 317.338959145 24.7249003328
2.02439066621 0.999999885737 209.696885343 0.366195262196 307.522063481 25.3512143245
2.32534496658 0.999999860766 212.354415273 0.226537844665 333.111626807 9.92209942295
2.13244368275 0.99999950165 182.199039434 0.250747010703 317.720695652 13.4417911342
1.81112838615 0.999999730252 209.683748726 0.436628836128 303.450439151 33.8961959234
1.89561941144 0.999999688783 207.738007355 0.417254201501 246.219893812 15.5656722866
1.42821371396 0.96690787951 244.765224046 0.234541846474 374.788980154 16.082912333
1.45226985437 0.999999443715 231.189013867 0.271275775338 324.073809329 32.2191566292
1.22203924202 0.999998847653 229.088954962 0.447155315831 289.547888061 11.6046714387
1.8098141652 0.999999352071 207.43208079 0.306497756878 282.497419954 33.7701422629
2.70963064763 0.868319261078 209.619567572 0.3108873213 253.597221384 12.2525547254
1.32116027562 0.999996402011 230.638939413 0.230357775665 369.924977039 37.8888006509
2.99432598716 0.637141686957 204.031047719 0.160590224706 340.328443154 18.2523479037
1.31191256747 0.999999137264 222.823072399 0.428057211714 318.709046254 33.6126054973
2.22253083715 0.999998476697 198.33148355 0.252116321852 310.312996972 16.23908405
2.37503081091 0.678672349619 220.063353592 0.237587454186 317.905034565 12.6604929785
1.4626479361 0.999999835753 215.486441041 0.271267735152 357.231957837 17.0067095255
2.16386560892 0.968954889083 191.614151786 0.223658030324 353.466309693 13.0676653099
1.85677087039 0.931450114153 220.728541666 0.351936737824 291.55016714 31.7180477951
1.4285999328 0.880406635457 203.444735328 0.254399115138 360.022152672 80.3360313243
1.47578584353 0.999999320014 230.450255451 0.332017932068 341.950296685 33.7624397471
1.35299942916 0.999999770652 193.923533669 0.329998325451 314.046574196 24.2664714123
1.57662265465 0.999999899915 187.947896495 0.387889878692 310.024689441 24.2765308072
1.67959174902 0.999999242522 220.159055362 0.327719773141 319.048819089 15.0468182274
1.18888255352 0.999998640216 236.677445632 0.375471204042 304.12073106 9.92310511654
2.29904943971 0.999999856024 189.094164608 0.228525224635 311.195861457 15.6641901908
2.16296059397 0.633862943742 214.821651458 0.269849184099 291.682358741 21.7408406288
1.85993482282 0.999999780784 195.82609586 0.30326289996 309.214085018 36.7581000773
1.69846342546 0.999999598386 210.115880063 0.287890651253 307.98024528 9.842317153
1.63027711886 0.80280714499 220.592546435 0.282374904481 331.667392666 49.9759154477
1.75017677018 0.999999861375 212.432997945 0.451804653566 278.553939281 22.9403948016
1.53898882527 0.810346337911 219.45662134 0.258977915003 347.549473505 28.0610812893
2.48144048087 0.62339159459 214.501734132 0.147127263066 349.752909085 51.7534873567
1.2849415254 0.999999828826 238.818180209 0.425158845635 300.250210223 21.9881473422
1.42800675729 0.99999981892 210.465338154 0.276640759435 316.609099546 28.2911470816
1.80255018134 0.999999749134 189.635794455 0.220899132129 328.635172376 12.7806650848
1.4632888512 0.999999852327 205.336627741 0.462773104432 277.802656149 17.2446024915
1.57044244831 0.999999067197 214.309783562 0.255288120851 289.831100284 33.5902498291
1.96530356433 0.961894534713 228.306702269 0.235929816727 331.386019732 40.3978603879
1.74066944747 0.999998436784 211.659671917 0.330871197406 316.283464138 31.3201791097
1.99333287099 0.999999314614 197.184553526 0.176226157009 368.518653566 36.1042148842
1.9888405256 0.803918586812 226.178882538 0.221122954126 325.471640268 16.5770297752
2.35353155298 0.86450199065 211.207759976 0.30543639144 287.29274276 28.0228031659
1.45522507933 0.999999593142 220.129443722 0.341616236108 325.419889818 20.4419633924
1.75691055038 0.999999706306 201.312727249 0.263958627757 330.767304136 16.1101635076
2.09905651194 0.99999896449 184.883545679 0.299263979968 266.469450555 8.97085112535
2.56960414613 0.583315631243 219.479370574 0.184787984108 307.363921865 22.6403789118
1.57013575475 0.999999511535 230.042786926 0.374165922259 333.378125825 25.1615023326
1.562710783 0.917502126084 220.963962567 0.274678283048 310.718572107 21.0402491204
1.15769886455 0.999982874495 218.920740429 0.566388136993 304.299171539 38.0537192075
1.86762317278 0.991797518569 209.947179709 0.22286244497 344.498761998 25.3248432988
2.08463858398 0.92572470729 220.853908735 0.304766916789 316.463248962 29.7252392875
1.93733919462 0.999999802761 210.530354056 0.285643852119 305.734908883 23.4064126414
1.28445165615 0.872759558269 240.009025559 0.392902161928 320.878529145 18.5243399756
1.85840482447 0.884323828137 191.905946547 0.165862519101 380.218223093 47.3373363149
2.26762998379 0.999999803998 195.174129376 0.171364815229 361.617281093 28.2776850012
1.89052119515 0.999999038754 196.841312487 0.142394257777 360.860685782 20.2072451987
1.58910198889 0.952859469224 218.612465696 0.241598106463 299.970157437 19.180356202
1.81323582815 0.999999794258 217.203413709 0.361216794857 299.776911477 26.6886753529
1.44005082303 0.999999010926 200.623779496 0.288115747998 302.598267249 47.0313027433
1.53232224132 0.999999683144 225.439343578 0.349251449618 315.024547617 25.3991505735
2.49438504296 0.706192051976 222.130108237 0.162150452698 376.136008051 31.3490436603
2.0046111493 0.854015726914 217.482467782 0.22162921013 327.543079985 11.9256205557
1.80154380303 0.999999913639 204.013426582 0.251182383586 349.408739813 17.9002942794
1.52454197044 0.999995439503 214.575947564 0.348726594369 311.036124399 30.3361312898
1.85772104921 0.863367381878 205.125305595 0.343694789633 310.785907018 54.8263274741
1.94232639972 0.787928639547 208.541981598 0.27406434948 309.627870401 15.0502601803
1.42501445088 0.999999518931 222.75019953 0.31621347012 314.027201246 12.1732158585
1.62478461241 0.999996004795 214.328943561 0.325390635728 338.180384922 25.0078690823
1.38805479888 0.84846709842 262.033151833 0.325707513703 326.348566002 19.6555198097
1.89329112388 0.986940073481 210.853433986 0.294871878487 318.107525511 9.17861409705
1.64327468299 0.944416303868 215.91263482 0.393566874036 320.951061267 31.8665489786
1.47470087808 0.999999478666 196.880873902 0.348156185972 304.448193467 13.5609117042
1.69147239548 0.999999772649 219.264801548 0.358015720017 297.914957576 33.1211744625
2.1398582184 0.999997403959 197.738815551 0.385121012098 285.142489959 13.6535067027
1.89249761973 0.999999826521 180.304234863 0.259019244876 337.752446426 34.4477757151
1.45782429462 0.999999608734 219.491466891 0.363738056055 328.574131265 19.345415508
1.8796800394 0.999999581043 216.50674198 0.348889305094 314.444439291 18.6716638177
2.21229297104 0.838497069164 213.01753542 0.224913188314 305.141830936 38.1664680004
1.58287592478 0.868911336964 230.901659505 0.266368967409 319.138616416 14.9543756719
1.70786145226 0.999999435675 217.197529612 0.273723042212 335.943957825 26.1671333256
1.63112977569 0.777921064068 249.18162783 0.417084247225 301.087331135 12.4252727958
1.7293814436 0.805403346698 205.22460591 0.349269092873 312.833700695 41.5731345095
2.19356009468 0.895844465227 203.146165399 0.357520595844 277.342086372 37.6512743253
2.33675350181 0.9999994583 209.710716156 0.256002768633 282.985055197 68.4243499119
1.67829284359 0.966088732299 197.984128612 0.292229802166 345.837141247 33.4059585815
1.63783934748 0.721725559149 235.68841409 0.155316665436 345.85466494 48.4573466873
1.45657891304 0.999997223662 215.019865428 0.634292654617 265.406322693 32.5299200432
1.71334608168 0.99999890975 184.783695319 0.31781460953 304.795243734 32.3799955347
1.8001854396 0.999999566118 217.089627042 0.48815092793 289.767592638 24.8927293168
0.942140887528 0.999999746319 226.274196035 0.187461186128 414.532290877 34.4133427897
1.93271210702 0.99999908025 194.214891671 0.172569282579 339.474609163 13.2782316821
1.95206445452 0.999997846545 179.531798415 0.213889056069 344.398983276 23.7712914024
1.65477773151 0.999999890109 208.324169372 0.260791755285 368.362735842 12.6658899702
1.68331356631 0.999998918424 203.544765518 0.341860072859 332.964574606 31.354374404
1.48772567043 0.958335065904 210.956362647 0.430711908676 310.789912126 20.3318711311
0.990102394516 0.999999717298 241.377619643 0.418962488716 356.749811578 30.3629161066
1.62133484971 0.999999788421 228.338613997 0.274157433539 343.678059146 32.5539969612
2.79180673024 0.725559102056 198.899118667 0.211942408754 307.589877384 36.5637240687
1.69046105447 0.904322492266 217.371085615 0.338853087812 377.011332181 14.5575352479
1.75931987312 0.85335509862 214.256569232 0.230116715017 288.094547407 27.635223408
2.17494242061 0.935545119416 190.72478602 0.272267137002 327.6868856 47.5740419613
2.07820626819 0.999999851799 184.890894749 0.248076303299 337.41303338 40.3147492357
2.53040714493 0.940807640979 175.675949362 0.230948521971 312.868353728 59.2332208373
1.85839156286 0.835143523715 208.980611556 0.306206483007 284.183754665 19.0287935635
2.05262283837 0.999999784305 205.766329883 0.458332284885 284.4380022 19.845781526
1.90939339895 0.938130582171 206.619801069 0.367386008301 264.888877971 24.7133520941
1.95839380268 0.999995804054 196.985238976 0.306762065176 241.7183093 22.1014630374
1.82133368387 0.999999823552 206.134036095 0.335917778036 308.876002191 11.7779398429
1.60738958255 0.999999732506 207.058885285 0.391018354191 288.527573492 19.6250961776
1.89531673689 0.941586839515 200.948249684 0.386902109282 276.323154824 26.2937560748
1.96617858661 0.999999865968 200.332283803 0.335089776576 315.725168037 27.7531557882
1.52832962397 0.997390530909 212.804704973 0.426647834303 322.112104726 35.3712590286
1.98571775134 0.99999970172 195.573509175 0.336571405823 323.87423723 17.1400732415
2.16904801897 0.718367270899 223.306633256 0.193854064734 329.385659085 33.1519781271
1.36280896568 0.999999521859 221.660171465 0.329687556184 303.301978458 26.4527377352
2.08085138564 0.897403669262 198.465149706 0.227350569895 302.081117033 14.6023612687
1.54812834774 0.999999057083 213.378944848 0.274169109526 318.753699065 14.5369548401
2.27192878954 0.999999801576 191.28934436 0.188311796412 323.017175587 13.8146012664
2.24985501895 0.869266509625 205.005704445 0.324817626781 309.620153315 17.0645573398
1.99482679819 0.999998807771 192.455854056 0.26758325815 289.964867322 32.2149474926
1.43526754925 0.99999985556 232.933588165 0.290193826298 336.731779489 14.1346021419
2.28294160798 0.999999836812 193.495843674 0.165232543061 337.340813284 27.6381090483
2.12564910118 0.999999637343 171.169440075 0.303903331718 305.661909942 15.9884719895
1.4975252205 0.999999889274 249.77007334 0.260083610467 371.746029128 26.0253261934
1.46436949788 0.999999734335 215.633936166 0.235074499292 396.350538605 15.1898513842
1.45334029811 0.999999875119 222.543704509 0.398611813715 287.284680135 21.7291734576
1.95664927038 0.669825451281 204.029481822 0.205770219818 349.973378663 30.8535015214
1.70325328286 0.648880990304 230.280583342 0.223964267593 353.589015603 27.1944272188
2.11064180022 0.999998552131 201.675279229 0.247116045891 286.946084898 19.900807267
1.84044193219 0.752646663278 238.420007363 0.426102855174 284.611906987 30.2269492913
1.32063986413 0.887026759496 231.505618798 0.30818945861 329.018886647 31.7044901187
2.02894669399 0.669901678103 211.395040786 0.392911076865 237.254706192 21.3193445942
1.68794931921 0.999999730654 212.983236561 0.413522513848 294.129920732 43.7632718041
1.69664917116 0.844904952801 207.917328876 0.337713920322 312.596980689 24.202635866
2.293417245 0.999999735923 198.147249001 0.303919890519 273.214949375 28.962867798
1.74807084363 0.999998065541 207.311402685 0.326181796935 299.859197981 24.1428260245
1.81664231991 0.824704044542 210.550866055 0.213300452169 362.08979857 19.7803762267
1.76552778508 0.999999826751 214.740792544 0.361057496249 309.259826767 16.1167759501
1.62640599877 0.946285613894 192.541105563 0.377388547784 295.368600816 28.2721731423
2.51644008964 0.766683631844 210.84858926 0.208202712412 310.762625544 13.1340788492
1.80566898655 0.999999748891 211.964553527 0.245783345986 327.186945856 27.0353859648
1.54196263535 0.999984218182 203.772836506 0.280025901982 338.226534751 43.7631411027
1.61762871986 0.999999591003 210.58237251 0.318072034005 329.541117678 52.6698591116
1.9868368395 0.999999080662 193.56445831 0.310237356683 288.492752109 18.4399330073
1.28558831358 0.82943736841 233.509053006 0.254773651458 369.653832973 40.0707468674
1.75021108162 0.975640969785 214.061227287 0.30744579643 291.085231143 16.0430015955
1.71754291345 0.895148146482 205.553223326 0.271052912709 331.667318229 50.5651836641
2.43900837305 0.999999864743 179.358431938 0.236325783416 326.694548952 28.8165824216
1.95442760864 0.999999578038 207.916177842 0.328210869884 306.428129746 22.01276218
2.28359219312 0.943210171601 202.071979736 0.313604165601 312.566945023 11.745076324
1.62304897855 0.999999640405 219.117067528 0.255450086747 325.786676301 25.5472981995
1.50124021547 0.999999723913 203.595023205 0.288178695517 326.724088823 20.9018692529
1.70301934221 0.999999857639 213.951915517 0.402848642228 278.466339919 59.8970634627
1.68327094485 0.999999194256 194.222782009 0.188053701016 353.595198668 73.9809597549
1.80965995522 0.999998257888 197.000293093 0.153018967511 355.924352859 17.5684272278
1.67942963425 0.999999880926 204.376513709 0.293028445396 311.211762925 18.7114339945
2.13496874069 0.999999583636 186.464584677 0.188443155135 339.349537269 26.1922255864
1.96141792252 0.999999739584 206.139366493 0.313975429715 299.882687676 21.5671991424
1.67606557522 0.999999641354 196.505729678 0.248768452415 337.795615121 9.31024269623
1.52228579742 0.999999707689 210.043190365 0.371043668694 317.093998249 20.741655216
1.76237399674 0.999998743113 206.805148289 0.355365310514 341.754024734 30.0324687987
2.38571924438 0.999999741898 194.555429819 0.156116975719 345.83509776 26.7645115588
1.48817820289 0.999999879699 226.254741726 0.363096782294 314.526595338 20.9254762156
2.14380889152 0.999999869452 209.920015853 0.242196946286 321.506269122 24.314798939
1.65056849855 0.999999831334 218.473063518 0.606496262731 254.669208434 27.9063924268
2.19749744512 0.999999749844 195.498491226 0.241226683511 271.881071155 14.4873666799
1.5561641864 0.953383718026 214.025334073 0.103872328398 475.758001728 80.9700482244
1.25574933785 0.999999695488 234.128494917 0.402950105975 333.830821501 30.5499472883
2.27619155746 0.999999650367 202.149893301 0.192383401864 357.020588123 32.3496866387
2.87782743191 0.721382666053 195.884305478 0.133458107638 333.993761349 149.999996861
2.01901576014 0.99999733671 201.407041555 0.328547210988 294.09701833 23.8209147473
2.3715655495 0.750932929527 206.811392834 0.208296183316 299.790086246 18.6225641855
1.9091159098 0.999999855617 184.887092269 0.378734585566 305.353318702 26.5541449151
1.97617849862 0.817439870352 221.649343419 0.232408126549 339.497620087 27.2526037437
1.20161059991 0.70453245398 252.986505984 0.309877411619 344.796326706 14.6968898942
2.23751695505 0.999998556832 193.046316097 0.161109947459 358.764456503 30.0286808164
1.30012187682 0.999999634061 244.831634497 0.530475241895 273.703665143 46.6438373891
2.09680817709 0.999999607585 195.604009461 0.368762732197 303.406497529 14.5448610577
1.95418396465 0.999999476699 216.545121495 0.241984721015 339.938720701 69.206914788
1.2999002541 0.999999546601 209.627355489 0.32819518134 343.87198575 21.2518134579
1.63862231006 0.832347568124 231.007751278 0.172686445633 382.832925948 24.3677959643
1.81439905877 0.999999863639 200.486461336 0.461088973345 290.971166479 43.5274314172
1.92606549043 0.999999060179 225.553201184 0.243927190581 344.017386155 21.4448756609
1.63304039735 0.999999824321 207.512043693 0.311013952187 339.690856131 23.3824691947
2.1203249434 0.917405564501 221.560715382 0.407184534881 262.040476626 23.3115713218
2.0075977436 0.999999252667 204.763085918 0.232874863677 273.721108293 12.7713161496
2.39209127506 0.919271847565 193.41963909 0.325671553003 293.050899426 15.0033952779
1.99524488043 0.612941652107 209.240578547 0.231224351281 358.021994115 22.9025874944
2.0462508632 0.999999700482 192.411911042 0.217112727295 316.402042283 20.3382783182
2.229808721 0.999999741485 196.770590243 0.211216519753 300.817932982 22.4413339524
1.37730204464 0.999999849209 231.04335862 0.203736566987 404.89795998 26.5322901348
2.73788638427 0.677229537134 209.994825219 0.207320659023 303.383994158 25.1535907116
2.20757679359 0.999999793496 182.049592087 0.22397713727 303.416186503 20.3616297074
1.91363906943 0.963050556659 198.939031673 0.305548120267 294.111803435 23.3554080187
2.42004051798 0.840194216968 207.122134869 0.209143035941 367.241679519 20.1671080271
1.97110637257 0.999999774008 185.931484994 0.298526773717 274.981258081 41.5119446066
2.15394487246 0.999999529079 192.823542293 0.154414164075 390.884720698 16.0930540275
1.61071185278 0.919111082664 214.898367977 0.182090445573 390.10240989 15.5087118683
1.81164531154 0.999999476048 218.330573708 0.366526570639 318.276316439 36.2874261263
1.6310785389 0.767951539318 252.688845939 0.399292106715 288.710350695 22.9315364162
1.65093598792 0.818578096308 235.346972063 0.265181258929 306.321352005 14.8712762006
1.57017849278 0.999999035348 204.998497318 0.336481224025 337.105342757 22.3642419482
1.63484772386 0.999997687301 216.960600294 0.386899293729 310.054357654 108.112129596
2.05532251218 0.93643802973 201.251441836 0.231023977765 328.789330917 32.5055053018
1.59139608158 0.999999795407 220.897711984 0.32202346444 335.121724183 13.6107793555
1.63581658774 0.99999978443 219.513759269 0.302606687195 301.473597768 18.1792184992
1.500630048 0.999999811023 221.507837222 0.458842092742 330.996952563 15.9346133595
1.95597745778 0.999999487361 213.489054025 0.360511134805 284.699492828 31.026983264
1.54709596245 0.999999820286 222.037887033 0.444889385949 281.260799186 17.5262708581
1.3392620124 0.999999206417 221.886818205 0.509422114777 302.792919157 32.7811150951
1.35962855419 0.999999872953 212.883412556 0.313680594966 271.920617877 40.2954950769
1.52789108032 0.978741115688 222.47267341 0.358568904676 322.461329174 23.7773597019
2.18264361029 0.999998209531 196.49459346 0.266189340012 314.88033287 17.9181460262
1.88558391678 0.999999743952 215.018397884 0.385699199967 296.076126332 28.9859217378
1.96482728976 0.817781510069 214.106338903 0.332861170997 281.089613082 27.3051265743
1.73498685418 0.99999982063 186.913517645 0.342488323919 321.822792447 43.2364268088
1.24528247158 0.999998535547 226.799410285 0.417793379275 357.329167574 25.3787867535
1.85198041347 0.999999741235 206.847284896 0.365766311942 292.220952985 15.9883918278
2.35372241697 0.80312028506 202.445190493 0.348145204264 291.519893151 33.3151880695
7.82371873953 0.191872261852 211.185291962 0.0327631397841 394.021509343 106.332148883
1.36273162754 0.99999984541 219.050392834 0.414016989936 316.030676139 55.0065588198
2.4206200766 0.672566354072 233.605988864 0.265915976443 330.092982404 51.6444098482
1.81254394827 0.999999888497 224.972182244 0.40147577882 304.235943145 20.9149625571
2.64781334081 0.530200227672 227.214594954 0.21691576981 315.706733191 17.7860463826
1.30555568023 0.999999814488 220.896939787 0.325917188831 316.261832364 14.1421600498
1.50010487365 0.999999655495 222.425968256 0.305506796157 334.662194025 12.1505788181
1.25372648929 0.999978604693 236.516289458 0.370926118792 317.448348442 37.2243935747
1.60527487969 0.734048768296 232.188848427 0.31882201907 294.75211912 28.9360255575
2.04884564314 0.999999699864 217.141925849 0.372005315705 292.037291235 18.789700885
1.93226478151 0.999999781264 191.017990869 0.192501509113 320.402656586 32.7659919108
1.68505828735 0.888078221603 215.86338589 0.395874137091 316.662491348 35.6730514617
1.8226052112 0.65147277636 244.875534697 0.196486848884 360.73685651 16.8188943701
1.38998882404 0.999999587058 227.44065138 0.25854037792 345.622886904 49.1245792261
2.17810116609 0.999999435726 198.187749453 0.32325750899 293.806944305 25.1044690441
2.13671633165 0.861807824162 224.049975297 0.343041450272 275.302626536 34.6885362639
2.33550994655 0.99999980937 196.413358714 0.3018117361 284.994769826 34.878306009
1.61397847864 0.999999621773 196.104560294 0.271594663557 340.626379743 18.4772503723
2.06126026248 0.999999856949 199.218293611 0.301065516601 301.15578548 28.0675992237
1.78542363116 0.782480689795 221.694928797 0.306152164048 286.088873933 15.6365550365
1.62719382413 0.877535478003 219.291274405 0.352294172956 311.839164823 21.5053549148
1.93096949541 0.999999926563 195.65995413 0.352221548057 249.943245155 13.6646034085
1.40670518012 0.937431970274 231.839089336 0.421569269361 298.373880551 16.1781689521
3.759022843 0.384816302679 219.111899598 0.0887111455283 331.749546238 45.9780117336
1.69883021539 0.999935682505 195.734060492 0.308472906655 327.931199264 30.6694465577
1.32333264902 0.999999254578 227.218213175 0.2150963115 318.986168132 35.750077769
1.2442292141 0.999999647455 228.678066643 0.312624701167 350.872516518 21.9682475291
1.68303558312 0.867096616407 201.856667152 0.336857676316 290.841550842 32.1117150466
1.37724232574 0.999999698856 231.376435031 0.326111592029 342.174433556 40.5353333599
1.90619847684 0.999999345399 178.76969794 0.253563953139 308.988307804 20.1332874231
1.5561589406 0.898618117601 238.439955723 0.388306243348 298.797703565 27.9476687911
1.77339944396 0.999999830149 199.0333977 0.221653436842 337.411133473 28.1156033513
1.41495932748 0.999999860303 220.383929677 0.368352551393 330.800396866 28.7047287601
2.03929922948 0.648078986423 216.462013059 0.141542931075 357.025371427 37.9102006665
1.59444189518 0.99999797154 228.981859251 0.231645108887 366.832380092 27.7643409096
1.77628342035 0.75725294204 228.798379802 0.196513269035 370.140908633 21.0178029798
1.64884632614 0.999999433063 218.720902703 0.269336245398 337.825210442 20.8255563247
1.74594748659 0.999998909692 215.725309117 0.342053629637 313.119961674 26.9703930489
2.03180299807 0.999999781238 197.21608724 0.316179595862 285.858222987 19.4907693436
2.60299705679 0.528847168161 208.411021035 0.0882696536706 390.481648037 26.2565114503
2.11979034326 0.892913879658 184.559843992 0.26994830592 319.44242323 12.4874774289
1.39592553627 0.999999860775 235.17352633 0.311678941587 322.046108186 21.9395593895
1.66047745553 0.999999806922 224.186643732 0.485087989865 281.598662802 33.4972052929
1.66655897971 0.999999044707 222.552059741 0.219189328684 329.675268751 18.3664545218
1.61665699161 0.93231808011 200.903122589 0.352426178417 309.313874028 31.811862247
1.87421393405 0.99999984074 202.970136652 0.201846051548 354.436832481 39.1126414925
2.7171413175 0.836942039683 200.638653028 0.177476878408 324.283007848 41.381909141
1.77193439921 0.999999461466 222.067598601 0.342518153357 323.368925002 26.2068254737
3.28421497775 0.596740425159 195.810136441 0.11569538114 366.308862575 14.3860307222
2.12763066609 0.999969821226 188.894515974 0.238304551345 335.86717647 12.0946961583
