"D" "g01" "sigma1" "g02" "sigma2"
1.59098435537 0.94150312864 208.958531242 0.325071826128 340.177719731
1.62512963087 0.989931450346 218.291016649 0.379957392324 313.62844833
2.15345712928 0.859563572784 203.402656073 0.206199847151 339.64352251
1.56695222353 0.999999585011 221.208036352 0.298679031642 350.437086717
1.61048633873 0.999999732597 219.526217353 0.26849095998 322.024510778
1.41023002165 0.999991633364 228.881201991 0.450657790577 343.308947591
1.89605759426 0.988955622653 218.376582822 0.360363420417 288.288200745
1.51691261219 0.999999603468 224.181199712 0.42913881864 287.873710026
1.33437873528 0.987762254661 223.926396252 0.506755532378 303.340802228
1.34186924905 0.999999870716 214.3555091 0.307592796697 275.4905724
1.61240394925 0.847111102017 230.665400142 0.337508629185 322.350635651
2.29566562981 0.89184451909 201.544190662 0.250166720497 316.028730336
1.88096765386 0.999999518507 214.519493796 0.368953773284 302.771938412
2.02749908529 0.745805217542 219.236935817 0.30778108042 286.574249677
1.70295270663 0.999999805009 189.109330483 0.345340219634 323.110820363
1.28397374954 0.91640433379 231.816329686 0.405373736963 356.623323802
1.852438547 0.999998767418 205.618741875 0.335805788594 304.034995611
2.40873759827 0.785815698303 201.800240866 0.339589007278 291.553220904
7.95813139831 0.187938496071 211.520705423 0.0321173456114 394.584952368
1.37545205225 0.999999845568 217.513360981 0.404994926745 317.996416597
2.47518839314 0.633933658155 237.130222547 0.255429411924 332.624905542
1.79463960359 0.99999986557 225.703022942 0.385055061344 311.211125287
2.82878170332 0.467700162884 232.627323207 0.19774859281 319.264750491
1.28442111391 0.999999717783 222.104806715 0.311462527352 325.622154188
1.43807469821 0.999999043605 229.351845604 0.326471380144 328.900153815
1.27304222164 0.917706823344 242.570472829 0.335635376729 329.895577392
1.65354594461 0.65679161741 240.391947907 0.297939623495 299.174490056
2.07546266839 0.999999381603 214.205059512 0.339389647211 303.303676146
1.88218752251 0.999999746322 193.247689615 0.185405300096 330.408813323
1.73444895668 0.838931722347 217.360947205 0.375112060217 320.134617461
1.97789939982 0.587733789168 245.773920863 0.174778794544 366.656119899
1.39550064837 0.999999548483 227.093898054 0.260053000682 343.916986977
2.20496522707 0.999996738066 196.752769884 0.318238831747 294.201577689
2.15568720652 0.820360931698 228.0643096 0.332615767643 277.439216788
2.33390937687 0.999999774096 195.826991658 0.288965361799 291.296482712
1.62827034078 0.999999346942 194.511400946 0.259293891626 346.929145573
2.01277995937 0.999999824435 201.59711936 0.29588859158 306.80903513
1.86647388656 0.679491506265 231.534284671 0.29239437344 284.734493752
1.65885463144 0.818289115384 223.600768222 0.331001873285 317.57329934
1.81419946288 0.999999925336 198.855131353 0.288582632086 284.72602613
1.40605318499 0.827468033075 247.165760633 0.418157277799 295.875267586
3.84754574867 0.374979402159 219.378848078 0.0889277925527 327.443963535
1.8014677472 0.897985123664 198.485102181 0.283770769036 331.619125711
1.31411601045 0.999999174077 228.625387745 0.224604929236 312.944694321
1.25010288787 0.999999408983 227.581936268 0.301885598476 355.901848952
1.71710215491 0.806486244692 205.415223946 0.310499144354 299.44188953
1.39149891054 0.999999617604 229.806478655 0.319525190213 343.824059971
1.87984214861 0.980759111115 181.09225037 0.243472614979 317.500779097
1.58589911758 0.858164949744 240.138209447 0.361346184006 306.004431137
1.75533441116 0.999999819125 199.152763129 0.206769264204 351.020142385
1.40542843474 0.999999818469 220.695213464 0.354330784163 337.625445576
2.14634506834 0.61535387509 215.158836777 0.12074892712 376.473386822
1.64070221853 0.956593117121 230.279048779 0.227189374194 365.016734506
1.89407026174 0.657851776804 235.736221754 0.174190220023 380.210710622
1.61356263906 0.999997248163 221.887623821 0.27394523264 337.480511094
1.7309144007 0.979136671411 218.768781487 0.335532011572 316.754428909
1.93869376108 0.999999507031 201.549071908 0.299821685107 299.342820523
2.83741627971 0.449283481958 215.678389697 0.0785401349913 396.367529623
2.10260109323 0.809878610438 193.908232448 0.260253698412 325.829152425
1.42277443715 0.999999858631 231.277336463 0.280140714766 335.994937154
1.63969298694 0.999999742454 225.605925682 0.476523865937 285.199468846
1.64486151366 0.901776883748 234.705356164 0.199016231081 346.264136104
1.62555077732 0.889569645045 204.603514246 0.344493936025 311.387367611
1.88728871975 0.999999832593 201.924915743 0.195872075337 358.421559734
2.80326135083 0.792956848077 202.335757126 0.16883324125 327.021599589
1.75624883525 0.987115494484 224.494057205 0.336861374849 326.65425944
3.45953901082 0.541750678051 199.534920939 0.10689137282 371.126982184
2.40293623888 0.751704662263 202.256637436 0.21101948898 334.988386739
1.7714602174 0.896281044225 192.977739721 0.271150065996 316.277997634
1.57613882501 0.999999230929 214.298869176 0.314912351648 305.577995504
2.1041809406 0.999999832534 197.341540719 0.478236232134 235.144170122
1.73807618298 0.94489854788 192.965503794 0.290611507304 316.102835215
1.91194306498 0.652596515903 224.765682796 0.152283516137 383.336505316
1.04789257827 0.999999553668 251.787195121 0.351497010497 347.029090167
2.46180585362 0.735913110348 225.364351739 0.255968489081 304.667226517
2.18743262947 0.999999143308 194.932076654 0.299414994682 275.304931591
1.6604130515 0.999999259907 203.541452381 0.302976562718 318.563798203
1.78282403285 0.99999872886 218.526859481 0.198111250297 335.266339863
1.86011993031 0.800375233026 223.600769884 0.23185224451 336.912010829
1.6893523247 0.999998837263 222.121905343 0.284019414471 324.575674291
1.55433753646 0.99999927536 232.327190641 0.430547355295 288.773571004
2.08591131035 0.762665204367 208.434586989 0.147058919742 295.582363606
1.5700185152 0.867157606389 223.339610166 0.317327290893 310.92555422
1.45446791833 0.999999890526 227.993555961 0.269559488202 364.32526443
1.44740163188 0.756044241719 223.787811021 0.216595738221 355.600770094
1.43928102214 0.999999731176 210.144036137 0.339761423522 341.878408417
1.29801422943 0.999998906353 217.161082467 0.302089420469 342.013724039
1.97658251433 0.999999754007 200.46607062 0.123032924543 404.669684987
2.15670725723 0.999999900633 191.63909304 0.234018247601 305.467255384
1.9537232443 0.763267845479 211.146311075 0.361947891377 320.994940549
1.96852713574 0.999998817865 195.444492303 0.188668849949 283.841093471
2.50628058307 0.641525382787 221.034842306 0.191384856117 320.98116862
1.71072512267 0.855006507159 214.926485164 0.191785379214 405.540156383
2.12144801726 0.832723615201 214.422805127 0.371097808358 280.502037745
1.33379818856 0.999999587593 220.292921066 0.493689973011 286.441012053
2.16542455078 0.999999805079 192.23152996 0.197781421593 310.289955115
1.95579576978 0.945711309541 196.733336821 0.229778612025 340.672525927
1.82663426607 0.999999903308 215.242483676 0.289328290688 337.205084077
1.54044766387 0.999998554603 199.224120716 0.385802733769 315.547477405
1.71860128906 0.97264534881 201.549725561 0.369619089992 327.351242306
1.65138743791 0.86371731921 224.451748211 0.303128338918 313.426315052
1.67190959965 0.999999916842 213.936787277 0.39841533534 304.229992383
2.13045241448 0.999999742009 203.802820411 0.280889154447 306.056394916
1.25186507272 0.871463273877 233.605579803 0.529820644744 319.36045877
2.0920539745 0.976397907396 209.310276422 0.254780854082 317.4829118
1.4550285421 0.961297647447 234.188747633 0.452639711826 286.062527449
2.11919800042 0.999999807792 191.155186234 0.17076515874 386.823116232
2.03582408154 0.642559992852 224.294422606 0.198171523669 300.662245563
1.52775766482 0.999999873258 219.520316012 0.304738068074 350.132208603
2.26819272808 0.999999001385 208.668464198 0.284743121619 306.040066391
1.95964681704 0.999999014784 198.079448407 0.325791858271 288.494158313
1.87423940812 0.999999830161 204.233724457 0.524489019368 260.215119278
2.07599537005 0.952978533062 207.204693244 0.26035740537 332.948221694
2.46326239961 0.927773231647 195.543345491 0.282494869327 281.094181318
1.76955194942 0.99999949852 203.315105673 0.373887364107 273.55999629
1.70180516901 0.999999811586 198.142957357 0.179357707085 367.139359172
2.12433620139 0.891786469478 211.074452139 0.262401171451 314.101538914
1.56734937251 0.98606174273 252.611222674 0.32262150266 375.493932722
2.03429021961 0.711194917681 226.854093589 0.235044507681 350.803719979
1.8089485021 0.761470154183 234.868844803 0.321107960838 283.580567213
1.56103094895 0.999961275238 217.400283061 0.263644515828 360.505021388
1.7703879418 0.999999530246 210.795062337 0.274803953396 312.823845293
1.91256798732 0.918946611901 199.74112011 0.487372328631 280.869834951
3.15077627877 0.439802109745 183.905424909 0.150170910321 338.005046221
2.5165314721 0.589825872534 206.276587763 0.164006554667 315.906107268
1.4692139394 0.924365715229 235.844268711 0.234901573466 400.701832506
1.55335111995 0.999999699594 242.227634172 0.332378041686 317.856766807
1.59558998236 0.999998157292 218.733929574 0.269528137717 345.545757816
1.59626286633 0.800562776191 228.776281413 0.341311425167 327.006288397
1.61671057097 0.999999758022 195.333410841 0.282756125712 306.826255705
2.37099965772 0.999999822361 190.447436398 0.276688851942 310.881114384
1.97102059118 0.999999469177 200.64799112 0.369552102688 310.559961582
1.83496668971 0.963893996765 200.117162147 0.340020548598 312.247981796
1.69445494302 0.999999737385 229.550193831 0.283543761294 344.970953734
2.41382410726 0.999998852894 185.434816152 0.121413335867 390.034871185
1.62377665758 0.999999653285 237.501849766 0.324750513633 323.076347526
2.14808834609 0.66695010258 237.155396457 0.239405245828 368.790811729
1.51717577945 0.895675031494 240.82002762 0.388811036023 319.143808025
2.78599478487 0.422485161129 240.445958127 0.199906080335 328.713077939
1.99126373723 0.794678978083 210.757442678 0.246859915133 350.010542319
