"D" "g0" "sigma" "kappa"
0.0516195752809 0.999999953462 1172.77020759 84.8311899085
0.067484096089 0.999999749148 1069.00290343 115.556524382
0.0224980478691 0.975398645344 1733.31429413 61.2041437183
0.0561948265698 0.939343090641 1224.54119204 56.7776120104
0.0316210613249 0.899819561609 1399.77194647 56.2107909064
0.0303658043155 0.982773361438 1402.24846553 60.6904438094
0.0381194575905 0.943388079091 1271.90531593 60.9302817762
0.055931898002 0.999999658894 1191.76590646 40.3995158978
0.0430313118471 0.986857090634 1143.68178556 60.8253031306
0.0296817681544 0.999999696882 1234.91369851 46.3616060754
0.0413267031707 0.840649953042 1353.25470361 97.5965187708
0.0396404131742 0.999999945842 1197.9045362 50.9785910915
0.0262327548572 0.731079408929 1621.88313955 84.6370145257
0.0422335832972 0.993145348072 1311.51383265 75.0175430293
0.0306387193394 0.96434446638 1228.00148371 89.6935478915
0.0583742443272 0.999999921157 1016.05216466 69.7588235266
0.0345751205444 0.999999849053 1433.32152034 99.999096686
0.0377174680377 0.999999950305 1275.03115816 70.4515266272
0.0344294870391 0.999999879324 1382.75809121 42.5339386143
0.0477789696696 0.999999935227 1257.30645107 67.9183742869
0.0252288911984 0.956391106988 1554.51495937 77.2216273272
0.0577977110616 0.999999691045 1105.85081001 51.6248732768
0.0476171380104 0.839171670121 1290.57981459 99.3596537817
0.0282209033919 0.999999900778 1361.07795994 80.7493389905
0.0284633094871 0.854644092192 1534.1034487 91.6101564843
0.0324137883201 0.749217485708 1443.84004399 44.9241551147
0.0354103246725 0.790536681794 1406.5654635 126.28348456
0.0601818928025 0.959407470194 1136.06572557 39.5797172815
0.051470100404 0.999999903506 1174.53551924 94.6651529299
0.0316092318986 0.999999953202 1416.01804941 59.9284388301
0.0371205399752 0.999999889642 1201.0446128 36.0116535129
0.039918385264 0.999999910459 1314.79428892 74.8622025108
0.034922420511 0.938926039019 1389.2172898 103.863395019
0.0587174475708 0.984282894233 1102.0315356 84.785935586
0.0257866172859 0.999999859799 1494.92857194 54.9880949093
0.0220538143303 0.999999508604 1519.06596451 230.17280327
0.0343844397399 0.999999928136 1327.85087946 81.2814695618
0.0340027395129 0.999999251398 1325.9215599 114.382299343
0.0817355683136 0.999999912038 983.149614749 45.6675751143
0.0388479415303 0.999999925229 1333.334731 86.6044717198
0.0404437650037 0.999999932824 1401.06667574 68.7054895164
0.0325629301301 0.987830043156 1418.57695952 89.4997994988
0.0384809017984 0.884276938873 1390.2840342 67.3527860903
0.0497327845572 0.943885754905 1201.62423646 73.9625746636
0.0652416176639 0.999999933094 1031.6762907 90.3411138659
0.0454823068097 0.999999915807 1123.88545866 107.868590916
0.029189434203 0.934517093075 1614.18192341 61.4935355926
0.033719793624 0.878044037195 1453.18555098 120.313929994
0.0512819953169 0.999999757936 1117.86873602 79.3572922985
0.0416157053262 0.853510615896 1263.14236108 116.189674165
0.0352816331706 0.999999662769 1319.69132022 111.205616748
0.023738572219 0.999999926069 1594.7687595 78.6502462828
0.0374201947206 0.999459737462 1215.45700632 127.311117197
0.0502965114002 0.999999852367 1121.55770567 87.0069774926
0.0429592583728 0.966024806715 1238.08216367 65.4967685673
0.0229008867425 0.930504739994 1598.05542584 64.6211703471
0.0340068029292 0.999999960258 1382.36664253 88.190042135
0.0395618260374 0.999999382199 1143.02841074 66.1668260541
0.0479833062172 0.999999185974 1149.34630526 71.6525437948
0.0594919224994 0.999999948049 1034.51284778 82.6598989975
0.0444796699473 0.957582055608 1202.76238733 78.4103666254
0.0466624905382 0.999999804731 1166.12217123 68.3918827017
0.0442647918319 0.954400958564 1318.41410445 92.547455785
0.0356700891047 0.948770534078 1369.89828867 121.135791875
0.0339739902877 0.999999784498 1326.49918331 61.1602099406
0.0440199432461 0.93233557861 1316.04127928 71.1324333162
0.0350189710563 0.999999789781 1305.95200755 61.0866188988
0.0755553231091 0.999999845522 967.060370037 64.2584950749
0.0268055688757 0.987470834361 1470.84418589 117.013961554
0.075402512012 0.875496237043 1092.09998564 56.715152174
0.0548552925306 0.841993662728 1146.59723902 49.4589610352
0.0334636096611 0.999999974104 1412.34890619 79.7711522696
0.0427656465796 0.999999930712 1203.2966992 90.6381694664
0.0270226729882 0.999999920868 1596.56766956 70.5974033294
0.0281029699511 0.988963814595 1413.1207808 43.2850174243
0.0393750199112 0.999988131704 1273.23733534 68.4490659831
0.0431863045325 0.974170256894 1206.56576063 54.7462311004
0.0497037855318 0.999999660957 1081.18066087 121.135163601
0.059369620331 0.999999766839 1077.0393921 92.6878671639
0.0439767278149 0.999999914084 1281.86019146 69.9704272344
0.0512885733883 0.99999985318 1094.89895757 56.9130327478
0.0544391975943 0.999999915597 1119.71359761 64.9048910073
0.0531535426784 0.953720829456 1097.93436967 80.0301405233
0.0445813941319 0.99999992735 1249.72953106 58.156415312
0.0322194826374 0.949718231247 1301.53880057 73.2548127544
0.0628193996821 0.999999879257 1005.43027108 49.9057700453
0.0468653615915 0.999999903593 1247.86158436 81.2834314924
0.0399344723956 0.999038142479 1298.26009699 72.8178569843
0.0442351433261 0.999999178309 1207.01380145 47.6882442601
0.0288505885848 0.831046238819 1515.0318421 82.013542222
0.0423996726617 0.999999925713 1250.23537727 60.0546214952
0.0414033696217 0.999999834406 1240.62165219 55.2488086487
0.0284294421338 0.915354841702 1403.54221836 69.8902481045
0.0222104445946 0.999999750291 1564.54100779 141.778091581
0.0388225673831 0.998444403929 1342.74272096 59.2962152982
0.0587350723613 0.916047751871 1180.17234754 69.9837701076
0.0432571201081 0.999999915931 1187.79232534 76.5069299669
0.0479251693886 0.999999607868 1126.24717582 61.973318248
0.0347547046697 0.967231926163 1255.00539152 88.9649041017
0.0402943234334 0.999999963451 1316.65725739 56.9836546508
0.0407096079069 0.999999903801 1349.77886051 54.5721278201
0.0423525658988 0.999999777018 1209.35946717 57.4956707458
0.0262401322892 0.962147109956 1464.07830267 62.9272242298
0.0622226936642 0.99999966319 1024.14589416 63.3356683066
0.0537467292894 0.999999847466 1162.39583503 58.8159495986
0.054379728498 0.999999975049 1076.86172691 63.1612392757
0.0521299614586 0.999999729146 1006.27539716 67.0680588847
0.0298150115707 0.999999962895 1355.69834488 48.4302385082
0.0392577914621 0.999999858663 1317.79019537 143.325711858
0.0376001452196 0.867865464743 1235.89717777 96.3940494846
0.0428006574626 0.987794753247 1272.94295694 52.1113822054
0.0369063501982 0.999999863404 1360.37358091 66.9503540256
0.0283036316606 0.999999880427 1381.40594721 128.425834261
0.024852281344 0.999999914947 1488.63884231 81.0970139121
0.0629411245345 0.999999905543 1139.17283437 61.0214785655
0.0394986765517 0.821388440014 1265.88434756 75.586145062
0.035384362107 0.99999990735 1336.18999709 102.641845752
0.0540728073428 0.934035851012 1189.8894654 72.5447655954
0.0370217079215 0.967827988527 1290.61147135 62.1877852333
0.04813465182 0.999999949964 1057.71676878 77.8284224875
0.0685600298755 0.999999754296 966.814621154 115.110670165
0.0308454539688 0.999999954369 1482.2337167 68.3991807257
0.038626457588 0.999999942048 1311.83529552 70.6840564787
0.0510441133805 0.999999948199 1128.12300341 45.0092696058
0.0284998191713 0.999999608419 1483.09396367 48.7287711575
0.0314452353045 0.999999472859 1458.20560096 128.440124777
0.0298584490466 0.876563055747 1463.96107006 75.5529196974
0.0408527489615 0.922414470736 1380.04985062 54.5226127213
0.0330705018925 0.888260428516 1462.50305826 111.456175516
0.0516284959229 0.999999883975 1242.18235536 84.0291887584
0.0322288196131 0.910923708637 1460.89755178 161.538777914
0.0339863248655 0.936275509657 1428.5991441 88.3869179588
0.0459616344983 0.997122127604 1261.54451879 68.7195385333
0.0508463493532 0.99999959932 1189.17300549 98.4609013995
0.0475820438606 0.999999935927 1215.84032661 72.7620977091
0.036392522329 0.913376934181 1416.50954902 114.63513608
0.0444452807891 0.999999967005 1334.68935943 70.9074082993
0.0628298912897 0.99999994866 1071.66772596 63.9080433916
0.0356482343644 0.999999632892 1321.91556896 83.3643767302
0.0439191794044 0.999999720822 1016.79660042 101.853191026
0.0461134797014 0.999999183009 1287.87128221 82.569332832
0.0391803589572 0.999999887927 1259.03863828 60.4831410276
0.0472842431876 0.999999761125 1134.15950891 40.1410768799
0.029066715701 0.987504054017 1523.80826027 94.8656246702
0.0332425476035 0.999998251493 1219.20894844 51.1834658217
0.0331899729922 0.967598148541 1355.587793 67.010362742
0.0514903342186 0.999999972784 1152.6007278 47.3887273977
0.0475711414705 0.999999878298 1185.64115979 57.8636832059
0.0371582931091 0.926784311083 1386.52238832 75.4352597482
0.0201240579756 0.93415733378 1810.08580713 83.2056426106
0.0397692767606 0.999999867337 1231.80154497 43.1290055411
0.0509574216156 0.999999765884 1250.60970138 65.4149124261
0.0424579593705 0.999999878734 1101.77917728 89.2610930914
0.0353569118428 0.999999871895 1241.59835016 95.1444169147
0.0512991815693 0.944525099289 1189.60467403 105.697788348
0.0448741432901 0.999999946624 1206.11468452 82.4413326001
0.0366812302754 0.999999892769 1373.3033342 81.2136109041
0.0456555071526 0.999999750085 1187.41292061 64.9302233438
0.033428793067 0.999999815526 1449.41416166 65.0094127788
0.0434364044732 0.999999915089 1088.774898 88.8775358013
0.0580483661139 0.999999909745 1149.72331993 51.6559605728
0.0558937007789 0.973898345974 1062.71301017 71.3810800274
0.0375686481924 0.999999935107 1268.5711697 74.7695068623
0.0500114727409 0.941604106228 1161.08661632 47.0710033917
0.0478182604624 0.999999950998 1212.72792097 48.0553214328
0.0605151262434 0.996588637112 1040.2486847 56.3246677439
0.0393351906602 0.999999925512 1229.88475209 129.257394943
0.0295479252177 0.905480128964 1570.3936219 77.8481295698
0.0284785528493 0.995133584349 1378.9900443 54.1292945834
0.0715333403623 0.919206452847 1009.20164572 177.365455263
0.029838070903 0.999999301798 1266.45756643 58.0799011925
0.0623002927025 0.999999833249 988.97264422 83.748595749
0.0422128221267 0.984803538442 1307.19777756 73.8274514739
0.0346795647754 0.999999928822 1431.1027096 63.6607018754
0.0435548819233 0.811358539099 1141.75784886 95.7168011855
0.0534559396748 0.867838966812 1165.92026676 168.256240978
0.0463078131396 0.976601315617 1179.04298881 121.024462955
0.0446467585125 0.954366212322 1168.03373673 79.3093052824
0.0799149746378 0.828388501178 997.533047164 88.7610222835
0.026329854963 0.999999851448 1565.91476749 39.8050069896
0.0276678013833 0.992293961852 1434.13563559 43.9353621024
0.0526115373489 0.999999640056 1146.97551707 75.2427897114
0.0328439997421 0.999999908165 1349.80536951 58.5739555507
0.0498051155873 0.999999850067 1103.91712778 61.0451694784
0.0476925055004 0.957750740249 1352.67625295 60.5442607594
0.0304959502095 0.999999814754 1361.09696575 67.07662182
0.0514434217447 0.979805481576 1182.01119794 126.99890438
0.0341565442596 0.999999928813 1477.17925972 134.424550346
0.0253584986343 0.9739219164 1484.66336718 72.5378197205
0.0303687630598 0.999999504886 1484.51528987 64.34195076
0.0371747577166 0.988934785392 1351.05259232 47.9705860301
0.0555267665181 0.936924172185 1179.42895493 61.1713903608
0.0408596767532 0.999999850524 1378.39165415 68.6116865728
0.0522401233383 0.952113697957 1161.00706658 100.645316652
0.0381925213677 0.999999596598 1361.85244553 44.6885277385
0.0391025267721 0.999997867696 1206.41117153 55.2613483496
0.031667113376 0.820614442199 1492.17992564 111.999519058
0.0291835389188 0.946861863473 1478.41301813 88.1504078433
0.0722152726507 0.999999796295 1002.34613216 53.428959728
0.0387145371317 0.999999942941 1344.06080965 62.9794852747
0.0447907988477 0.999999477299 1191.14152516 83.2464842886
0.0422537671518 0.999999801812 1316.37550688 91.4960494214
0.0406112699025 0.999999978745 1218.52317052 68.3245165414
0.0471591210527 0.954669075615 1326.725953 93.788954434
0.04125506603 0.9464176751 1210.96099789 80.6692556928
0.0373384878571 0.999999857383 1308.59272854 76.2427628691
0.0452697435094 0.999999954329 1143.48636228 185.02187247
0.0385859844076 0.999999956479 1362.96342519 76.9975449201
0.0404047018066 0.99999987167 1130.57166907 49.9927310342
0.0282588841216 0.999999948085 1404.57386853 72.4058414337
0.0593366522583 0.878795166336 1176.05463616 99.6066227195
0.0532548338761 0.973590742325 1141.72661556 69.4892301467
0.034464969767 0.921945047505 1339.1863817 181.818268391
0.0391642995812 0.922318772043 1307.99538122 68.4345321202
0.0446322923064 0.988037882601 1245.60519846 99.2737823109
0.0362681829014 0.909781832959 1464.47030221 72.6598699891
0.0339330563648 0.888916871576 1375.08928993 83.9001094388
0.0275957923179 0.904240370552 1464.95813737 52.0611857863
0.0558921853244 0.844230845499 1134.56821357 78.2226314828
0.0390300403108 0.910591892994 1315.44481051 61.484064523
0.0381524256632 0.933157501231 1303.02828245 113.480687491
0.0414615564104 0.999999946517 1188.05760911 64.3857218044
0.0395315002955 0.969907971544 1273.41728266 53.5965133562
0.0424515422814 0.94740284787 1192.80959904 67.2100714284
0.0328486682299 0.999999941928 1359.45651498 49.0061853481
0.0539447819747 0.999999902229 1020.30023926 104.968810248
0.0494216778613 0.984802261489 1113.47626703 67.1730267386
0.0466558014445 0.999999951584 1294.56296916 65.1575010731
0.0312786463397 0.897075927599 1490.40730826 107.511093569
0.043050446541 0.999999138306 1165.11221536 79.901046284
0.0415459389114 0.999999975925 1246.81496188 64.059017644
0.037178393697 0.999999898723 1209.74985587 65.3705190331
0.0453308446335 0.99999984905 1151.01767205 59.285919102
0.0490599671998 0.981726943961 1210.69759943 68.2428855291
0.0327864846383 0.973663269164 1290.77079026 78.2182612714
0.0416376100265 0.961829789627 1234.27319245 97.4233767875
0.0440020297976 0.999999906136 1151.96307376 88.4985766627
0.0408563127774 0.979295434189 1265.4304427 59.2951810961
0.0444551118139 0.902419376214 1216.72891157 69.6802391791
0.0438084568621 0.999999866411 1154.6034703 58.8196464886
0.0471046646133 0.842319740896 1256.44396587 77.6288760862
0.0350673989846 0.994426576825 1316.61238954 111.069666845
0.0419543955132 0.917407190458 1331.3650696 62.0513686005
0.0631405150386 0.985415544838 1047.60201014 54.6317892675
0.0418945711456 0.999999937069 1298.47989915 165.390627039
0.0336087380148 0.999999863348 1243.81751507 68.6088452357
0.0519391973874 0.999999419405 1132.78694483 57.6988849181
0.0278989553681 0.830003202738 1519.17082172 124.164944486
0.0435560643108 0.867105920729 1296.08201497 59.5610287269
0.056573351559 0.999999890821 1025.43390412 90.0085018879
0.0415198320169 0.999999924738 1204.6465987 84.3658418493
0.0331025651334 0.999998637772 1429.44997888 80.6572262537
0.0321534576742 0.837341963245 1530.98228789 109.028599707
0.0492316409861 0.999999896531 1216.47620489 67.6644237415
0.0716780024224 0.751850689547 1043.89507578 56.8494880656
0.0644200637279 0.968845471539 1061.56880934 129.428467781
0.0382041787095 0.999999947953 1301.96600468 72.3384080942
0.0421568779885 0.999999805409 1245.72356244 96.9532449031
0.0529884247591 0.999999927806 1218.90203895 86.7234621601
0.0530176458291 0.999999875894 1191.42182729 56.7950524454
0.0442803238521 0.999999682569 1222.49359622 59.5120015554
0.028163382737 0.999999952725 1471.32239377 48.1834009281
0.0456309434682 0.999999869668 1211.49271923 65.6742918529
0.0526300891757 0.999999884244 1117.69082751 62.2343478464
0.065842287178 0.906778477377 1064.92144507 118.063447102
0.0335083572001 0.985301193504 1361.07287393 80.3689663513
0.0615629103251 0.970188251431 1018.59849829 58.13396715
0.0454977167053 0.999999648492 1221.15317093 55.8426664805
0.0437945846254 0.999999951614 1171.8006761 45.2989418396
0.0455177839864 0.99999995381 1189.2735084 71.5760460258
0.0575738290376 0.850973396544 1186.13197996 55.5384236387
0.0332968874694 0.940948129799 1364.66298589 82.6264569435
0.0425338542165 0.975543156768 1163.50615361 58.4178412905
0.046549020194 0.887559246789 1169.0662433 100.681267178
0.0679265255155 0.999999914705 1022.64088173 54.7559296713
0.0304749669944 0.999999949378 1432.93661144 81.9160908821
0.0462614668795 0.999999923577 1293.01292142 55.6710334
0.0556405310714 0.999999732636 1121.03698419 57.0006913723
0.0598869565049 0.99999990764 1085.5755497 44.8158532912
0.0369225483521 0.915043441143 1333.10540011 77.0561606905
0.0410678102636 0.999999792189 1158.0625823 61.1222503686
0.0414655476622 0.98358117882 1184.98917065 51.548588122
0.0533640298617 0.999999818624 1041.78789796 70.2114010262
0.0453783233212 0.965283975254 1341.56884092 105.714654999
0.0581972081637 0.999999846508 1060.60821792 56.9380845867
0.0271060673906 0.999999860852 1378.01694882 130.012536975
0.03935788917 0.8873715574 1398.35791585 94.063229504
0.0355228235716 0.992062190042 1241.5092352 56.0829316598
0.0506820529989 0.999999649297 1205.43913276 114.492917517
0.0485934459338 0.947758945474 1160.4501847 72.9169634612
0.0522405729786 0.999999972105 1227.89849416 87.8424110258
0.04089381056 0.958002254317 1220.92792322 58.1727039469
0.0424007495781 0.999999684114 1225.4442717 46.4123066481
0.0490952334342 0.987288344188 1178.42242858 129.134926794
0.051928084055 0.999999899104 1110.60764336 78.3869450679
0.0669996780278 0.946398729841 1072.72279119 121.067319397
0.0380546705259 0.999999823736 1287.014241 83.2704197079
0.0378109599186 0.999999920566 1334.95859043 89.5534850809
0.0457538840148 0.880979862499 1257.37605683 44.4432310985
0.0407591016494 0.902596245884 1332.8970989 80.7479373835
0.0390133259032 0.999999897954 1338.75139377 67.3514422036
0.0301682623327 0.89049708697 1427.80470155 56.0929377202
0.0286330292809 0.99999994285 1316.89241766 102.829586047
0.0425881108157 0.916928626517 1202.83092971 110.776163874
0.04868044301 0.999999923784 1148.53914131 55.4188387653
0.0474908390391 0.999999951198 1239.33982952 55.4887817399
0.0406819855581 0.99999767401 1268.85185066 59.2337510757
0.0435281310995 0.999999593097 1280.90628517 74.1270760184
0.0376002395885 0.999999912527 1295.01400871 102.949099168
0.0502474228892 0.999999859799 1167.31304083 58.89381941
0.0489227991451 0.99999995784 1183.5995454 78.6549797108
0.0354958840099 0.906442875317 1373.73668665 62.2523235898
0.0262417920727 0.899508376895 1505.61586023 66.7837342894
0.0459620286275 0.96437527105 1163.58684393 85.7432793809
0.0701615543441 0.902389703307 966.457807683 86.0802783922
0.0531956922956 0.999999903749 1096.74391948 98.2762600519
0.0235889863198 0.999999885545 1564.8682067 53.0522046145
0.0300745428561 0.999999947599 1549.07643115 54.0444655056
0.0379067666145 0.999999967976 1456.36992307 108.419758701
0.0358566121239 0.920852024252 1405.88471043 62.1185673434
0.0514664921791 0.999999958735 1108.21438833 81.7905663943
0.0417730461333 0.999999722644 1331.97684237 82.9992352264
0.0573844249896 0.999999943448 1089.40506199 104.016491035
0.0607011163556 0.99999996035 1110.55091785 44.3518662443
0.0595394178404 0.999999767366 1147.42302038 77.9515639756
0.0356197349394 0.952699852944 1322.73471982 41.2637328988
0.0187615867286 0.900995607423 1774.21537202 60.5706671915
0.0365264207769 0.999999858435 1305.43994557 84.6698309309
0.0421711332521 0.999999891455 1261.90373715 55.7835646342
0.0449949355552 0.999999896334 1155.47179102 46.9637182256
0.0490140483755 0.99999872085 1072.74458083 58.4786403691
0.045926035197 0.999999862561 1326.65722808 88.3508768092
0.032062991151 0.935018861195 1332.20430064 119.757653682
0.0434178248909 0.999999440163 1282.58442957 99.2294620195
0.0311232761785 0.999999808674 1417.52502245 44.0854231475
0.0317936843519 0.99999992568 1411.79108226 62.5152726401
0.0343634953826 0.99999989261 1402.25502755 44.1680071294
0.0404890065919 0.999999929395 1321.52116688 73.4440213004
0.0210373996001 0.999999915823 1697.09165957 104.991594159
0.0430548929842 0.999999900831 1232.22295148 61.5396633886
0.0628750773668 0.880677450539 1197.56026512 50.0495700386
0.0521975629386 0.999999892438 1187.17887722 71.7176744142
0.0359442531295 0.948278885863 1364.73012547 120.648954671
0.0565342606063 0.867511801798 1175.94390235 132.706733046
0.040782371924 0.929481145165 1277.99692457 95.7151126869
0.0422091084307 0.855746458736 1279.52047933 65.865967135
0.0383861165076 0.999996098175 1227.24925065 63.6983296668
0.0443871162048 0.981691795279 1274.97038986 49.9521229843
0.0380290132718 0.999999834831 1233.19455017 55.4908481562
0.0378159559222 0.999999960461 1334.86766391 91.3504579566
0.0389340892859 0.999999785758 1306.4824649 61.660892943
0.0439232317184 0.904955798562 1273.41021532 65.9371013634
0.0343754802401 0.999999900558 1187.67035076 57.2592263855
0.0482406059543 0.999999917999 1251.07630529 67.7532944676
0.0602542737926 0.975919523865 1123.02798938 45.2984043809
0.0558967094832 0.999997201959 1068.77625313 49.1249191736
0.0238761788118 0.999999900391 1458.40237562 68.1231998734
0.0303622071929 0.999999962741 1321.62303714 57.2876102823
0.0420664170164 0.999999962573 1263.52497886 88.368660296
