"D" "g0" "sigma" "kappa"
0.0377216147207 0.99999981932 1210.22712068 52.6969713328
0.0284959889019 0.999999947954 1503.63786905 66.582448476
0.0356538965018 0.941159694926 1382.659664 87.2830425377
0.0267125377373 0.955220275887 1532.13770652 73.8776905957
0.0465063099142 0.942031207594 1334.4161349 40.410813656
0.0489086715572 0.974868800943 1258.76466347 62.111496596
0.0357394891459 0.999999804455 1292.30929642 86.3734342771
0.039348296843 0.980181456739 1315.53323356 80.4561384767
0.0497854812931 0.999999890611 1237.90856114 54.0865913303
0.0652740306251 0.965494344891 1061.80598895 76.2121667139
0.0213587036946 0.915179701224 1571.48708155 84.9953478185
0.0339398786853 0.999995654553 1346.30848378 80.6767091002
0.0666419752715 0.856756005407 1071.10594382 59.4779375229
0.035800684639 0.999999879795 1291.16943072 50.6862171634
